player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,_provenance
Tre Freeman,143853,LB,DUKE,13,13,1,69.2,0,1,154,0,0,66.9,66.2,84.6,67.3,61.9,43.5,0,3,1,2,68,21.1,15,2,0,80.0,18,2,0,443,2,238,535,45,0,0,45,0,1,490,46,251,43,24,43,4,26,5,1,246,231,13.7,2025_this_team
Nick Morris Jr.,143867,LB,DUKE,4,5,0,80.0,0,0,154,1,0,44.3,60.2,80.1,56.9,77.7,46.7,1,3,0,0,13,20.8,5,0,0,135.4,4,0,0,143,0,61,150,1,0,0,1,0,0,149,20,69,6,13,14,4,5,4,1,35,12,8.8,2025_this_team
Kendall Johnson,170050,LB,DUKE,10,4,1,82.6,1,1,154,0,0,27.6,48.9,34.3,65.3,80.0,31.6,5,7,0,0,21,27.7,13,1,1,101.3,19,1,0,313,5,161,359,23,0,0,23,0,1,336,43,155,17,16,30,3,23,13,0,191,155,10.1,2025_this_team
Luke Mergott,170056,LB,DUKE,14,23,1,76.3,0,0,154,2,0,68.1,66.4,60.7,51.5,67.8,71.3,2,15,0,2,38,10.8,11,2,1,102.5,29,1,0,727,1,354,788,21,0,0,21,0,2,767,97,337,36,42,68,7,38,18,2,376,244,13.0,2025_this_team
Elliott Schaper,198325,LB,DUKE,6,7,0,75.0,0,0,154,0,0,54.1,54.3,79.0,82.7,37.9,85.7,0,1,0,1,19,0.0,0,0,0,56.3,3,4,0,82,0,53,93,2,0,0,2,0,1,91,7,33,8,4,4,0,4,5,0,30,5,10.0,2025_this_team
Bradley Gompers,198326,LB,DUKE,7,4,0,71.4,0,0,154,1,0,64.6,65.6,0.0,74.1,66.3,85.0,0,1,0,0,20,0.0,0,0,1,125.0,5,0,0,76,1,49,93,6,0,0,6,0,0,87,9,35,10,4,8,1,7,1,1,40,13,8.0,2025_this_team
Will Felder Jr.,204001,LB,DUKE,1,0,0,,0,0,154,0,0,60.0,65.3,70.7,59.1,66.1,77.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,1,9,1,0,0,1,0,0,8,1,7,3,2,2,0,0,0,0,0,0,,2025_this_team
Asher Wasserman,204004,LB,DUKE,1,0,0,,0,0,154,0,0,,48.8,67.3,,51.2,76.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,2,0,0,0,0,0,0,,2025_this_team
