player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Mason White,43872,S,OREGON ST,12,0,0,265,60.0,,,,,,61.2,,,52.0,4,1,0,7,20,11,64,29,3
Joe Royer,52545,TE,CINCINNATI,3,0,0,138,,,,59.9,,,60.1,,,64.0,0,0,0,0,0,3,0,0,0
James Camden,53418,LB,W MICHIGAN,14,0,0,347,60.4,,,,,,58.3,,,47.1,1,1,0,31,15,4,58,13,1
Iesa Jarmon,53981,CB,AKRON,3,0,0,102,59.9,,,,,,34.1,,,28.4,1,1,0,3,3,0,7,5,1
Sterling Berkhalter,54221,WR,WAKE,2,0,0,339,,,,,,,60.3,,,66.7,0,0,0,0,0,1,0,1,0
Malik Denkins,55516,ED,C MICHIGAN,3,0,0,134,59.6,,,,,,64.0,,,72.1,0,0,0,3,0,0,0,8,0
Shaun Myers,62235,LB,COLORADO,9,0,0,143,59.8,,,,,,58.5,,,66.0,0,0,0,31,0,0,3,7,0
Will Whitson,64470,ED,MISS STATE,2,0,0,227,,,,,,,60.1,,,66.0,0,0,0,0,0,4,0,0,0
Mister Williams,70521,LB,S DIEGO ST,8,0,0,284,60.0,,,,,,57.9,,,67.2,0,0,0,5,3,21,0,1,0
Ben Florentine,70644,DI,WYOMING,12,0,0,351,57.3,,,,,,58.1,,,70.2,0,0,0,48,0,0,7,10,0
Cash McVay,70670,K,APP STATE,13,0,0,108,,,,,84.4,,63.4,,,77.3,0,0,0,0,59,0,0,0,1
Jake Retzlaff,70874,QB,TULANE,1,0,0,319,,,,,,,60.0,,,63.0,0,0,0,0,0,1,0,0,0
Calvin Pitcher,70877,LB,UAB,11,1,0,321,59.9,,,,,,49.3,,,78.0,1,0,0,31,23,0,30,12,2
Tate Romney,70946,LB,ARIZONA ST,9,0,0,110,59.9,,,,,,64.2,,,51.6,1,1,0,8,41,43,0,28,1
Boden Groen,71325,TE,KANSAS,4,0,0,198,,,60.0,,,,59.6,,,64.3,0,0,4,0,1,1,1,0,0
Domani Jackson,71370,CB,ALABAMA,10,0,0,103,59.9,,,,,,62.1,,,71.4,0,0,0,22,0,0,0,11,0
Keanu Tanuvasa,71398,DI,BYU,14,0,0,128,72.1,,,,,,79.5,,,70.0,0,0,0,48,0,0,0,10,0
Mavin Anderson,71443,WR,TEXAS ST,4,0,0,314,,,,63.2,,,59.6,,,68.4,0,0,0,0,0,29,0,0,0
Andrew Madrigal,71502,C,NEVADA,2,0,0,239,,,60.3,,,,59.0,,,67.3,0,0,5,0,0,0,2,0,0
Marquis Ashley,71530,WR,NEVADA,2,0,0,239,,,,,,,61.1,,,67.9,0,0,0,0,3,0,0,1,0
Aaron Smith,71596,CB,NEW MEXICO,13,1,0,241,,,,61.8,,,63.6,,,36.1,2,1,0,0,69,61,41,5,2
Jayden Dixon-Veal,71698,WR,CAL,6,0,0,130,,,,59.9,,,54.7,,,74.4,0,1,0,0,1,30,0,3,0
DJ Harvey,72089,CB,USC,6,0,0,326,59.8,,,,,,61.0,,,68.0,0,0,0,10,2,1,0,0,0
Solomone Langi,72318,DI,S JOSE ST,10,0,0,285,58.5,,71.4,,,,61.1,,,65.6,0,0,23,19,0,0,0,0,0
Sonny Makasini,72324,G,BYU,14,0,0,128,,,79.3,,,,66.8,,,75.0,0,0,74,0,0,0,0,0,0
Rowan Reay,72336,WR,BYU,13,0,0,128,,,,,,,73.9,,,71.0,0,0,0,0,12,57,0,0,0
Raider Damuni,72338,S,BYU,11,0,0,128,59.8,,,,,,57.9,,,70.0,0,0,0,27,18,0,0,12,0
Cam Davis,72376,HB,MINNESOTA,8,0,0,225,,,,59.6,,,70.0,,,70.5,0,0,0,0,0,41,0,0,0
Justin Flowe,72388,LB,UNLV,12,0,1,325,,,,,,,61.1,,,33.0,0,2,0,0,76,7,0,1,3
Ian Shewell,72474,DI,ARIZONA ST,5,0,0,110,59.9,,,,,,66.0,,,74.0,0,0,0,2,0,0,2,13,0
Jadon Pearson,72538,LB,FRESNO ST,13,0,0,169,59.8,,,,,,61.9,,,79.9,0,0,0,42,0,7,0,2,0
Marshall Jackson,72689,T,W KENTUCKY,13,0,0,346,59.2,,76.3,,,,64.5,,,63.3,0,0,68,3,0,0,0,0,0
Marco Notarainni,73389,LB,BOISE ST,14,0,0,120,59.6,,,,,,61.9,,,75.2,0,0,0,49,43,4,56,17,1
Trent Whalen,73609,LB,ARKANSAS,11,0,0,111,,,,,,,61.5,,,29.5,0,1,0,0,13,51,3,11,0
Elijah Gilliam,73621,HB,FRESNO ST,4,0,0,169,,,,,,,65.0,,,74.7,0,0,0,0,1,6,0,12,0
Gio De Leon,73658,LB,BUFFALO,12,3,0,126,,,,,,,74.1,,,79.4,0,0,0,0,58,49,47,34,4
Sioeli Helu,73697,C,NEW MEX ST,12,0,0,242,,,77.4,,,,65.6,,,66.0,0,0,53,0,0,0,0,0,0
Cory Hall,73699,DI,UNLV,14,0,0,325,,,78.5,,,,66.8,,,76.8,0,0,78,0,0,0,0,0,0
Aluma Nkele,73741,T,MINNESOTA,9,0,0,225,,,71.4,,,,63.9,,,65.1,0,0,40,0,0,0,0,0,0
Reis Stocksdale,73860,WR,BOWL GREEN,2,0,0,122,,,,,,,60.2,54.2,,65.1,0,0,0,0,0,1,0,4,0
Cade McConnell,73935,QB,UTEP,9,0,0,330,,,63.7,,,,61.4,,,60.9,0,0,24,0,0,0,0,0,0
Taariq Al-Uqdah,74119,LB,WASHINGTON,3,0,0,340,60.0,,,,,,61.7,,,74.6,0,0,0,9,0,0,0,1,0
Ryan Quintanar,74152,LB,USC,13,1,0,326,,,,59.9,,,62.6,,,72.9,0,0,0,0,36,55,24,2,2
Justin Sinclair,74258,S,HAWAII,13,0,0,180,59.9,,,,,,64.2,,,84.0,0,0,0,1,80,68,50,32,2
Zion Branch,74395,S,GEORGIA,11,0,0,173,60.0,,,,,,66.2,,,72.4,0,0,0,13,33,0,1,27,0
Jack Monday,74638,TE,KENTUCKY,1,0,0,202,,,,,,,60.0,,,63.7,0,0,0,0,0,1,0,0,0
AJ Vaipulu,74652,G,WASH STATE,8,0,0,341,,,72.4,,,,63.0,,,66.9,0,0,29,0,0,0,2,0,0
Jaymar Mundy,75041,CB,OHIO,4,0,0,259,60.1,,,,,,38.7,,,27.0,0,1,0,6,0,0,0,7,0
Silas Walters,75263,S,MIAMI OH,12,0,0,221,59.7,,,,,,63.1,,,72.5,0,0,0,42,1,9,13,17,0
Aneesh Vyas,75285,DI,WYOMING,9,0,0,351,87.4,,,,,,90.9,,,67.3,0,0,0,31,0,0,7,3,0
Tegra Tshabola,75288,G,OHIO STATE,13,0,0,260,,,79.4,,,,66.7,,,73.1,0,0,76,0,0,0,0,0,0
Bam Booker,76122,ED,BOWL GREEN,12,0,0,122,58.5,,74.1,,,,57.1,,,72.2,1,0,50,28,0,0,61,8,0
Tay Lanier,78216,WR,COLO STATE,1,0,0,144,,,,,,,60.0,,,63.3,0,0,0,0,0,0,1,0,0
Solomon Vanhorse,78573,HB,INDIANA,16,0,0,190,,,,59.4,,,51.4,,,42.4,3,1,0,0,0,45,29,66,0
Moroni Anae,81437,LB,UTAH,8,0,0,328,59.8,,,,,,57.4,,,68.7,0,0,0,3,2,25,1,1,0
Reuben Unije,81675,T,UCLA,1,0,0,324,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Brendon Harris,83446,S,MIDDLE TN,12,0,0,224,59.6,,,,,,76.5,,,85.3,1,1,0,34,51,15,67,11,8
Jayden Dunlap,85725,CB,BYU,6,0,0,128,60.2,,,,,,62.7,,,69.4,0,0,0,9,7,0,0,5,0
Gracen Halton,85774,DI,OKLAHOMA,12,0,1,261,57.7,,,,,,38.6,,,26.7,0,2,0,26,0,0,0,7,0
Carson Lee,86142,C,W VIRGINIA,10,0,0,343,,,72.6,,,,64.6,,,70.6,0,0,41,0,0,0,0,0,0
Toreon Penright,86146,T,FRESNO ST,2,0,0,169,,,61.2,,,,61.8,,,65.1,0,0,6,0,0,0,0,0,0
Jairus Satele,86168,DI,FRESNO ST,1,0,0,169,,,60.0,,,,60.0,,,61.0,0,0,1,0,0,0,0,0,0
Kalib Perry,86267,LB,LOUISVILLE,13,0,0,210,59.7,,,,,,63.7,,,75.9,1,0,0,23,70,8,57,28,2
Blake Ruffin,86298,S,LOUISVILLE,13,0,0,210,59.9,,,,,,61.4,,,62.5,2,1,0,4,71,14,50,50,1
Byron Cardwell Jr.,86353,HB,S DIEGO ST,13,0,0,284,,,,66.5,,,63.8,,,70.4,0,0,0,0,0,44,0,0,0
Koby Gross,86477,TE,BALL ST,10,0,0,117,,,70.7,,,,62.9,,,66.4,0,0,32,0,0,0,6,0,0
Chase Penry,86538,WR,BOISE ST,2,0,0,120,,,,,,,60.3,,,68.6,0,0,0,0,0,2,0,0,0
Jalil Tucker,86578,CB,OREGON ST,11,0,0,265,59.7,,,,,,60.4,,,76.2,0,0,0,42,0,0,0,18,0
Jackson Schulz,86773,S,KENTUCKY,12,0,0,202,,,,,,,65.5,,,76.2,0,0,0,0,14,63,0,22,0
Ceyair Wright,86877,CB,NEBRASKA,12,0,1,238,59.8,,,,,,57.2,,,29.1,0,1,0,53,1,0,1,18,0
David Reese,90079,ED,SYRACUSE,10,0,0,304,59.9,,,,,,64.1,,,69.6,0,0,0,11,1,0,0,20,0
Reymello Murphy,90224,WR,UCONN,6,0,0,146,,,,,,,71.0,,,70.0,0,0,0,0,5,10,0,0,0
Nilay Upadhyayula,90279,LS,PITTSBURGH,8,0,0,268,,,,,,75.4,57.0,,,66.1,2,0,0,0,0,0,32,0,1
Chance Tucker,90524,CB,NOTRE DAME,1,0,0,258,,,,,,,60.2,,,62.9,0,0,0,0,2,0,0,0,0
Ose Egbase,90529,ED,UNLV,13,0,0,325,58.5,,,,,,64.1,,,71.6,0,0,0,17,7,0,0,7,1
Beau Gardner,90626,LS,GEORGIA,14,0,0,173,,,72.3,,,74.5,71.8,,,66.9,1,0,72,0,0,0,52,0,1
Tyrice Ivy Jr.,90783,S,OREGON ST,1,0,0,265,60.0,,,,,,60.0,,,62.7,0,0,0,3,0,0,0,0,0
Dylan Lopez,91064,C,NEVADA,2,0,0,239,,,60.8,,,,61.6,,,62.1,0,0,5,0,0,0,0,0,0
Cam Ross,97105,WR,VIRGINIA,12,0,0,335,,,,68.1,,,66.1,69.0,,67.7,0,0,0,0,0,44,1,57,0
Alante Brown,97171,WR,MICH STATE,3,0,0,223,,,,92.4,,,58.0,,,69.3,0,0,0,0,0,13,14,2,0
Juwaun Price,97204,HB,UMASS,12,0,0,216,,,,54.0,,,63.1,,,74.8,0,0,0,0,2,67,0,20,0
Enoch Nawahine,97303,HB,BYU,9,0,0,128,,,,,,,58.4,,,71.5,0,0,0,0,7,39,0,0,0
Ryan Davis,97321,WR,UTAH,2,0,0,328,,,,,,,60.5,,,66.9,0,0,0,0,0,3,0,0,0
Solomon Brown,97386,S,BUFFALO,11,0,0,126,59.9,,,,,,63.9,,,70.5,0,0,0,32,0,2,0,19,0
John Emery Jr.,97403,HB,UTSA,1,0,0,331,,,,,,,60.0,,,64.8,0,0,0,0,0,1,0,0,0
Devin Voisin,97427,WR,S ALABAMA,12,0,0,288,,,,59.9,,,61.3,74.9,,67.9,0,0,0,0,1,5,0,43,0
Marvae Myers,97517,CB,MARSHALL,12,0,0,214,59.3,,,,,,57.4,,,80.6,1,0,0,37,52,10,15,21,0
Jett Elad,97543,S,RUTGERS,12,0,0,278,69.8,,,,,,90.3,,,72.3,0,0,0,63,6,0,0,29,0
Logan Lupo,97582,K,FAU,12,0,0,165,,,65.3,,,,62.7,,74.9,69.8,0,1,38,0,0,0,28,0,1
Mohamed Toure,97751,LB,MIAMI FL,15,0,1,220,59.6,,,,,,57.6,,,28.7,0,1,0,32,0,4,0,44,0
Zaylin Wood,97761,DI,VANDERBILT,13,0,0,333,66.2,,,,,,70.8,,,68.7,0,0,0,42,0,0,0,6,0
Dylan Black,97768,LS,OREGON ST,1,0,0,265,,,60.0,,,65.3,52.0,,,63.5,0,0,1,0,0,0,5,0,0
Donavon Greene,97813,WR,VA TECH,1,0,0,337,,,,,,,60.0,,,61.2,0,0,0,0,0,1,0,0,0
Mark Davis,97886,CB,VANDERBILT,8,0,0,333,60.2,,,,,,61.8,,,68.2,0,0,0,10,7,0,0,1,0
Shammond Cooper,97918,LB,AKRON,10,0,0,102,59.7,,,,,,60.9,,,68.7,0,0,0,29,1,1,17,10,0
Anthonie Cooper,97970,DI,ARIZONA ST,2,0,0,110,59.7,,,,,,59.9,,,63.5,0,0,0,3,0,0,0,0,0
Jalar Holley,97977,DI,CHARLOTTE,12,0,0,136,58.7,,,,,,59.2,,,67.2,0,0,0,29,0,0,0,2,0
Demetris Allen,98082,G,UTSA,13,0,0,331,,,76.8,,,,65.2,,,66.6,0,0,78,0,0,0,0,0,0
Richie Hagarty,98121,ED,NWESTERN,8,0,0,256,59.1,,,,,,60.5,,,66.7,0,0,0,12,0,0,0,5,0
Myles Farmer,98122,S,APP STATE,12,0,0,108,59.9,,,,,,46.4,,,28.0,3,3,0,14,58,63,11,40,3
Immanuel Hickman Sr.,98192,DI,VA TECH,8,0,0,337,58.3,,,,,,58.0,,,64.9,0,0,0,16,0,0,0,0,0
Quindarius Dunnigan,98193,ED,MICH STATE,5,0,0,223,59.8,,,,,,62.0,,,67.2,0,0,0,3,0,0,0,5,0
Jax Harrington,98255,T,LA LAFAYET,10,0,0,207,,,73.8,,,,64.9,,,71.1,0,0,41,0,0,0,0,0,0
Zukudo Igwenagu,98305,ED,UMASS,11,0,0,216,59.2,,,,,,54.1,,,71.7,1,0,0,18,9,0,0,19,0
Brett Seither,98371,TE,GA TECH,3,0,0,176,,,,,,,57.7,,,67.4,0,0,0,0,0,8,0,0,0
Jayme Motley-Simmons,98490,T,AKRON,6,0,0,102,,,67.1,,,,63.2,,,68.4,0,0,19,0,0,0,0,0,0
Adrian Medley,98550,G,FLORIDA ST,12,0,0,167,,,75.4,,,,65.0,,,67.3,0,0,63,0,0,0,0,0,0
Jalen Catalon,98867,S,MISSOURI,13,0,0,229,60.0,,,,,,56.7,,,77.0,1,0,0,15,62,9,0,16,1
Taurean Carter II,98934,DI,COLORADO,5,0,0,143,58.7,,,,,,58.7,,,64.1,0,0,0,6,0,0,0,0,0
Isaiah Gibson Sr.,98952,DI,SO MISS,13,0,0,296,58.0,,,,,,60.1,,,70.8,0,0,0,42,0,1,0,16,0
Matthew Bailey,99030,LS,TOLEDO,1,0,0,316,,,60.0,,,0.0,52.6,,,60.8,0,0,1,0,0,0,0,0,0
Jakai Moore,99041,T,N CAROLINA,12,0,0,245,,,23.5,,,,33.6,,,28.3,0,1,44,0,0,0,0,0,0
Brandon Mack II,99105,ED,HOUSTON,9,0,0,182,59.1,,,,,,60.5,,,75.6,0,0,0,22,0,0,0,2,0
Will Jones II,99276,S,N TEXAS,13,0,0,251,60.0,,,,,,59.7,,,69.5,1,0,0,49,23,12,0,1,1
Logan Wilson,99280,CB,CINCINNATI,11,0,0,138,87.0,,,63.0,,,83.6,60.3,,71.4,0,0,0,32,0,42,0,10,0
Isheem Young,99281,S,MEMPHIS,9,0,0,218,60.0,,,,,,66.3,,,72.3,1,0,0,4,32,0,0,8,1
Virdel Edwards II,99286,CB,HAWAII,10,1,0,180,60.0,,,,,,71.7,,,73.4,0,0,0,1,18,2,0,20,0
Taylor Poitier,99437,G,KANSAS ST,1,0,0,199,,,60.0,,,,60.0,,,61.0,0,0,1,0,0,0,0,0,0
Tony Mathis Jr.,99481,HB,MARSHALL,3,0,0,214,,,,,,,62.9,,,68.8,0,0,0,0,0,1,0,10,0
Deshawn McCuin,99502,CB,S DIEGO ST,13,0,0,284,59.8,,,,,,62.4,,,48.9,0,1,0,11,37,2,57,28,2
Nate Temple,99726,ED,PITTSBURGH,12,0,0,268,60.1,,,,,,64.6,,,70.2,0,0,0,14,0,0,0,18,0
Cecil Powell,99735,S,SM HOUSTON,11,0,0,281,83.5,,,,,,81.7,,,27.6,0,1,0,45,1,0,0,3,0
Jordan Huff,99745,S,GA STATE,11,0,0,175,60.1,,,,,,68.0,,,66.6,0,0,0,35,16,2,0,4,1
Antonio Clary,99757,S,VIRGINIA,9,0,0,335,60.1,,,59.4,,,62.3,,,68.7,0,0,0,11,0,19,2,11,0
Kenan Johnson,99761,CB,VIRGINIA,2,0,0,335,60.0,,,,,,60.8,,,66.3,0,0,0,1,0,0,0,3,0
Rico Watson III,99809,ED,USF,13,0,0,327,59.2,,,,,,52.3,,,29.2,0,1,0,10,1,2,31,0,0
Ben Smiley,99845,ED,UCONN,7,0,0,146,59.2,,,,,,60.6,,,71.6,0,0,0,22,0,0,0,3,0
Zach Gibson,100201,QB,FAU,1,0,0,165,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
PaSean Wimberly,100221,HB,BOWL GREEN,9,1,0,122,,,,,,,56.7,,,79.1,2,0,0,0,31,0,43,34,2
Blaine Spires,100324,ED,PITTSBURGH,9,0,0,268,59.9,,,,,,60.6,,,66.9,0,0,0,19,0,0,0,4,0
Siale Taupaki,100432,DI,UCLA,11,0,0,324,58.0,,,,,,58.3,,,68.2,0,0,0,32,0,0,0,4,0
Stephon Wright,100437,DI,UCONN,9,0,0,146,57.9,,,,,,59.3,,,72.0,0,0,0,24,0,1,0,7,0
De'Jon Benton,100445,DI,HAWAII,8,0,0,180,,,,,,,63.7,,,73.1,0,0,0,0,0,0,1,17,0
Levani Damuni,100457,LB,UTAH,13,0,0,328,60.1,,,59.6,,,59.5,,,69.6,0,0,0,24,0,51,9,12,0
Sitiveni Havili Kaufusi,100595,ED,OKLA STATE,12,0,0,262,58.1,,,,,,58.6,,,69.3,0,0,0,14,0,15,52,0,1
Briton Allen,100615,S,MIAMI FL,14,0,0,220,,,,,,,61.0,,,76.1,0,0,0,0,71,1,0,0,0
Hudson Habermehl,100658,TE,UCLA,12,0,0,324,,,71.6,,,,60.7,,,73.0,0,0,36,0,0,2,43,0,0
Christian Helms,101126,WR,USF,13,0,0,327,,,,59.9,,,65.3,,,78.5,1,0,0,0,8,65,6,2,0
Naki Fahina,101179,DI,UTAH ST,4,0,0,329,58.7,,,,,,59.7,,,68.5,0,0,0,9,0,0,0,4,0
Javin Wright,101373,LB,NEBRASKA,11,0,0,238,60.1,,,,,,62.7,,,73.7,0,0,0,39,0,0,0,6,0
Smith Vilbert,101408,ED,N CAROLINA,12,0,0,245,58.5,,,,,,59.0,,,68.3,0,0,0,42,0,0,0,5,0
Jalen Hunt,101456,ED,CINCINNATI,11,0,0,138,57.8,,,,,,57.9,,,67.7,0,0,0,32,0,0,0,5,0
Joey Velazquez,101480,LB,OHIO STATE,14,1,0,260,,,,,,,65.4,,,44.8,0,1,0,0,84,39,1,5,0
Derik LeCaptain,101506,LB,MINNESOTA,13,2,0,225,59.9,,,54.6,,,77.4,,,80.0,1,1,0,54,61,62,66,37,5
Matthew Bedford,101579,G,OREGON,1,0,0,264,,,60.0,,,,60.0,,,61.0,0,0,1,0,0,0,0,0,0
Jack Bouwmeester,101613,P,TEXAS,13,0,0,311,,,67.8,,,,63.7,,75.0,73.0,0,1,74,0,0,0,61,0,0
Tate Hallock,101668,S,W MICHIGAN,14,0,0,347,59.5,,,,,,70.5,,,73.6,0,0,0,35,14,4,0,52,0
Marlon Jones,101808,CB,VANDERBILT,9,0,0,333,60.0,,,,,,62.1,,,75.5,0,0,0,7,49,0,0,24,0
Rushawn Lawrence,101911,DI,MINNESOTA,13,0,0,225,85.0,,,,,,90.8,,,68.3,0,0,0,48,0,0,0,3,0
Jordan Hall,102309,G,TULANE,14,0,0,319,,,78.7,,,,66.6,,,74.6,0,0,69,0,0,0,0,0,0
Keagen Trost,102324,T,MISSOURI,11,0,0,229,,,73.3,,,,64.3,,,65.8,0,0,51,0,0,0,0,0,0
Brendan Harrington,102848,LB,GA SOUTHRN,13,0,0,174,61.5,,,,,,70.7,,,92.0,0,0,0,68,0,0,9,0,0
Logan Lutui,103655,ED,BYU,13,0,0,128,59.2,,,,,,60.7,,,68.9,0,0,0,37,1,2,0,5,0
Evan Beerntsen,103865,G,NWESTERN,13,0,0,256,,,77.1,,,,65.3,,,64.2,0,0,50,0,0,0,0,0,0
Marcus Bellon,104082,WR,NEVADA,9,0,0,239,,,,,,,59.7,71.2,,67.8,0,0,0,0,1,0,2,42,0
Noah Holmes,104560,LB,E CAROLINA,13,1,0,156,59.5,,,,,,78.8,,,83.9,3,0,0,28,83,57,45,45,2
Ellis Adams,104742,G,MIDDLE TN,1,0,0,224,,,60.0,,,,60.0,,,61.0,0,0,1,0,0,0,0,0,0
Marcus Velez,104901,TE,BUFFALO,3,0,0,126,,,,,,,60.9,,,68.5,0,0,0,0,5,11,0,0,0
Jalen Bell,106404,DI,MEMPHIS,12,0,0,218,57.4,,,,,,58.1,,,75.1,0,0,0,29,0,0,0,3,0
Clay Patterson,106446,DI,STANFORD,6,0,0,300,,,,,,,63.6,,,67.7,0,0,0,0,0,1,0,7,0
Marques White,108130,ED,UMASS,12,0,0,216,59.4,,,,,,50.3,,,71.6,1,0,0,48,11,0,0,8,0
Michael Flores,108560,G,LOUISVILLE,13,0,0,210,,,68.7,,,,62.9,,,64.8,0,0,72,0,0,0,1,0,0
Tra Thomas,116043,ED,NC STATE,12,1,0,248,60.1,,,,,,53.4,,,40.4,2,1,0,18,45,0,21,14,1
Elijah Culp,121345,CB,JAMES MAD,4,0,0,197,60.0,,,,,,62.5,,,70.1,0,0,0,5,10,3,3,4,1
Sam Howard,121351,LB,TULANE,8,0,0,319,60.0,,,,,,62.3,,,71.8,0,0,0,21,0,3,0,7,0
Ethan Myers,121358,LS,MISS STATE,13,0,0,227,,,63.1,,,58.7,62.7,,,67.3,3,0,60,0,0,0,58,0,2
Caullin Lacy,121426,WR,LOUISVILLE,13,0,0,210,,,,55.8,,,61.7,91.4,,68.1,0,0,0,0,0,53,0,64,0
Keyshawn Woodyard,121445,WR,S ALABAMA,10,0,0,288,,,,,,,68.0,,,76.6,0,0,0,0,0,40,0,11,0
Tyrese Hopkins,121461,LB,LA MONROE,9,0,0,209,60.1,,,,,,67.8,,,71.0,0,0,0,10,2,4,0,20,0
Zaire Flournoy,121488,G,FIU,12,0,0,166,,,77.9,,,,61.1,,,29.1,0,1,62,0,0,0,0,0,0
Justin Jones,121492,HB,AUBURN,12,0,0,115,,,,,,,73.5,,,81.3,1,0,0,0,61,50,5,46,4
Brady Wilson,121508,C,VIRGINIA,1,0,0,335,,,,,,,60.0,,,63.3,0,0,0,0,0,0,1,0,0
Antwon Fegans Jr.,121519,S,AUBURN,2,0,0,115,,,,,,,62.1,,,65.4,0,0,0,0,2,0,0,3,0
Kenneth Harris,121523,CB,OKLA STATE,12,0,0,262,59.6,,,,,,56.4,,,66.8,0,0,0,55,8,0,0,5,0
Corbet Mims,121534,ED,JVILLE ST,5,0,0,196,59.2,,,,,,59.7,,,65.0,0,0,0,5,0,0,0,2,0
Lincoln Pare,121537,HB,TEXAS ST,7,0,1,314,,,,59.9,,,60.4,,,73.3,0,1,0,0,9,29,1,14,0
Corey Rucker,121539,WR,ARK STATE,1,0,0,113,,,,61.8,,,60.0,,,62.2,0,0,0,0,0,1,0,0,0
Reece Adkins,121620,TE,UMASS,6,0,0,216,,,62.9,,,,62.4,,,64.3,0,0,14,0,0,0,1,0,0
Channing Canada,121668,CB,TCU,12,0,0,305,59.8,,,,,,61.6,,,70.9,0,0,0,36,0,0,0,1,0
Isaiah Cash,121669,CB,VA TECH,11,1,0,337,,,,,,,62.1,,,78.9,0,0,0,0,47,0,47,6,2
Tyson Thompson,121708,TE,RICE,12,0,0,275,,,,57.8,,,63.6,59.1,,72.7,0,0,0,0,2,64,1,42,0
Immanuel Bush,121724,DI,JAMES MAD,12,0,0,197,57.9,,,,,,57.7,60.0,,67.6,0,0,0,26,0,0,1,3,0
Jayshaun Coffman,121726,DI,LOUISVILLE,1,0,0,210,59.4,,,,,,59.7,,,63.1,0,0,0,1,0,0,0,0,0
JoJo Evans Jr.,121728,S,LOUISVILLE,12,0,0,210,59.8,,,,,,63.6,,,69.1,0,0,0,34,6,0,0,16,0
Hayden Hagler,121732,TE,MO STATE,4,0,0,230,,,60.0,,,,60.8,,,66.3,0,0,7,0,0,18,0,0,0
EJ Horton Jr.,121734,WR,PURDUE,6,0,0,273,,,,,,,38.0,,,71.5,3,0,0,0,0,0,16,3,0
Kerion Martin,121739,LB,MARSHALL,11,0,0,214,59.4,,,,,,61.0,,,69.6,0,0,0,32,6,6,0,10,0
Zane Porter,121745,LB,MARSHALL,12,0,0,214,,,,,,,81.5,,,80.5,0,0,0,0,65,52,58,5,4
Daytione Smith,121749,S,MARSHALL,12,0,0,214,60.5,,,,,,63.4,,,71.9,0,0,0,48,7,0,0,12,0
An'Darius Coffey,121757,S,PURDUE,10,0,0,273,60.0,,,,,,62.1,,,71.2,0,0,0,8,33,1,21,15,0
Rodney Newsom Jr.,121781,C,S CAROLINA,2,0,0,289,,,60.0,,,,61.5,,,65.7,0,0,6,0,0,0,0,0,0
Devyn Curtis,121800,LB,ARK STATE,11,0,0,113,,,,,,,66.5,,,71.8,0,0,0,0,0,50,49,2,0
Frank Peasant,121817,HB,MEMPHIS,9,0,0,218,,,,,,,57.4,,,71.5,0,0,0,0,26,46,0,3,0
Lance Robinson,121819,G,LOUISVILLE,3,0,0,210,,,60.0,,,,62.1,,,68.5,0,0,8,0,0,1,0,0,0
Jacob Busic,121837,ED,UCLA,12,0,0,324,59.2,,60.0,,,,57.0,,,74.0,1,1,5,7,0,44,46,4,1
Ajani Cuevas-Gillis,121841,S,MARSHALL,2,0,0,214,59.8,,,,,,37.1,,,26.6,0,1,0,2,1,0,0,8,0
Will Benton IV,121916,LS,GA TECH,5,0,0,176,,,,,,86.8,68.7,,,64.8,0,0,0,0,0,0,14,0,0
Durham Harris,121971,LS,VANDERBILT,13,0,0,333,,,82.6,,,76.1,70.8,,,65.7,0,0,78,0,0,0,26,0,0
David Nunez,121982,P,TEXAS ST,13,0,0,314,,,68.0,,60.0,,63.4,,56.0,70.3,0,0,77,0,1,0,40,0,1
Trenton Scott,121987,T,NEVADA,12,0,0,239,,,72.3,,,,64.1,,,65.5,0,0,45,0,0,0,0,0,0
Josh Hancock,122018,LS,UTEP,12,0,0,330,,,43.6,,,23.0,54.0,,,67.2,1,0,42,0,0,0,59,0,4
Miles Davis,122056,HB,UTAH ST,4,0,0,329,,,,55.8,,,71.3,,,65.0,0,0,0,0,0,25,0,0,0
Rodney Johnson,122103,CB,LOUISVILLE,11,0,1,210,59.7,,,,,,60.5,,,40.0,2,2,0,6,54,0,43,43,3
DeMonte Capehart,122144,DI,CLEMSON,12,0,1,140,57.8,,74.6,,,,56.5,,,30.4,0,1,53,36,0,6,2,5,0
Quinn Castner,122145,K,CLEMSON,2,0,0,140,,61.8,,,60.1,,60.0,,,64.4,0,0,3,0,1,0,0,0,0
Fred Davis II,122146,CB,NWESTERN,11,0,0,256,59.9,,,,,,65.1,,,74.2,0,0,0,36,0,0,1,21,0
Sage Ennis,122147,TE,VIRGINIA,5,0,0,335,,,66.4,,,,61.2,,,65.3,0,0,18,0,0,6,1,0,0
Malcolm Greene,122148,CB,UMASS,11,0,0,216,59.3,,,,,,63.7,,,79.0,0,0,0,57,0,0,32,11,1
