player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Ronnie Royal III,190870,S,NC STATE,10,0,0,248,60.3,,,,,,57.2,,,68.9,1,0,0,31,16,4,0,8,2
Idrys Cotton,190880,G,NWESTERN,1,0,0,256,,,60.0,,,,60.0,,,63.4,0,0,1,0,0,0,0,0,0
Tate Crane,190881,WR,NWESTERN,5,0,0,256,,,,,,,46.1,,,70.5,1,0,0,0,12,1,0,5,0
Jack Florentine,190883,LS,NWESTERN,13,0,0,256,,,75.2,,,52.4,62.3,,,63.4,0,0,51,0,0,0,0,0,0
Carson Grove,190884,WR,NWESTERN,2,0,0,256,,,,,,,60.0,,,66.7,0,0,0,0,0,7,0,0,0
Ezomo Oratokhai,190888,G,NWESTERN,13,0,0,256,,,76.3,,,,65.8,,,73.5,0,0,50,0,0,0,0,0,0
Dennis Rahouski,190889,T,NWESTERN,1,0,0,256,,,60.0,,,,60.0,,,61.6,0,0,1,0,0,0,0,0,0
Dashun Reeder,190890,HB,NWESTERN,7,1,0,256,,,,,,,58.7,,,75.2,1,0,0,0,33,0,8,20,2
Cam Russell,190891,WR,NWESTERN,2,0,0,256,,,,,,,60.8,,,66.7,0,0,0,0,0,2,0,2,0
Patrick Schaller,190892,TE,NWESTERN,13,0,0,256,,,73.9,,,,66.2,,,71.0,0,0,51,0,0,52,0,0,0
Jack Trautmann,190895,ED,NWESTERN,2,0,0,256,59.8,,,,,,60.3,,,64.2,0,0,0,1,0,0,0,1,0
Drew Wagner,190897,WR,NWESTERN,10,0,0,256,,,,59.4,,,53.3,62.3,,70.0,0,0,0,0,0,37,0,34,0
Tito Williams Jr.,190898,S,NWESTERN,3,0,0,256,,,,,,,60.7,,,65.0,0,0,0,0,0,1,0,2,0
Koy Beasley,190900,S,MIAMI OH,14,0,0,221,59.9,,,,,,62.8,,,77.3,0,0,0,7,52,9,10,10,0
Anthony Boswell,190901,C,TOLEDO,10,0,0,316,,,75.5,,,,64.8,,,72.2,0,0,45,0,0,0,8,0,0
Tarrion Grant,190903,CB,TEXAS TECH,5,0,0,315,60.0,,,,,,62.8,,,69.6,0,0,0,3,1,0,0,9,0
Donovan Hamilton,190904,WR,BALL ST,12,0,1,117,,,,,,,52.7,,,73.1,0,1,0,0,1,71,0,6,0
Antonio Harris,190906,HB,PURDUE,10,0,0,273,,,,54.3,,,63.2,,,70.4,0,0,0,0,3,30,4,10,0
Reese Hill,190907,DI,BALL ST,1,0,0,117,59.8,,,,,,60.0,,,62.7,0,0,0,1,0,0,0,0,0
Hudauri Hines,190908,CB,PURDUE,12,0,0,273,59.5,,,,,,63.8,,,76.2,0,0,0,58,13,0,19,8,1
Caleb Irving,190910,DI,CHARLOTTE,8,0,0,136,58.8,,,,,,59.8,,,66.3,0,0,0,15,0,0,0,4,0
Luke Klare,190915,TE,PURDUE,3,0,0,273,,,,,,,55.0,,,65.7,1,0,0,0,11,0,0,0,1
Earl Kulp,190916,CB,TEMPLE,3,0,0,306,59.9,,,,,,60.9,,,67.8,0,0,0,1,0,0,0,3,0
Isaiah Needam,190918,S,PURDUE,11,2,1,273,,,,,,,73.6,,,31.8,2,1,0,0,49,0,43,29,7
Max Parrott,190919,G,PURDUE,11,0,0,273,,,,,,,61.4,,,64.2,0,0,0,0,0,0,52,0,0
Spencer Porath,190921,K,PURDUE,11,0,0,273,,87.1,,,,,61.1,,,66.5,0,0,41,0,0,0,0,0,0
Shamar Rigby,190922,WR,OKLA STATE,2,0,0,262,,,,,,,61.0,,,66.1,0,0,0,0,0,2,0,2,0
Leland Smith,190924,WR,S JOSE ST,3,0,0,285,,,,,,,61.5,,,67.9,0,0,0,0,6,3,2,0,0
Brett Barry,190929,CB,UCLA,2,0,0,324,,,,,,,59.9,,,66.7,0,0,0,0,0,0,3,1,0
David Dellenbach,190931,K,OHIO,13,0,0,259,,53.6,,,59.4,,63.7,,60.0,76.6,0,0,35,0,70,0,1,0,3
Jensen Somerville,190938,T,UCLA,12,0,0,324,,,71.9,,,,64.0,,,65.1,0,0,42,0,0,0,0,0,0
Russell Weir,190941,WR,UCLA,10,0,0,324,,,,,,,63.8,,,70.4,0,0,0,0,5,61,0,0,0
Ty Clark III,190943,HB,WAKE,12,0,0,339,,,,59.9,,,70.9,,,79.8,0,0,0,0,54,20,54,26,3
Jacob Cosby-Mosley,190944,S,WAKE,2,0,0,339,,,,,,,68.4,,,65.6,0,0,0,0,1,1,0,0,1
Ryan Henley,190950,HB,WAKE,1,0,0,339,,,,63.5,,,59.8,,,64.6,0,0,0,0,0,7,0,0,0
Andrew Hines III,190951,LB,BOWL GREEN,8,0,0,122,60.0,,,,,,61.0,,,63.4,0,0,0,17,0,0,0,2,0
Luca Puccinelli,190956,TE,PURDUE,1,0,0,273,,,60.0,,,,61.1,,,60.5,0,0,5,0,0,0,0,0,0
Whittman Whaley,190959,LB,WAKE,8,1,0,339,60.0,,,,,,63.4,,,29.2,0,1,0,3,44,2,1,1,0
Simon Kibbee,190962,TE,AIR FORCE,6,0,0,101,,,60.0,,,,61.8,,,68.2,0,0,8,0,0,5,0,0,0
Malcolm DeWalt IV,190966,CB,AKRON,12,0,0,102,59.8,,,,,,71.0,57.7,,50.4,1,2,0,44,29,3,56,50,5
Dahvon Frazier,190968,ED,AKRON,6,0,0,102,59.8,,,,,,60.9,,,65.0,0,0,0,6,0,0,0,2,0
Jahvon Frazier,190969,ED,AKRON,1,0,0,102,,,,,,,60.0,,,63.5,0,0,0,0,0,0,0,1,0
Jason Hocker,190972,LB,AKRON,5,1,0,102,60.0,,,,,,63.8,,,65.5,0,0,0,2,5,7,0,1,0
Ronald Hull,190973,DI,AKRON,12,0,0,102,58.6,,,,,,57.6,,,36.9,1,1,0,50,0,0,53,12,1
Keyveon Johnson,190974,CB,AKRON,4,0,0,102,,,,,,,57.4,,,71.4,0,0,0,0,3,0,0,12,0
Kyan Mason,190975,WR,AKRON,2,0,0,102,,,,59.9,,,60.0,,,62.2,0,0,0,0,1,1,0,0,0
Max Mobley,190977,C,AKRON,12,1,0,102,,,77.3,,,,58.3,,,67.6,1,0,51,0,0,0,61,0,0
Danny Nittoli,190980,LB,AKRON,10,1,0,102,,,,,,,70.3,,,79.1,1,1,0,0,22,36,0,37,0
Sean Patrick,190981,HB,AKRON,8,0,0,102,,,,59.4,,,78.3,60.9,,70.7,0,0,0,0,24,14,0,41,0
Luke Reed,190982,FB,AKRON,10,0,0,102,,,,59.9,,,70.1,,,76.9,0,0,0,0,30,37,0,26,2
Matthew Schramm,190983,K,AKRON,7,0,0,102,,75.9,,,,,47.9,,,67.8,0,1,30,0,1,0,0,0,0
Khalil Witherspoon,190984,WR,AKRON,5,0,0,102,,,,,,,65.5,,,74.9,0,0,0,0,0,20,0,19,0
Cameron Bates,190986,WR,BOISE ST,14,0,0,120,59.6,,,59.9,,,63.8,,,76.3,0,0,0,13,10,4,16,52,0
Troy Grizzle,190989,FB,BOISE ST,14,0,0,120,,,77.3,,,,65.6,,,77.0,0,0,68,0,23,43,0,0,0
Dylan Riley,190996,HB,BOISE ST,14,0,0,120,,,,59.4,,,59.1,,,79.2,4,0,0,0,63,2,56,0,4
Nakai Amachree,191000,HB,BOWL GREEN,4,0,0,122,,,,,,,69.8,,,67.9,0,0,0,0,17,0,0,0,1
Josira Andrews,191001,CB,BOWL GREEN,10,0,0,122,59.9,,,,,,69.7,,,74.1,2,0,0,2,46,0,3,5,4
Caleb Goodloe,191006,WR,BOWL GREEN,3,0,0,122,,,,,,,65.0,,,70.1,0,0,0,0,0,0,0,9,0
Alex Harris,191007,T,BOWL GREEN,8,0,0,122,,,71.3,,,,64.4,,,72.6,0,0,33,0,0,0,0,0,0
Eli Jacon-Duffy,191009,TE,BOWL GREEN,12,0,0,122,,,73.4,59.6,,,72.6,,,69.5,0,0,48,0,0,62,61,0,0
Quillan Jimenez,191010,LS,BOWL GREEN,8,0,0,122,,,,,,42.3,46.9,,,66.5,2,0,0,0,0,0,41,0,0
Malik Moses,191011,DI,BOWL GREEN,1,0,0,122,59.3,,,,,,59.6,,,61.6,0,0,0,1,0,0,0,0,0
Cameron Pettaway,191013,HB,BOWL GREEN,10,0,0,122,,,,71.4,,,50.8,,,41.4,0,1,0,0,5,46,28,22,1
Mar'Kel Porter,191014,HB,BOWL GREEN,1,0,0,122,,,,,,,60.0,,,62.7,0,0,0,0,0,1,0,0,0
Henry Reifschneider,191015,LB,BOWL GREEN,2,0,0,122,59.6,,,,,,71.9,,,66.7,0,0,0,1,0,6,0,0,0
Winn Sharp,191017,WR,BOWL GREEN,12,0,1,122,60.1,,,,,,69.4,,,42.6,0,2,0,3,1,61,41,43,1
Pierce St Geme,191020,WR,BOWL GREEN,12,1,0,122,,,,,,,70.6,,,77.2,0,0,0,0,53,32,0,29,2
Rico Steele,191021,G,KENT STATE,8,0,0,201,,,73.7,,,,64.4,,,64.2,0,0,32,0,0,0,0,0,0
Travis Ambrose,191022,TE,C MICHIGAN,11,0,0,134,,,,,,,53.1,,,67.5,0,0,0,0,0,46,36,0,0
Quavion Bird,191023,DI,C MICHIGAN,8,0,0,134,58.4,,,,,,58.9,,,66.3,0,0,0,13,0,0,0,3,0
Tysen Campbell,191027,S,C MICHIGAN,3,0,0,134,,,,,,,48.7,,,70.6,1,0,0,0,12,0,6,0,1
Zac Chapeau,191028,P,C MICHIGAN,5,0,0,134,,,,,53.4,,60.0,,58.0,68.2,0,0,0,0,3,0,3,0,0
Victor Earl,191030,LB,C MICHIGAN,13,5,0,134,60.0,,,,,,68.5,,,82.4,3,0,0,6,61,54,4,23,3
Lincoln Epstein,191031,LS,C MICHIGAN,3,0,0,134,,,63.4,,,80.9,65.8,,,64.0,0,0,6,0,0,1,5,0,0
Keyton Jones,191033,CB,C MICHIGAN,3,1,0,134,,,,,,,54.6,,,72.1,1,0,0,0,12,3,5,7,0
Camden Kruisenga,191036,WR,C MICHIGAN,2,0,0,134,,,,,,,59.9,,,65.5,0,0,0,0,0,6,0,0,0
Jason Philpot-Dixon,191041,HB,C MICHIGAN,2,0,0,134,,,,,,,62.8,,,69.9,0,0,0,0,11,0,1,0,0
Kadenn Rose,191042,HB,C MICHIGAN,3,0,0,134,,,,,,,60.7,,,66.9,0,0,0,0,1,5,0,1,0
Dasan Smith,191046,G,C MICHIGAN,8,0,0,134,,,70.5,,,,63.9,,,67.5,0,0,31,0,0,0,0,0,0
Landon Swanson,191047,ED,C MICHIGAN,13,0,0,134,59.7,,72.6,,,,57.7,,,72.7,1,0,43,1,3,8,57,34,0
Nasir Williams,191050,WR,C MICHIGAN,5,0,0,134,,,,,,,60.9,60.0,,70.1,0,0,0,0,3,8,0,6,0
Jalen Dupree,191053,HB,COLO STATE,2,0,0,144,,,,,,,60.0,,,64.5,0,0,0,0,0,0,2,0,0
Braden Hales,191055,G,COLO STATE,2,0,0,144,,,42.0,,,,26.3,,,66.8,0,0,5,0,0,0,0,0,0
Kory Hall,191056,WR,COLO STATE,8,0,0,144,,,,,,,58.6,,,70.1,0,0,0,0,3,43,0,0,0
Chance Harrison,191057,S,COLO STATE,11,0,0,144,59.8,,,,,,66.1,,,73.6,0,0,0,4,10,0,0,30,0
Chris Jackson,191059,CB,COLO STATE,11,0,0,144,,,,,,,60.0,,,28.9,0,1,0,0,17,0,0,31,1
Owen Long,191061,LB,COLO STATE,12,0,0,144,60.0,,,,,,55.3,,,74.8,2,0,0,56,16,4,58,8,0
Tommy Maher,191062,WR,COLO STATE,7,0,0,144,,,,,,,62.8,30.3,,67.8,0,0,0,0,11,4,2,16,0
Jack Moran,191064,DI,COLO STATE,12,0,0,144,58.1,,,,,,63.0,,,68.9,0,0,0,26,0,16,41,5,1
Dagan Myers,191065,S,COLO STATE,7,0,0,144,60.1,,,,,,57.8,63.9,,69.5,0,0,0,7,9,12,6,11,0
AJ Noland,191066,S,COLO STATE,5,1,0,144,59.7,,,,,,54.0,,,67.6,2,0,0,6,21,0,0,7,1
Phillip Ocon,191067,C,COLO STATE,8,0,0,144,,,70.2,,,,63.9,,,69.2,0,0,24,0,0,0,0,0,0
Jordan Ross,191068,WR,COLO STATE,2,0,0,144,,,,,,,60.7,,,70.9,0,0,0,0,0,0,1,7,0
Keegan Shank,191069,DI,COLO STATE,10,0,0,144,58.3,,,,,,62.0,,,36.3,0,1,0,16,0,50,50,1,0
Zach Smith,191070,T,COLO STATE,8,0,0,144,,,70.1,,,,64.5,,,73.1,0,0,29,0,0,0,0,0,0
Jaxxon Warren,191072,TE,COLO STATE,2,0,0,144,,,,,,,58.3,,,64.9,0,0,0,0,0,3,1,0,0
Marsel Akins,191074,T,FRESNO ST,3,0,0,169,,,,,,,60.1,,,66.2,0,0,0,0,0,7,0,0,0
Auckland Asiata,191075,DI,FRESNO ST,2,0,0,169,59.0,,,,,,59.1,,,63.9,0,0,0,5,0,0,0,0,0
Ben Baker,191076,C,FRESNO ST,10,0,0,169,,,,,,,62.6,,,69.4,0,0,0,0,0,23,38,0,0
Cam Cole,191078,CB,FRESNO ST,11,1,0,169,,,,,,,70.6,,,68.3,0,0,0,0,56,0,0,2,2
Gerayas Grimes,191082,S,FRESNO ST,5,0,0,169,,,,,,,68.6,,,71.7,0,0,0,0,0,2,0,30,0
Kiontre Harris,191083,CB,FRESNO ST,13,0,0,169,59.5,,,,,,56.4,,,78.5,1,1,0,30,32,0,0,36,1
Tytus Khajavi,191085,LB,FRESNO ST,13,2,0,169,60.2,,,,,,54.9,,,82.3,0,1,0,35,53,52,52,0,1
Loyall Mouzon,191087,CB,FRESNO ST,5,0,0,169,,,,,,,57.0,,,29.9,0,1,0,0,26,0,0,22,0
Tommy Nix,191088,S,FRESNO ST,13,0,0,169,,,,,,,62.3,,,80.7,1,1,0,0,70,42,21,43,1
Lyndon Ravare,191091,WR,KENNESAW,5,0,0,200,,,60.0,,,,71.0,,,71.5,0,0,3,0,6,0,16,14,1
Logan Studt,191092,LB,FRESNO ST,5,0,0,169,,,,,,,60.1,,,69.1,0,1,0,0,0,23,2,7,0
Dillano Glaud,191096,LB,LIBERTY,10,0,0,206,60.1,,,,,,68.0,,,76.2,0,0,0,4,13,6,7,21,0
Jon Monteiro,191099,WR,LIBERTY,6,1,0,206,,,,59.2,,,56.4,,,28.9,0,1,0,0,10,29,2,3,0
Seneca Moore Jr.,191100,ED,LIBERTY,9,1,0,206,,,,,,,61.0,,,28.1,0,1,0,0,33,0,0,11,2
Esom Nnajiofor,191101,G,LIBERTY,1,0,0,206,,,60.0,,,,60.0,,,63.4,0,0,1,0,0,0,0,0,0
Clayton Shepler,191102,WR,LIBERTY,6,0,0,206,,,,,,,71.0,,,72.2,0,0,0,0,0,0,0,13,0
Da'Marion Alberic,191108,HB,UMASS,2,0,0,216,,,,,,,57.5,,,65.6,0,0,0,0,0,9,0,0,0
Kezion Dia-Johnson,191112,WR,UMASS,9,1,0,216,,,,56.4,,,58.6,,,31.6,7,1,0,0,9,60,50,21,3
Erik Hehl,191114,ED,UMASS,3,0,0,216,,,,,,,62.0,,,76.9,0,0,0,0,0,0,0,4,0
Kenyon Massey,191116,WR,UMASS,4,0,0,216,,,,,,,60.5,45.0,,65.3,0,0,0,0,0,0,0,14,0
Michael Pangaro,191118,S,UMASS,8,0,0,216,60.0,,,,,,61.2,,,74.9,2,0,0,1,18,27,0,10,0
Savion Robinson,191119,WR,UMASS,1,0,0,216,59.8,,,,,,60.0,,,60.0,0,0,0,1,0,0,0,0,0
Keith Sarkodieh,191120,S,UMASS,11,1,0,216,60.0,,,,,,70.4,,,51.0,0,1,0,4,19,76,18,14,4
Brock Taylor,191121,G,UMASS,10,0,0,216,,,70.7,,,,64.0,,,69.7,0,0,23,0,0,0,0,0,0
Noah Carter,191124,ED,ALABAMA,6,0,0,103,59.6,,,,,,64.7,,,66.9,0,0,0,3,17,0,0,0,0
Tucker Cornelius,191126,K,ALABAMA,1,0,0,103,,60.0,,,,,60.0,,,61.7,0,0,1,0,0,0,0,0,0
Anderson Green,191129,P,ALABAMA,2,0,0,103,,,60.0,,,,60.6,,,60.6,0,0,6,0,0,0,0,0,0
Jay Lindsey,191133,TE,ALABAMA,15,0,0,103,,,77.7,,,,69.1,,,72.5,1,0,78,0,0,61,53,0,1
Fredrick Moore,191137,HB,ALABAMA,1,0,0,103,,,,,,,61.7,,,67.2,0,0,0,0,3,0,0,2,0
QB Reese,191138,LB,ALABAMA,15,1,0,103,,,,,,,61.0,,,38.1,3,1,0,0,69,45,13,27,1
Rico Scott,191140,WR,ALABAMA,9,0,0,103,,,,57.1,,,65.5,,,73.1,0,0,0,0,4,13,4,21,0
Ryan Coleman-Williams,191142,WR,ALABAMA,2,0,0,103,,,,,,,59.9,34.3,,65.4,0,0,0,0,0,4,0,6,0
Jay Williams,191143,LS,ALABAMA,1,0,0,103,,,60.0,,,67.6,60.9,,,61.2,0,0,2,0,0,0,0,0,0
Jeremy Bell,191144,WR,GEORGIA,2,0,0,173,,,,,,,70.5,,,67.0,0,0,0,0,1,0,3,0,0
Nate Frazier,191146,HB,GEORGIA,1,0,0,173,,,,,,,60.0,,,64.9,0,0,0,0,0,1,0,0,0
Jahzare Jackson,191151,T,GEORGIA,14,0,0,173,,,77.0,,,,65.2,,,64.2,0,0,72,0,0,0,0,0,0
Drew Miller,191153,P,GEORGIA,1,0,0,173,,,,,,,60.1,,57.1,67.7,0,0,0,0,0,0,6,0,0
Luke Raab,191157,LS,PURDUE,12,0,0,273,,,83.7,,,86.5,78.4,,,29.4,2,1,41,0,0,0,52,0,3
Austin Alexander,191161,CB,KANSAS,11,0,0,198,59.7,,,,,,62.2,,,73.3,0,0,0,50,0,0,0,6,0
Kene Anene,191162,G,KANSAS,1,0,0,198,,,60.0,,,,61.1,,,60.5,0,0,5,0,0,0,0,0,0
Carson Bruhn,191163,TE,KANSAS,8,0,0,198,,,71.7,59.9,,,64.1,,,70.4,1,0,38,0,0,33,31,0,0
Leyton Cure,191165,TE,KANSAS,12,0,0,198,,,75.2,59.9,,,67.4,,,77.9,0,0,58,0,0,62,42,0,0
Aundre Gibson,191167,CB,KANSAS,2,0,0,198,,,,,,,60.4,,,63.9,0,0,0,0,2,0,0,0,0
Micah Johnson,191169,HB,KANSAS,1,0,0,198,,,,,,,60.5,,,65.0,0,0,0,0,2,0,0,0,0
Jon Jon Kamara,191170,LB,KANSAS,12,0,0,198,59.1,,,,,,62.0,,,74.3,0,0,0,43,56,3,26,2,0
Pickle Stewart,191175,LB,KANSAS,4,0,0,198,,,,,,,64.4,,,69.2,0,0,0,0,9,0,0,6,0
DJ Warner,191178,ED,SMU,8,0,0,287,59.3,,,,,,56.6,,,71.8,1,0,0,3,14,11,0,8,0
Mike Baker,191179,K,OLE MISS,3,0,0,226,,61.8,,,52.6,,60.0,,,67.6,0,0,3,0,5,0,0,0,0
Kamron Beavers,191181,DI,OLE MISS,1,0,0,226,59.8,,,,,,60.0,,,62.7,0,0,0,1,0,0,0,0,0
Caleb Blankenship,191182,LS,OLE MISS,2,0,0,226,,,60.0,,,69.2,62.0,,,61.6,0,0,4,0,0,0,0,0,0
Pat Broomfield,191183,CB,OLE MISS,3,0,0,226,,,,,,,61.8,,,67.7,0,0,0,0,10,0,0,1,0
Kavion Broussard,191184,T,ARKANSAS,2,0,0,111,,,60.5,,,,62.0,,,66.9,0,0,8,0,0,0,0,0,0
Will Echoles,191186,DI,OLE MISS,15,0,0,226,58.2,,,,,,60.2,,,71.9,0,0,0,57,0,0,0,19,0
John Wayne Oliver,191195,C,OLE MISS,4,0,0,226,,,65.7,,,,71.7,,,69.8,0,0,17,0,0,0,10,0,1
Fatt Forrest,191196,S,MISS STATE,10,0,0,227,,,,,,,60.6,,,82.9,0,0,0,0,43,50,27,27,0
Xavier Gayten,191197,HB,MISS STATE,13,1,0,227,,,,58.0,,,51.0,,,58.5,5,1,0,0,51,59,39,25,1
Boogie Johnson,191201,S,MISS STATE,2,0,0,227,,,,,,,52.4,,,66.5,0,0,0,0,7,7,0,1,0
Josaiah Knight,191202,LB,W KENTUCKY,5,0,0,346,,,,,,,74.9,,,71.0,0,0,0,0,20,0,0,9,3
TJ Lockhart,191203,G,MISS STATE,1,0,0,227,,,60.8,,,,61.6,,,62.1,0,0,5,0,0,0,0,0,0
Sanfrisco Magee,191205,WR,MISS STATE,1,0,0,227,,,,,,,57.3,,,65.0,0,0,0,0,0,3,0,1,0
Sam Paxton,191206,TE,MISS STATE,1,0,0,227,,,,,,,61.1,,,65.3,0,0,0,0,3,0,0,0,0
Cyrus Reyes,191207,S,MISS STATE,13,1,0,227,60.0,,,61.8,,,67.7,,,52.0,1,1,0,2,79,74,40,52,2
William Wilkinson,191209,K,MISS STATE,2,0,0,227,,,60.0,,60.0,,60.5,,,62.6,0,0,5,0,1,0,0,0,0
Malachi Durant,191211,WR,OREGON ST,7,0,0,265,,,,,,,63.0,,,69.8,0,0,0,0,12,18,0,6,0
Dexter Foster,191212,LB,OREGON ST,7,0,0,265,59.6,,,,,,60.0,,,63.6,0,0,0,38,0,0,0,0,0
Eddie Freauff,191213,WR,OREGON ST,5,0,0,265,,,,,,,59.5,,,72.8,0,0,0,0,0,23,3,0,0
Cornell Hatcher Jr.,191215,HB,OREGON ST,6,0,0,265,,,,73.0,,,52.9,,,68.3,0,0,0,0,13,10,2,0,0
Will Haverland,191216,ED,OREGON ST,10,0,0,265,,,18.4,,,0.0,29.8,,,66.8,6,0,31,0,0,0,49,0,4
Adam Hawkes,191217,T,OREGON ST,5,0,0,265,,,64.7,,,,61.5,,,64.4,0,0,17,0,0,0,1,0,0
Carson Kolb,191218,TE,OREGON ST,12,1,0,265,,,,,,,64.2,,,28.5,0,2,0,0,33,32,7,25,2
Shamar Meikle,191220,ED,OREGON ST,11,2,1,265,60.1,,,,,,69.0,,,29.5,1,1,0,17,4,1,13,43,2
Caleb Ojeda,191222,K,OREGON ST,12,0,0,265,,59.6,,,69.1,,62.9,,,73.4,1,0,32,0,38,0,0,0,2
Dylan Sikorski,191224,G,OREGON ST,7,0,0,265,,,69.6,,,,61.5,,,70.6,0,0,20,0,0,0,3,0,0
Jayden Tuia,191225,T,OREGON ST,3,0,0,265,,,67.8,,,,63.0,,,62.9,0,0,14,0,0,0,0,0,0
Larry Edwards,191237,T,SO MISS,8,0,0,296,,,71.4,,,,63.9,,,65.3,0,0,40,0,0,0,0,0,0
Chris Jones,191241,LB,SO MISS,13,0,0,296,59.6,,,,,,63.3,,,67.9,0,0,0,42,9,0,0,19,0
Ashton Bethel-Roman,191246,WR,TEXAS A&M,6,0,0,312,,,,,,,66.8,,,69.2,0,0,0,0,0,3,0,21,0
Robert Bourdon,191248,T,TEXAS A&M,13,0,0,312,,,78.7,,,,66.8,,,76.0,0,0,82,0,0,0,0,0,0
Terry Bussey,191251,WR,TEXAS A&M,13,0,0,312,,,,72.5,,,69.9,52.4,,70.1,0,0,0,0,0,59,1,43,0
Dealyn Evans,191253,DI,TEXAS A&M,11,0,0,312,58.9,,,,,,59.4,,,67.6,0,0,0,36,0,0,0,1,0
Layne Gerke,191256,S,TEXAS A&M,4,0,0,312,60.0,,,,,,63.6,,,67.8,0,0,0,1,8,0,0,6,0
Jackson Graham,191257,LS,TEXAS A&M,2,0,0,312,,,60.6,,,,60.9,,,60.7,0,0,10,0,0,0,0,0,0
Kevin Longstreet,191258,CB,USC,3,0,0,326,60.2,,,,,,61.3,,,64.9,0,0,0,8,0,0,0,2,0
Liam Padron,191261,K,TEXAS A&M,2,0,0,312,,,,,59.5,,60.0,,,68.4,0,0,0,0,5,0,0,0,0
Cade Carlson,191267,S,AUBURN,12,1,0,115,,,,,,,60.4,,,50.9,1,1,0,0,66,56,51,50,2
DeAndre Carter,191268,G,AUBURN,12,0,0,115,,,77.6,,,,66.2,,,74.1,0,0,60,0,0,0,0,0,0
William Grier McDuffie,191271,LB,AUBURN,2,0,0,115,,,,,,,60.4,,,65.1,0,0,0,0,2,0,0,0,0
Hunter Ousley,191275,TE,AUBURN,5,0,0,115,,,64.5,,,,64.2,,,68.1,0,0,14,0,0,21,2,0,0
Malcolm Simmons,191278,WR,AUBURN,11,0,0,115,,,,,,,75.7,57.3,,76.6,1,0,0,0,26,16,44,51,3
Jake White,191281,WR,AUBURN,3,0,0,115,,,,,,,63.1,,,71.1,0,0,0,0,16,5,0,8,0
Kyler Beaty,191284,CB,BAYLOR,6,0,0,118,,,,,,,83.8,,,75.3,0,0,0,0,6,6,7,19,3
Joseph Dodds,191286,HB,BAYLOR,3,0,0,118,,,,,,,63.3,,,73.2,0,0,0,0,0,18,6,10,0
Connor Hawkins,191290,K,BAYLOR,11,0,0,118,,88.7,,,,,61.4,,,67.2,0,0,59,0,0,0,0,0,0
Ronnie Mageo,191292,DI,BAYLOR,1,0,0,118,59.7,,,,,,59.9,,,63.5,0,0,0,2,0,0,0,0,0
Alijah Carnell,191295,DI,IOWA STATE,3,0,0,193,58.7,,,,,,58.6,,,64.8,0,0,0,10,0,0,0,0,0
David Coffey,191296,CB,IOWA STATE,3,0,0,193,,,,,,,62.4,,,68.4,0,0,0,0,0,0,0,11,0
Drew Doyle,191298,LS,VA TECH,1,0,0,337,,,60.0,,,66.0,60.0,,,60.8,0,0,1,0,0,0,0,0,0
Brett Eskildsen,191299,WR,IOWA STATE,6,0,0,193,,,,,,,63.0,,,72.5,0,0,0,0,0,0,4,15,0
Aiden Flora,191300,HB,IOWA STATE,10,0,0,193,,,,58.3,,,50.2,87.1,,75.1,4,0,0,0,33,45,36,40,2
Beau Goodwin,191301,LB,IOWA STATE,7,0,0,193,60.0,,,,,,68.9,,,72.9,0,0,0,1,2,23,21,6,0
Wade Helton,191303,C,ARIZONA ST,1,0,0,110,,,60.0,,,,60.0,,,61.0,0,0,1,0,0,0,0,0,0
Angelo Jackson,191307,S,IOWA STATE,1,0,0,193,,,,,,,60.0,,,67.2,0,0,0,0,0,0,0,1,0
Marcus Neal Jr.,191309,S,IOWA STATE,11,0,0,193,59.8,,,,,,60.1,,,63.7,0,0,0,41,0,0,0,0,0
Dominic Overby,191310,WR,IOWA STATE,5,0,0,193,,,,,,,61.4,,,73.5,1,0,0,0,0,24,16,19,0
Carson Robbins,191311,WR,IOWA STATE,6,0,0,193,,,,,,,70.9,61.9,,70.6,0,0,0,0,2,4,0,19,0
Garret Rutledge,191312,G,IOWA STATE,11,0,0,193,,,73.8,,,,64.5,,,65.8,0,0,54,0,0,0,0,0,0
Carson Van Dinter,191316,S,IOWA STATE,8,0,0,193,,,,,,,57.1,,,71.4,1,1,0,0,22,3,0,16,3
Connor Welsch,191317,S,IOWA STATE,9,1,0,193,,,,,,,59.5,,,74.8,0,0,0,0,12,12,3,27,1
Brady Bidwell,191319,WR,OREGON,7,0,0,264,,,,,,,63.4,,,72.3,0,0,0,0,23,0,0,0,0
Fox Crader,191322,T,OREGON,6,0,0,264,,,70.8,,,,63.9,,,64.6,0,0,35,0,0,0,0,0,0
Ify Obidegwu,191324,CB,OREGON,15,0,0,264,60.0,,,,,,64.8,,,81.0,0,0,0,20,0,52,0,36,0
Dylan Williams,191328,LB,OREGON,4,0,0,264,59.9,,,,,,40.4,,,71.4,1,0,0,1,5,0,0,6,0
Peyton Woodyard,191329,S,OREGON,15,0,0,264,60.0,,,,,,61.0,,,79.6,1,0,0,3,67,34,0,67,1
