player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Oumar Diomande,171041,LB,UCONN,13,38,1,78.0,0,0,146,0,0,52.4,64.7,85.2,60.3,71.2,67.9,3,13,0,0,25,14.6,21,0,0,102.7,32,5,0,716,1,287,846,30,0,0,30,0,6,816,137,422,92,47,85,4,41,21,1,275,176,8.6
Jackson Harper,171048,WR,UCONN,1,1,0,,0,0,146,0,0,,62.3,60.0,,60.0,70.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Brandon Kelley,171053,ED,UCONN,5,2,0,,0,0,146,0,0,60.4,60.3,77.8,68.3,51.0,60.9,0,3,0,0,,20.0,1,0,0,0.0,0,2,0,0,0,4,63,63,0,0,42,21,0,0,29,30,0,3,2,1,0,5,0,0,0,
Amir Renwick,171059,LB,UCONN,9,9,0,100.0,0,0,146,0,0,70.2,71.7,76.0,82.4,58.2,64.2,2,4,0,1,19,13.0,3,0,0,92.4,6,2,0,77,0,30,89,3,0,0,3,0,0,86,14,45,9,7,11,0,6,8,1,37,27,6.2
Gabriel Iniguez Jr.,171068,DI,UTAH ST,13,16,0,,0,0,329,0,0,63.5,67.2,88.5,65.8,64.1,49.2,2,28,0,0,,16.7,6,0,0,0.0,0,2,0,0,0,2,782,781,566,196,7,12,0,1,451,329,0,10,14,0,0,32,0,0,0,
Jaiden Ausberry,171075,LB,NOTRE DAME,12,13,0,76.5,0,1,258,0,0,59.2,64.2,43.8,66.9,66.2,67.3,3,8,0,0,28,17.2,10,0,2,90.1,13,2,0,341,7,192,437,37,0,0,37,0,1,400,71,174,50,24,35,2,17,13,0,99,81,7.6
Drayk Bowen,171077,LB,NOTRE DAME,12,15,1,66.7,0,0,258,0,0,59.2,70.7,85.2,69.1,75.7,63.4,2,9,0,0,33,16.4,12,2,0,96.9,24,6,0,490,12,285,585,30,0,0,30,0,2,555,90,210,50,28,46,1,36,17,1,259,122,10.8
Jordan Faison,171081,WR,NOTRE DAME,1,0,0,,0,0,258,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Ben Minich,171092,CB,NOTRE DAME,3,0,0,100.0,0,0,258,0,0,52.3,56.3,78.3,,64.9,75.1,0,0,0,0,16,0.0,0,0,0,118.8,1,0,0,0,1,4,15,0,0,0,0,0,0,15,0,11,13,0,1,0,1,0,0,16,7,16.0
Armel Mukam,171093,DI,NOTRE DAME,9,0,0,,0,1,258,0,0,65.1,67.6,77.7,62.5,59.9,57.2,1,4,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,69,68,8,58,1,1,0,1,33,36,0,4,5,2,0,5,0,0,0,
Kobi Onyiuke,171094,ED,NOTRE DAME,6,0,0,,0,0,258,0,0,60.0,62.4,78.4,53.3,69.4,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,38,38,0,2,31,5,0,0,20,17,0,0,1,0,0,0,0,0,0,
Jerry Rullo,171097,LB,NOTRE DAME,1,0,0,,0,0,258,0,0,,65.0,63.9,,61.8,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Adon Shuler,171098,S,NOTRE DAME,12,14,0,64.3,0,2,258,0,0,75.8,75.7,50.6,91.2,70.3,63.7,1,3,0,2,27,17.4,12,3,2,63.4,18,2,0,229,10,400,661,16,0,0,16,0,343,645,6,255,62,17,43,1,28,6,1,172,55,9.6
Luke Talich,171100,S,NOTRE DAME,12,4,0,42.1,0,0,258,0,0,78.7,78.6,79.6,,75.9,65.9,0,0,0,3,21,14.3,4,3,1,32.7,8,0,0,91,9,136,205,1,0,0,1,0,57,204,0,69,47,9,20,1,19,0,1,80,41,10.0
Boubacar Traore,171102,ED,NOTRE DAME,11,7,0,0.0,0,1,258,0,0,84.1,79.4,33.5,74.9,75.2,80.6,6,15,0,0,,12.5,4,0,3,39.6,0,10,0,0,0,18,470,468,0,0,464,4,0,2,294,158,2,26,21,2,1,31,0,0,0,
Preston Zinter,171105,ED,NOTRE DAME,3,1,0,,0,0,258,0,0,,59.1,76.4,65.7,53.6,53.3,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,18,17,0,0,17,0,0,1,10,8,0,2,2,1,0,1,0,0,0,
Dion Crawford,171199,LB,BUFFALO,11,27,1,76.9,1,1,126,0,0,28.9,64.7,68.4,77.6,77.1,75.6,2,12,0,0,26,8.9,7,2,2,123.6,20,4,0,331,0,166,644,266,0,0,266,0,1,378,169,309,45,29,45,2,26,18,2,198,153,9.9
Charles McCartherens,171206,CB,BUFFALO,4,3,0,50.0,0,0,126,0,0,76.0,76.5,78.5,60.0,70.1,82.9,0,0,0,0,9,0.0,0,0,0,56.3,4,1,0,8,96,61,106,1,0,0,1,0,0,105,1,44,0,5,6,0,8,1,0,16,6,4.0
Junior Poyser,171210,DI,BUFFALO,12,6,0,,0,1,126,0,0,60.7,71.0,62.7,81.3,61.5,56.2,3,16,0,0,,11.5,3,0,1,0.0,0,5,0,0,0,2,423,422,13,407,0,2,0,1,202,219,0,22,17,1,0,24,0,0,0,
Lamar Sperling,171214,HB,BUFFALO,1,0,0,,0,0,126,0,0,,62.2,60.0,,61.3,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Jamari Allen,171219,CB,C MICHIGAN,4,0,0,66.7,0,0,134,0,0,62.7,59.7,76.0,59.1,49.0,38.8,0,0,0,0,14,33.3,1,0,0,79.9,2,0,0,4,52,30,56,0,0,0,0,0,0,56,1,25,0,1,2,0,3,0,0,16,3,8.0
Jeremiah Alston,171220,LB,C MICHIGAN,1,0,0,,0,0,134,0,0,60.0,72.9,64.6,62.2,,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
Evan Boyd,171223,WR,MICH STATE,1,0,0,,0,0,223,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Mark-Allen Gay,171229,S,C MICHIGAN,1,1,0,100.0,0,0,134,0,0,90.5,91.0,73.4,,67.9,82.1,0,0,0,0,1,0.0,0,0,0,79.2,1,0,0,5,0,6,14,0,0,0,0,0,6,14,0,8,3,4,4,1,1,0,0,1,0,1.0
Keshawn Hayden,171230,ED,C MICHIGAN,13,3,0,,0,1,134,0,0,60.1,65.9,54.2,74.6,54.0,39.0,4,8,0,0,,21.4,3,0,1,0.0,0,2,0,5,0,0,261,256,0,2,218,36,0,5,155,106,0,7,8,0,0,14,0,0,0,
Trey Liebhardt,171236,CB,C MICHIGAN,3,0,0,100.0,0,0,134,0,0,51.3,54.6,74.0,,69.0,76.2,0,0,0,0,26,0.0,0,0,0,158.3,2,0,0,0,25,17,25,0,0,0,0,0,0,25,0,8,0,1,2,0,2,0,1,41,-1,20.5
Nathan VanTimmeren,171245,TE,C MICHIGAN,4,0,0,,0,0,134,0,0,60.0,55.1,79.8,52.4,58.7,33.9,0,1,0,0,,50.0,1,0,0,0.0,0,0,0,2,0,1,45,43,0,0,43,0,0,2,23,21,0,0,1,0,0,1,0,0,0,
Sayed Abuhamdeh,171249,LB,KENT STATE,12,9,0,75.0,1,0,201,0,0,56.7,56.3,83.5,57.9,55.8,51.4,0,4,0,0,38,20.4,10,1,1,135.4,15,0,0,237,1,122,327,14,0,0,14,0,0,313,25,180,75,14,30,2,20,4,2,180,84,12.0
Kaden Beatty,171250,DI,WASH STATE,7,0,0,,0,0,341,0,0,63.4,65.2,78.4,59.6,62.6,75.7,0,1,0,0,,0.0,0,1,0,0.0,0,1,0,0,0,0,111,111,2,100,1,8,0,0,54,57,0,2,5,0,0,2,0,0,0,
Joel Boamah,171252,CB,KENT STATE,9,1,1,14.3,0,0,201,0,0,69.4,70.0,80.5,75.1,64.0,37.0,0,1,0,1,6,33.3,5,1,2,0.0,1,0,0,19,136,71,162,7,0,0,7,0,0,155,2,89,0,2,9,2,7,1,0,6,3,6.0
Tevin Tucker,171266,S,KENT STATE,11,6,0,68.0,0,0,201,0,0,38.6,44.6,85.6,49.7,57.2,39.4,0,1,0,0,42,28.9,13,2,0,141.5,17,0,0,344,1,292,567,0,0,0,0,0,127,567,4,271,95,4,26,2,25,1,4,259,77,15.2
CJ Young,171269,LB,KENT STATE,11,20,3,83.8,0,1,201,0,0,59.2,74.3,50.8,77.8,81.3,90.7,2,6,0,1,32,5.6,5,1,1,98.3,31,5,0,437,5,253,563,26,0,0,26,0,1,537,67,243,94,43,64,5,37,13,1,301,169,9.7
Roosevelt Andrews III,171270,DI,MIAMI OH,13,7,0,,0,0,221,1,0,59.4,62.9,65.4,65.0,60.9,48.7,0,8,0,0,,20.0,4,0,1,0.0,0,1,0,0,0,0,486,485,0,485,0,0,0,1,237,249,0,9,9,3,0,9,0,0,0,
Tyler Dikos,171275,LB,MIAMI OH,6,2,0,100.0,0,0,221,0,0,67.9,73.0,73.9,60.0,69.2,84.2,0,1,0,0,19,0.0,0,0,0,118.8,2,0,0,31,0,22,43,1,0,0,1,0,0,42,0,21,10,1,7,0,2,1,0,25,2,12.5
Malcolm McCain,171282,LB,MIAMI OH,14,28,0,94.7,0,1,221,0,0,63.7,65.1,86.2,59.6,65.4,66.3,3,8,0,0,16,12.5,11,0,0,96.9,18,2,0,475,0,232,586,82,0,0,82,0,0,504,104,250,29,32,49,5,19,13,0,138,85,7.7
Christian McKinney,171284,LB,MIAMI OH,9,0,0,0.0,0,0,221,0,0,58.3,65.9,78.3,60.7,69.8,79.8,0,0,0,0,,0.0,0,0,0,39.6,0,1,0,54,0,22,84,24,0,0,24,0,0,60,12,50,5,4,4,0,1,1,0,0,0,
Malik Ray,171288,LB,MIAMI OH,1,0,0,,0,0,221,0,0,32.1,26.9,68.7,,62.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,3,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,
Raion Strader,171293,CB,AUBURN,11,0,0,66.7,0,0,115,0,0,62.1,62.7,80.8,60.0,63.6,68.3,0,0,0,0,30,10.0,1,2,1,123.3,8,0,0,13,155,94,179,0,0,0,0,0,3,179,1,84,8,4,9,0,12,0,1,109,14,13.6
Brock Uihlein,171294,LB,MIAMI OH,9,6,0,100.0,0,1,221,0,0,90.6,90.7,78.7,71.5,81.3,79.0,0,1,0,0,4,4.5,1,0,0,118.8,4,1,0,105,0,40,124,8,0,0,8,0,0,116,11,73,9,11,15,3,4,2,1,8,14,2.0
Mychal Yharbrough,171297,CB,MIAMI OH,14,6,0,48.4,0,0,221,1,0,61.8,63.1,87.0,59.0,65.0,65.5,0,0,0,0,51,12.7,7,4,4,69.9,30,0,0,68,494,358,655,46,0,0,46,0,23,609,2,295,22,15,42,2,62,0,0,409,190,13.6
Santana Banner,171300,S,MISSOURI,13,9,0,60.6,0,0,229,0,0,60.4,63.5,45.9,57.4,72.3,65.5,1,1,0,1,46,11.9,7,3,2,92.5,20,0,0,207,10,316,541,23,0,0,23,0,171,518,12,213,128,20,43,1,33,2,2,256,53,12.8
Skyler Gill-Howard,171308,DI,TEXAS TECH,7,3,1,,0,0,315,0,0,64.9,88.6,80.1,90.0,70.4,62.1,3,8,1,1,,13.3,2,0,0,0.0,0,1,0,0,0,0,165,165,4,69,8,84,0,0,104,61,0,8,10,2,0,12,0,0,0,
Mark Hensley,171311,DI,N ILLINOIS,12,4,0,,0,0,254,0,0,62.6,61.7,85.3,60.6,59.5,43.4,1,10,0,0,,19.0,8,0,0,0.0,0,1,0,0,0,0,566,566,32,500,11,23,0,0,271,295,0,20,30,5,0,12,0,0,0,
Filip Maciorowski,171319,LB,N ILLINOIS,12,31,0,72.0,0,0,254,0,0,61.3,64.6,87.1,68.5,63.0,57.5,2,7,0,0,25,14.9,14,1,0,120.1,18,1,0,457,1,243,611,70,0,0,70,0,1,541,40,328,82,26,49,3,25,10,2,188,126,10.4
Nevaeh Sanders,171329,LB,MISS STATE,12,6,0,100.0,0,0,227,0,0,48.4,61.2,84.0,56.7,74.9,62.3,2,7,0,0,10,15.4,2,0,0,92.5,5,0,0,42,0,34,119,70,0,0,70,0,0,49,32,53,7,3,5,0,5,9,0,31,40,6.2
Jay'shon Thomas,171332,ED,N ILLINOIS,12,2,0,100.0,0,0,254,0,0,54.6,60.1,86.5,64.9,55.1,70.6,2,13,0,0,11,17.6,3,0,0,112.5,1,3,0,1,0,3,392,391,0,3,355,33,0,1,186,203,0,11,12,0,1,18,0,11,15,11.0
Ethan Tierney,171334,S,FRESNO ST,11,5,0,42.9,0,0,169,0,0,65.8,61.7,85.1,62.1,49.5,29.1,0,4,0,1,29,32.3,10,0,0,24.4,3,0,0,34,2,161,304,13,0,0,13,0,229,291,13,130,26,2,16,0,7,4,0,44,0,14.7
Kendall Bannister,171338,CB,OHIO,11,1,0,57.1,0,0,259,0,0,64.9,67.5,83.9,66.9,72.5,65.9,0,0,0,1,58,14.3,2,1,0,56.8,8,0,0,7,329,188,348,7,0,0,7,0,4,341,1,159,0,0,11,0,14,0,0,124,39,15.5
Jay Crable,171340,ED,OHIO,13,11,3,100.0,0,0,259,1,0,58.2,64.4,15.6,76.1,58.1,33.0,10,17,0,0,18,35.0,14,0,5,100.0,3,6,0,26,0,59,565,531,1,4,505,21,0,34,265,241,8,19,15,2,3,33,0,24,14,8.0
Khamani Debrow,171341,WR,OHIO,1,0,0,,0,0,259,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Owen DiFranco,171342,DI,OHIO,2,1,0,,0,0,259,0,0,,63.7,70.1,65.0,59.6,69.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,6,0,1,0,0,4,3,0,0,0,0,0,1,0,0,0,
Jack Fries,171345,LB,OHIO,8,13,0,57.1,0,0,259,0,0,73.7,61.4,82.3,55.2,50.4,43.3,2,6,0,1,12,21.3,13,4,0,63.6,12,1,0,318,0,170,409,7,0,0,7,0,0,402,30,209,84,23,35,2,21,9,1,90,62,7.5
Andrew Marshall,171354,LB,E MICHIGAN,10,14,0,88.2,0,0,160,0,0,59.0,53.9,83.2,67.2,50.3,42.6,1,4,0,0,28,20.3,14,0,0,137.6,15,1,0,268,1,91,295,21,0,0,21,0,0,274,13,191,5,27,41,2,17,6,3,128,70,8.5
Austin Mitchell,171355,DI,OHIO,12,4,0,,0,0,259,0,0,59.2,57.9,26.4,58.9,60.6,31.2,1,4,0,1,,25.0,4,0,2,0.0,0,0,0,0,0,3,282,282,13,265,1,3,0,0,139,140,0,4,8,1,0,5,0,0,0,
Tank Pearson,171357,CB,OHIO,12,9,1,67.1,1,1,259,0,0,60.8,61.9,53.2,90.4,61.5,61.6,0,1,0,2,54,15.2,10,8,3,115.2,47,0,0,42,660,399,734,27,0,0,27,0,4,707,1,334,1,14,47,0,70,1,6,680,214,14.5
Kadin Schmitz,171359,LB,CHARLOTTE,12,20,0,84.4,0,3,136,0,0,50.4,54.5,14.4,60.5,59.6,71.4,4,2,0,2,38,10.8,8,2,2,101.6,27,0,0,433,0,184,511,29,0,0,29,0,0,482,41,286,49,13,46,0,32,6,2,308,242,11.4
Jalen Thomeson,171363,S,OHIO,13,21,0,77.4,1,0,259,1,1,79.4,74.7,68.8,58.5,66.5,66.5,1,6,0,1,71,14.1,13,2,5,92.7,41,0,0,67,1,385,777,183,0,0,183,0,3,594,43,349,523,36,58,6,53,7,1,353,231,8.6
DJ Walker,171364,S,OHIO,13,11,0,77.3,0,0,259,0,0,58.8,60.7,89.8,74.3,60.8,51.8,1,0,0,2,68,20.5,16,1,0,120.3,17,0,0,148,0,432,795,16,0,0,16,0,507,779,4,359,124,18,51,6,22,1,3,288,177,16.9
Braden Awls,171370,S,TOLEDO,12,12,0,53.3,0,2,316,0,0,63.5,74.3,13.2,76.7,90.4,67.0,0,1,0,5,75,13.6,8,3,2,58.3,16,1,0,405,11,316,602,23,0,0,23,0,108,579,5,281,55,23,39,6,30,2,1,290,145,18.1
Chris D'Appolonia,171373,LB,TOLEDO,12,16,0,52.0,0,0,316,0,0,85.1,71.1,84.9,57.1,58.8,66.7,3,6,0,0,38,12.7,9,3,0,65.4,13,0,0,482,12,299,638,65,0,0,65,0,5,573,44,295,74,29,46,5,25,9,0,120,65,9.2
Sam Smith Jr.,171389,S,TOLEDO,1,0,0,,0,0,316,0,0,,61.2,66.1,,60.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,3,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,
Nicholas Thompson,171391,S,TOLEDO,12,5,0,86.7,0,0,316,0,0,58.2,69.4,82.1,75.0,83.3,84.5,0,0,0,0,17,4.0,1,0,0,113.3,13,1,0,151,5,131,268,4,0,0,4,0,82,264,1,136,26,8,19,1,15,1,1,88,61,6.8
Connor Walendzak,171392,HB,TOLEDO,1,0,0,,0,0,316,0,0,,60.0,60.0,,60.0,23.5,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Joshua Franklin,171395,CB,W MICHIGAN,14,10,0,61.0,1,0,347,0,0,65.0,66.5,20.8,78.5,66.8,47.7,3,1,0,0,33,23.0,14,9,5,93.8,36,1,0,45,93,380,682,11,0,0,11,0,3,671,23,279,530,15,37,4,59,5,3,339,171,9.4
Dalton Gustwiller,171396,DI,W MICHIGAN,14,4,1,,0,0,347,1,0,,55.7,78.8,62.7,51.2,75.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,108,108,3,100,0,5,0,0,53,55,0,1,1,0,0,1,0,0,0,
Sid Kaba,171399,ED,MARSHALL,11,7,0,,0,0,214,0,0,62.0,72.3,79.5,54.1,79.9,74.2,0,2,0,0,,5.3,1,0,0,0.0,0,1,0,0,0,0,154,154,0,30,28,96,0,0,78,76,0,11,11,3,0,3,0,0,0,
Angelo Stockstill,171404,CB,KENT STATE,7,0,0,77.8,0,0,201,0,0,60.3,55.8,80.3,,33.0,45.3,0,0,0,0,26,25.0,2,0,0,150.0,7,0,0,6,165,87,171,0,0,0,0,0,0,171,0,84,0,2,6,0,9,0,1,100,43,14.3
Marcel Tyler,171406,DI,W MICHIGAN,14,10,3,,0,0,347,1,0,61.8,57.9,85.9,59.7,54.3,56.9,2,6,0,1,,12.1,4,0,0,0.0,0,1,0,0,0,0,577,577,36,501,9,31,0,0,304,273,0,16,19,4,0,9,0,0,0,
Tim Brantley Jr.,171445,DI,MO STATE,12,8,0,,0,0,230,0,0,64.4,64.2,16.6,68.8,62.1,59.0,3,9,0,0,,16.1,5,0,3,0.0,0,1,0,2,0,1,352,349,15,325,4,5,0,3,178,173,0,13,18,2,0,13,0,0,0,
Kaleno Levine,171451,CB,TROY,14,5,0,61.2,0,0,318,0,0,75.8,73.2,86.8,60.0,55.0,50.8,0,1,0,1,58,21.8,12,5,2,103.2,30,0,0,33,822,429,876,1,0,0,1,0,2,875,1,446,17,16,38,4,49,1,4,369,169,12.3
Andrew Link,171452,ED,MO STATE,4,0,0,,0,0,230,0,0,60.0,58.0,73.4,64.3,54.1,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,1,19,19,0,6,9,4,0,0,7,11,0,0,0,0,0,1,0,0,0,
Cooper Roy,171455,LB,MO STATE,13,5,0,100.0,0,0,230,0,0,50.7,59.6,26.3,73.8,57.0,30.6,0,13,0,0,15,38.9,7,0,1,102.5,5,2,0,56,2,39,175,96,0,0,95,1,0,79,51,85,21,6,6,1,5,15,0,43,40,8.6
Mitchell Toney,171457,ED,MO STATE,10,3,1,100.0,0,1,230,0,0,58.1,75.7,31.7,77.5,73.8,69.4,2,16,0,0,16,10.5,2,0,2,118.8,1,3,0,0,0,7,291,290,28,23,230,9,0,1,173,111,0,14,14,2,1,21,0,16,9,16.0
Caden Wiest,171458,ED,MO STATE,10,6,1,,0,0,230,0,0,70.2,69.4,84.5,60.0,70.0,84.2,0,3,0,0,,0.0,0,1,0,0.0,0,3,0,0,0,2,180,180,0,10,162,8,0,0,90,88,0,7,8,1,0,6,0,0,0,
Floyd Williams,171459,CB,MO STATE,3,1,0,100.0,0,0,230,0,0,47.4,49.7,76.1,,65.7,53.6,0,0,0,0,8,20.0,1,0,0,90.6,4,0,0,3,43,29,46,0,0,0,0,0,0,46,0,17,0,2,3,0,4,0,0,23,2,5.8
Dallas Winner-Johnson,171460,LB,TULANE,4,2,0,50.0,0,0,319,0,0,65.7,62.6,73.7,54.4,57.8,77.6,0,0,0,0,5,0.0,0,0,0,56.3,1,0,0,30,0,26,37,3,0,0,3,0,1,34,7,4,3,0,1,0,2,0,0,5,3,5.0
Kanye Young,171461,LB,MO STATE,13,20,2,81.0,1,1,230,1,0,54.6,55.9,34.6,76.5,53.3,35.5,3,6,0,1,30,22.7,22,3,2,108.8,34,1,0,566,2,370,756,57,0,0,57,0,2,699,54,332,128,29,55,3,42,10,2,365,229,10.7
Brad Vislisel,171484,ED,NEW MEX ST,12,4,0,100.0,0,0,242,1,0,40.3,66.1,63.5,73.9,63.1,53.3,3,12,0,0,22,19.4,6,0,1,158.3,4,0,0,0,0,12,369,369,2,16,309,42,0,0,194,163,0,16,21,3,4,15,2,57,24,14.3
Jamir Conn,171492,CB,NEBRASKA,10,1,0,55.6,0,0,238,0,0,74.5,75.5,80.9,46.5,79.2,76.0,0,1,0,0,13,10.0,1,1,1,64.1,5,0,0,18,0,48,114,0,0,0,0,0,3,114,2,64,91,4,8,1,9,1,0,34,0,6.8
Elijah Gunn,171498,DI,CINCINNATI,5,1,0,,0,0,138,0,0,,57.7,0.0,69.8,58.6,72.4,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,44,44,40,4,0,0,0,0,11,33,0,1,1,0,0,1,0,0,0,
Jamond Mathis,171503,ED,KENT STATE,12,8,1,66.7,0,0,201,0,0,66.1,84.5,89.3,81.9,78.5,58.1,4,25,0,0,30,21.4,6,1,0,149.3,2,6,0,3,0,23,453,450,0,4,442,4,0,3,247,183,0,17,14,2,3,35,1,43,30,21.5
Jaylen Castleberry,171518,CB,TEMPLE,11,9,0,45.5,0,0,306,0,0,60.7,62.6,84.2,65.2,65.5,67.6,0,2,0,0,69,13.0,7,5,2,89.5,20,0,0,80,450,281,560,11,0,0,11,0,4,549,1,278,15,12,38,1,44,2,2,363,151,18.2
Isaiah Crozier,171520,CB,UAB,8,0,0,69.2,1,0,321,0,0,48.9,49.1,0.0,,60.5,40.3,0,0,0,0,43,30.0,3,1,1,151.4,9,0,0,7,148,73,159,0,0,0,0,0,0,159,0,86,4,4,7,0,13,0,3,183,61,20.3
Andoni Fesenmaier,171546,ED,NEVADA,2,0,0,,0,0,239,0,0,,60.0,66.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Tanner Vaughan,171553,DI,NEVADA,12,3,0,,0,0,239,0,0,64.1,67.7,80.7,58.6,67.6,68.0,1,5,0,0,,7.1,1,0,0,0.0,0,0,0,1,0,0,158,157,8,111,7,31,0,1,80,78,0,8,10,1,0,6,0,0,0,
Jayden Kendricks,171571,LB,S DIEGO ST,1,0,0,,0,0,284,0,0,,50.1,65.9,,56.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,
Jelani McLaughlin,171572,S,S DIEGO ST,10,0,0,0.0,0,0,284,0,0,67.2,70.3,76.4,,73.1,75.9,0,0,0,1,,11.1,1,0,0,0.0,0,0,0,32,0,31,59,1,0,0,1,0,17,58,0,28,7,5,8,0,1,0,0,0,0,
Marcus Ratcliffe,171575,S,TEXAS A&M,13,11,0,77.8,0,0,312,0,0,81.7,80.3,86.2,49.7,79.2,74.9,1,2,0,0,21,11.3,8,3,0,84.7,7,0,0,322,9,393,685,4,0,0,4,0,273,681,17,275,75,18,52,2,9,3,0,39,34,5.6
Kamrin Canterbury,171584,S,LA MONROE,10,7,0,72.4,0,0,209,0,0,43.5,48.8,30.1,74.5,56.3,44.8,1,1,0,0,60,26.5,9,0,1,143.8,21,1,0,111,0,199,372,17,0,0,17,0,63,355,18,155,181,7,18,1,29,3,4,291,173,13.9
Fran Brown Jr.,171640,LS,SYRACUSE,1,0,0,,0,0,304,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Paul Tangelo,171678,ED,COLO STATE,12,1,1,75.0,0,0,144,1,1,60.8,54.8,59.1,60.6,49.2,45.6,1,4,0,0,14,23.8,5,0,1,100.0,3,2,0,37,1,35,315,261,0,0,260,1,0,54,125,155,16,13,15,1,4,7,0,34,16,11.3
Eyan Thomas,171680,DI,MARYLAND,12,7,1,100.0,0,1,215,0,0,58.1,64.2,24.2,65.4,66.1,47.6,0,6,0,0,8,21.9,7,0,3,100.0,1,3,0,0,0,3,397,397,100,279,2,16,0,0,200,194,0,16,18,1,1,9,0,8,4,8.0
Najae Hallenbeck,171707,DI,SO MISS,12,2,0,,0,0,296,0,0,,57.4,0.0,68.4,59.3,74.6,0,6,0,0,,0.0,0,0,3,0.0,0,0,0,0,0,0,137,137,55,82,0,0,0,0,66,71,0,2,2,0,0,6,0,0,0,
Ethan Stuhlsatz,171775,LB,WYOMING,12,13,0,63.6,0,0,351,0,0,69.6,77.5,79.6,62.6,81.5,90.1,0,3,0,0,15,2.4,1,0,0,71.0,7,0,0,219,0,113,268,22,0,0,22,0,0,246,13,142,27,20,28,2,11,3,0,42,33,6.0
Jaylon Stone,171807,DI,VANDERBILT,13,15,0,,1,1,333,1,0,64.2,75.7,51.4,56.3,85.4,82.4,2,6,0,0,,0.0,0,1,1,0.0,0,1,0,1,0,1,261,260,38,209,5,8,0,1,150,110,0,5,12,1,0,9,0,0,0,
Eriq George,171816,ED,BOWL GREEN,12,6,0,,2,0,122,0,0,60.0,63.2,11.8,64.1,66.0,66.2,3,10,0,0,,12.5,3,0,4,0.0,0,4,0,0,0,0,407,407,10,96,248,53,0,0,213,194,0,16,15,0,0,17,0,0,0,
Taye Brown,171843,LB,ARIZONA,13,24,1,86.4,0,1,109,1,0,64.9,75.9,88.0,53.9,87.1,77.3,4,7,0,1,52,10.4,10,0,0,77.5,19,2,0,478,0,238,752,182,0,0,182,0,2,570,149,365,90,32,62,6,22,13,0,157,145,8.3
