player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Randy Scott,181385,WR,SVANNAH ST,1,1,0,0,0.0,0,0,-4,1,0,0,0,0.0,0,0,286,0,1,68.2,52.6,76.3,,,52.9,59.7,60.0,-4,0,16,1,26,12,0,0,4,2,0,-4,0,0.0,-4.0,0.62,0
Charles Daniels IV,167982,HB,MHMRTI,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,999,0,0,62.5,58.6,66.1,,,58.4,59.6,,2,0,0,0,2,1,0,0,0,1,0,2,2,2.0,2.0,0.0,1
Cameron Davis,187735,QB,MISS COL,1,1,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,990,0,0,66.3,53.5,70.1,53.7,,,59.7,,2,0,0,0,0,1,0,0,0,1,0,2,3,3.0,2.0,,0
Aronson Cook,153098,WR,STANKN,1,1,0,0,0.0,0,0,-2,0,0,0,2,0.0,0,0,1455,0,0,62.5,55.6,75.6,,,57.3,59.5,54.4,-2,0,0,0,4,23,0,0,1,1,0,-2,2,2.0,-2.0,0.0,0
Zach Matlock,82092,WR,CENT WASH,1,1,0,0,0.0,0,0,5,0,0,0,3,0.0,0,0,367,0,1,63.7,56.3,77.7,76.2,,51.7,59.6,59.3,5,0,0,0,27,24,0,0,0,1,0,5,3,3.0,5.0,0.0,0
Jaylin Marshall,181465,WR,SHORTER,2,1,0,0,,0,0,0,1,0,0,1,0.0,0,0,396,0,0,68.8,51.9,77.1,,,48.6,59.5,78.5,0,0,2,1,16,14,0,0,3,2,0,0,1,1.0,0.0,0.13,0
Jaylen Myers,63569,QB,CARSON,1,1,0,0,0.0,0,0,5,0,0,0,0,0.0,0,0,799,0,0,67.1,71.4,73.5,73.1,,,57.7,60.0,5,0,0,0,0,14,0,0,0,1,0,5,0,0.0,5.0,,1
Tametrius Pogue,181032,QB,LANECOL,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,942,0,0,65.9,24.1,71.0,23.7,,,58.2,60.0,2,0,0,0,0,6,0,0,0,1,0,2,2,2.0,2.0,,1
Nick Milsap,187749,HB,MISS COL,1,1,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,990,0,0,62.5,62.3,71.9,,20.6,,60.0,58.3,4,0,0,0,0,9,0,0,0,1,0,4,2,2.0,4.0,,0
Devin Pinkard,181554,HB,STANKN,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,1455,0,0,62.5,46.7,69.7,,4.5,,60.0,58.2,0,0,0,0,0,4,0,0,0,1,0,0,0,0.0,0.0,,0
Justin Zavala,153440,K,BOWIE ST,1,1,0,0,0.0,0,0,-20,0,0,0,0,0.0,0,0,365,0,0,62.5,60.3,73.7,,,,60.0,60.0,-20,0,0,0,0,2,0,0,0,1,0,-20,0,0.0,-20.0,,0
Hunter Schichtel,181598,QB,TAYLOR,1,1,1,0,0.0,0,0,4,0,0,1,6,600.0,0,0,402,0,0,62.5,75.0,63.9,,,,63.5,,4,0,0,0,0,1,0,0,0,1,0,4,6,6.0,4.0,,0
Darius Nalls,78943,WR,W ALABAMA,1,1,0,0,0.0,0,0,2,1,0,0,0,0.0,0,0,408,0,0,66.7,66.6,79.3,,,66.0,,62.6,2,0,78,7,39,30,0,0,11,8,0,2,0,0.0,2.0,2.0,0
Miles Gallagher,181658,WR,WISCSP,1,1,0,0,0.0,0,0,6,1,1,0,3,60.0,0,0,1212,0,0,69.5,50.8,77.3,,,50.9,59.6,60.5,6,0,-4,4,24,17,0,0,11,5,0,6,3,3.0,6.0,-0.17,0
Michael Storey,180736,WR,NWREDR,1,1,0,0,0.0,0,0,6,0,4,0,4,133.3,0,0,1035,0,0,69.0,69.5,78.4,,,69.9,57.5,60.9,6,0,84,11,47,19,0,0,13,12,0,6,4,4.0,6.0,1.79,0
