player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cinsere Clark,155641,WR,VA LYNCHBU,6,12.9,5,45.5,0.0,0,2,0,13.0,3,-0.34,10,406,0,57.7,71.2,63.5,,62.6,0.0,0,2,46,0.0,0,228,0,29.2,20,93.0,212,27.6,63,45.0,44,0,71.9,164,253,87,4.4,12.7,1.19
Donmonic Perks,168837,WR,VA LYNCHBU,6,12.0,7,43.9,20.0,1,5,1,14.3,3,-0.19,11,406,0,50.8,70.8,61.5,66.4,62.3,0.6,1,1,90,0.6,1,180,2,29.2,18,92.8,167,42.2,76,68.0,41,1,57.2,103,309,162,9.0,17.2,1.85
Joshua Gray,155644,WR,VA LYNCHBU,6,10.3,3,47.8,33.3,1,3,1,0.0,0,-0.36,4,406,0,81.5,69.0,52.4,70.8,52.6,0.0,0,1,18,1.3,2,149,1,23.4,11,96.0,143,71.1,106,39.6,23,0,26.8,40,87,65,5.9,7.9,0.61
Anthony Duffy,168849,WR,VA LYNCHBU,7,11.5,1,45.0,50.0,1,2,0,18.2,2,-0.24,2,406,1,44.3,18.7,48.7,,48.5,0.5,1,1,22,0.0,0,190,1,28.7,9,95.3,181,54.2,103,52.3,20,1,45.3,86,81,7,0.8,9.0,0.45
Jhayvee Daily,155750,WR,LINCOK,5,6.7,0,43.8,0.0,0,3,0,22.2,2,-0.74,1,1452,0,38.0,68.8,50.9,,51.7,0.0,0,3,10,0.0,0,73,1,27.3,7,90.4,66,82.2,60,11.5,16,0,17.8,13,40,15,2.1,5.7,0.61
Treyvion Dimmings,168370,WR,LINCOK,5,16.8,2,50.0,60.0,3,5,0,11.1,1,-0.63,4,1452,2,59.3,9.0,57.7,,57.5,0.0,0,1,47,0.0,0,104,0,22.3,8,90.4,94,1.0,1,56.0,16,0,99.0,103,147,10,1.3,18.4,1.56
Seeger DeGayner,166918,WR,CONCMI,1,8.9,1,60.0,,0,0,0,10.0,1,-0.24,4,1472,0,61.0,69.1,61.1,,60.9,0.0,0,2,18,0.0,0,45,0,50.0,9,97.8,44,37.8,17,38.9,15,0,60.0,27,95,43,4.8,10.6,2.16
Lorenzo Hardy,169109,WR,VA LYNCHBU,5,11.7,1,35.7,20.0,1,5,0,16.7,1,-0.28,3,406,0,49.8,65.7,54.2,66.3,53.2,1.1,1,1,20,2.2,2,92,0,35.3,5,90.2,83,40.2,37,43.8,14,1,58.7,54,60,-2,-0.4,12.0,0.72
Jacquez Carter,105057,WR,INWSLY,1,7.9,2,61.5,50.0,1,2,0,11.1,1,-0.04,3,1451,0,61.0,70.2,64.8,,64.5,0.0,0,0,47,0.0,0,51,0,34.7,8,96.1,49,72.5,37,84.1,13,0,23.5,12,96,52,6.5,12.0,1.96
Mikey Jones,160794,WR,LIMEST,1,11.9,1,58.3,50.0,1,2,0,0.0,0,0.04,4,1283,0,78.5,66.7,75.6,,74.4,0.0,0,0,42,0.0,0,37,0,45.9,7,100.0,37,2.7,1,118.4,12,1,97.3,36,115,70,10.0,16.4,3.11
Jaiveyon Tucker,166370,WR,FLKNR,1,15.0,1,25.0,20.0,1,5,0,40.0,2,-0.35,3,1270,0,21.7,64.1,57.7,,57.3,0.0,0,0,19,0.0,0,37,0,29.4,3,91.9,34,2.7,1,41.0,12,0,97.3,36,40,11,3.7,13.3,1.18
Ronnie Faison,168963,WR,VA LYNCHBU,5,14.8,0,33.3,100.0,2,2,0,33.3,2,-0.43,4,406,0,25.7,69.6,59.6,,59.1,0.0,0,0,59,0.0,0,75,0,20.5,4,97.3,73,62.7,47,110.1,12,2,37.3,28,117,55,13.8,29.3,1.6
Will Anglen,131670,WR,LINCOK,5,8.1,1,58.3,33.3,1,3,0,0.0,0,-0.73,0,1452,1,78.5,21.0,42.6,25.5,48.6,1.6,2,0,8,1.6,2,124,1,20.0,7,81.5,101,30.6,38,63.2,12,0,60.5,75,6,7,1.0,0.9,0.06
Aronson Cook,153098,WR,STANKN,1,9.2,5,58.3,,0,0,0,12.5,1,-0.68,3,1455,0,56.4,66.7,65.6,,67.6,0.0,0,0,43,0.0,0,36,0,24.2,7,91.7,33,52.8,19,84.4,12,0,47.2,17,97,47,6.7,13.9,2.94
Jonathon Torres,167864,WR,LVLEOP,1,10.8,0,41.7,0.0,0,2,0,0.0,0,-0.43,2,937,0,76.3,65.7,58.5,,58.6,0.0,0,1,8,0.0,0,34,0,15.6,5,94.1,32,64.7,22,14.6,12,0,35.3,12,26,5,1.0,5.2,0.81
Dah'Mear Triplett,148448,WR,LINCOLN,1,11.6,0,63.6,100.0,2,2,0,0.0,0,-0.21,2,380,0,78.5,66.7,70.3,,69.9,0.0,0,0,31,0.0,0,37,0,36.1,7,97.3,36,0.0,0,82.8,11,0,100.0,37,73,9,1.3,10.4,2.03
Micah Dunn,152076,WR,LOUCHR,1,11.1,2,45.5,100.0,1,1,0,16.7,1,-0.23,3,958,1,49.8,17.9,65.1,,64.4,0.0,0,0,55,0.0,0,30,0,34.5,5,96.7,29,10.0,3,80.1,11,0,90.0,27,106,57,11.4,21.2,3.66
Malik Laurent,166763,WR,MARS HILL,1,10.9,0,36.4,100.0,1,1,0,33.3,2,-0.37,3,383,0,25.7,65.0,68.5,,68.1,0.0,0,2,29,0.0,0,31,0,35.5,4,100.0,31,74.2,23,15.2,11,0,25.8,8,59,3,0.8,14.8,1.9
Jacquez Jones,152587,WR,LANECOL,2,10.4,0,72.7,0.0,0,1,0,0.0,0,0.26,6,942,0,79.3,67.8,75.7,,77.4,0.0,0,0,70,0.0,0,58,0,42.9,8,96.6,56,94.8,55,145.1,11,1,5.2,3,149,97,12.1,18.6,2.66
Darius Willis,154897,WR,MITECH,1,12.0,1,36.4,25.0,1,4,0,20.0,1,-0.59,2,980,0,45.9,68.0,59.4,,61.5,0.0,0,0,21,0.0,0,35,0,21.9,4,91.4,32,74.3,26,45.6,11,0,25.7,9,35,19,4.8,8.8,1.09
Ethan Medeiros,167841,WR,LVLEOP,1,2.0,1,60.0,0.0,0,4,1,0.0,0,-0.53,0,937,0,77.5,66.2,50.2,,52.0,0.0,0,0,5,0.0,0,36,1,12.1,6,91.7,33,97.2,35,64.6,10,0,0.0,0,5,7,1.2,0.8,0.15
Markell Stephens-Peppers,161477,WR,INWSLY,1,3.1,0,90.0,,0,0,0,10.0,1,0.03,3,1451,0,61.0,67.5,67.0,,66.4,0.0,0,0,72,0.0,0,43,0,35.7,9,97.7,42,95.3,41,149.2,10,1,4.7,2,118,84,9.3,13.1,2.81
Jaih Andrews,151569,WR,MILES,1,7.7,1,70.0,50.0,1,2,0,0.0,0,-0.21,2,386,0,78.5,66.7,61.5,,61.3,0.0,0,0,16,0.0,0,43,0,25.6,7,100.0,43,53.5,23,80.0,10,0,46.5,20,47,32,4.6,6.7,1.09
Khalitri Zow,165467,WR,STTMFL,1,8.7,1,50.0,0.0,0,3,0,0.0,0,0.04,1,1477,0,76.3,65.7,57.2,,58.3,0.0,0,1,11,0.0,0,40,0,39.5,5,95.0,38,0.0,0,16.7,10,0,100.0,40,28,28,5.6,5.6,0.74
C'Quan Jnopierre,165468,WR,STTMFL,1,9.6,3,77.8,50.0,1,2,0,12.5,1,0.35,6,1477,0,56.4,71.5,86.9,,86.4,0.0,0,0,82,0.0,0,30,0,42.9,7,93.3,28,100.0,30,155.8,9,1,0.0,0,197,126,18.0,28.1,7.04
Virgil Young Jr.,152612,WR,LANECOL,2,14.0,0,66.7,50.0,1,2,0,0.0,0,0.4,3,942,0,53.4,67.7,56.6,61.0,56.7,0.0,0,0,45,1.5,1,66,1,43.8,6,95.5,63,50.0,33,97.9,9,0,50.0,33,87,22,3.7,14.5,1.38
Jadarius Hector,112693,WR,LIMEST,1,5.0,1,88.9,100.0,1,1,0,11.1,1,0.01,3,1283,0,58.9,67.1,61.7,,63.1,0.0,0,0,25,0.0,0,40,0,45.0,8,100.0,40,17.5,7,104.6,9,0,82.5,33,82,40,5.0,10.3,2.05
Dohnte Meyers,143800,WR,DELTAST,1,5.1,2,55.6,100.0,1,1,0,16.7,1,0.31,4,841,0,49.8,65.7,71.6,,71.5,0.0,0,1,24,0.0,0,33,0,57.6,5,100.0,33,97.0,32,43.5,9,0,3.0,1,75,38,7.6,15.0,2.27
Jaylen Arnold,160930,TE,KEISER,1,9.3,1,55.6,,0,0,0,16.7,1,-0.41,1,1475,0,50.3,65.7,55.0,69.4,57.6,21.6,11,0,16,5.9,3,51,1,36.0,5,92.2,47,70.6,36,68.3,9,0,7.8,4,43,26,5.2,8.6,0.91
Dorien Goddard,99698,WR,UVAWIS,1,15.2,3,55.6,100.0,1,1,0,0.0,0,-0.1,2,1320,0,76.3,65.7,74.0,,73.9,0.0,0,1,55,0.0,0,44,0,31.8,5,100.0,44,11.4,5,51.9,9,0,88.6,39,93,55,11.0,18.6,2.11
Ty Snelson,111377,TE,MARS HILL,1,9.9,0,37.5,66.7,2,3,0,25.0,1,-0.41,3,383,0,40.2,64.1,69.8,79.3,76.5,85.7,24,0,20,14.3,4,28,1,39.3,3,85.7,24,3.6,1,90.6,8,1,0.0,0,34,1,0.3,11.3,1.42
Asa Wondeh,160754,WR,EANMGH,1,21.6,0,0.0,0.0,0,3,0,,0,-0.76,0,858,0,,67.5,52.1,,51.4,0.0,0,0,0,0.0,0,36,0,19.4,0,100.0,36,2.8,1,39.6,8,0,97.2,35,0,0,,,0.0
O'Joshua Bunton,106468,WR,LANECOL,1,19.3,1,75.0,0.0,0,1,0,0.0,0,0.93,4,942,0,77.5,68.1,78.4,,79.2,0.0,0,0,49,0.0,0,24,0,54.2,6,100.0,24,4.2,1,156.3,8,1,95.8,23,127,25,4.2,21.2,5.29
Keenan Anunay,167971,WR,MHMRTI,1,2.6,1,62.5,,0,0,0,0.0,0,-0.59,0,999,0,76.3,66.6,56.2,,55.8,0.0,0,0,8,0.0,0,32,0,25.0,5,100.0,32,6.3,2,69.8,8,0,93.8,30,30,30,6.0,6.0,0.94
Kameron Johnson,165866,WR,BARCOL,1,12.4,1,62.5,0.0,0,1,0,28.6,2,-0.17,3,1473,0,29.1,67.0,58.7,,60.0,0.0,0,0,30,0.0,0,26,0,38.5,5,100.0,26,26.9,7,121.4,8,2,73.1,19,53,7,1.4,10.6,2.04
Curtis Cuillard,168075,WR,SW BAPTIST,1,9.9,0,62.5,0.0,0,1,0,0.0,0,0.23,3,1492,0,76.3,65.7,76.9,,74.4,0.0,0,1,26,0.0,0,24,0,39.1,5,95.8,23,0.0,0,52.6,8,0,100.0,24,73,29,5.8,14.6,3.17
Cameron Walker,152191,WR,N GREENVLE,1,4.6,3,50.0,,0,0,0,20.0,1,-0.07,2,390,0,45.4,65.0,52.3,,58.4,10.3,3,0,10,0.0,0,29,0,42.9,4,96.6,28,79.3,23,57.3,8,0,6.9,2,26,31,7.8,6.5,0.93
Markel Harrison,113112,WR,UVAWIS,1,0.8,0,75.0,,0,0,0,0.0,0,-0.31,1,1320,0,77.5,67.4,64.2,,64.3,0.0,0,0,21,0.0,0,26,0,23.1,6,100.0,26,88.5,23,83.3,8,0,11.5,3,36,38,6.3,6.0,1.38
Christian Collin,167300,WR,PSTEAG,1,8.8,0,25.0,,0,0,0,0.0,0,-1.03,0,1476,0,70.7,62.9,53.2,,53.9,0.0,0,1,4,0.0,0,21,0,10.0,2,95.2,20,100.0,21,0.0,8,0,0.0,0,2,4,2.0,1.0,0.1
Riley Lee,155699,WR,LINCOK,4,11.5,0,0.0,0.0,0,4,0,100.0,2,-0.59,0,1452,0,0.0,,40.2,,41.4,0.0,0,2,0,0.0,0,58,0,29.1,0,94.8,55,98.3,57,0.0,8,0,1.7,1,0,0,,,0.0
Xaiver Gordon,161452,WR,INWSLY,1,11.9,0,42.9,0.0,0,2,0,0.0,0,-0.04,0,1451,0,73.1,68.5,47.9,,52.3,0.0,0,0,9,0.0,0,43,1,31.7,3,95.3,41,2.3,1,51.5,7,0,97.7,42,23,4,1.3,7.7,0.56
Roques Dowdy,168174,WR,THMORE,1,13.4,1,42.9,0.0,0,1,0,25.0,1,-0.54,2,1296,0,40.2,64.1,55.2,,54.9,0.0,0,0,9,0.0,0,29,0,17.9,3,96.6,28,3.4,1,50.3,7,0,96.6,28,18,14,4.7,6.0,0.64
Greg Thomas,160746,WR,EANMGH,1,12.7,1,14.3,0.0,0,2,0,50.0,1,-0.76,1,858,0,24.9,61.0,52.6,,52.5,0.0,0,1,10,0.0,0,30,0,20.0,1,100.0,30,90.0,27,0.0,7,0,10.0,3,10,10,10.0,10.0,0.33
Taivonn Ervin,168374,WR,LINCOK,4,7.6,0,42.9,0.0,0,1,0,40.0,2,-0.56,1,1452,0,26.2,71.1,55.1,,56.6,0.0,0,0,38,0.0,0,56,1,19.6,3,91.1,51,62.5,35,61.6,7,0,37.5,21,40,13,4.3,13.3,0.78
Rashad Jordan,167202,WR,ALBANY ST,1,22.0,0,14.3,,0,0,0,0.0,0,-0.18,1,360,0,66.7,61.0,57.7,,57.7,0.0,0,2,27,0.0,0,24,0,34.8,1,95.8,23,66.7,16,3.6,7,0,33.3,8,27,3,3.0,27.0,1.17
Demarcus Jones,168843,WR,VA LYNCHBU,5,12.7,0,42.9,50.0,1,2,0,25.0,1,-0.15,2,406,0,39.5,68.4,59.5,,59.7,0.0,0,0,19,0.0,0,24,0,31.8,3,91.7,22,50.0,12,97.0,7,1,50.0,12,33,11,3.7,11.0,1.5
Terrion Collins,168510,WR,NAUSTA,2,17.4,0,57.1,,0,0,0,0.0,0,-1.04,2,1453,0,74.9,65.0,60.8,,62.5,0.0,0,0,9,0.0,0,30,1,16.0,4,83.3,25,3.3,1,62.2,7,0,96.7,29,20,10,2.5,5.0,0.8
Antonio Meeks,168551,WR,TUSKEGEE,1,7.0,0,57.1,,0,0,0,0.0,0,-0.06,1,405,0,74.9,65.0,61.0,,58.5,0.0,0,0,6,0.0,0,27,0,51.9,4,100.0,27,0.0,0,62.2,7,0,100.0,27,19,4,1.0,4.8,0.7
Keynon Webb,155636,WR,TUSKEGEE,1,7.1,1,85.7,100.0,3,3,0,0.0,0,-0.06,4,405,0,77.5,66.2,72.6,,71.5,0.0,0,1,20,0.0,0,25,0,56.0,6,100.0,25,100.0,25,102.4,7,1,0.0,0,60,23,3.8,10.0,2.4
Markell Lee,166639,WR,FLMMRL,1,4.3,2,57.1,,0,0,0,0.0,0,-1.49,0,1471,0,74.9,65.0,49.0,,54.3,0.0,0,0,7,0.0,0,31,1,10.0,4,96.8,30,100.0,31,62.2,7,0,0.0,0,19,16,4.0,4.8,0.63
Ethan Christman,151932,WR,LOUCHR,1,10.4,0,42.9,0.0,0,1,0,0.0,0,-0.24,1,958,0,73.1,64.1,60.5,,60.1,0.0,0,0,24,0.0,0,31,0,33.3,3,96.8,30,90.3,28,59.2,7,0,9.7,3,36,12,4.0,12.0,1.2
Shaun Vincent,166373,WR,FLKNR,1,4.7,0,57.1,33.3,1,3,0,20.0,1,-0.48,1,1270,0,45.4,65.0,61.2,,60.9,0.0,0,0,22,0.0,0,21,0,19.0,4,100.0,21,100.0,21,69.3,7,0,0.0,0,33,7,1.8,8.3,1.57
Lamar Housely,155715,WR,LINCOK,3,11.7,0,57.1,,0,0,0,0.0,0,-0.59,1,1452,0,74.9,66.5,59.2,,61.6,0.0,0,1,60,0.0,0,45,1,17.9,4,86.7,39,73.3,33,56.0,7,0,26.7,12,77,30,7.5,19.3,1.97
Donovan Johnson,166936,WR,CONCMI,1,10.1,0,71.4,,0,0,0,16.7,1,-0.25,3,1472,0,49.8,66.6,58.0,,58.2,0.0,0,1,37,0.0,0,46,0,48.9,5,97.8,45,19.6,9,70.8,7,0,80.4,37,82,39,7.8,16.4,1.82
Michael Robinson,160981,WR,KEISER,1,5.1,1,100.0,,0,0,0,0.0,0,-0.59,2,1475,0,78.5,66.7,66.2,,64.0,0.0,0,0,28,0.0,0,42,0,36.6,7,97.6,41,4.8,2,103.6,7,0,95.2,40,62,26,3.7,8.9,1.51
London Smalley,152406,WR,W OREGON,1,9.0,0,42.9,0.0,0,2,0,0.0,0,-0.44,1,411,0,73.1,64.1,52.6,,52.7,0.0,0,1,8,0.0,0,34,0,32.4,3,100.0,34,0.0,0,10.7,7,0,100.0,34,18,5,1.7,6.0,0.53
Thomas Wright,152446,WR,W OREGON,1,21.7,1,57.1,0.0,0,2,0,0.0,0,-0.44,4,411,0,74.9,65.0,71.2,,70.4,0.0,0,0,30,0.0,0,32,0,34.4,4,100.0,32,0.0,0,97.3,7,0,100.0,32,80,31,7.8,20.0,2.5
Craig Wills Jr.,53971,WR,THMORE,1,11.2,0,83.3,,0,0,0,0.0,0,-0.53,2,1296,0,76.3,65.7,63.9,,66.9,0.0,0,0,24,0.0,0,29,0,21.4,5,96.6,28,96.6,28,138.9,6,1,3.4,1,47,5,1.0,9.4,1.68
Doug Washington,152241,WR,N GREENVLE,1,2.7,1,83.3,,0,0,0,0.0,0,-0.29,2,390,0,76.3,65.7,65.8,,67.4,0.0,0,0,11,0.0,0,26,0,42.3,5,100.0,26,3.8,1,88.9,6,0,96.2,25,32,22,4.4,6.4,1.23
Bailey Brooks,166975,WR,CONCMI,1,2.5,0,66.7,,0,0,0,0.0,0,-0.31,2,1472,0,74.9,65.0,61.9,,62.0,0.0,0,0,13,0.0,0,28,0,50.0,4,100.0,28,75.0,21,76.4,6,0,25.0,7,27,17,4.3,6.8,0.96
Marquis Whitmire,130321,WR,WJWLL,1,18.8,0,33.3,0.0,0,1,0,0.0,0,0.01,1,1198,0,70.7,62.9,70.8,,71.3,0.0,0,0,73,0.0,0,29,0,39.3,2,96.6,28,6.9,2,81.9,6,0,93.1,27,81,59,29.5,40.5,2.89
Joe Shorter,167225,WR,ALBANY ST,1,12.0,0,50.0,,0,0,0,25.0,1,-0.22,3,360,0,39.5,65.4,62.6,,62.2,0.0,0,0,17,0.0,0,27,0,34.6,3,96.3,26,11.1,3,67.4,6,0,88.9,24,34,13,4.3,11.3,1.31
Aarmando McGhee,165484,WR,STTMFL,1,8.7,0,50.0,0.0,0,3,0,25.0,1,0.2,2,1477,0,39.5,64.1,53.4,,54.0,0.0,0,0,12,0.0,0,39,0,40.5,3,94.9,37,100.0,39,60.4,6,0,0.0,0,24,13,4.3,8.0,0.65
Dakohta Sonnichsen,154414,WR,TAYLOR,1,15.3,0,33.3,,0,0,0,33.3,1,-1.2,0,402,0,31.6,66.2,56.6,,55.7,0.0,0,1,8,0.0,0,15,0,20.0,2,100.0,15,13.3,2,2.8,6,0,86.7,13,14,2,1.0,7.0,0.93
Jevon Jones,63079,WR,SOCTOW,1,10.8,0,33.3,,0,0,0,50.0,2,0.18,2,1107,0,17.2,62.9,57.4,,57.5,0.0,0,0,34,0.0,0,21,0,36.8,2,90.5,19,9.5,2,69.4,6,0,90.5,19,57,12,6.0,28.5,3.0
Deandre Williams,166649,WR,FLMMRL,1,2.7,1,66.7,100.0,1,1,0,20.0,1,-1.29,0,1471,0,45.4,65.0,51.6,,51.3,0.0,0,0,8,0.0,0,26,0,12.0,4,96.2,25,0.0,0,70.1,6,0,100.0,26,14,10,2.5,3.5,0.56
Aaron Fudge,111539,WR,KEISER,1,16.0,1,50.0,,0,0,0,25.0,1,0.2,3,1475,0,39.5,64.1,65.3,,65.1,0.0,0,0,15,0.0,0,18,0,50.0,3,100.0,18,11.1,2,68.8,6,0,88.9,16,36,14,4.7,12.0,2.0
Rashon Cooke,151878,WR,LINCOLN,1,11.8,0,50.0,,0,0,0,0.0,0,-0.21,2,380,0,73.1,64.1,58.0,,59.6,0.0,0,0,20,0.0,0,37,1,36.1,3,97.3,36,0.0,0,68.8,6,0,100.0,37,36,13,4.3,12.0,1.0
Marquis Sampson,152442,WR,W OREGON,1,8.5,0,33.3,,0,0,0,33.3,1,-0.73,0,411,0,31.6,66.7,47.8,,48.4,0.0,0,2,5,0.0,0,25,0,36.0,2,100.0,25,100.0,25,2.8,6,0,0.0,0,9,0,0.0,4.5,0.36
Joshua Neal,169028,WR,NAUSTA,2,8.8,0,0.0,,0,0,0,100.0,2,-1.15,0,1453,0,11.2,67.5,39.5,,41.5,0.0,0,2,0,0.0,0,26,0,8.3,0,92.3,24,100.0,26,0.0,6,0,0.0,0,0,0,,,0.0
Deroddrick Green-Hadnot,151331,HB,NAUSTA,2,-3.7,0,66.7,,0,0,0,20.0,1,-1.08,0,1453,0,45.4,75.6,57.0,61.2,49.0,0.0,0,0,4,34.4,11,32,0,10.3,4,62.5,20,25.0,8,70.1,6,0,6.3,2,2,18,4.5,0.5,0.1
Damon Hickok,83069,WR,W OREGON,1,9.3,0,33.3,,0,0,0,0.0,0,-0.7,0,411,0,70.7,62.9,52.4,,52.4,0.0,0,0,5,0.0,0,28,0,25.0,2,100.0,28,100.0,28,42.4,6,0,0.0,0,9,1,0.5,4.5,0.32
Marqueiz Pride,168022,WR,MHMRTI,1,16.7,0,50.0,0.0,0,1,0,0.0,0,-0.79,0,999,0,74.9,69.1,57.0,,54.2,2.9,1,0,6,0.0,0,35,0,21.9,3,91.4,32,80.0,28,56.3,6,0,17.1,6,7,0,0.0,2.3,0.22
Jesse Thomas,162092,WR,WJWLL,1,10.8,0,33.3,0.0,0,1,0,0.0,0,0.1,1,1198,0,70.7,62.9,55.1,,53.0,0.0,0,0,10,0.0,0,31,0,40.0,2,96.8,30,9.7,3,81.9,6,1,90.3,28,12,-1,-0.5,6.0,0.4
Tylon Papallo,150585,WR,SOCTOW,1,17.5,0,66.7,100.0,1,1,0,0.0,0,0.08,4,1107,0,74.9,66.5,70.2,,73.2,0.0,0,0,49,0.0,0,34,0,40.6,4,94.1,32,100.0,34,149.3,6,1,0.0,0,101,18,4.5,25.3,3.16
Damien Phillips,168505,WR,NAUSTA,2,9.8,0,33.3,0.0,0,1,0,0.0,0,-1.18,0,1453,0,70.7,62.9,50.2,,50.3,0.0,0,0,5,0.0,0,36,0,2.9,2,97.2,35,61.1,22,42.4,6,0,38.9,14,7,4,2.0,3.5,0.2
Ryan Soules,150587,WR,SOCTOW,1,11.8,0,33.3,,0,0,0,0.0,0,-0.42,1,1107,0,70.7,62.9,55.3,,55.4,0.0,0,1,7,0.0,0,22,0,27.3,2,100.0,22,13.6,3,2.8,6,0,86.4,19,11,4,2.0,5.5,0.5
Ethan Champney,154981,WR,MITECH,1,7.2,1,33.3,,0,0,0,50.0,2,-0.52,1,980,0,22.0,64.1,54.5,,54.8,0.0,0,0,7,0.0,0,33,0,23.3,2,90.9,30,0.0,0,42.4,6,0,100.0,33,13,6,3.0,6.5,0.43
Caleb Forrest,162045,WR,WJWLL,1,4.8,0,80.0,,0,0,0,0.0,0,-0.1,2,1198,0,74.9,65.0,57.3,,57.4,0.0,0,0,7,0.0,0,28,0,33.3,4,96.4,27,100.0,28,83.3,5,0,0.0,0,20,12,3.0,5.0,0.74
Jermaine Tillery,132853,WR,PSTEAG,1,3.2,1,60.0,,0,0,0,40.0,2,-0.37,1,1476,1,21.7,10.3,47.7,,49.9,0.0,0,0,23,0.0,0,27,0,23.1,3,96.3,26,100.0,27,80.4,5,0,0.0,0,34,26,8.7,11.3,1.31
Selah Cephas,155664,WR,VA LYNCHBU,4,6.8,0,20.0,0.0,0,1,0,50.0,1,-0.19,0,406,0,32.3,62.9,48.6,,49.4,0.0,0,0,5,0.0,0,34,0,35.5,1,91.2,31,70.6,24,39.6,5,0,29.4,10,5,1,1.0,5.0,0.16
Tyquan Watson,155696,WR,VA LYNCHBU,6,8.0,0,80.0,,0,0,0,0.0,0,-0.25,1,406,0,74.9,66.9,60.7,,60.4,0.0,0,0,13,0.0,0,39,0,25.0,4,92.3,36,35.9,14,99.2,5,0,64.1,25,39,16,4.0,9.8,1.08
Vincent Taylor,84312,WR,KYCRST,1,18.6,1,80.0,50.0,1,2,0,0.0,0,-0.08,3,1474,0,76.3,65.7,77.1,,80.5,0.0,0,0,66,0.0,0,27,1,38.5,4,96.3,26,0.0,0,158.3,5,1,100.0,27,123,39,9.8,30.8,4.73
Otis Weah,87580,HB,LINCOK,5,1.4,0,40.0,,0,0,0,33.3,1,-0.83,0,1452,0,31.6,85.3,68.3,62.2,44.5,1.4,1,1,0,30.0,21,70,1,16.4,2,64.3,45,8.6,6,8.3,5,0,0.0,0,0,5,2.5,0.0,0.0
Ahlonte Hair,160624,WR,CHADST,1,18.4,0,40.0,0.0,0,1,0,0.0,0,-0.96,0,809,0,70.7,62.9,54.0,,53.7,0.0,0,0,5,0.0,0,23,0,31.8,2,95.7,22,8.7,2,47.9,5,0,91.3,21,5,0,0.0,2.5,0.23
Peter Krohn,160635,TE,CHADST,1,11.6,0,60.0,50.0,1,2,0,25.0,1,-0.28,3,809,0,39.5,64.1,62.1,71.2,64.1,53.1,17,1,25,18.8,6,32,0,40.0,3,75.0,24,46.9,15,48.3,5,0,0.0,0,43,23,7.7,14.3,1.79
Robert Oliverio,167339,WR,PSTEAG,1,13.0,0,40.0,,0,0,0,0.0,0,-0.92,0,1476,0,70.7,62.9,51.0,,50.6,0.0,0,0,3,0.0,0,24,0,17.4,2,95.8,23,0.0,0,47.9,5,0,100.0,24,2,1,0.5,1.0,0.09
Harmon Devries,166863,WR,CONCMI,1,12.4,0,60.0,100.0,1,1,0,0.0,0,0.15,2,1472,0,73.1,64.1,67.8,,66.7,0.0,0,1,13,0.0,0,14,0,53.8,3,92.9,13,21.4,3,67.9,5,1,78.6,11,19,0,0.0,6.3,1.46
Gavin Johnson,167544,WR,ASSMPT,1,23.8,0,20.0,33.3,1,3,0,0.0,0,-0.89,1,1257,0,66.7,61.0,60.0,,62.3,0.0,0,0,28,0.0,0,24,0,13.0,1,95.8,23,0.0,0,50.4,5,0,100.0,24,28,0,0.0,28.0,1.22
Jonathan Santos,166427,WR,KEISER,1,2.8,2,80.0,,0,0,0,0.0,0,-0.27,3,1475,0,74.9,65.0,63.7,,63.1,0.0,0,0,9,0.0,0,34,0,44.1,4,100.0,34,100.0,34,90.8,5,0,0.0,0,29,17,4.3,7.3,0.85
Myles Henderson,166409,WR,KEISER,1,14.0,1,20.0,,0,0,0,66.7,2,-0.7,0,1475,0,11.2,61.0,41.6,,40.6,2.9,1,0,-4,0.0,0,34,0,30.3,1,97.1,33,2.9,1,39.6,5,0,94.1,32,-4,0,0.0,-4.0,-0.12
Tyree Funnye,152162,WR,N GREENVLE,1,10.0,0,60.0,,0,0,0,0.0,0,-0.45,1,390,0,73.1,64.1,58.9,,60.5,0.0,0,0,42,0.0,0,33,0,37.5,3,97.0,32,39.4,13,92.1,5,0,60.6,20,48,24,8.0,16.0,1.5
Damaris August,167628,WR,ED WATERS,1,5.8,0,80.0,,0,0,0,0.0,0,-0.44,1,372,0,74.9,67.6,66.8,,63.4,0.0,0,0,12,0.0,0,17,0,33.3,4,88.2,15,5.9,1,127.1,5,1,94.1,16,25,3,0.8,6.3,1.67
Perrion McClinton,151380,WR,INWSLY,1,5.8,0,60.0,100.0,1,1,0,0.0,0,0.07,2,1451,0,73.1,64.1,58.1,,58.1,0.0,0,0,12,0.0,0,46,0,36.4,3,95.7,44,0.0,0,71.3,5,0,100.0,46,23,4,1.3,7.7,0.52
