player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Montel Gladney,160620,WR,CHADST,1,28.0,0,0.0,0.0,0,1,0,,0,-1.07,0,809,0,,,56.2,,56.2,0.0,0,1,0,0.0,0,6,0,16.7,0,100.0,6,16.7,1,0.0,1,0,83.3,5,0,0,,,0.0
Campbell Keithley,160711,TE,EANMGH,1,0.0,0,100.0,,0,0,0,0.0,0,-0.29,0,858,0,66.7,61.0,53.0,51.6,52.4,83.3,15,0,2,16.7,3,18,0,27.8,1,83.3,15,11.1,2,79.2,1,0,0.0,0,2,2,2.0,2.0,0.13
Howard Russell,160734,HB,EANMGH,1,11.0,0,100.0,100.0,1,1,0,0.0,0,-0.31,1,858,0,66.7,74.7,57.8,65.5,69.2,0.0,0,0,18,38.9,7,18,0,27.8,1,61.1,11,11.1,2,118.8,1,0,0.0,0,18,7,7.0,18.0,1.64
Seth Rolle,160983,WR,KEISER,1,5.0,0,0.0,,0,0,0,,0,-0.72,0,1475,0,66.7,61.0,54.3,,58.7,0.0,0,0,0,0.0,0,19,0,27.8,0,94.7,18,100.0,19,39.6,1,0,0.0,0,0,0,,,0.0
Brandon Miller,161030,T,MISS COL,1,7.0,0,0.0,0.0,0,1,0,,0,-2.0,0,990,0,,,56.1,,58.6,0.0,0,0,0,0.0,0,2,0,0.0,0,100.0,2,50.0,1,39.6,1,0,50.0,1,0,0,,,0.0
Nas Jones,161764,FB,BLMSBG,1,12.0,0,0.0,,0,0,0,,0,0.15,0,766,0,,,59.7,70.6,53.8,42.9,6,0,0,28.6,4,14,0,33.3,0,64.3,9,0.0,0,39.6,1,0,57.1,8,0,0,,,0.0
Isaac Forbis,162044,TE,WJWLL,1,1.0,0,100.0,,0,0,0,0.0,0,1.49,1,1198,0,66.7,61.0,66.3,,77.7,66.7,2,0,4,0.0,0,3,0,66.7,1,100.0,3,0.0,0,83.3,1,0,0.0,0,4,3,3.0,4.0,1.33
Rontavious Farmer,165493,HB,STTMFL,1,9.0,0,0.0,,0,0,1,,0,0.19,0,1477,0,66.7,76.5,71.4,77.1,52.7,0.0,0,0,0,14.8,4,27,1,36.0,0,77.8,21,11.1,3,39.6,1,0,0.0,0,0,0,,,0.0
DaVon Adams,165821,WR,BARCOL,1,24.0,0,0.0,0.0,0,1,0,,0,0.2,0,1473,0,,,55.0,,55.2,0.0,0,0,0,0.0,0,8,0,37.5,0,100.0,8,50.0,4,39.6,1,0,50.0,4,0,0,,,0.0
Nate Byers,165840,WR,BARCOL,1,21.0,0,0.0,,0,0,0,,0,-0.46,0,1473,0,,,53.3,,53.6,0.0,0,1,0,0.0,0,16,0,31.3,0,100.0,16,81.3,13,0.0,1,0,18.8,3,0,0,,,0.0
Griffin Scott,165906,TE,BARCOL,1,6.0,0,100.0,,0,0,0,0.0,0,0.42,0,1473,0,66.7,61.0,60.7,,63.3,100.0,1,0,6,0.0,0,1,0,100.0,1,100.0,1,0.0,0,91.7,1,0,0.0,0,6,0,0.0,6.0,6.0
Malcolm Wilson,165938,HB,BARCOL,1,-1.0,0,0.0,,0,0,0,,0,-0.54,0,1473,0,,62.5,58.2,,57.5,0.0,0,0,0,0.0,0,4,0,25.0,0,100.0,4,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Peyton Persing,165948,WR,BLMSBG,1,25.0,0,0.0,,0,0,0,,0,-0.74,0,766,0,,,55.6,,59.1,0.0,0,0,0,0.0,0,1,0,0.0,0,100.0,1,0.0,0,39.6,1,0,100.0,1,0,0,,,0.0
Dante Franklin,166081,WR,MILES,1,26.0,0,0.0,,0,0,0,,0,-1.98,0,386,0,,62.5,55.9,,57.0,0.0,0,0,0,0.0,0,5,0,0.0,0,80.0,4,100.0,5,39.6,1,0,0.0,0,0,0,,,0.0
Me'Kyle Franklin,166129,WR,MISS COL,1,7.0,0,0.0,,0,0,0,,0,-0.1,0,990,0,,,53.4,,53.8,0.0,0,0,0,0.0,0,9,0,33.3,0,100.0,9,22.2,2,39.6,1,0,77.8,7,0,0,,,0.0
Drexlan Allen,166256,HB,FLKNR,1,-3.0,0,100.0,,0,0,0,0.0,0,-0.27,0,1270,0,66.7,23.9,53.2,74.6,60.4,0.0,0,0,4,10.0,1,10,0,30.0,1,90.0,9,0.0,0,83.3,1,0,0.0,0,4,7,7.0,4.0,0.44
Timothy Cody,166276,HB,FLKNR,1,-3.0,0,100.0,,0,0,0,0.0,0,-0.51,0,1270,0,66.7,70.7,56.4,74.7,60.3,0.0,0,0,1,18.2,2,11,0,27.3,1,81.8,9,0.0,0,79.2,1,0,0.0,0,1,4,4.0,1.0,0.11
Corinthian Cunningham,166283,HB,FLKNR,1,-4.0,0,100.0,,0,0,0,0.0,0,-0.37,0,1270,0,66.7,68.0,52.6,0.0,66.2,0.0,0,0,8,50.0,1,2,0,0.0,1,50.0,1,0.0,0,100.0,1,0,0.0,0,8,12,12.0,8.0,8.0
Bray Washington,166376,WR,FLKNR,1,8.0,0,0.0,,0,0,0,,0,-0.87,0,1270,0,,,55.8,,57.0,0.0,0,0,0,0.0,0,3,0,33.3,0,100.0,3,0.0,0,39.6,1,0,100.0,3,0,0,,,0.0
Maurico Porcha,166423,HB,KEISER,1,-2.0,0,100.0,,0,0,0,0.0,0,-0.99,0,1475,0,66.7,61.0,62.0,69.6,65.5,0.0,0,0,0,33.3,1,3,0,0.0,1,66.7,2,0.0,0,79.2,1,0,0.0,0,0,2,2.0,0.0,0.0
Jack Hennessy,166449,TE,SOCTOW,1,1.0,0,100.0,,0,0,0,0.0,0,0.7,1,1107,0,66.7,61.0,70.2,66.0,68.9,57.1,4,0,12,14.3,1,7,0,50.0,1,71.4,5,42.9,3,116.7,1,0,0.0,0,12,11,11.0,12.0,2.4
Eldrick Williams,166520,HB,STANKN,1,0.0,0,100.0,,0,0,0,0.0,0,-0.37,0,1455,0,66.7,71.4,62.6,32.2,63.7,0.0,0,0,4,72.7,8,11,0,18.2,1,27.3,3,0.0,0,83.3,1,0,0.0,0,4,4,4.0,4.0,1.33
Nura Sales,166642,TE,FLMMRL,1,-3.0,0,100.0,,0,0,0,0.0,0,0.19,1,1471,0,66.7,61.0,63.3,63.8,67.9,66.7,4,0,13,16.7,1,6,0,33.3,1,83.3,5,0.0,0,118.8,1,0,0.0,0,13,16,16.0,13.0,2.6
George Young,166648,HB,FLMMRL,1,-6.0,0,100.0,,0,0,0,0.0,0,-1.62,0,1471,0,66.7,71.4,57.3,13.4,59.7,0.0,0,0,6,10.5,2,19,0,15.8,1,89.5,17,15.8,3,91.7,1,0,0.0,0,6,12,12.0,6.0,0.35
Joraye Morrison,166719,HB,MARS HILL,1,0.0,0,0.0,,0,0,0,,0,-0.08,0,383,0,,68.6,58.7,45.7,54.9,0.0,0,0,0,21.4,3,14,0,42.9,0,78.6,11,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Lafayette Gurvin,166751,HB,MARS HILL,1,-1.0,0,0.0,,0,0,0,,0,0.11,0,383,0,,65.5,63.1,72.6,55.8,0.0,0,0,0,9.1,1,11,0,36.4,0,90.9,10,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Ja'Hari Mitchell,166770,WR,MARS HILL,1,-2.0,0,100.0,,0,0,0,0.0,0,-0.46,0,383,0,66.7,68.0,54.3,,54.8,0.0,0,0,3,0.0,0,17,0,35.3,1,100.0,17,29.4,5,79.2,1,0,70.6,12,3,5,5.0,3.0,0.18
Simeon Thompson,166790,WR,MARS HILL,1,8.0,0,0.0,,0,0,0,100.0,1,-0.19,0,383,0,16.4,,45.5,,47.3,0.0,0,0,0,0.0,0,12,0,41.7,0,100.0,12,0.0,0,39.6,1,0,100.0,12,0,0,,,0.0
Jalen Gary,166802,WR,MARS HILL,1,8.0,0,0.0,,0,0,0,100.0,1,-0.44,0,383,0,16.4,,45.6,,47.7,0.0,0,0,0,0.0,0,14,0,28.6,0,100.0,14,28.6,4,39.6,1,0,71.4,10,0,0,,,0.0
Joseph Logan,166812,TE,LANECOL,2,0.0,0,0.0,,0,0,0,,0,0.57,0,942,0,,,43.4,71.6,50.7,71.4,10,0,0,21.4,3,14,0,42.9,0,78.6,11,21.4,3,39.6,1,0,0.0,0,0,0,,,0.0
Payton Pizzala,166902,FB,CONCMI,1,4.0,0,0.0,,0,0,0,100.0,1,-2.5,0,1472,0,16.4,,35.0,,28.0,0.0,0,0,0,0.0,0,2,0,0.0,0,100.0,2,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Heath Flower,166907,HB,CONCMI,1,-5.0,0,100.0,,0,0,0,0.0,0,-0.01,0,1472,0,66.7,73.1,65.7,47.1,55.0,0.0,0,0,3,16.7,3,18,0,55.6,1,83.3,15,11.1,2,79.2,1,0,16.7,3,3,8,8.0,3.0,0.2
Kash Warren,166916,WR,CONCMI,1,4.0,0,0.0,,0,0,0,,0,0.1,0,1472,0,,,51.5,,52.0,0.0,0,0,0,0.0,0,18,0,58.8,0,94.4,17,94.4,17,39.6,1,0,5.6,1,0,0,,,0.0
Dawson McCulley,166935,TE,CONCMI,1,2.0,0,100.0,,0,0,0,0.0,0,-1.0,0,1472,0,66.7,61.0,56.8,,59.8,100.0,3,0,3,0.0,0,3,0,0.0,1,100.0,3,0.0,0,79.2,1,0,0.0,0,3,1,1.0,3.0,1.0
Marcuis Fulks,167185,HB,ALBANY ST,1,-6.0,0,0.0,,0,0,0,,0,-0.05,0,360,0,,75.2,67.8,71.7,55.0,0.0,0,0,0,14.3,2,14,0,30.8,0,78.6,11,0.0,0,39.6,1,0,7.1,1,0,0,,,0.0
Kristian Grant,167190,TE,ALBANY ST,1,13.0,0,0.0,0.0,0,1,0,,0,-0.36,0,360,0,,,44.9,11.7,49.8,52.4,11,0,0,9.5,2,21,0,30.0,0,85.7,18,28.6,6,39.6,1,0,14.3,3,0,0,,,0.0
Aljhanod Thomas,167231,HB,ALBANY ST,1,-2.0,0,100.0,,0,0,0,0.0,0,0.05,1,360,0,66.7,61.0,66.9,,78.5,0.0,0,0,13,0.0,0,2,0,50.0,1,100.0,2,0.0,0,118.8,1,0,0.0,0,13,15,15.0,13.0,6.5
Jahmir Dixon,167307,WR,PSTEAG,1,1.0,0,100.0,,0,0,0,0.0,0,-0.49,0,1476,0,66.7,64.3,54.0,,54.4,0.0,0,0,5,0.0,0,13,0,15.4,1,100.0,13,100.0,13,87.5,1,0,0.0,0,5,4,4.0,5.0,0.38
Isaiah Rush,167351,WR,PSTEAG,1,4.0,0,100.0,,0,0,0,0.0,0,-0.79,1,1476,0,66.7,61.0,56.5,,58.9,0.0,0,0,8,0.0,0,18,0,16.7,1,100.0,18,0.0,0,100.0,1,0,100.0,18,8,4,4.0,8.0,0.44
Dre Yeldell,167365,WR,PSTEAG,1,5.0,0,100.0,,0,0,0,0.0,0,-0.11,0,1476,0,66.7,61.0,55.0,,55.2,0.0,0,0,5,0.0,0,11,0,27.3,1,100.0,11,0.0,0,87.5,1,0,100.0,11,5,0,0.0,5.0,0.45
Caleb Rayner,167455,WR,WSRAMS,1,-3.0,0,100.0,,0,0,0,0.0,0,-0.77,0,1206,0,66.7,61.0,55.5,,56.1,0.0,0,0,5,0.0,0,8,0,14.3,1,87.5,7,100.0,8,87.5,1,0,0.0,0,5,8,8.0,5.0,0.71
JahTwan Stafford,167460,HB,WSRAMS,1,-7.0,0,0.0,,0,0,0,,0,-1.21,0,1206,0,66.7,72.0,69.3,,63.1,0.0,0,0,0,0.0,0,4,0,0.0,0,75.0,3,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Vinnie DiCarlo,167512,WR,ASSMPT,1,7.0,0,100.0,,0,0,0,0.0,0,-1.1,0,1257,0,66.7,61.0,61.9,,61.6,0.0,0,0,8,0.0,0,12,0,8.3,1,100.0,12,8.3,1,100.0,1,0,91.7,11,8,1,1.0,8.0,0.67
Keith Mancini,167536,WR,ASSMPT,1,5.0,0,0.0,,0,0,0,,0,-1.55,0,1257,0,,,57.3,,57.7,0.0,0,0,0,0.0,0,4,0,0.0,0,100.0,4,100.0,4,39.6,1,0,0.0,0,0,0,,,0.0
Kelvin Smith,167561,HB,DELTAST,1,18.0,0,0.0,,0,0,0,,0,0.37,0,841,0,,73.1,62.7,70.8,55.5,0.0,0,0,0,8.3,1,12,0,58.3,0,91.7,11,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Alfonso Franklin,167565,HB,DELTAST,1,12.0,0,100.0,,0,0,0,0.0,0,0.09,1,841,0,66.7,71.4,66.2,67.9,70.8,0.0,0,0,17,12.5,1,8,0,50.0,1,87.5,7,0.0,0,118.8,1,0,0.0,0,17,5,5.0,17.0,2.43
Gregory Mango,167607,HB,ED WATERS,1,-1.0,0,100.0,,0,0,0,0.0,0,-0.89,0,372,0,66.7,70.7,66.1,60.1,63.9,0.0,0,0,7,70.0,7,10,0,22.2,1,30.0,3,0.0,0,95.8,1,0,0.0,0,7,8,8.0,7.0,2.33
Ferante Cowart,167616,WR,ED WATERS,1,-4.0,0,100.0,,0,0,0,0.0,0,-0.38,0,372,0,66.7,65.1,55.5,,55.2,0.0,0,0,4,0.0,0,18,0,35.3,1,94.4,17,77.8,14,83.3,1,0,22.2,4,4,8,8.0,4.0,0.24
Johnny Jones,167617,WR,ED WATERS,1,-1.0,0,100.0,,0,0,0,0.0,0,-0.98,0,372,0,66.7,61.0,48.3,,56.9,0.0,0,0,0,0.0,0,9,0,22.2,1,100.0,9,11.1,1,79.2,1,0,88.9,8,0,1,1.0,0.0,0.0
Traveon Auzenne,167681,WR,KYCRST,1,24.0,0,0.0,,0,0,0,,0,-0.35,0,1474,0,,,52.1,,52.6,0.0,0,0,0,0.0,0,22,0,36.4,0,100.0,22,0.0,0,39.6,1,0,100.0,22,0,0,,,0.0
Quintavious Davis,167701,TE,KYCRST,1,9.0,0,0.0,,0,0,0,,0,-1.09,0,1474,0,,,57.1,9.7,56.8,100.0,4,0,0,25.0,1,4,0,0.0,0,75.0,3,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Donsha Gaither,167711,WR,KYCRST,1,2.0,0,0.0,,0,0,0,,0,-0.74,0,1474,0,,,55.2,,55.7,0.0,0,0,0,0.0,0,8,0,12.5,0,100.0,8,0.0,0,39.6,1,0,100.0,8,0,0,,,0.0
Lavell Henry,167724,WR,KYCRST,1,42.0,0,0.0,,0,0,0,,0,-1.27,0,1474,0,,,54.0,,54.5,0.0,0,1,0,0.0,0,10,0,22.2,0,90.0,9,0.0,0,0.0,1,0,100.0,10,0,0,,,0.0
Richmond Sims,167769,WR,KYCRST,1,5.0,1,100.0,,0,0,0,0.0,0,0.22,1,1474,0,66.7,68.0,73.7,,71.7,0.0,0,0,49,0.0,0,9,0,25.0,1,88.9,8,100.0,9,118.8,1,0,0.0,0,49,44,44.0,49.0,6.13
Nicholas Burton,167801,WR,LVLEOP,1,29.0,0,0.0,,0,0,0,,0,-1.14,0,937,0,,,56.9,,57.2,0.0,0,0,0,0.0,0,3,0,0.0,0,100.0,3,0.0,0,39.6,1,0,100.0,3,0,0,,,0.0
Abel Cueva,167809,HB,LVLEOP,1,3.0,0,100.0,,0,0,0,0.0,0,-0.24,1,937,0,66.7,70.7,58.9,77.1,72.0,0.0,0,0,15,45.5,5,11,1,10.0,1,54.5,6,0.0,0,118.8,1,0,0.0,0,15,12,12.0,15.0,2.5
Rocco Tate,167860,WR,LVLEOP,1,11.0,0,0.0,,0,0,0,,0,-0.14,0,937,0,,70.8,50.4,,50.9,0.0,0,0,0,0.0,0,31,0,17.2,0,93.5,29,29.0,9,39.6,1,0,71.0,22,0,0,,,0.0
Micah Williams,167868,WR,LVLEOP,1,-2.0,0,100.0,,0,0,0,0.0,0,1.03,1,937,0,66.7,61.0,59.5,,59.2,0.0,0,0,11,0.0,0,2,0,50.0,1,100.0,2,50.0,1,112.5,1,0,50.0,1,11,13,13.0,11.0,5.5
Terrance Williams Jr.,167943,WR,LOUCHR,1,25.0,0,0.0,,0,0,0,100.0,1,-1.15,0,958,0,16.4,66.6,43.6,,46.0,0.0,0,0,0,0.0,0,8,0,25.0,0,100.0,8,75.0,6,39.6,1,0,25.0,2,0,0,,,0.0
Mason Bollin,168057,FB,SW BAPTIST,1,-1.0,0,100.0,,0,0,0,0.0,0,-0.66,0,1492,0,66.7,61.0,49.5,,61.7,25.0,1,0,8,0.0,0,4,0,33.3,1,75.0,3,0.0,0,100.0,1,0,0.0,0,8,9,9.0,8.0,2.67
Isaac Scroggins,168124,WR,SW BAPTIST,1,6.0,0,100.0,,0,0,0,0.0,0,-0.29,0,1492,0,66.7,61.0,56.6,,56.6,0.0,0,0,6,0.0,0,10,0,30.0,1,100.0,10,0.0,0,91.7,1,0,100.0,10,6,0,0.0,6.0,0.6
Evan Saifman,168318,WR,WARNER,1,23.0,0,0.0,,0,0,0,,0,-1.51,0,407,0,,,56.4,,56.2,0.0,0,0,0,0.0,0,7,0,0.0,0,100.0,7,0.0,0,39.6,1,0,100.0,7,0,0,,,0.0
Elijah Holmes,168384,HB,LINCOK,3,3.0,0,100.0,,0,0,0,0.0,0,-0.16,1,1452,0,66.7,78.7,79.2,20.6,67.0,0.0,0,0,18,26.7,4,15,0,21.4,1,66.7,10,0.0,0,118.8,1,0,0.0,0,18,15,15.0,18.0,1.8
Javion Hayes,168418,TE,FLMMRL,1,2.0,0,0.0,,0,0,0,,0,-1.45,0,1471,0,,,52.3,17.1,50.1,100.0,9,1,0,11.1,1,9,0,33.3,0,88.9,8,0.0,0,0.0,1,0,0.0,0,0,0,,,0.0
Tahjaviun McKay,168474,WR,FLMMRL,1,-5.0,0,100.0,,0,0,0,0.0,0,-0.7,0,1471,0,66.7,67.5,62.9,,61.7,0.0,0,0,-3,0.0,0,11,0,20.0,1,90.9,10,90.9,10,79.2,1,0,0.0,0,-3,2,2.0,-3.0,-0.3
Sharrod Ryals,168477,WR,FLMMRL,1,32.0,0,0.0,,0,0,0,,0,-1.4,0,1471,0,,,57.5,,57.7,0.0,0,0,0,0.0,0,3,0,0.0,0,100.0,3,0.0,0,39.6,1,0,100.0,3,0,0,,,0.0
Unknown North American 16,169040,WR,NAUSTA,2,3.0,0,0.0,,0,0,0,,0,-1.0,0,1453,0,,,49.0,,53.2,0.0,0,0,0,0.0,0,16,1,23.1,0,81.3,13,100.0,16,39.6,1,0,0.0,0,0,0,,,0.0
Lavale Hill,169078,FB,KY STATE,1,2.0,0,0.0,,0,0,0,,0,-1.49,0,378,0,,62.5,70.2,,55.2,12.5,1,0,0,0.0,0,8,0,12.5,0,100.0,8,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Mekhi Henderson,169121,WR,PSTEAG,1,14.0,0,0.0,,0,0,0,,0,-0.36,0,1476,0,,,55.9,,55.7,0.0,0,0,0,0.0,0,5,0,20.0,0,100.0,5,0.0,0,39.6,1,0,100.0,5,0,0,,,0.0
Jalen Starks,40792,HB,CHADST,1,3.0,0,0.0,,0,0,0,,0,-0.68,0,809,0,,75.3,70.2,63.0,54.6,0.0,0,1,0,40.0,8,20,0,42.1,0,55.0,11,0.0,0,0.0,1,0,0.0,0,0,0,,,0.0
