player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Asa Baker,154178,G,LNDNWD,1,100.0,0,949,50.8,26.7,53.4,0,3,24,100.0,100.0,93.7,0,3,0,51,0,0,0,51,26,26,51,0,25,0
Le'Andre Lewis,152515,T,AVEMAR,1,100.0,0,1450,47.0,66.4,36.7,1,2,30,100.0,100.0,95.0,0,3,0,51,0,0,51,51,30,30,0,0,21,0
Terry Bryant,155583,HB,TUSKEGEE,2,78.5,0,405,54.3,23.8,53.9,2,2,35,92.1,90.0,91.4,0,5,1,51,0,0,0,65,36,40,0,0,15,0
Isaiah Belton,151325,C,NAUSTA,1,100.0,0,1453,23.1,0.0,35.6,1,4,35,100.0,100.0,90.0,1,6,1,50,50,0,0,50,36,36,0,0,14,0
Petr Svoboda,153006,C,TXWSLY,1,100.0,0,1457,48.0,25.0,55.0,0,3,29,100.0,100.0,94.8,0,3,0,50,50,0,0,50,29,29,0,0,21,0
Christian Myhand,153037,T,TXWSLY,1,100.0,0,1457,52.7,62.6,47.6,0,2,29,100.0,100.0,96.6,0,2,0,50,0,0,1,50,29,29,0,49,21,0
Ben Farrell,151402,T,INWSLY,1,100.0,0,1451,86.3,73.1,85.2,0,1,20,100.0,100.0,97.5,0,1,0,50,0,0,0,50,21,21,0,48,29,2
Jonathan Nelson,153059,G,TXWSLY,1,100.0,0,1457,45.8,49.9,48.6,0,2,29,100.0,100.0,93.1,1,3,1,50,0,0,8,50,29,29,42,0,21,0
Zyire Willet,152601,C,LANECOL,1,100.0,0,942,53.2,34.5,57.9,0,1,34,100.0,100.0,95.6,0,2,1,50,31,0,0,50,37,37,19,0,13,0
Claude Newell III,151566,QB,MILES,2,54.4,1,386,71.2,,60.0,0,0,0,0.0,0.0,,2,0,0,49,0,0,0,90,0,36,0,0,49,0
Spenser Heusinkveld,153220,G,WARNER,1,100.0,0,407,49.3,2.6,63.7,1,3,32,100.0,100.0,90.6,0,5,1,49,0,0,0,49,32,32,49,0,17,0
Bryce Wilkins,152760,G,RNHEAG,1,100.0,0,1454,58.1,75.7,54.0,0,1,23,100.0,100.0,97.8,0,1,0,48,0,45,3,48,26,26,0,0,22,0
Jake Brock,152759,C,RNHEAG,1,100.0,0,1454,56.5,39.0,59.2,0,1,23,100.0,100.0,97.8,0,1,0,48,48,0,0,48,26,26,0,0,22,0
Justin Tolle,154417,G,TAYLOR,1,100.0,0,402,55.3,65.5,53.4,0,1,16,100.0,100.0,96.9,0,1,0,48,0,5,0,48,16,16,43,0,32,0
Micah Moten,152767,G,RNHEAG,1,100.0,0,1454,63.9,75.4,61.4,0,0,23,100.0,100.0,100.0,0,0,0,48,0,3,0,48,26,26,45,0,22,0
Noah Winstead,152702,G,POINTVILLE,2,100.0,0,393,51.9,33.8,54.0,1,1,28,100.0,100.0,92.9,0,3,1,48,0,0,0,48,28,28,41,7,20,0
Unknown North American 57,156028,G,NAUSTA,1,100.0,0,1453,36.1,13.9,38.0,0,4,31,100.0,100.0,93.5,0,4,0,48,0,0,0,48,32,32,48,0,16,0
Khavon Walker,155651,WR,VA LYNCHBU,5,28.4,0,406,64.4,,63.2,0,0,0,0.0,0.0,,0,0,0,48,0,0,0,169,0,121,0,0,48,0
Donte Calloway,152670,G,POINTVILLE,1,100.0,0,393,40.2,11.1,45.0,0,4,26,100.0,100.0,92.3,0,4,0,47,0,47,0,47,26,26,0,0,21,0
Selah Cephas,155664,WR,VA LYNCHBU,2,39.2,0,406,59.7,,64.4,0,0,0,0.0,0.0,,0,0,0,47,0,0,0,120,0,73,0,0,47,0
Taylor Hogan,152723,C,POINTVILLE,1,100.0,0,393,48.0,26.5,54.0,0,2,26,100.0,100.0,96.2,0,2,0,47,47,0,0,47,26,26,0,0,21,0
Keijuan Calhoun,152733,G,POINTVILLE,2,100.0,0,393,43.7,33.2,48.9,0,2,27,100.0,100.0,96.3,1,2,0,47,0,41,0,47,27,27,6,0,20,0
John Cano,152769,T,RNHEAG,1,97.9,0,1454,65.8,83.0,59.7,0,0,22,95.7,96.2,100.0,0,0,0,47,0,0,36,48,25,26,0,0,22,12
Tommy Martin,155134,G,DEPAUW,1,100.0,0,845,58.0,63.6,56.1,0,0,23,100.0,100.0,100.0,0,0,0,46,0,0,0,46,23,23,46,0,23,0
Blake Kaufman,64689,T,DEPAUW,1,100.0,0,845,61.2,78.7,54.9,0,1,23,100.0,100.0,97.8,0,1,0,46,0,0,46,46,23,23,0,0,23,0
Zac Bowman,155074,C,DEPAUW,1,100.0,0,845,67.9,81.3,63.3,0,0,23,100.0,100.0,100.0,0,0,0,46,46,0,0,46,23,23,0,0,23,0
Adam Ammons,155065,T,DEPAUW,1,100.0,0,845,61.2,55.0,61.6,0,1,23,100.0,100.0,97.8,0,1,0,46,0,0,0,46,23,23,0,46,23,0
Cayden Glasgow,153064,T,TXWSLY,1,97.9,0,1457,56.2,78.4,55.2,0,1,26,96.3,96.3,98.1,1,1,0,46,0,0,34,47,26,27,0,0,20,13
Connor Smith,155160,G,DEPAUW,1,100.0,0,845,59.3,83.3,54.9,0,0,23,100.0,100.0,100.0,0,0,0,46,0,46,0,46,23,23,0,0,23,0
Erick Blocker,152728,G,POINTVILLE,1,100.0,0,393,45.1,19.1,48.7,0,1,26,100.0,100.0,98.1,0,1,0,45,0,0,0,45,26,26,45,0,19,0
Tanner Sims,153250,G,WARNER,1,100.0,0,407,58.9,37.9,62.5,0,1,30,100.0,100.0,98.3,0,1,0,45,0,45,0,45,30,30,0,0,15,0
John Duke,155680,T,VA LYNCHBU,3,100.0,0,406,35.1,7.1,57.7,1,3,27,100.0,100.0,88.9,1,5,1,45,0,0,34,45,29,29,0,11,16,0
Joseph Satchel,155674,T,VA LYNCHBU,1,100.0,0,406,32.4,15.7,40.4,0,8,23,100.0,100.0,78.3,0,9,1,44,0,0,44,44,25,25,0,0,19,0
Quavon Beckford,101114,WR,N MEX HIGH,1,47.8,0,388,60.3,,61.7,0,0,0,0.0,0.0,,0,0,0,44,0,0,0,92,0,48,0,0,44,0
Sam Hill,152773,T,RNHEAG,1,100.0,0,1454,41.0,64.8,50.2,0,1,20,100.0,100.0,97.5,2,1,0,44,0,0,4,44,23,23,3,37,21,0
CJ Sims,151620,WR,N MEX HIGH,1,43.9,0,388,54.3,,61.1,0,0,0,0.0,0.0,,0,0,0,43,0,0,0,98,0,53,0,0,43,0
Jared Aiken,155419,T,WSRAMS,1,100.0,0,1206,55.6,65.1,58.4,0,0,32,100.0,100.0,100.0,1,0,0,43,0,0,0,43,33,33,0,43,10,0
Michael Bonner,153033,G,TXWSLY,1,100.0,0,1457,58.6,53.7,58.2,0,3,23,100.0,100.0,93.5,1,3,0,42,0,30,4,42,23,23,8,0,19,0
Trey Milam,152918,T,WV WESLEY,1,100.0,0,409,57.5,20.5,70.1,1,1,23,100.0,100.0,95.7,0,2,0,41,0,0,41,41,24,24,0,0,17,0
Brendan Fitzgerald,152919,G,WV WESLEY,1,100.0,0,409,44.5,0.0,56.1,1,0,23,100.0,100.0,97.8,0,1,0,41,0,41,0,41,24,24,0,0,17,0
Charlie Hill,151394,TE,INWSLY,1,80.0,0,1451,77.7,68.7,83.9,0,0,3,25.0,23.1,100.0,1,0,0,40,0,0,0,50,3,13,0,0,37,34
Keaton Davis,155904,T,KY STATE,1,100.0,0,378,66.5,81.0,62.3,0,0,10,100.0,100.0,100.0,0,0,0,40,0,0,0,40,10,10,0,39,30,1
Dominick Williams,151519,T,KY STATE,1,100.0,0,378,41.6,0.0,57.5,1,1,10,100.0,100.0,90.0,0,2,0,40,0,0,40,40,10,10,0,0,30,0
Adam Andesha,151518,C,KY STATE,1,100.0,0,378,61.3,64.5,60.1,1,0,10,100.0,100.0,95.0,0,1,0,40,40,0,0,40,10,10,0,0,30,0
Eliezer Hernandez,151520,G,KY STATE,1,100.0,0,378,65.9,67.8,65.0,0,1,10,100.0,100.0,95.0,0,1,0,40,0,0,0,40,10,10,40,0,30,0
Anthony Geter,55320,G,KY STATE,1,100.0,0,378,58.5,47.6,64.0,0,0,10,100.0,100.0,100.0,1,0,0,39,0,39,0,39,10,10,0,0,29,0
Dalton Kobylarczyk,153227,T,WARNER,1,100.0,0,407,58.3,43.0,64.5,1,0,26,100.0,100.0,90.4,0,3,2,38,0,0,38,38,26,26,0,0,12,0
Clayton Simpson,143428,TE,FORT LEW,2,76.0,0,873,43.7,69.8,55.7,0,0,5,29.4,33.3,100.0,0,0,0,38,0,0,0,50,6,18,0,0,32,50
Kieran Fry,143426,WR,FORT LEW,2,36.9,0,873,66.0,,62.7,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,103,0,65,0,0,38,0
Matt Zubiate,152328,TE,TXPERB,1,64.4,0,1268,65.2,28.3,63.5,0,0,7,26.9,25.0,100.0,0,0,0,38,0,0,0,59,7,28,0,0,31,37
Fernando Salazar,152448,C,W OREGON,1,100.0,0,411,58.3,57.0,58.1,0,1,20,100.0,100.0,97.5,0,1,0,38,38,0,0,38,21,21,0,0,17,0
John Pickney,153158,WR,STANKN,1,56.7,0,1455,54.4,,67.6,0,0,0,0.0,0.0,,1,0,0,38,0,0,0,67,0,29,0,0,38,0
Jordan Dent,154977,TE,MITECH,1,79.2,0,980,48.5,35.3,57.5,1,0,12,54.5,54.5,95.8,0,1,0,38,0,0,0,48,12,22,0,0,26,48
Brayden Smith,151367,WR,INWSLY,1,59.4,0,1451,70.8,,57.8,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,64,0,26,0,0,38,0
Xander Stokes,151379,QB,INWSLY,1,58.5,0,1451,45.6,,60.0,0,0,0,0.0,0.0,,2,0,0,38,0,0,0,65,0,26,0,0,38,0
Brandon Niksich,109405,QB,SIMONFRA,1,62.7,0,1097,40.8,,60.0,0,0,0,0.0,0.0,,2,0,0,37,0,0,0,59,0,21,0,0,37,0
Logan Davis,153216,T,WARNER,1,100.0,0,407,43.9,26.6,51.3,0,3,25,100.0,100.0,94.0,0,3,0,37,0,0,0,37,25,25,0,37,12,0
David Freeman,155646,HB,VA LYNCHBU,4,46.3,0,406,66.8,64.0,59.5,1,1,31,77.5,78.6,96.8,0,2,0,37,0,0,0,80,33,42,0,0,4,0
Cortlandt Brooks,151615,WR,N MEX HIGH,1,45.7,0,388,58.0,,62.3,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,81,0,44,0,0,37,0
DJ Owens,152923,C,WV WESLEY,1,100.0,0,409,49.5,27.4,54.9,0,1,19,100.0,100.0,97.4,0,1,0,37,37,0,0,37,19,19,0,0,18,0
MJ Link,152319,WR,TXPERB,1,46.8,0,1268,62.7,,61.5,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,77,0,41,0,0,36,0
CJ Henderson,152726,WR,POINTVILLE,2,47.4,0,393,59.4,22.1,59.5,0,0,1,2.5,2.5,100.0,0,0,0,36,0,0,0,76,1,40,0,0,35,0
Elijah King-Turner,155717,TE,LINCOK,1,97.3,0,1452,52.4,60.9,51.7,0,1,11,91.7,91.7,95.5,0,1,0,36,0,0,0,37,11,12,0,0,25,35
Steven Scott II,153390,T,BOWIE ST,1,100.0,0,365,44.9,44.0,54.4,0,4,24,100.0,100.0,91.7,1,4,0,36,0,0,36,36,25,25,0,0,11,0
Jordan Smart,152307,WR,TXPERB,1,52.2,0,1268,59.2,,60.6,0,0,0,0.0,0.0,,1,0,0,35,0,0,0,67,0,32,0,0,35,0
Ivonte Patterson,91761,HB,TUSKEGEE,2,50.0,0,405,49.7,7.7,58.9,1,4,28,68.3,67.4,87.5,0,6,1,35,0,0,0,70,29,43,0,0,6,0
Craig Cooper,155037,HB,UFTLEA,1,61.4,0,1458,49.5,27.3,56.3,1,2,23,63.9,64.1,93.5,0,3,0,35,0,0,0,57,25,39,0,0,10,1
Riley Morrison,109559,WR,SIMONFRA,1,62.5,0,1097,64.6,,57.4,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,56,0,21,0,0,35,0
Ja'Marzeyea Arvie,142863,WR,MWSTATE,1,44.9,0,983,53.3,,77.8,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,78,0,43,0,0,35,0
Jonas Small,153251,C,WARNER,1,100.0,0,407,45.5,60.4,43.5,0,0,24,100.0,100.0,100.0,1,0,0,35,35,0,0,35,24,24,0,0,11,0
Ronald Jamison,151616,HB,N MEX HIGH,1,38.0,0,388,55.0,10.1,61.5,0,0,5,10.9,12.2,100.0,0,0,0,35,0,0,0,92,6,49,0,0,29,0
Alex Motler,143395,WR,FORT LEW,2,40.7,0,873,60.8,,61.8,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,86,0,51,0,0,35,0
Juwan Lyons,153143,FB,STANKN,1,60.7,0,1455,45.9,19.8,44.9,0,0,0,0.0,0.0,,1,0,0,34,0,0,0,56,0,20,0,0,34,41
Mark Vehslage,154995,TE,MITECH,1,94.4,0,980,31.0,15.1,48.2,0,1,9,81.8,81.8,94.4,0,1,0,34,0,0,0,36,9,11,0,0,25,36
Jerkevion Goodloe,91763,FB,TUSKEGEE,2,82.9,0,405,43.9,16.6,55.5,0,1,21,80.8,80.8,97.6,1,1,0,34,0,0,0,41,21,26,0,0,13,0
Kylan Harrison,142867,WR,MWSTATE,1,44.0,0,983,62.3,,63.7,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,75,0,42,0,0,33,0
Rashad Nelson,91456,WR,MILES,2,50.0,0,386,61.3,,61.3,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,66,0,33,0,0,33,0
Logan Garner,154694,T,RNHEAG,1,68.8,0,1454,44.0,76.1,49.9,0,0,10,43.5,42.3,100.0,1,0,0,33,0,0,5,48,11,26,0,6,22,37
Donavon Barden,151585,T,MILES,2,100.0,0,386,45.3,49.1,46.0,0,1,9,100.0,100.0,94.4,0,1,0,33,0,0,0,33,9,9,0,32,24,1
Dallas Dixon,109211,WR,SIMONFRA,1,64.7,0,1097,70.8,,73.2,0,0,0,0.0,0.0,,1,0,0,33,0,0,0,51,0,18,0,0,33,0
Preston Scott,154409,TE,TAYLOR,1,82.5,0,402,59.8,63.2,52.4,0,0,6,46.2,46.2,83.3,1,1,1,33,0,0,0,40,6,13,0,0,27,26
Samuel Sanchez,136173,TE,CENT WASH,1,61.5,0,367,42.7,53.8,44.9,1,0,4,17.4,16.7,87.5,0,1,0,32,0,0,0,52,4,24,0,0,28,42
Tyler Darbonne,152063,TE,LOUCOL,1,82.1,0,958,46.4,72.3,46.0,0,0,6,46.2,50.0,100.0,0,0,0,32,0,0,0,39,7,14,0,0,25,33
Evan Elston,151389,FB,INWSLY,1,100.0,0,1451,67.2,73.0,73.4,0,0,3,100.0,100.0,100.0,1,0,0,31,0,0,0,31,3,3,0,0,28,12
William Wynn,139364,G,LANECOL,1,100.0,0,942,57.3,84.2,47.7,0,0,22,100.0,100.0,100.0,0,0,0,31,0,0,0,31,24,24,31,0,7,0
Kashard Cohens,153094,WR,STANKN,1,51.7,0,1455,79.3,,68.0,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,60,0,28,0,0,31,0
Jalen Rembert,155912,HB,VA LYNCHBU,4,49.2,0,406,62.0,50.5,59.8,0,1,25,61.0,62.8,98.0,0,1,0,31,0,0,0,63,27,43,0,0,4,0
Ramone Atkins,37281,QB,N MEX HIGH,1,31.3,0,388,58.6,,60.0,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,99,0,53,0,0,31,0
Dominic Hankins,152373,C,W OREGON,1,100.0,0,411,59.2,55.7,59.4,0,1,24,100.0,100.0,97.9,0,1,0,31,31,0,0,31,27,27,0,0,4,0
Najee Wilson,33542,G,WSRAMS,1,100.0,0,1206,49.8,54.1,45.8,0,1,21,100.0,100.0,97.6,0,1,0,30,0,30,0,30,21,21,0,0,9,0
Steven Hodges,91836,WR,TUSKEGEE,2,33.3,0,405,57.0,,62.4,0,0,0,0.0,0.0,,1,0,0,30,0,0,0,90,0,60,0,0,30,0
Payton Allen,152692,QB,POINTVILLE,2,38.0,0,393,48.5,,60.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,79,0,47,0,0,30,0
Tucker Marsh,154619,WR,POINTVILLE,2,40.0,0,393,51.1,,61.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,75,0,44,0,0,30,0
Clint Sigg,154258,TE,LNDNWD,1,58.8,0,949,56.7,59.3,46.7,0,0,5,20.8,19.2,100.0,0,0,0,30,0,0,0,51,5,26,0,0,25,14
Rashon Cooke,151878,WR,LINCOLN,1,60.0,0,380,53.4,,62.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,50,0,20,0,0,30,0
Mwangi Sekou III,155891,TE,VA LYNCHBU,5,71.4,0,406,53.1,70.0,54.3,0,0,1,7.7,7.7,100.0,0,0,0,30,0,0,0,42,1,13,0,0,29,28
Adelaziz Junior Ellis,153137,FB,STANKN,1,56.6,0,1455,50.7,69.5,54.4,0,0,1,6.7,5.9,100.0,1,0,0,30,0,0,0,53,1,17,0,0,29,37
Cameron Chapman,153007,TE,TXWSLY,1,78.4,0,1457,68.6,75.8,53.1,0,0,12,60.0,60.0,100.0,0,0,0,29,0,0,0,37,12,20,0,1,17,36
Ethan Janto,109354,TE,SIMONFRA,1,76.3,0,1097,62.5,70.2,67.8,0,0,4,30.8,30.8,100.0,0,0,0,29,0,0,0,38,4,13,0,0,25,25
Ja'Juan Mason,142864,WR,MWSTATE,1,41.4,0,983,51.3,,61.6,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,70,0,41,0,0,29,0
Jacquez Carter,105057,WR,INWSLY,1,51.8,0,1451,65.1,,60.9,0,0,0,0.0,0.0,,1,0,0,29,0,0,0,56,0,26,0,0,29,0
Armon Hickson,143373,QB,FORT LEW,1,37.2,0,873,61.9,,60.0,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,78,0,49,0,0,29,0
Tyshawn Miller,78236,G,WSRAMS,1,100.0,0,1206,50.4,9.6,59.9,0,1,18,100.0,100.0,97.2,1,1,0,29,0,29,0,29,19,19,0,0,10,0
Allajah Mitchell,154326,TE,SHAWBE,1,58.0,0,1094,47.4,69.1,58.5,0,0,3,12.5,12.5,100.0,0,0,0,29,0,0,0,50,3,24,0,0,26,25
Oliver Lilly,151848,G,LINCOLN,1,100.0,0,380,46.2,5.4,50.9,0,1,11,100.0,100.0,95.5,0,1,0,28,0,28,0,28,11,11,0,0,17,0
Jervon Belle,151828,C,LINCOLN,1,100.0,0,380,27.5,0.0,42.7,0,2,11,100.0,100.0,90.9,0,2,0,28,28,0,0,28,11,11,0,0,17,0
Jordan Cummings,153324,WR,FORT LEW,2,41.8,0,873,53.5,,63.8,0,0,0,0.0,0.0,,1,0,0,28,0,0,0,67,0,38,0,0,28,0
Justin Gowan,151880,G,LINCOLN,1,100.0,0,380,59.7,79.0,57.2,0,0,11,100.0,100.0,100.0,0,0,0,28,0,0,0,28,11,11,28,0,17,0
Andrew Fowler,153112,QB,STANKN,1,39.4,1,1455,82.3,,60.0,0,0,0,0.0,0.0,,2,0,0,28,0,0,0,71,0,29,0,0,28,0
Daniel Johnson,136140,WR,CENT WASH,1,58.3,0,367,60.7,,61.8,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,48,0,20,0,0,28,0
Dante Anglin,151825,T,LINCOLN,1,100.0,0,380,35.1,0.0,53.6,0,1,11,100.0,100.0,95.5,0,1,0,28,0,0,28,28,11,11,0,0,17,0
Kobe Robinson,152322,WR,TXPERB,1,47.5,0,1268,60.9,,58.6,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,59,0,30,0,0,28,0
Qmac Quiteh,155053,HB,UFTLEA,1,60.9,0,1458,69.4,66.0,55.8,1,0,18,64.3,67.7,97.2,0,1,0,28,0,0,0,46,21,31,0,0,7,11
Vances Russell,151902,T,LINCOLN,1,100.0,0,380,56.0,8.4,64.4,0,0,11,100.0,100.0,90.9,0,1,1,28,0,0,0,28,11,11,0,28,17,0
Lou Dorsey,83981,WR,N MEX HIGH,1,49.1,0,388,76.1,73.0,53.8,0,0,4,13.3,12.5,100.0,1,0,0,27,0,0,0,55,4,32,0,0,23,9
Dohnte Meyers,143800,WR,DELTAST,1,44.3,0,841,64.7,,62.4,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,61,0,34,0,0,27,0
Dillon Sterling-Cole,46390,QB,MWSTATE,1,33.8,0,983,45.6,,60.0,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,80,0,44,0,0,27,0
Tony Archie,136113,WR,CENT WASH,1,51.9,0,367,53.3,,70.9,0,0,0,0.0,0.0,,1,0,0,27,0,0,0,52,0,25,0,0,27,0
William Horne,155643,WR,VA LYNCHBU,2,31.4,0,406,55.0,,64.0,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,86,0,59,0,0,27,0
Joe Stanalonis,152520,T,AVEMAR,1,100.0,0,1450,42.9,8.0,52.8,0,2,13,100.0,100.0,92.3,0,2,0,27,0,0,14,27,13,13,0,13,14,0
Cohen Hudson,110501,WR,MILES,2,46.6,0,386,54.2,,57.2,0,0,0,0.0,0.0,,1,0,0,27,0,0,0,58,0,31,0,0,27,0
Curtis Leggett,152523,T,AVEMAR,1,100.0,0,1450,54.7,30.7,62.7,0,2,17,100.0,100.0,94.1,0,2,0,27,0,0,0,27,17,17,0,27,10,0
Trevor McNeil,153147,HB,STANKN,1,50.9,0,1455,60.1,18.0,68.6,0,1,7,35.0,34.8,92.9,0,1,0,27,0,0,0,53,8,23,0,0,19,0
Matthew Martin,22559,WR,N GREENVLE,1,44.8,0,390,69.2,,74.6,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,58,0,32,0,0,26,0
Timothy Joyner,153383,T,BOWIE ST,1,100.0,0,365,67.4,84.9,69.5,0,0,17,100.0,100.0,100.0,1,0,0,26,0,0,0,26,19,19,0,26,7,0
Timothy Robinson,112920,T,MILES,1,100.0,0,386,60.2,29.1,65.6,0,2,8,100.0,100.0,87.5,0,2,0,26,0,0,0,26,9,9,0,25,17,1
Chancie Tidwell,151778,TE,DELTAST,1,63.4,0,841,30.8,36.5,54.9,1,0,5,26.3,25.0,90.0,1,1,0,26,0,0,0,41,5,20,0,0,21,24
Jaylyn Williams,151352,TE,NAUSTA,2,59.1,0,1453,55.7,,51.1,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,44,0,17,0,0,26,30
Will Ark,154925,QB,MITECH,1,42.6,0,980,65.8,,60.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,61,0,35,0,0,26,0
Alexander Mitchell,91799,TE,TUSKEGEE,2,44.1,0,405,48.1,65.9,59.1,0,0,1,3.0,2.9,100.0,0,0,0,26,0,0,0,59,1,34,0,0,25,59
Brendan Lamb,52868,HB,TAYLOR,1,51.0,0,402,64.3,79.1,62.1,0,0,10,58.8,58.8,100.0,0,0,0,25,0,0,0,49,10,17,0,0,15,0
Joseph Encarnacion,152524,T,AVEMAR,1,100.0,0,1450,49.9,39.6,52.3,0,3,12,100.0,100.0,87.5,0,3,0,25,0,0,0,25,12,12,0,25,13,0
Marcus Lodge,78873,WR,MILES,2,62.5,0,386,82.7,,61.0,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,40,0,15,0,0,25,0
Christian Peters,154331,QB,SHAWBE,1,36.8,0,1094,76.4,,60.0,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,68,0,36,0,0,25,0
Eddie Acevedo,152528,G,AVEMAR,1,100.0,0,1450,63.8,14.7,71.3,0,2,12,100.0,100.0,91.7,0,2,0,25,0,25,0,25,12,12,0,0,13,0
Colin Dwenger,151532,WR,KY STATE,1,73.5,0,378,57.2,,64.9,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,34,0,9,0,1,25,6
Daniel Burke,152503,WR,AVEMAR,1,44.4,0,1450,67.1,63.8,66.8,0,0,1,3.2,3.2,100.0,0,0,0,24,0,0,0,54,1,31,0,0,23,2
Keishoen Jarrett,113030,TE,UVAWIS,1,41.4,0,1320,64.7,28.7,65.5,0,1,8,19.5,19.0,93.7,0,1,0,24,0,0,0,58,8,42,0,0,16,34
Christian Bruce,152196,WR,N GREENVLE,1,44.4,0,390,67.6,,49.3,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,54,0,30,0,0,24,0
Patrick Shegog,151786,QB,DELTAST,1,37.5,0,841,38.6,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,64,0,36,0,0,24,0
Cameron Thomas,152663,WR,POINTVILLE,2,44.4,0,393,48.8,,39.2,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,54,0,30,0,0,24,0
Latrevien O'Neal,155619,TE,TUSKEGEE,2,41.4,0,405,75.0,28.6,51.6,0,1,3,8.6,8.1,83.3,0,1,0,24,0,0,0,58,3,37,0,0,21,51
Jonathan Jerry,155794,QB,KY STATE,1,60.0,0,378,51.8,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,40,0,10,0,0,24,0
Myles Ratliff,155647,HB,VA LYNCHBU,3,35.9,0,406,63.8,61.6,58.3,0,0,14,38.9,39.5,100.0,1,0,0,23,0,0,0,64,17,43,0,0,6,0
Alex Faddoul,154200,WR,LNDNWD,1,51.1,0,949,61.4,,75.6,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,45,0,22,0,0,23,0
Jamaal Pritchett,155624,WR,TUSKEGEE,2,31.1,0,405,76.5,,61.4,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,74,0,51,0,0,23,0
Caelin Johnson,153467,WR,SIMONFRA,1,60.5,0,1097,48.6,,61.9,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,38,0,15,0,0,23,0
Payton Rose,154251,WR,LNDNWD,1,51.1,0,949,74.3,,62.5,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,45,0,22,0,0,23,0
Kaelan Riley,23966,QB,N GREENVLE,1,36.5,0,390,53.9,,60.1,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,63,0,37,0,0,23,0
Jamerson Johnson,152602,C,LANECOL,1,100.0,0,942,63.9,79.5,59.4,0,0,15,100.0,100.0,100.0,1,0,0,22,22,0,0,22,16,16,0,0,6,0
Trey Shaw,155157,WR,DEPAUW,1,48.9,0,845,59.3,,63.1,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,45,0,23,0,0,22,0
Jacquez Young,151870,C,LINCOLN,1,100.0,0,380,50.3,76.3,49.2,0,0,9,100.0,100.0,100.0,0,0,0,22,22,0,0,22,9,9,0,0,13,0
Shawn Kemmerer,151884,T,LINCOLN,1,100.0,0,380,35.5,50.4,43.7,0,0,9,100.0,100.0,100.0,1,0,0,22,0,0,22,22,9,9,0,0,13,0
Donte Edwards,111815,HB,MILES,2,31.9,0,386,53.6,7.0,58.5,3,2,13,59.1,60.9,73.1,1,6,1,22,0,0,0,69,14,23,0,0,8,0
James Koluboi,151898,T,LINCOLN,1,100.0,0,380,39.7,0.0,48.4,0,0,9,100.0,100.0,100.0,0,0,0,22,0,0,0,22,9,9,0,22,13,0
Jujuan Linzy,152894,WR,WV WESLEY,1,43.1,0,409,56.3,,44.7,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,51,0,29,0,0,22,0
Dariuse Cooper,152905,WR,WV WESLEY,1,43.1,0,409,56.5,,62.2,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,51,0,29,0,0,22,0
