player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Zach Russell,143397,TE,FORT LEW,1,57.9,0,873,48.7,33.7,46.3,0,0,1,6.3,6.3,100.0,1,0,0,22,0,0,0,38,1,16,0,0,21,36
Cam Hines,154111,C,FRTVLY,1,100.0,0,874,50.7,43.5,52.4,0,2,13,100.0,100.0,92.3,0,2,0,22,22,0,0,22,13,13,0,0,9,0
Waylin Bell,154077,G,FRTVLY,1,100.0,0,874,37.0,0.0,51.0,0,1,16,100.0,100.0,96.9,0,1,0,21,0,21,0,21,17,17,0,0,4,0
Kenny Holmes,154112,G,FRTVLY,1,100.0,0,874,57.6,46.9,60.0,0,1,19,100.0,100.0,97.4,0,1,0,21,0,21,0,21,20,20,0,0,1,0
Otis Odom,151516,FB,KY STATE,1,63.6,0,378,54.4,,55.8,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,33,0,8,0,0,21,0
David Walker,155753,HB,LINCOK,1,91.3,0,1452,47.3,76.5,51.3,0,0,6,85.7,85.7,100.0,1,0,0,21,0,0,0,23,6,7,0,0,15,18
Devin Taylor,152903,WR,WV WESLEY,1,41.2,0,409,46.8,,46.6,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,51,0,29,0,0,21,0
Jailin Singleton,151314,WR,NAUSTA,2,27.3,0,1453,49.9,,61.5,0,0,0,0.0,0.0,,1,0,0,21,0,0,0,77,0,56,0,0,21,0
Jordan Janssen,154905,WR,MITECH,1,38.9,0,980,65.8,,49.8,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,54,0,33,0,0,21,0
Darius Willis,154897,WR,MITECH,1,42.0,0,980,51.2,,50.1,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,50,0,28,0,0,21,0
Cameron High,151626,HB,N MEX HIGH,1,42.0,0,388,62.6,82.4,57.4,0,0,11,45.8,48.0,100.0,0,0,0,21,0,0,0,50,12,25,0,0,9,0
Jalen Parker,121499,QB,MILES,2,52.5,0,386,61.7,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,40,0,12,0,0,21,0
Glen Gibbons,154205,WR,LNDNWD,1,46.7,0,949,59.2,,61.8,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,45,0,24,0,0,21,0
Nathan Payne,152904,QB,WV WESLEY,1,41.2,0,409,45.7,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,51,0,29,0,0,21,0
Khalid Morris,111909,QB,VIRUNI,1,38.2,0,1165,64.9,,60.0,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,55,0,34,0,0,21,0
Logan Byrd,40373,TE,N GREENVLE,1,56.8,0,390,56.2,73.3,60.9,0,0,5,23.8,23.8,100.0,0,0,0,21,0,0,0,37,5,21,0,0,16,20
Rashaun Ramsey,155726,WR,LINCOK,1,53.8,0,1452,55.2,,62.5,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,39,0,18,0,0,21,0
Thomari Duhart,155811,T,VA LYNCHBU,2,100.0,0,406,61.8,68.7,56.7,0,0,16,100.0,100.0,100.0,0,0,0,20,0,0,20,20,17,17,0,0,3,0
Jon Barnes,154280,WR,SHAWBE,1,41.7,0,1094,62.1,,45.3,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,48,0,28,0,0,20,0
Canon Thomas,153056,G,TXWSLY,1,100.0,0,1457,39.5,15.0,42.5,0,2,11,100.0,100.0,90.9,0,2,0,20,0,20,0,20,11,11,0,0,9,0
Aaron Candiano,155081,TE,DEPAUW,1,71.4,0,845,54.7,66.8,58.7,0,0,1,11.1,11.1,100.0,0,0,0,20,0,0,0,28,1,9,0,0,19,25
Ah'shaan Belcher,154282,WR,SHAWBE,1,42.6,0,1094,73.9,,60.1,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,47,0,27,0,0,20,0
Harrison Eckel,154371,WR,TAYLOR,1,55.6,0,402,48.8,,59.4,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,36,0,16,0,0,20,0
Andrew Yates,152203,TE,N GREENVLE,1,60.6,0,390,42.1,35.9,56.2,0,2,6,33.3,31.6,83.3,0,2,0,20,0,0,0,33,6,19,0,1,14,20
Alex Ward,150665,TE,SOCTOW,1,87.0,0,1107,43.2,52.3,42.0,0,1,8,72.7,72.7,93.7,0,1,0,20,0,0,0,23,8,11,0,0,12,21
Dylan Holt,143372,WR,FORT LEW,1,41.7,0,873,63.9,,57.5,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,48,0,28,0,0,20,3
Louis Williams,155639,QB,TUSKEGEE,2,30.3,0,405,44.1,,60.0,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,66,0,40,0,0,20,0
Dallas Reins,142885,T,MWSTATE,1,100.0,0,983,61.6,21.9,75.5,0,1,11,100.0,100.0,95.5,0,1,0,20,0,0,0,20,12,12,0,20,8,0
Tayvien Cole,152045,WR,LOUCOL,1,52.8,0,958,53.8,,61.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,36,0,17,0,0,19,0
Maverick Wolfley,57673,TE,WESTFL,1,65.5,0,1269,63.6,69.1,56.5,0,0,2,20.0,16.7,100.0,0,0,0,19,0,0,0,29,2,12,0,0,17,29
Jayquan Simmons,111028,TE,VIRUNI,1,70.4,0,1165,72.5,78.2,78.4,0,0,4,33.3,38.5,100.0,0,0,0,19,0,0,0,27,5,13,0,0,14,20
Austin Reed,111760,QB,WESTFL,1,29.2,0,1269,65.3,,60.2,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,65,0,44,0,0,19,0
JoJo Hillel,136136,WR,CENT WASH,1,50.0,0,367,69.7,,72.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,38,0,19,0,0,19,0
Cameron Burston,136858,QB,LINCOK,1,34.5,0,1452,38.9,,60.0,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,55,0,32,0,0,19,0
Randal Moore,151342,QB,NAUSTA,2,22.9,0,1453,33.4,,60.0,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,83,0,59,0,0,19,0
Corintheus Edmonds,151812,WR,DELTAST,1,51.4,0,841,55.9,,63.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,37,0,18,0,0,19,0
Michael Credle Jr.,151879,WR,LINCOLN,1,63.3,0,380,62.5,,59.5,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,30,0,11,0,0,19,0
James Powell Jr.,152054,QB,LOUCOL,1,45.2,0,958,42.9,,60.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,42,0,20,0,0,19,0
Micah Dunn,152076,WR,LOUCOL,1,51.4,0,958,49.3,,60.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,37,0,18,0,0,19,0
Marquis Sampson,152442,WR,W OREGON,1,29.7,0,411,52.3,,45.6,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,64,0,45,0,0,19,0
Jarren Ford,152449,WR,W OREGON,1,29.7,0,411,63.8,,63.1,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,64,0,45,0,0,19,0
Ike Brown,152594,HB,LANECOL,1,38.8,0,942,57.8,74.1,58.8,0,0,15,41.7,39.5,100.0,0,0,0,19,0,0,0,49,15,38,0,0,4,1
Nick Marien,152720,TE,POINTVILLE,1,38.0,0,393,58.7,,48.6,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,50,0,31,0,0,19,23
Antjuan Collins,155436,WR,WSRAMS,1,32.2,0,1206,59.8,,30.1,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,59,0,40,0,0,19,0
Renelda Akins,155652,WR,VA LYNCHBU,3,40.4,0,406,56.4,,77.1,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,47,0,28,0,0,19,0
Frank Hall,155698,WR,LINCOK,1,44.2,0,1452,49.6,,62.1,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,43,0,24,0,0,19,0
Chase Andries,155066,QB,DEPAUW,1,39.1,0,845,59.4,,60.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,46,0,23,0,0,18,0
Joshua Jenkins,152496,WR,AVEMAR,1,37.5,0,1450,81.0,,63.1,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,48,0,30,0,0,18,0
Drake Cortez,143381,WR,FORT LEW,2,47.4,0,873,60.5,,60.2,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,38,0,20,0,0,18,0
Brock Summers,152534,TE,AVEMAR,1,78.3,0,1450,47.5,53.6,48.8,1,0,3,37.5,37.5,83.3,0,1,0,18,0,0,0,23,3,8,0,0,15,22
Brandon Rolfe,153046,WR,TXWSLY,1,39.1,0,1457,65.8,,53.2,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,46,0,28,0,0,18,0
Cade Brister,154186,QB,LNDNWD,1,35.3,0,949,50.9,,60.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,51,0,26,0,0,18,0
Seth Orren,155143,FB,DEPAUW,1,90.0,0,845,66.6,41.3,70.5,0,1,3,60.0,60.0,83.3,0,1,0,18,0,0,0,20,3,5,0,0,15,6
James Smith Jr.,45413,WR,WSRAMS,1,32.1,0,1206,47.9,,60.2,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,56,0,38,0,0,18,0
D'Vonte Allen,153075,HB,STANKN,1,52.9,0,1455,80.3,78.2,53.0,0,0,3,27.3,25.0,100.0,0,0,0,18,0,0,0,34,3,12,0,0,15,10
Hutson Hohlbein,154383,WR,TAYLOR,1,52.9,0,402,47.5,,59.9,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,34,0,16,0,0,18,0
Jack Hanenburg,153339,QB,FORT LEW,1,36.0,0,873,49.5,,60.0,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,50,0,29,0,0,18,0
Michael McGrath,152509,TE,AVEMAR,1,69.2,0,1450,53.6,73.0,54.6,0,0,6,42.9,42.9,100.0,0,0,0,18,0,0,0,26,6,14,0,0,12,25
Jay-Ton Franklin,142887,TE,MWSTATE,1,56.7,0,983,43.1,65.6,51.1,0,0,1,7.1,7.1,100.0,1,0,0,17,0,0,0,30,1,14,0,0,16,27
Darius Morrison,143741,WR,CENT WASH,1,56.7,0,367,54.6,,61.6,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,30,0,13,0,0,17,0
Grant Gerig,154376,WR,TAYLOR,1,60.7,0,402,66.6,,58.5,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,28,0,8,0,0,17,0
Charles Hall,111283,WR,VIRUNI,1,37.0,0,1165,73.0,,60.1,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,46,0,29,0,0,17,0
Keishun Johnson,153327,WR,FORT LEW,1,37.8,0,873,56.4,,62.5,0,0,0,0.0,0.0,,1,0,0,17,0,0,0,45,0,27,0,0,17,0
Kalib Jennings,155662,HB,VA LYNCHBU,3,41.5,0,406,67.2,81.4,58.6,0,0,7,33.3,30.4,100.0,0,0,0,17,0,0,0,41,7,23,0,0,10,4
Chacai Campbell,155942,QB,VA LYNCHBU,1,32.7,0,406,64.1,,60.0,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,52,0,31,0,0,17,0
Clayton Roberts,152337,QB,TXPERB,1,35.4,0,1268,50.8,,60.0,0,0,0,0.0,0.0,,1,0,0,17,0,0,0,48,0,25,0,0,17,0
Jaylen Flemmons,78179,WR,KY STATE,1,70.8,0,378,71.9,,57.3,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,24,0,7,0,0,17,0
David Robertson,152920,C,WV WESLEY,1,100.0,0,409,37.6,7.9,49.8,0,0,11,100.0,100.0,100.0,0,0,0,17,17,0,0,17,12,12,0,0,5,0
Andrew Banks,151826,QB,LINCOLN,1,56.7,0,380,44.9,,60.0,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,30,0,11,0,0,17,0
Jacquez Bartley,152699,WR,POINTVILLE,2,43.6,0,393,73.9,,60.9,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,39,0,22,0,0,17,0
Lendon Redwine,111177,QB,UVAWIS,1,22.7,0,1320,74.8,,60.0,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,75,0,57,0,0,17,0
Sensir Carnes,152704,HB,POINTVILLE,2,29.3,0,393,62.4,24.7,66.3,0,0,10,28.6,28.6,90.0,1,1,1,17,0,0,0,58,10,35,0,0,7,0
Kendon Walker,104850,FB,KY STATE,1,70.8,0,378,57.1,69.7,65.0,0,0,1,16.7,16.7,100.0,0,0,0,17,0,0,0,24,1,6,0,0,16,0
Jaylon Smith,155159,WR,DEPAUW,1,45.7,0,845,58.1,,62.2,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,35,0,19,0,0,16,0
Roman Newkirk,152536,WR,AVEMAR,1,36.4,1,1450,64.7,,75.3,0,0,0,0.0,0.0,,1,0,0,16,0,0,0,44,0,28,0,0,16,0
Malik Schell,152687,WR,POINTVILLE,2,47.1,0,393,59.9,,61.7,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,34,0,18,0,0,16,0
Izaiah Sanders,150590,WR,SOCTOW,1,30.8,0,1107,66.4,,62.1,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,52,0,36,0,0,16,0
Jared Eure Jr.,155440,T,WSRAMS,1,100.0,0,1206,62.5,77.8,58.6,0,0,7,100.0,100.0,100.0,0,0,0,16,0,0,0,16,7,7,0,16,9,0
Marcus Fequiere,151835,TE,LINCOLN,1,72.7,1,380,57.9,,62.7,0,0,0,0.0,0.0,,1,0,0,16,0,0,0,22,0,6,0,0,16,22
Lucas Doyle,151414,T,INWSLY,1,100.0,0,1451,60.7,78.7,57.0,0,0,5,100.0,100.0,100.0,0,0,0,16,0,0,0,16,5,5,0,16,11,0
Jacob Ganote,152065,FB,LOUCOL,1,94.1,0,958,39.1,72.3,31.3,0,0,2,66.7,66.7,100.0,0,0,0,16,0,0,0,17,2,3,0,0,14,4
PJ Williams,153029,WR,TXWSLY,1,37.2,0,1457,56.9,,75.1,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,43,0,27,0,0,16,0
Kandin Robertson,152139,WR,MWSTATE,1,36.4,0,983,66.3,,61.1,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,44,0,28,0,0,16,0
Sam Davenport,105832,WR,SIMONFRA,1,61.5,0,1097,55.9,,62.4,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,26,0,9,0,0,16,0
Joshua Edwards,152221,WR,N GREENVLE,1,39.0,0,390,52.4,,60.8,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,41,0,23,0,0,16,0
Ryan Worthley,152445,QB,W OREGON,1,25.0,0,411,57.5,,60.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,64,0,48,0,0,16,0
Thomas Wright,152446,WR,W OREGON,1,26.7,0,411,57.9,,57.7,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,60,0,44,0,0,16,0
Tyrique Robinson,152739,TE,POINTVILLE,2,32.0,0,393,55.4,,46.3,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,50,0,27,0,0,16,15
Mohammad Smart,151889,G,LINCOLN,1,100.0,0,380,48.0,77.1,54.1,0,0,6,100.0,100.0,100.0,1,0,0,16,0,16,0,16,6,6,0,0,10,0
Aaron Powell Jr.,151888,G,LINCOLN,1,100.0,0,380,54.7,19.8,57.1,1,0,6,100.0,100.0,91.7,0,1,0,16,0,6,0,16,6,6,10,0,10,0
Jalen Gay,152674,G,POINTVILLE,1,100.0,0,393,37.6,35.5,46.4,0,1,9,100.0,100.0,94.4,1,1,0,15,0,0,0,15,9,9,15,0,6,0
Isaac Crichton,87653,TE,CENT WASH,1,57.7,0,367,37.3,,51.5,0,0,0,0.0,0.0,,2,0,0,15,0,0,0,26,0,11,0,0,15,15
Garrett Whetstone,155495,WR,WSRAMS,1,29.4,0,1206,60.3,,44.7,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,51,0,36,0,0,15,0
Todgrick Walker,153179,TE,STANKN,1,88.2,0,1455,60.1,,61.5,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,17,0,2,0,0,15,17
Jarvis McKee,155613,FB,TUSKEGEE,1,100.0,0,405,48.0,25.0,54.8,0,0,8,100.0,100.0,87.5,0,1,1,15,0,0,0,15,8,8,0,0,7,0
Collier Ricks,152998,WR,TXWSLY,1,40.5,0,1457,69.4,,55.6,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,37,0,22,0,0,15,0
Emmanuel Nwosu,143380,HB,FORT LEW,2,20.3,0,873,76.9,31.3,52.9,0,2,8,17.8,21.3,87.5,0,2,0,15,0,0,0,74,10,47,0,0,5,0
Josh Major,155131,WR,DEPAUW,1,42.9,0,845,59.6,,62.0,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,35,0,20,0,0,15,0
Navarie Solomon,152775,WR,RNHEAG,1,40.5,0,1454,85.4,,61.0,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,37,0,22,0,0,15,0
Billy Hall,152740,QB,RNHEAG,1,31.3,0,1454,69.9,,60.0,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,48,0,26,0,0,15,0
Cobee Rice,154403,G,TAYLOR,1,100.0,0,402,59.5,77.4,56.9,0,0,9,100.0,100.0,100.0,0,0,0,15,0,0,0,15,9,9,15,0,6,0
Victor Olayinka,153359,WR,BOWIE ST,1,28.8,0,365,58.8,,60.2,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,52,0,37,0,0,15,0
Kade Hustler,152376,TE,W OREGON,1,93.8,0,411,50.0,76.8,44.0,0,0,4,80.0,80.0,100.0,0,0,0,15,0,0,0,16,4,5,0,0,11,8
Rico Owens II,151765,HB,DELTAST,1,50.0,0,841,67.7,0.0,60.0,1,2,11,78.6,80.0,86.4,0,3,0,14,0,0,0,28,12,15,0,0,2,0
Dee Spivey,154677,WR,NAUSTA,2,19.4,0,1453,58.5,,45.9,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,72,0,57,0,0,14,3
Zach Matlock,82092,QB,CENT WASH,1,48.3,0,367,48.9,,60.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,29,0,9,0,0,14,0
Omari Stewart,155304,WR,UFTLEA,1,30.4,0,1458,53.9,,61.1,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,46,0,32,0,0,14,0
Ricardo Marble,60352,QB,TAYLOR,1,46.7,0,402,29.7,,60.0,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,30,0,12,0,0,14,0
Cameron Richardson,154333,WR,SHAWBE,1,48.3,0,1094,61.0,,61.3,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,29,0,15,0,0,14,0
Jahquel Webb,61686,WR,SHAWBE,1,43.8,0,1094,55.5,,44.3,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,32,0,17,0,0,14,0
K'Aron Ashley,110507,WR,WESTFL,1,27.5,0,1269,61.5,,60.6,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,51,0,37,0,0,14,0
Shemar Bridges,154081,WR,FRTVLY,1,21.9,0,874,62.4,,41.7,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,64,0,50,0,0,14,2
Levi Frazier,154373,QB,TAYLOR,1,50.0,0,402,20.5,,60.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,28,0,9,0,0,14,0
Lamar Housely,155715,WR,LINCOK,1,35.0,0,1452,52.8,,60.7,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,40,0,26,0,0,14,0
Anthony Brown,153500,WR,ST ANSELM,1,20.9,0,399,57.6,,61.3,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,67,0,53,0,0,14,0
William Marano,154899,HB,MITECH,1,45.2,0,980,76.1,53.2,60.0,0,1,13,68.4,68.4,96.2,0,1,0,14,0,0,0,31,13,19,0,0,1,0
Jaiden Reavis,110762,WR,VIRUNI,1,31.1,0,1165,50.3,,60.3,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,45,0,30,0,0,14,0
Isaiah Blake,152749,HB,RNHEAG,1,41.2,0,1454,49.7,79.1,60.0,0,0,8,44.4,40.0,100.0,0,0,0,14,0,0,0,34,8,20,0,0,6,0
Drew Bagley,154355,TE,TAYLOR,1,87.5,0,402,65.0,67.3,64.9,0,0,1,33.3,33.3,100.0,0,0,0,14,0,0,0,16,1,3,0,0,13,16
William Russell,153248,C,WARNER,1,100.0,0,407,59.3,77.7,56.5,0,0,8,100.0,100.0,100.0,0,0,0,14,14,0,0,14,8,8,0,0,6,0
Chase LeBlanc,143394,G,FORT LEW,2,100.0,0,873,56.3,0.0,63.8,0,1,5,100.0,100.0,90.0,0,1,0,14,0,3,0,14,5,5,11,0,9,0
Ja'rome Johnson,153361,QB,BOWIE ST,1,22.6,0,365,52.2,,60.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,62,0,44,0,0,14,0
Jaylon Logan,152676,G,POINTVILLE,1,100.0,0,393,48.9,78.0,55.1,0,0,8,100.0,100.0,100.0,1,0,0,14,0,14,0,14,8,8,0,0,6,0
Brett Sylve,151499,FB,KY STATE,1,56.5,0,378,65.1,79.0,59.0,0,0,5,71.4,71.4,100.0,0,0,0,13,0,0,0,23,5,7,0,0,8,0
Dylan Cannizzaro,153211,T,WARNER,1,100.0,0,407,44.2,48.7,56.6,0,1,7,100.0,100.0,92.9,1,1,0,13,0,0,0,13,7,7,0,12,6,1
Desmon Bernard,154687,WR,NAUSTA,2,21.3,0,1453,51.7,,60.4,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,61,0,48,0,0,13,0
JJ Mcneil III,111813,WR,UVAWIS,1,27.7,1,1320,54.5,,56.8,0,0,0,0.0,0.0,,1,0,0,13,0,0,0,47,0,34,0,0,13,0
Rodney Coates,111419,WR,WESTFL,1,31.7,0,1269,70.2,,61.8,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,41,0,28,0,0,13,0
Tyler Kennedy,121466,WR,DELTAST,1,50.0,0,841,55.5,,62.5,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,26,0,13,0,0,13,0
Errin Davis,152125,G,MWSTATE,1,100.0,0,983,51.8,70.8,51.5,0,0,1,100.0,100.0,100.0,0,0,0,13,0,0,0,13,2,2,0,0,11,13
Omari Land,152436,HB,W OREGON,1,33.3,0,411,39.3,3.2,60.0,0,1,11,57.9,57.1,86.4,0,2,1,13,0,0,0,39,12,21,0,0,1,0
Quino Mauricette,181293,HB,AVEMAR,1,46.4,0,1450,64.2,68.8,67.4,0,0,10,58.8,58.8,100.0,0,0,0,13,0,0,0,28,10,17,0,0,3,0
Will Tate,152494,QB,AVEMAR,1,34.2,0,1450,59.6,,60.0,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,38,0,22,0,0,13,0
Elliot Dangerfield Jr.,154297,WR,SHAWBE,1,33.3,0,1094,44.7,,33.6,0,0,0,0.0,0.0,,1,0,0,13,0,0,0,39,0,25,0,0,13,0
David Durden,78972,WR,WESTFL,1,29.5,0,1269,89.0,,60.9,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,44,0,30,0,0,13,0
Micah Grigsby,152588,WR,LANECOL,1,21.3,0,942,55.5,,34.3,0,0,0,0.0,0.0,,1,0,0,13,0,0,0,61,0,48,0,0,13,0
Joseph Logan,166812,TE,LANECOL,1,44.8,0,942,63.6,71.7,56.0,0,0,4,20.0,20.0,100.0,1,0,0,13,0,0,0,29,4,20,0,0,9,28
Cameron Davis,102397,HB,WSRAMS,1,46.4,0,1206,59.5,53.4,59.0,0,0,11,57.9,57.9,90.9,0,1,1,13,0,0,0,28,11,19,0,0,2,0
Glenn White,152075,WR,LOUCOL,1,44.8,0,958,52.6,,57.1,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,29,0,16,0,0,13,0
Deion Dampier,151792,HB,DELTAST,1,50.0,0,841,55.0,2.7,60.0,1,3,11,68.8,68.8,81.8,0,4,0,13,0,0,0,26,11,16,0,0,2,0
Dylan Kelly,152745,WR,RNHEAG,1,44.8,0,1454,51.0,16.0,32.6,0,0,2,12.5,15.8,100.0,1,0,0,13,0,0,0,29,3,19,0,0,10,3
Javarsia Meadows,152750,WR,RNHEAG,1,61.9,0,1454,66.2,,57.0,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,21,0,8,0,0,13,5
O'Joshua Bunton,106468,WR,LANECOL,1,22.0,0,942,55.7,,43.6,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,59,0,46,0,0,13,0
Isaiah Gardner,152922,T,WV WESLEY,1,100.0,0,409,53.2,24.5,59.1,0,1,7,100.0,100.0,92.9,0,1,0,13,0,0,13,13,7,7,0,0,6,0
Andrew Irvin,152929,G,WV WESLEY,1,100.0,0,409,47.9,0.0,57.1,0,0,7,100.0,100.0,85.7,0,1,1,13,0,13,0,13,7,7,0,0,6,0
James Jackson,110377,WR,VIRUNI,1,31.0,0,1165,63.0,,60.5,0,0,0,0.0,0.0,,1,0,0,13,0,0,0,42,0,29,0,0,13,0
Dakohta Sonnichsen,154414,WR,TAYLOR,1,65.0,0,402,41.4,,61.1,0,0,0,0.0,0.0,,2,0,0,13,0,0,0,20,0,5,0,0,13,0
Tommy Fossett,151371,WR,INWSLY,1,36.1,0,1451,52.2,,59.9,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,36,0,23,0,0,13,0
Caleb Martin,84173,WR,UVAWIS,1,23.5,1,1320,63.3,,40.2,0,0,0,0.0,0.0,,1,0,0,12,0,0,0,51,0,39,0,0,12,0
JJ Lemming,136142,QB,CENT WASH,1,33.3,0,367,28.4,,60.0,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,36,0,20,0,0,12,0
Khalid Shakir,152497,HB,AVEMAR,1,40.0,0,1450,58.5,0.0,58.1,0,3,8,47.1,47.1,81.2,0,3,0,12,0,0,0,30,8,17,0,0,4,0
Tajee Steele,154153,WR,FRTVLY,1,21.8,0,874,52.0,,55.5,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,55,0,43,0,0,12,0
Mike Green,40598,HB,LINCOK,1,42.9,0,1452,67.8,80.9,58.6,0,0,5,41.7,46.2,100.0,0,0,0,12,0,0,0,28,6,13,0,0,6,0
Shomari Mason,110581,HB,WESTFL,1,34.3,0,1269,66.7,53.1,60.0,0,0,10,50.0,43.5,100.0,0,0,0,12,0,0,0,35,10,23,0,0,2,0
Markel Harrison,113112,WR,UVAWIS,1,27.9,0,1320,47.9,,33.0,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,43,0,31,0,0,12,0
Brenton White,152694,QB,POINTVILLE,1,41.4,0,393,44.3,,60.0,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,29,0,15,0,0,12,0
Tylon Papallo,150585,WR,SOCTOW,1,24.5,0,1107,67.3,,34.4,0,0,0,0.0,0.0,,1,0,0,12,0,0,0,49,0,37,0,0,12,0
Jonathan Montrevil,155616,WR,TUSKEGEE,2,28.6,0,405,58.1,,61.9,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,42,0,30,0,0,12,0
Markaylin Milburn,152053,HB,LOUCOL,1,60.0,0,958,61.6,24.0,59.4,0,0,10,90.9,83.3,90.0,0,1,1,12,0,0,0,20,10,12,0,0,2,0
Drew Willoughby,154549,QB,ST ANSELM,1,15.4,0,399,29.8,,60.0,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,78,0,64,0,0,12,0
