player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Nolan Hay,161411,T,INCAR WORD,14,100.0,0,189,76.8,80.6,70.1,1,15,592,100.0,100.0,98.0,3,20,4,1052,0,0,0,1052,621,621,56,996,431,0
Rasheed Jackson,172954,T,INCAR WORD,14,100.0,1,189,53.4,67.3,44.7,4,24,592,100.0,100.0,97.6,6,28,0,1052,0,1,1050,1052,621,621,0,0,431,0
Mason Williams,108596,C,INCAR WORD,14,100.0,1,189,59.7,83.8,50.8,2,6,589,100.0,100.0,99.3,7,8,0,1042,1042,0,0,1042,617,617,0,0,425,0
Eli Simonson,129712,T,UC DAVIS,14,99.8,0,322,66.0,66.2,65.3,4,20,570,99.7,99.7,97.0,6,29,5,1024,0,1,1014,1026,596,598,0,0,428,11
Tay Yanta II,144742,C,ABILENE CH,14,100.0,0,100,61.3,82.8,57.7,3,7,580,100.0,100.0,98.8,12,12,2,1023,1023,0,0,1023,608,608,0,0,415,0
Zaire Collier,185105,C,UC DAVIS,14,99.9,0,322,66.0,67.5,62.8,3,8,567,99.8,99.8,98.1,1,16,5,1022,1021,0,0,1023,593,594,1,0,429,1
Jacob Thielen,123528,G,ABILENE CH,14,100.0,0,100,75.1,77.5,76.2,2,13,579,100.0,100.0,98.5,5,16,1,1020,0,0,0,1020,607,607,1020,0,413,0
Carter Guillaume,192860,G,SE MO ST,13,100.0,0,293,63.7,81.4,57.6,2,9,669,100.0,100.0,99.2,6,11,0,1012,0,1012,0,1012,707,707,0,0,305,0
Kobe Sixkiller,159622,C,SE MO ST,13,100.0,0,293,61.8,79.4,54.7,3,14,667,100.0,100.0,98.6,10,18,1,1011,569,0,0,1011,705,705,441,0,306,0
Jace Rodriguez,164622,G,UC DAVIS,14,99.8,0,322,57.2,67.9,52.4,0,4,553,99.6,99.7,98.4,3,11,7,998,0,904,2,1000,577,579,0,92,421,1
Landon Woodard,159364,G,ILL STATE,14,100.0,0,188,62.5,85.1,54.1,2,6,523,100.0,100.0,99.2,2,8,0,998,0,25,0,998,545,545,973,0,453,0
Trent Pullen,122983,T,ABILENE CH,14,100.0,0,100,63.1,67.1,59.9,9,33,562,100.0,100.0,96.1,6,43,1,997,0,0,0,997,589,589,0,997,408,0
JJ Guedet,101563,T,ILL STATE,14,100.0,1,188,72.3,78.4,66.2,1,10,516,100.0,100.0,98.7,3,12,1,986,0,53,933,986,537,537,0,0,449,0
Trent Fraley,156795,C,N DAK ST,16,100.0,0,250,67.9,82.2,62.7,1,13,430,100.0,100.0,98.4,5,14,0,984,984,0,0,984,459,459,0,0,525,0
Jake Pope,99114,T,ILL STATE,14,100.0,0,188,75.7,75.5,71.3,5,14,502,100.0,100.0,97.1,1,24,5,975,0,0,10,975,524,524,0,965,451,0
Grey Zabel,125314,T,N DAK ST,16,100.0,2,250,90.4,93.1,86.4,2,4,424,100.0,100.0,99.1,7,7,1,970,0,0,961,970,453,453,0,0,517,8
Alan Hatten,151176,G,ABILENE CH,14,100.0,0,100,65.6,73.7,62.9,2,15,537,100.0,100.0,98.0,4,19,2,964,0,964,0,964,560,560,0,0,404,0
Mason Miller,125300,T,N DAK ST,16,100.0,0,250,77.8,79.9,75.1,1,14,419,100.0,100.0,97.7,5,17,2,959,0,0,1,959,448,448,20,934,511,3
Cade Klimczak,130440,C,MONTANA,14,100.0,0,232,63.8,72.9,59.9,6,7,525,100.0,100.0,98.0,5,17,4,959,833,125,0,959,552,552,0,0,407,1
Titan Fleischmann,147659,T,MONTANA ST,16,100.0,0,233,83.1,69.6,84.5,0,9,361,100.0,100.0,98.5,5,10,1,956,0,0,0,956,370,370,0,955,586,0
Cole Sain,89376,C,MONTANA ST,16,100.0,0,233,64.6,57.9,65.0,4,8,360,100.0,100.0,97.5,5,15,3,952,952,0,0,952,369,369,0,0,583,0
Ryan Gudaitis,148039,C,ILL STATE,13,100.0,0,188,57.9,71.2,52.1,0,11,496,100.0,100.0,98.3,2,14,3,938,938,0,0,938,517,517,0,0,421,0
Ernesto Nava,168468,T,UC DAVIS,13,100.0,0,322,64.4,79.9,58.6,1,14,524,100.0,100.0,97.8,9,19,4,935,0,1,5,935,547,547,0,928,388,1
Riley Adcock,139051,C,MERCER,14,100.0,0,219,66.8,82.2,61.9,0,3,437,100.0,100.0,99.4,3,4,1,935,935,0,0,935,450,450,0,0,485,0
Marcus Wehr,102004,G,MONTANA ST,16,100.0,0,233,89.3,82.3,88.8,2,3,358,100.0,100.0,99.3,4,5,0,935,0,0,0,935,367,367,935,0,568,0
Hunter Smith,155264,G,TARLETON,14,100.0,1,401,75.5,90.4,72.6,0,1,394,100.0,100.0,99.9,5,1,0,934,0,933,0,934,417,417,1,0,517,0
Niko Papic,104436,T,STNY BROOK,12,100.0,2,303,67.4,68.9,64.2,2,12,456,100.0,100.0,98.2,2,15,1,933,0,213,152,933,480,480,0,567,453,0
Brandon Casey,143705,T,MONTANA,14,100.0,1,232,74.6,72.0,74.0,7,14,517,100.0,100.0,97.4,6,24,3,930,0,1,0,930,544,544,0,927,386,2
Blake Whitmore,104723,C,W CAROLINA,12,100.0,1,344,63.3,79.7,56.5,0,3,565,100.0,100.0,99.0,4,7,4,919,919,0,0,919,592,592,0,0,327,0
Kollin Melendez,148434,G,STNY BROOK,12,100.0,0,303,60.5,43.3,62.5,3,18,450,100.0,100.0,97.7,2,21,0,917,0,89,0,917,474,474,827,1,443,0
Vance Van Every,157514,C,TENN MARTN,14,100.0,0,310,65.4,79.8,59.1,1,9,445,100.0,100.0,98.7,2,11,1,916,916,0,0,916,463,463,0,0,453,0
Tuli Teuhema,182309,C,TARLETON,14,100.0,0,401,74.8,84.1,71.9,0,4,389,100.0,100.0,99.2,3,5,1,913,913,0,0,913,411,411,0,0,502,0
Griffin Empey,177170,G,N DAK ST,14,100.0,0,250,67.8,71.7,67.6,1,10,401,100.0,100.0,97.9,4,14,3,912,0,728,0,912,429,429,184,0,483,0
Traveon Newsome,141796,G,INCAR WORD,14,99.9,2,189,64.6,89.0,62.7,0,7,520,100.0,100.0,99.3,8,7,0,910,0,908,0,911,546,546,0,0,364,0
Cameron Foster,150100,T,SOUTHERN U,13,100.0,0,297,48.4,49.6,48.4,1,25,435,100.0,100.0,95.9,3,31,5,909,0,0,774,909,466,466,0,135,443,0
Liam Brown,143735,G,MONTANA,14,100.0,1,232,58.9,57.9,59.7,7,17,493,100.0,100.0,97.0,5,27,3,908,125,752,27,908,521,521,0,0,387,4
Drake Carroll,78248,G,TENN MARTN,14,100.0,0,310,69.5,76.1,67.4,0,4,440,100.0,100.0,98.9,2,7,3,905,0,0,0,905,458,458,905,0,447,0
Conner Moore,164394,T,MONTANA ST,16,100.0,0,233,77.5,69.3,78.0,2,8,346,100.0,100.0,98.3,4,11,1,903,0,175,728,903,355,355,0,0,548,0
Rahtrel Perry,165008,T,CENT CT ST,13,100.0,1,133,62.4,65.4,61.1,5,11,406,100.0,100.0,97.0,8,20,4,902,0,0,900,902,430,430,1,0,472,0
Jonathan Kuhler,123354,C,CENT CT ST,13,100.0,0,133,54.6,68.7,49.5,3,8,407,100.0,100.0,98.6,2,11,0,899,899,0,0,899,430,430,0,0,469,0
Layton Ernst,99424,T,TARLETON,14,100.0,0,401,61.1,67.2,59.2,3,8,381,100.0,100.0,97.5,5,15,4,896,0,0,0,896,403,403,0,896,493,0
Journey Grimsrud,143717,G,MONTANA,14,100.0,0,232,74.2,85.3,71.7,2,5,490,100.0,100.0,99.1,4,8,1,893,2,84,0,893,514,514,805,0,379,2
Israel Mukwiza,142732,G,MERCER,14,100.0,0,219,59.2,65.2,56.6,4,13,426,100.0,100.0,97.5,2,19,2,892,0,890,0,892,439,439,1,0,453,1
Gavin Ortega,159079,T,WEBER ST,12,100.0,0,342,77.0,82.3,70.5,2,4,446,100.0,100.0,99.3,1,6,0,888,0,0,886,888,463,463,0,0,425,1
Caleb Carter,132433,T,W CAROLINA,12,100.0,0,344,53.5,63.4,49.0,4,17,548,100.0,100.0,97.7,5,23,2,879,51,12,331,879,575,575,249,234,304,2
Jeremiah Orr,143264,T,HAMPTON,12,100.0,0,178,64.6,64.3,62.9,6,13,360,100.0,100.0,96.8,3,21,2,878,0,0,0,878,384,384,0,875,494,2
Elijah Bowser,131436,T,TENN MARTN,14,100.0,2,310,63.3,67.5,62.2,4,20,427,100.0,100.0,96.5,6,27,3,878,0,0,0,878,445,445,0,876,433,2
Tyler McDuffie,153302,T,HAMPTON,12,100.0,0,178,70.3,67.1,69.1,0,15,360,100.0,100.0,97.6,2,16,1,878,0,0,870,878,384,384,0,0,494,7
John Stone,121658,C,E KENTUCKY,13,100.0,1,159,69.7,87.4,65.0,2,5,380,100.0,100.0,99.1,5,7,0,875,875,0,0,875,411,411,0,0,464,0
Evan Beerntsen,103865,G,S DAK ST,15,100.0,1,292,69.1,78.7,67.1,0,8,389,100.0,100.0,98.5,5,10,2,875,0,0,0,875,409,409,875,0,466,0
Stephane Voltaire,148475,T,VILLANOVA,14,100.0,0,334,59.7,77.0,48.8,3,10,413,100.0,100.0,96.7,4,20,7,872,0,0,850,872,440,440,0,0,432,22
Alec Ambrosia,153957,G,CENT CT ST,13,100.0,2,133,58.5,70.7,54.7,3,5,393,100.0,100.0,98.7,4,9,1,871,0,867,0,871,417,417,0,0,454,1
Gus Miller,138312,C,S DAK ST,15,100.0,1,292,72.7,77.8,69.4,3,12,385,100.0,100.0,97.8,1,16,1,869,869,0,0,869,405,405,0,0,464,0
Payton Collins,104632,T,E KENTUCKY,13,100.0,1,159,76.5,86.3,69.9,2,9,380,100.0,100.0,98.3,7,12,1,867,0,0,867,867,411,411,0,0,456,0
Jack Seelye,170694,C,E WASHGTON,12,100.0,1,161,69.4,84.1,64.5,2,6,383,100.0,100.0,98.7,2,9,1,867,867,0,0,867,396,396,0,0,471,0
Kaden Richardson,147798,C,SACRAMENTO,12,100.0,0,279,62.4,64.3,58.8,3,13,508,100.0,100.0,98.4,0,16,0,866,866,0,0,866,530,530,0,0,336,0
Aidan Meek,147792,T,SACRAMENTO,12,100.0,0,279,70.7,80.9,63.5,2,9,507,100.0,100.0,98.9,3,11,0,866,0,0,0,866,529,529,104,761,337,1
Josiah Tingley,138187,G,TENN MARTN,14,100.0,0,310,58.1,73.6,53.9,2,10,419,100.0,100.0,98.1,3,14,2,862,0,861,0,862,434,434,0,0,428,0
Tyrell Lawrence,129658,G,ALAB A&M,12,99.9,0,104,63.1,78.9,57.5,2,4,443,100.0,100.0,99.1,4,7,1,860,0,4,0,861,466,466,855,0,394,2
Dagen Miller,178338,T,W ILLINOIS,12,100.0,2,345,49.2,45.9,51.4,1,30,503,100.0,100.0,95.7,4,37,6,855,0,45,752,855,533,533,3,54,322,1
Ryan Merklinger,149763,T,W ILLINOIS,12,100.0,0,345,57.6,53.0,59.2,6,31,499,100.0,100.0,95.5,3,41,4,851,49,0,0,851,529,529,0,801,322,1
Chris McCullers,170928,G,VILLANOVA,14,100.0,1,334,57.2,74.8,53.2,4,9,407,100.0,100.0,98.2,5,14,1,851,0,87,0,851,433,433,764,0,418,0
Jack Connolly,148640,G,BROWN,10,100.0,1,123,70.7,79.8,66.9,1,10,500,100.0,100.0,98.3,3,14,3,851,0,849,0,851,533,533,1,0,318,0
John Ohnegian,159726,C,BUCKNELL,12,100.0,1,125,73.6,79.7,75.2,1,11,500,100.0,100.0,98.4,11,14,2,850,780,0,70,850,532,532,0,0,318,0
Jordan Daniels,100260,G,W CAROLINA,12,100.0,1,344,53.1,54.5,50.1,7,11,533,100.0,100.0,97.4,6,23,5,848,0,0,201,848,558,558,427,220,290,0
Luke Dahlgren,102250,G,E WASHGTON,12,100.0,0,161,75.0,86.4,71.4,1,3,375,100.0,100.0,99.2,1,5,1,842,0,799,0,842,388,388,42,0,454,1
Jack Foster,158975,T,IDAHO,14,100.0,0,185,53.3,60.9,49.7,2,17,413,100.0,100.0,96.7,3,23,4,841,0,0,4,841,437,437,0,835,404,0
Holden Kareokowsky,150168,C,SE LA,12,100.0,0,294,61.0,56.4,59.9,3,12,405,100.0,100.0,97.4,0,18,3,841,841,0,0,841,433,433,0,0,408,0
Nolan Latulippe,174226,T,ALBANY,12,100.0,1,106,57.8,53.0,59.1,2,30,499,100.0,100.0,96.2,5,35,3,840,0,0,1,840,525,525,0,837,315,2
Brock Bethea,105484,T,RHODE ISLD,14,100.0,1,274,65.0,76.4,58.4,4,15,407,100.0,100.0,97.4,3,20,1,840,0,0,840,840,431,431,0,0,409,0
Will Marotta,142219,G,ALBANY,12,100.0,0,106,61.5,67.3,56.5,3,10,499,100.0,100.0,98.3,0,15,2,840,0,0,0,840,525,525,840,0,315,0
Wyatt Hansen,141525,T,E WASHGTON,12,100.0,0,161,72.6,83.4,64.6,2,5,369,100.0,100.0,98.8,1,8,1,840,0,43,796,840,382,382,0,0,458,1
Isaiah Foote,123810,G,W ILLINOIS,12,100.0,2,345,65.8,81.1,62.7,1,7,488,100.0,100.0,99.0,6,9,1,839,0,0,0,839,518,518,834,5,321,0
Aaron McIver,164504,C,GARD-WEBB,12,100.0,0,171,61.3,81.1,54.6,5,4,428,100.0,100.0,98.9,5,9,0,839,839,0,0,839,454,454,0,0,385,0
Collin Gardner,141671,T,SO UTAH,12,99.9,0,298,72.0,78.2,69.6,1,7,362,99.7,99.7,97.5,7,13,5,838,0,0,829,839,384,385,0,0,454,10
Dylan Poirier,105466,C,NEW HAMP,13,100.0,1,240,71.3,78.1,66.8,0,4,473,100.0,100.0,99.6,2,4,0,837,837,0,0,837,496,496,0,0,341,0
Tolu Olajide,165101,T,NEW HAMP,13,100.0,0,240,49.1,51.7,49.1,6,23,473,100.0,100.0,96.1,5,33,4,837,0,0,837,837,496,496,0,0,341,0
Mason Davis,142317,T,NEW HAMP,13,100.0,2,240,62.2,70.8,55.0,4,23,473,100.0,100.0,95.9,6,33,6,837,0,0,0,837,496,496,31,806,341,0
Connor Meadows,163769,T,TENN STATE,13,100.0,0,308,57.1,64.9,54.4,3,19,463,100.0,100.0,97.0,7,25,3,837,0,0,0,837,488,488,0,835,349,0
Lyle Santos,103871,G,SO UTAH,12,100.0,0,298,66.5,83.4,63.8,2,3,360,100.0,100.0,99.3,4,5,0,836,0,835,0,836,382,382,0,0,454,1
Nate Azzopardi,141546,G,IDAHO,14,100.0,1,185,66.8,87.7,60.9,1,2,406,100.0,100.0,99.4,2,4,1,834,0,833,0,834,430,430,0,0,404,0
Ayden Knapik,158979,T,IDAHO,14,99.9,0,185,67.4,78.1,61.8,1,8,406,99.8,99.8,98.2,6,12,3,833,0,0,833,834,430,431,0,0,403,0
Dylan Kinney,165690,T,ABILENE CH,12,100.0,0,100,68.6,72.2,64.6,1,19,478,100.0,100.0,97.1,5,24,4,833,0,0,832,833,501,501,0,0,332,1
Carson Vinson,142734,T,ALAB A&M,12,100.0,0,104,75.2,81.7,72.1,4,4,425,100.0,100.0,98.6,6,10,2,830,0,0,830,830,447,447,0,0,383,0
Luke Smith,102705,C,E TENN ST,12,100.0,1,157,66.7,83.3,60.9,0,3,370,100.0,100.0,99.3,5,4,1,827,827,0,0,827,396,396,0,0,431,0
Tom Elia,104686,C,RICHMOND,13,100.0,0,276,72.6,88.2,68.9,0,7,355,100.0,100.0,98.7,6,8,1,825,825,0,0,825,367,367,0,0,458,0
Ryan Joyce,104638,G,FORDHAM,12,100.0,0,168,67.8,79.3,63.2,0,6,453,100.0,100.0,98.2,1,11,5,823,0,0,0,823,471,471,823,0,352,0
Desmeal Leigh,164912,T,YNGTOWN ST,12,100.0,0,353,69.5,81.7,60.0,2,9,407,100.0,100.0,97.9,2,14,3,821,0,0,818,821,420,420,0,0,401,3
D'Andre Townes-Blue,172909,G,JACKSON ST,14,100.0,0,194,56.6,69.1,54.8,2,8,336,100.0,100.0,98.2,6,11,1,820,0,817,2,820,355,355,0,0,465,0
Dawson Harrington,149717,T,STETSON,11,100.0,0,302,51.4,58.0,47.0,12,14,526,100.0,100.0,96.4,6,32,6,818,0,0,818,818,556,556,0,0,262,0
Omari Allen,162637,G,HAMPTON,12,100.0,0,178,57.7,73.3,53.6,1,7,338,100.0,100.0,98.8,3,8,0,816,0,0,13,816,359,359,794,2,457,6
Collin Tunc,142386,G,STNY BROOK,11,100.0,1,303,55.7,64.8,52.9,4,4,415,100.0,100.0,98.6,7,10,2,816,346,459,0,816,436,436,11,0,380,0
Charlie Pe'a-Shropshire,177417,C,BROWN,10,100.0,0,123,66.5,87.6,56.2,1,5,485,100.0,100.0,99.4,3,6,0,816,793,0,0,816,518,518,23,0,298,0
Joey Treccia,157209,C,W ILLINOIS,12,100.0,1,345,51.5,53.7,50.1,5,22,477,100.0,100.0,96.5,6,30,3,812,812,0,0,812,505,505,0,0,307,0
Tre Alexander,161371,C,RHODE ISLD,13,100.0,0,274,64.0,84.4,57.6,0,4,392,100.0,100.0,99.0,5,6,2,812,812,0,0,812,411,411,0,0,401,0
Ryan Walker,170631,G,N ALABAMA,12,100.0,0,389,64.5,64.8,63.1,1,15,433,100.0,100.0,97.5,2,19,3,812,0,0,3,812,462,462,803,1,350,5
Nolan Reynolds,150220,C,UTAHTC,12,100.0,0,1285,61.5,75.4,56.6,3,8,483,100.0,100.0,98.2,5,14,3,811,624,0,187,811,505,505,0,0,306,0
Christian Anderson,149836,T,ALAB A&M,12,100.0,0,104,64.3,67.9,60.7,3,18,412,100.0,100.0,97.2,3,22,1,810,0,0,31,810,433,433,0,774,377,5
Aidan Parker,138352,G,YNGTOWN ST,12,100.0,0,353,61.0,69.5,58.4,1,7,401,100.0,100.0,98.5,4,10,2,809,253,556,0,809,414,414,0,0,395,0
KC Comyford,174513,T,HOUCHR,12,100.0,0,183,56.3,55.6,54.8,2,13,402,100.0,100.0,95.9,3,24,9,808,0,0,15,808,424,424,0,792,384,0
Quinten Christensen,164857,T,S DAK ST,15,100.0,0,292,63.5,72.3,57.2,0,11,360,100.0,100.0,98.5,2,11,0,808,0,0,806,808,378,378,0,0,430,1
Stryker Rashid,165729,G,IDAHO ST,11,100.0,1,186,59.8,66.3,56.5,7,9,498,100.0,100.0,98.4,3,16,0,808,341,239,0,808,525,525,153,75,283,0
Hayes Creel,160187,T,MCNEESE,12,100.0,1,217,61.5,59.5,61.2,2,8,374,100.0,100.0,97.1,8,16,6,806,0,0,260,806,399,399,0,536,407,10
Chase Evans,52928,C,S ILLINOIS,12,100.0,0,295,70.7,87.4,62.7,2,2,469,100.0,100.0,99.4,4,5,1,806,778,0,0,806,498,498,28,0,308,0
Evan Roussel,139478,C,NICHOLLS,12,100.0,0,243,68.2,76.2,68.0,0,2,425,100.0,100.0,99.8,8,2,0,805,805,0,0,805,447,447,0,0,358,0
Vito Moriana-Sigel,196451,G,MS VLY ST,12,100.0,0,228,47.2,55.8,44.5,4,16,416,100.0,100.0,96.9,4,23,3,804,0,799,0,804,435,435,0,1,369,0
Sean Dugery,176903,C,ALBANY,12,100.0,2,106,48.1,48.8,54.2,4,20,471,100.0,100.0,96.6,12,28,4,804,804,0,0,804,497,497,0,0,307,0
JT Cornelius,142942,T,MONMOUTH,12,100.0,0,231,76.7,84.1,67.7,1,5,453,100.0,100.0,99.1,1,7,1,801,0,1,240,801,478,478,0,560,323,0
Zach Brown,139060,T,SAMFORD,11,100.0,2,282,57.1,70.1,50.9,2,9,449,100.0,100.0,97.9,5,15,4,800,0,0,0,800,467,467,0,799,333,0
Joey Lombard,104700,C,S DAKOTA,14,100.0,0,291,74.2,80.6,71.3,1,6,340,100.0,100.0,99.0,2,7,0,799,799,0,0,799,363,363,0,0,436,0
Dion Daniels,155842,T,HOUCHR,12,100.0,0,183,52.5,69.7,42.1,2,13,399,100.0,100.0,97.4,0,18,3,799,0,0,797,799,420,420,0,0,379,1
Cody Johnson,143049,C,FORDHAM,12,100.0,0,168,57.5,74.3,50.3,1,11,442,100.0,100.0,98.4,2,13,1,799,663,136,0,799,459,459,0,0,340,0
Ryder Langsdale,149377,T,LAFAYETTE,12,100.0,0,203,75.0,79.7,67.9,1,11,399,100.0,100.0,98.5,0,12,0,798,0,0,797,798,416,416,0,0,382,0
Steve Carter,102205,C,ALCORN ST,12,100.0,1,107,63.6,76.3,58.4,2,8,399,100.0,100.0,98.5,4,11,1,798,798,0,0,798,418,418,0,0,380,0
Cooper Frazier,139071,C,SAMFORD,11,100.0,0,282,65.5,82.4,58.7,0,4,447,100.0,100.0,98.9,3,7,3,797,796,0,0,797,465,465,0,0,332,0
Ty Hyde,141280,T,IDAHO ST,11,100.0,2,186,61.6,58.3,67.4,3,15,490,100.0,100.0,98.0,7,19,1,796,0,0,1,796,518,518,0,794,278,0
Adel Mountassir,154234,G,LNDNWD,12,100.0,1,949,54.0,74.2,45.9,0,7,387,100.0,100.0,98.6,1,9,2,795,0,795,0,795,411,411,0,0,384,0
Adrian Hawkins,148013,G,S DAKOTA,14,100.0,2,291,71.8,62.3,74.5,5,10,340,100.0,100.0,97.2,5,17,2,795,0,0,0,795,363,363,795,0,432,0
Cole LeClair,160183,G,MCNEESE,12,100.0,1,217,68.2,80.1,67.3,0,8,370,100.0,100.0,98.6,5,9,1,795,0,795,0,795,394,394,0,0,401,0
Seth Anderson,125281,T,N DAKOTA,12,100.0,0,249,73.6,71.0,70.2,1,9,367,100.0,100.0,98.1,0,12,2,794,0,0,0,794,398,398,0,794,396,0
Liam Becher,162159,T,N DAKOTA,12,99.9,1,249,64.5,62.5,66.3,3,10,368,100.0,99.7,97.7,5,15,2,794,0,0,795,795,398,399,0,0,396,0
Jaison Williams,108481,T,YNGTOWN ST,12,100.0,2,353,83.7,81.5,81.7,1,15,392,100.0,100.0,97.4,4,18,2,794,0,0,0,794,402,402,0,792,392,2
Emariyon Johnson,148305,T,MERCER,14,100.0,0,219,49.3,62.6,42.8,3,15,364,100.0,100.0,95.3,3,26,8,793,0,1,0,793,376,376,0,791,417,0
Jack Kuntz,138245,G,N DAKOTA,12,100.0,0,249,54.5,65.5,50.9,2,7,367,100.0,100.0,98.5,2,10,1,793,0,792,0,793,398,398,0,0,395,0
Bryce Crowley,165704,G,UTAHTC,12,100.0,0,1285,50.5,55.7,49.9,4,11,470,100.0,100.0,98.2,10,16,1,793,187,328,0,793,491,491,278,0,302,0
Bryce Henderson,141844,T,S DAKOTA,14,99.9,1,291,91.0,63.2,94.1,4,12,335,99.7,99.7,96.4,6,20,4,792,0,0,0,793,358,359,0,791,434,1
Mickel Clay,164277,T,N ALABAMA,12,100.0,0,389,77.0,73.0,74.0,1,10,424,100.0,100.0,98.0,0,14,3,792,0,2,0,792,452,452,0,781,340,6
Brockhim Wicks,105426,T,SE LA,12,100.0,0,294,63.4,74.6,56.3,1,10,382,100.0,100.0,98.6,3,11,0,790,0,0,0,790,409,409,0,788,381,2
Xavier Graham,98041,G,W CAROLINA,11,100.0,1,344,67.9,77.4,64.4,3,6,499,100.0,100.0,98.5,4,12,3,788,0,786,0,788,524,524,1,0,264,1
Derrell Bailey Jr.,123340,T,E TENN ST,12,100.0,2,157,67.1,73.3,67.5,5,12,357,100.0,100.0,97.3,11,18,1,788,0,0,103,788,382,382,0,680,406,5
Dylan Maciulewicz,148400,G,NEW HAMP,13,100.0,0,240,56.0,67.9,49.6,3,9,450,100.0,100.0,98.2,2,14,2,788,0,14,0,788,470,470,774,0,318,0
Elias Ripley,172966,C,LAMAR,12,100.0,1,204,59.9,68.6,60.7,2,7,348,100.0,100.0,97.3,7,14,5,787,787,0,0,787,383,383,0,0,404,0
Bryson Hart,178868,T,MS VLY ST,12,100.0,1,228,34.3,26.8,38.2,11,22,403,100.0,100.0,93.9,1,41,8,787,0,0,782,787,422,422,0,0,365,1
Drew Wilder,121876,C,E ILLINOIS,12,100.0,1,158,61.6,61.9,59.7,1,17,481,100.0,100.0,97.9,4,19,1,786,786,0,0,786,504,504,0,0,282,0
Seth Smith,147696,T,N ARIZONA,13,100.0,1,252,52.8,60.0,52.8,3,22,403,100.0,100.0,95.4,6,31,6,785,0,0,782,785,424,424,1,0,361,2
Jonny Bottorff,134531,C,N ARIZONA,13,100.0,1,252,71.8,77.6,69.8,1,5,402,100.0,100.0,98.8,5,8,2,784,784,0,0,784,423,423,0,0,361,0
Ethan Johnson,154217,C,LNDNWD,12,100.0,0,949,65.9,84.1,59.4,0,3,383,100.0,100.0,99.6,3,3,0,783,783,0,0,783,407,407,0,0,376,0
Jamal Hines,154740,T,HOWARD,12,100.0,0,184,57.4,60.7,57.0,5,16,403,100.0,100.0,96.7,4,24,3,783,0,0,0,783,423,423,275,508,360,0
Rene Miller,172218,T,ALCORN ST,12,100.0,2,107,58.8,56.2,59.1,0,18,392,100.0,100.0,96.7,8,22,4,783,0,0,745,783,412,412,0,0,371,36
Charles Allen III,176963,T,STNY BROOK,11,100.0,2,303,45.3,30.0,52.9,10,19,383,100.0,100.0,94.9,4,34,5,783,0,0,783,783,399,399,0,0,384,0
Jake Rock,108889,G,N DAK ST,13,100.0,0,250,61.6,81.1,57.3,1,4,336,100.0,100.0,99.3,4,5,0,783,0,0,0,783,361,361,771,11,422,0
CJ Dawson II,185175,T,GARD-WEBB,12,100.0,0,171,57.5,71.2,50.7,2,9,400,100.0,100.0,97.9,6,14,3,782,0,0,40,782,424,424,5,737,358,0
William Boone,189281,T,PRVIEW A&M,12,100.0,0,270,69.4,78.0,62.5,0,11,426,100.0,100.0,98.7,3,11,0,782,0,0,0,782,453,453,1,773,329,6
Gareth Warren,154267,T,LNDNWD,12,99.9,2,949,61.3,68.4,56.2,0,12,381,99.7,99.8,96.6,6,19,7,781,0,0,781,782,405,406,0,0,376,1
Dave Monnot III,101597,T,CHATTNOOGA,12,100.0,0,137,67.8,71.8,67.2,0,5,364,100.0,100.0,98.8,8,7,2,781,0,0,0,781,382,382,0,781,399,0
Ethan Kramer,147724,T,N ARIZONA,13,100.0,1,252,58.0,69.5,54.8,3,15,401,100.0,100.0,96.5,6,23,5,781,0,0,0,781,421,421,140,624,360,17
Reid Williams,129405,C,CHATTNOOGA,12,100.0,0,137,80.7,85.5,78.8,1,1,364,100.0,100.0,99.5,4,3,1,781,781,0,0,781,382,382,0,0,399,0
Caleb Olson,162175,G,N DAKOTA,12,100.0,0,249,67.6,73.8,67.7,1,3,366,100.0,100.0,98.6,4,7,3,781,0,0,0,781,396,396,779,0,385,0
Christian Loving,174400,C,BETH COOK,12,100.0,1,119,60.0,71.0,59.0,0,8,378,100.0,100.0,98.4,8,10,2,781,781,0,0,781,415,415,0,0,366,0
Kadin Lynch,159224,G,WM & MARY,12,100.0,2,348,82.1,70.2,84.9,6,10,358,100.0,100.0,97.5,5,17,1,780,0,779,0,780,383,383,0,0,397,0
Cameron Cooper,100805,G,LNDNWD,12,100.0,1,949,65.4,89.3,60.0,2,3,382,100.0,100.0,99.1,3,6,1,780,0,0,0,780,406,406,780,0,374,0
Bardhyl Gashi,143021,C,COLGATE,12,100.0,0,142,62.3,64.8,61.4,4,6,444,100.0,100.0,98.6,3,11,1,779,778,0,1,779,454,454,0,0,325,0
Chris Noble,81875,G,SAMFORD,11,100.0,1,282,60.3,80.7,53.1,1,7,436,100.0,100.0,98.9,4,9,1,779,0,779,0,779,453,453,0,0,326,0
Eric Brown,142770,C,SCAR STATE,12,100.0,1,290,69.4,90.0,61.2,1,1,411,100.0,100.0,99.5,3,3,1,778,762,13,0,778,440,440,0,0,338,0
