player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Blake Mazone,191841,G,BUTLER,1,100.0,0,127,50.7,,50.8,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,8,0,8,0
Jacorey Love,192864,HB,SE MO ST,2,14.0,0,293,63.5,80.2,60.0,0,0,5,12.8,12.8,100.0,0,0,0,8,0,0,0,57,5,39,0,0,3,0
Charlie Arvanigian,196468,QB,STHLSK,2,72.7,0,1470,57.6,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,11,0,1,0,0,8,0
Javery Mayberry,185019,TE,N ARIZONA,1,88.9,0,252,69.0,,71.5,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,9,0,1,0,0,8,7
Sam Penna,171665,WR,ST FRANCIS,5,57.1,0,299,58.1,,61.5,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,14,0,6,0,0,8,0
Mohamad Salamah,173836,G,MORGAN ST,2,100.0,0,235,60.8,,60.5,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,8,0,8,0
Steven Johnson,157980,QB,E TENN ST,2,61.5,0,157,59.4,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,13,0,4,0,0,8,0
Javin Dames,166614,WR,BRYANT,3,14.8,0,124,68.9,,80.3,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,54,0,46,0,0,8,0
David Hoage,103759,ED,N COLORADO,3,100.0,1,253,44.8,,53.9,0,0,0,,,,2,0,0,8,0,0,0,8,0,0,0,0,8,0
Micah Jernigan,160141,WR,NWSTATE,4,72.7,0,257,57.4,,61.7,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,11,0,3,0,0,8,0
Tommy Brown,159515,QB,WAGNER,1,88.9,0,338,38.3,,60.0,0,0,0,0.0,0.0,,2,0,0,8,0,0,0,9,0,1,0,0,8,0
Cross Patton,100588,HB,BETH COOK,4,30.8,0,119,59.9,76.3,60.0,0,0,5,38.5,38.5,100.0,0,0,0,8,0,0,0,26,5,13,0,0,3,0
Isaac McLellan,159985,TE,W CAROLINA,3,80.0,0,344,65.5,,70.4,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,10,0,2,0,0,8,6
Jamarious Brooks,169238,HB,PRVIEW A&M,10,12.5,0,270,60.2,79.3,60.0,0,0,6,16.2,15.8,100.0,0,0,0,8,0,0,0,64,6,38,0,0,2,0
Harrison Bey-Buie,137994,HB,N IOWA,3,29.6,0,255,71.0,73.7,59.1,0,0,2,50.0,50.0,100.0,0,0,0,8,0,0,0,27,2,4,0,0,6,0
Garrett Harrold,178203,QB,DUQUESNE,1,100.0,0,155,60.0,,60.0,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,0,0,8,0
Braylon Gardoni,171115,WR,COLUMBIA,9,19.0,0,145,57.2,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,42,0,34,0,0,8,0
Demetrius Banks,196436,WR,MS VLY ST,2,42.1,0,228,54.3,,55.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,19,0,11,0,0,8,0
Orion Peters,146506,WR,IDAHO,2,80.0,0,185,56.8,,60.4,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,10,0,1,0,0,8,0
Andrew Ritter,186114,TE,FL A&M,3,57.1,0,164,69.3,67.3,55.2,0,0,1,14.3,14.3,100.0,0,0,0,8,0,0,0,14,1,7,0,0,7,12
Paul Harrington,193405,G,PRESBYTERN,1,100.0,0,271,53.0,0.1,57.2,0,0,1,100.0,100.0,100.0,0,0,0,8,0,8,0,8,2,2,0,0,6,0
Jonathan Askew,188090,HB,MERCYHURST,5,17.0,0,977,73.7,36.4,60.0,0,0,7,23.3,23.3,85.7,0,1,1,8,0,0,0,47,7,30,0,0,1,0
Penn Stoller,179994,TE,BUTLER,3,80.0,0,127,74.6,,55.4,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,10,0,2,0,0,8,7
Femi Sakiri,147386,C,ABILENE CH,1,100.0,0,100,59.2,68.5,58.8,0,0,1,100.0,100.0,100.0,0,0,0,8,8,0,0,8,1,1,0,0,7,0
Denzel Lambert,185741,WR,ST FRANCIS,4,36.4,0,299,53.3,,60.6,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,22,0,14,0,0,8,0
Kamron Randell-Taylor,176821,WR,N COLORADO,5,53.3,0,253,66.0,,60.1,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,15,0,6,0,0,8,0
Unknown Alabama A&M 81,197797,TE,ALAB A&M,2,100.0,0,104,44.3,72.7,39.2,0,0,1,100.0,100.0,100.0,0,0,0,8,0,0,0,8,1,1,0,0,7,6
Ryan Martin,177640,WR,DAYTON,1,80.0,0,150,58.2,,60.9,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,10,0,2,0,0,8,0
Nico Brown,164689,WR,YALE,1,88.9,0,352,58.2,,60.5,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,9,0,1,0,0,8,0
Anthony Reagan Jr.,186331,HB,HOWARD,6,28.6,0,184,45.9,76.3,58.7,0,0,3,25.0,25.0,100.0,0,0,0,8,0,0,0,28,3,12,0,0,5,0
Nate Compere,171757,G,LNDNWD,1,100.0,0,949,60.8,73.2,59.8,0,0,2,100.0,100.0,100.0,0,0,0,8,0,0,0,8,2,2,8,0,6,0
Kobe Kossak,185034,WR,N COLORADO,2,40.0,0,253,63.4,,61.4,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,20,0,12,0,0,8,0
James Tyre,177965,WR,W CAROLINA,2,61.5,0,344,55.6,,59.6,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,13,0,4,0,0,8,0
Amari Southall,177565,WR,TENN STATE,2,80.0,0,308,57.8,,61.7,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,10,0,2,0,0,8,0
Darius Cyprian,197723,WR,ALCORN ST,3,44.4,0,107,52.5,,60.3,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,18,0,9,0,0,8,0
James Voss,159148,G,MONMOUTH,2,100.0,0,231,66.8,,66.3,0,0,0,,,,0,0,0,8,0,7,1,8,0,0,0,0,8,0
Jason Hicks,161319,G,BUTLER,4,100.0,0,127,59.3,72.0,58.9,0,0,1,100.0,100.0,100.0,0,0,0,8,1,0,0,8,1,1,6,0,7,0
Kyle Koontz,185087,TE,SACRAMENTO,1,88.9,0,279,58.2,64.8,58.9,0,0,1,50.0,50.0,100.0,0,0,0,8,0,0,0,9,1,2,0,0,7,7
Gage Goralski,191834,FB,BUTLER,1,100.0,0,127,55.1,,55.6,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,0,0,8,8
Walter Simmons III,151059,WR,BETH COOK,2,80.0,0,119,65.5,,60.4,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,10,0,1,0,0,8,0
Barret Labus,149764,HB,VALPO,2,25.8,0,332,59.7,62.2,57.4,0,0,1,4.5,4.5,100.0,0,0,0,8,0,0,0,31,1,22,0,0,7,0
Rhent Addis,143187,G,DRAKE,2,100.0,0,153,59.3,,59.0,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,7,1,8,0
Beckham Pellant,185467,QB,ILL STATE,2,61.5,0,188,29.1,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,13,0,5,0,0,8,0
Maximus Lockett,171532,T,YNGTOWN ST,1,100.0,0,353,67.8,66.1,68.8,0,0,1,100.0,100.0,100.0,0,0,0,8,0,0,0,8,1,1,0,8,7,0
Ben Buesgens,192188,WR,STTHOM,3,47.1,0,1129,55.0,,59.2,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,17,0,9,0,0,8,0
Chandler Thomason,186257,T,AUSTINPEAY,1,100.0,0,116,62.7,75.2,60.0,0,0,4,100.0,100.0,100.0,0,0,0,8,0,0,0,8,4,4,0,8,4,0
Bird Butler,182328,HB,WEBER ST,9,12.3,0,342,74.7,21.6,59.1,0,1,2,5.6,5.3,75.0,0,1,0,8,0,0,0,65,2,38,0,0,6,0
Casey Carlesimo,197891,WR,SAN DIEGO,3,80.0,0,283,60.4,,60.5,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,10,0,2,0,0,8,0
Symon Sathler,164556,HB,MAINE,2,53.3,0,212,65.4,58.7,60.0,0,0,5,62.5,50.0,100.0,0,0,0,8,0,0,0,15,5,10,0,0,3,0
Riley Lisgar,161228,WR,DUQUESNE,3,100.0,0,155,59.2,,58.2,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,0,0,8,1
Andrew Body,155202,QB,ALABAMA ST,1,25.8,0,105,81.5,,60.0,0,0,0,0.0,0.0,,1,0,0,8,0,0,0,31,0,13,0,0,8,0
Joseph Speno,185101,C,SACRAMENTO,1,100.0,0,279,59.0,72.6,58.1,0,0,2,100.0,100.0,100.0,0,0,0,8,0,0,0,8,2,2,8,0,6,0
Camauri Simmons,188570,WR,MERCER,1,100.0,0,219,60.5,,60.4,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,0,0,8,0
Aiden Nixon,186171,TE,IDAHO,3,100.0,0,185,32.4,,49.4,0,0,0,,,,2,0,0,8,0,0,0,8,0,0,0,0,8,8
Obie Sanni,145354,HB,TENN TECH,4,18.6,0,309,74.2,79.4,59.4,0,0,6,26.1,25.0,100.0,0,0,0,8,0,0,0,43,6,24,0,0,2,0
Jalen Rogers,162598,WR,FL A&M,1,30.8,0,164,66.2,,60.9,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,26,0,18,0,0,8,0
Michael Senatore,172063,WR,LAFAYETTE,1,88.9,0,203,49.5,,40.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,9,0,1,0,0,8,0
Zach West,101802,ED,E TENN ST,4,100.0,0,157,60.0,99.9,59.7,0,0,2,100.0,100.0,100.0,0,0,0,8,0,0,0,8,2,2,0,0,6,0
Avery Knight,192942,HB,W ILLINOIS,4,13.8,0,345,58.9,32.3,59.4,0,1,6,13.6,12.8,91.7,0,1,0,8,0,0,0,58,6,47,0,0,2,0
Collin Dudley,162236,C,PRESBYTERN,1,100.0,0,271,65.7,74.5,64.0,0,0,1,100.0,100.0,100.0,0,0,0,8,0,0,0,8,2,2,0,8,6,0
Ian Collins,177176,WR,N IOWA,5,38.1,0,255,53.7,,61.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,21,0,13,0,0,8,0
Mike Brennan,193389,C,PRESBYTERN,1,100.0,0,271,62.3,73.3,61.5,0,0,1,100.0,100.0,100.0,0,0,0,8,8,0,0,8,2,2,0,0,6,0
Brooks Wheatley,170665,WR,CAL POLY,7,27.6,0,129,55.2,,54.7,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,29,0,21,0,0,8,0
Lucas Razore,191407,QB,CAL POLY,1,24.2,0,129,49.7,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,33,0,24,0,0,8,0
Keith Long Jr.,191840,FB,BUTLER,1,100.0,0,127,65.9,,64.9,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,0,0,8,7
Tyler Clark,189259,G,NC CENT,1,100.0,0,247,51.0,0.0,55.3,0,0,1,100.0,100.0,100.0,0,0,0,8,0,0,0,8,2,2,8,0,6,0
Liam Poronsky,188956,QB,DAYTON,1,57.1,0,150,77.9,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,14,0,5,0,0,8,0
Jordan Pachot,164809,QB,SO UTAH,4,53.3,0,298,52.4,,60.0,0,0,0,0.0,0.0,,1,0,0,8,0,0,0,15,0,7,0,0,8,0
Ashton Frye,163951,QB,GRAMBLING,3,38.1,0,177,46.7,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,21,0,10,0,0,8,0
Nate Bell,170673,QB,E WASHGTON,2,50.0,0,161,86.9,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,16,0,2,0,0,8,0
Duncan Sprengel,172177,G,STTHOM,1,100.0,0,1129,60.1,68.4,59.5,0,0,1,100.0,100.0,100.0,0,0,0,8,0,8,0,8,1,1,0,0,7,0
Trey Echols,171257,WR,MCNEESE,2,77.8,0,217,58.6,,61.3,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,9,0,2,0,0,7,0
Talon Betts,158951,HB,E WASHGTON,2,46.7,0,161,58.6,,44.5,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,15,0,1,0,0,7,0
Elijah Stevens,186061,G,ALAB A&M,1,100.0,0,104,60.3,70.9,59.6,0,0,1,100.0,100.0,100.0,0,0,0,7,0,0,0,7,2,2,7,0,5,0
James Mallory,148079,WR,INDIANA ST,2,87.5,0,191,58.9,,58.8,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,0
Trevor Jaks,150291,T,PRVIEW A&M,2,100.0,0,270,57.7,67.3,56.6,0,0,1,100.0,100.0,100.0,0,0,0,7,0,0,6,7,1,1,0,0,6,1
Alex Gevaudan,186621,QB,MERCYHURST,2,53.8,0,977,67.3,,60.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,13,0,6,0,0,7,0
Ludvig Burell,142368,T,STNY BROOK,1,100.0,0,303,68.2,,67.9,0,0,0,,,,0,0,0,7,0,0,7,7,0,0,0,0,7,0
Aaron Fields,178107,WR,STHLSK,2,29.2,0,1470,46.6,,59.8,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,24,0,17,0,0,7,0
Liam Halligan,161836,G,BROWN,1,100.0,0,123,61.5,84.1,59.1,0,0,5,100.0,100.0,100.0,0,0,0,7,0,0,0,7,5,5,4,3,2,0
Jamar Kaho Jr.,197856,WR,ALCORN ST,1,77.8,0,107,55.3,,54.1,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,9,0,2,0,0,7,0
James Morrison,148841,TE,DARTMOUTH,1,100.0,0,148,56.6,,56.8,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,7
Jordan Richburg,173961,WR,HAMPTON,3,41.2,0,178,52.7,,81.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,17,0,10,0,0,7,0
Darius Neals,171827,G,TENN STATE,2,100.0,0,308,63.3,,62.9,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,7,0,7,0
Marcellus Honeycutt Jr.,170682,WR,E WASHGTON,2,77.8,0,161,56.2,,55.3,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,9,0,2,0,0,7,0
Derrick Brinton II,160414,WR,NC A&T,1,70.0,0,246,56.6,,60.3,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,10,0,3,0,0,7,0
Elijah Kennedy,160411,WR,NC A&T,2,87.5,0,246,67.4,,81.4,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,0
Niko Johnson,172753,WR,MCNEESE,2,100.0,0,217,60.6,,60.8,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,0
Sean Harmon,148859,TE,DARTMOUTH,2,100.0,0,148,49.7,,49.8,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,7
Jourden Hale-Frater,156884,C,TENN STATE,2,100.0,0,308,57.2,,56.8,0,0,0,,,,0,0,0,7,0,2,5,7,0,0,0,0,7,0
Watson Hafer,177139,TE,MO STATE,2,100.0,0,230,52.0,,51.8,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,6
Ross Pedro,155258,LS,S ILLINOIS,6,100.0,0,295,60.0,99.9,60.0,0,0,3,100.0,100.0,100.0,0,0,0,7,0,0,0,7,3,3,0,0,4,0
Tyrik Daniels,155849,ED,N ALABAMA,5,100.0,0,389,55.7,,48.5,0,0,0,,,,1,0,0,7,0,0,0,7,0,0,0,0,7,0
Nick Cairo,192517,T,MURRAY ST,1,100.0,0,236,73.7,,73.1,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,7,7,0
Skyler Jordan,150817,WR,DELWARE ST,2,87.5,0,152,90.6,,59.1,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,0
Nigel Brown,155872,DI,PRESBYTERN,4,87.5,0,271,57.3,,47.8,0,0,0,0.0,0.0,,2,0,0,7,0,0,0,8,0,1,0,0,7,0
Devin Queen,175829,WR,TENN MARTN,1,87.5,0,310,59.2,,61.4,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,0
Jahbari Kuykendall,175810,HB,ALABAMA ST,6,20.6,0,105,67.9,17.6,60.2,1,0,3,23.1,23.1,83.3,0,1,0,7,0,0,0,34,3,13,0,0,4,0
Zeke Lewis,149157,HB,E ILLINOIS,3,87.5,0,158,56.4,40.3,60.0,0,1,5,83.3,85.7,90.0,0,1,0,7,0,0,0,8,6,7,0,0,1,0
Travis Cedotal,186007,G,MCNEESE,1,100.0,0,217,60.9,67.3,60.4,0,0,0,,100.0,,0,0,0,7,0,7,0,7,1,1,0,0,6,0
Mike Fesili,162376,G,UC DAVIS,1,100.0,2,322,32.6,74.7,53.6,0,0,2,100.0,100.0,100.0,3,0,0,7,0,7,0,7,3,3,0,0,4,0
Joseph Lentine,174443,C,PRESBYTERN,1,100.0,0,271,64.8,68.0,64.3,0,0,1,100.0,100.0,100.0,0,0,0,7,7,0,0,7,1,1,0,0,6,0
Robert Porter,174445,DI,PRESBYTERN,4,87.5,0,271,64.8,,66.2,0,0,0,0.0,0.0,,1,0,0,7,0,0,0,8,0,1,0,0,7,0
Donovan Gibbs,159470,G,LIUSHAR,2,100.0,0,1298,59.9,14.5,61.5,0,0,1,100.0,100.0,0.0,0,1,1,7,0,3,0,7,1,1,4,0,6,0
Jalon Howard,160234,WR,FL A&M,3,41.2,0,164,55.9,,60.5,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,17,0,10,0,0,7,0
Justin Sokol,177328,C,SACR HEART,2,100.0,0,280,59.2,,59.1,0,0,0,,,,0,0,0,7,7,0,0,7,0,0,0,0,7,0
Michael Moore Jr.,186096,G,ALABAMA ST,2,100.0,0,105,43.6,,54.7,0,0,0,,,,1,0,0,7,3,4,0,7,0,0,0,0,7,0
Amaad Foston,151081,TE,HAMPTON,3,36.8,0,178,71.6,69.7,60.5,0,0,2,18.2,18.2,100.0,0,0,0,7,0,0,0,19,2,11,0,0,5,6
Luke MacPhail,123046,QB,UTAHTC,3,26.9,0,1285,35.4,,60.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,26,0,18,0,0,7,0
Cioni Kaeo-Cruz,188106,S,MERCYHURST,1,87.5,0,977,51.4,,53.2,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,8
Semaj Bolin,103549,WR,VALPO,5,35.0,0,332,57.1,,59.5,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,20,0,13,0,0,7,0
Logan Brabham,149647,QB,MARIST,7,24.1,0,213,32.2,,60.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,29,0,21,0,0,7,0
Caleb Riley,192292,C,FL A&M,1,100.0,0,164,58.6,72.9,57.7,0,0,3,100.0,100.0,100.0,0,0,0,7,0,0,0,7,3,3,7,0,4,0
Luke Moffitt,172929,WR,ABILENE CH,1,87.5,0,100,58.7,,59.7,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,0
Dequarious White,172913,C,JACKSON ST,1,100.0,0,194,61.1,,60.9,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,7,7,0
Kaedric Cobbs,123303,HB,BRYANT,9,12.3,0,124,60.9,78.7,59.6,0,0,3,7.3,9.1,100.0,1,0,0,7,0,0,0,57,4,44,0,0,3,0
Brailon Raymond,178000,WR,NICHOLLS,1,100.0,0,243,60.3,,60.1,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,0
Nate Forystek,162200,TE,N DAK ST,2,100.0,0,250,68.2,,67.2,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,7
Zach Richardson,148332,C,ELON,4,100.0,0,162,60.8,63.8,59.8,0,0,1,100.0,100.0,100.0,0,0,0,7,3,0,0,7,1,1,0,0,6,3
Brandon London,185745,TE,ST FRANCIS,2,100.0,0,299,57.0,,57.0,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,7
Brody Ogles,188079,T,W GEORGIA,1,100.0,0,1177,64.9,,64.5,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,7,7,0
Malachi Mitchell,188074,T,W GEORGIA,1,100.0,0,1177,70.0,,70.5,0,0,0,,,,0,0,0,7,0,0,7,7,0,0,0,0,7,0
Kendall Williams,170820,TE,E TENN ST,3,87.5,0,157,54.6,63.8,56.6,0,0,1,50.0,50.0,100.0,0,0,0,7,0,0,0,8,1,2,0,0,6,5
Dylan Poley,177927,HB,VA MILT IN,5,87.5,0,336,58.3,,57.8,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,0
Jordan Dees,188056,WR,W GEORGIA,4,41.2,0,1177,53.0,,57.8,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,17,0,10,0,0,7,0
Adam Watts,178262,WR,IDAHO ST,2,53.8,0,186,52.7,,59.8,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,13,0,6,0,0,7,0
Brandon Bittar,170864,C,MONMOUTH,1,100.0,0,231,46.9,,59.4,0,0,0,,,,1,0,0,7,0,0,7,7,0,0,0,0,7,0
Arturo Johnson Jr.,170878,TE,MONMOUTH,1,100.0,0,231,56.3,,54.6,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,2
Elijah Simley-Flores,188652,WR,UTAHTC,4,25.9,0,1285,52.9,,61.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,27,0,20,0,0,7,0
Ben Marler,150023,T,WOFFORD,1,100.0,0,350,49.6,36.6,50.3,0,0,2,100.0,100.0,100.0,0,0,0,7,0,1,4,7,2,2,0,0,5,2
Obinna Nwobodo,142400,DI,VILLANOVA,1,87.5,1,334,55.1,,56.0,0,0,0,0.0,0.0,,6,0,0,7,0,0,0,8,0,1,0,0,7,8
Cory Jackson Jr.,191520,CB,N COLORADO,1,77.8,0,253,57.9,,61.3,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,9,0,2,0,0,7,0
Griffin Barnard,188049,G,W GEORGIA,1,100.0,0,1177,53.3,,53.3,0,0,0,,,,0,0,0,7,0,7,0,7,0,0,0,0,7,0
Michael Betsy,159318,C,DARTMOUTH,1,100.0,0,148,53.8,,54.3,0,0,0,,,,0,0,0,7,7,0,0,7,0,0,0,0,7,0
Will Brown,177818,G,CHATTNOOGA,2,100.0,0,137,58.4,,58.2,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,7,0,7,0
Nigel Lanier,146940,WR,GRAMBLING,4,53.8,0,177,57.4,,60.2,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,13,0,6,0,0,7,0
Savion Hart,185636,HB,GEORGETOWN,4,10.3,0,172,75.0,75.1,59.7,0,0,5,26.3,23.8,100.0,1,0,0,7,0,0,0,68,5,21,0,0,2,0
Solomon Dunn,149875,WR,TENN STATE,2,100.0,0,308,60.4,,60.3,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,0
Gil Chapman,186033,WR,NICHOLLS,1,77.8,0,243,58.3,,61.0,0,0,0,,,,0,0,0,7,0,0,0,9,0,0,0,0,7,0
James Reinbold,159290,ED,CORNELL,6,87.5,0,147,60.3,67.7,60.2,0,0,1,50.0,50.0,100.0,0,0,0,7,0,0,0,8,1,2,0,0,6,0
Kanarius Johnson,196446,WR,MS VLY ST,3,58.3,0,228,54.5,,57.1,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,12,0,5,0,0,7,0
Jack Elgin,189121,WR,VALPO,1,87.5,0,332,58.4,,60.7,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,8,0,1,0,0,7,0
Matt Grossman,164610,G,STNY BROOK,1,100.0,1,303,51.7,,51.7,0,0,0,,,,1,0,0,7,0,7,0,7,0,0,0,0,7,0
Casey Case,130402,QB,STNY BROOK,2,87.5,0,303,61.2,,60.0,0,0,0,,,,0,0,0,7,0,0,0,8,0,0,0,0,7,0
Seo Buffington,189160,ED,BUCKNELL,1,100.0,0,125,50.7,66.0,50.2,0,0,1,100.0,100.0,100.0,0,0,0,7,0,0,0,7,2,2,0,0,5,7
Jonah Roberson,178185,WR,STF AUSTIN,1,100.0,0,301,60.8,,61.3,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,0
Tayvonne Miller,196844,HB,ALCORN ST,1,36.8,0,107,64.4,74.9,54.2,0,0,3,25.0,25.0,100.0,0,0,0,7,0,0,0,19,3,12,0,0,4,0
Ferdinand Nyivih,185534,T,MORGAN ST,4,63.6,0,235,71.7,,59.4,0,0,0,0.0,0.0,,0,0,0,7,0,0,1,11,0,4,0,0,7,5
Jacob Amburn,176965,TE,STNY BROOK,1,100.0,0,303,69.3,,69.0,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,0,0,7,6
Mathias Price,191528,HB,N COLORADO,3,38.9,0,253,59.7,,55.9,0,0,0,0.0,0.0,,1,0,0,7,0,0,0,18,0,4,0,0,7,0
Kofi Irving,185528,WR,MORGAN ST,1,77.8,0,235,56.7,,57.5,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,9,0,2,0,0,7,0
Tyler Brown,188929,HB,DAYTON,5,18.9,0,150,66.7,78.4,60.0,0,0,6,37.5,37.5,100.0,0,0,0,7,0,0,0,37,6,16,0,0,1,0
Eli Smith,160452,HB,VILLANOVA,3,35.0,0,334,70.7,78.4,60.0,0,0,5,62.5,60.0,100.0,0,0,0,7,0,0,0,20,6,10,0,0,1,0
Jamal Jeffers,177566,WR,E ILLINOIS,4,25.0,0,158,59.0,,61.3,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,28,0,21,0,0,7,0
Favour Awodoyin,192611,T,STF AUSTIN,1,100.0,0,301,61.9,70.4,61.2,0,0,1,100.0,100.0,100.0,0,0,0,7,0,0,0,7,1,1,0,7,6,0
Will Ramey,161883,WR,CITADEL,3,77.8,0,139,58.7,,60.2,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,9,0,2,0,0,7,0
Mike Pappas,186663,TE,MERCYHURST,4,21.2,0,977,80.7,8.7,60.9,0,0,1,5.0,5.0,100.0,0,0,0,7,0,0,0,33,1,20,0,0,6,9
Jake Ciolino,166676,WR,MARIST,10,13.7,0,213,72.2,,61.1,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,51,0,44,0,0,7,0
Will Prince,171182,C,DARTMOUTH,1,100.0,0,148,52.8,,52.2,0,0,0,,,,0,0,0,7,0,0,7,7,0,0,0,0,7,0
Dom Nankil,182292,QB,SAN DIEGO,3,58.3,0,283,58.8,,60.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,12,0,2,0,0,7,0
Kyle Yeager,162334,C,SACR HEART,2,100.0,0,280,49.3,,49.4,0,0,0,,,,0,0,0,7,0,0,0,7,0,0,7,0,7,0
Kyron Cumby,101712,HB,TENN TECH,3,12.5,0,309,66.9,75.8,58.8,0,0,3,9.7,12.1,100.0,0,0,0,7,0,0,0,56,4,33,0,0,3,0
Austin Kim,186635,QB,MERCYHURST,4,53.8,0,977,47.0,,60.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,13,0,3,0,0,7,0
