player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Carter Cravens,150714,QB,MOREHEAD,9,43,3,1,24.2,15,0,-39,0,0,1,16,1.9,6,10,234,10,1,24.0,64.3,71.9,64.8,,49.7,57.5,60.1,20,1,0,0,1,229,101,14,0,29,0,62,95,2.21,1.4,0.0,10
Jordan Yates,97416,WR,TENN TECH,12,43,16,5,45.9,112,0,232,3,0,14,161,100.0,9,14,309,4,29,28.3,54.8,84.8,60.3,,54.8,57.8,53.4,40,0,93,14,144,124,12,2,21,55,4,244,168,3.91,5.7,0.65,5
Grayson Saunier,171185,QB,DARTMOUTH,10,43,13,4,38.3,95,0,203,0,0,9,103,67.7,12,20,148,2,13,49.0,83.8,82.2,73.3,,,79.6,60.0,32,0,0,0,0,130,45,6,0,37,8,248,120,2.79,5.8,,13
Kaleb Jackson,167198,QB,CHARLES SO,9,43,10,0,0.0,0,0,65,0,0,5,60,33.3,5,7,135,7,11,23.7,47.5,84.0,49.3,,,49.6,60.0,15,0,0,0,0,170,87,13,0,30,2,152,102,2.37,3.5,,15
Donny Austin,179705,HB,IDAHO ST,12,42,11,3,27.1,54,0,199,1,0,11,160,97.5,11,11,186,0,23,81.3,72.2,83.1,,83.2,44.5,73.9,58.4,22,0,31,1,56,82,0,0,3,43,0,199,160,3.81,4.7,0.55,10
Rodeo Graham Jr.,160117,HB,SE LA,12,42,2,3,60.6,123,0,203,0,1,2,163,26.5,4,8,294,0,21,81.2,61.2,79.6,,9.3,61.2,62.1,56.5,87,0,3,2,27,56,0,0,2,44,3,203,163,3.88,4.8,0.11,21
Luke Durkin,149464,QB,DAVIDSON,8,42,9,3,39.9,65,0,69,0,0,2,8,2.3,6,10,149,7,9,26.3,64.5,84.3,74.7,,84.2,46.5,60.0,32,0,6,1,2,243,94,16,1,27,2,163,47,1.12,3.9,3.0,12
Delvecchio Powell II,142575,HB,ROB MORRIS,12,42,16,1,15.9,31,0,195,0,4,16,137,116.5,5,5,277,1,19,59.4,65.7,82.6,,36.5,67.2,64.2,72.0,31,0,105,14,109,77,0,0,18,56,2,195,137,3.26,4.6,0.96,23
Tyler Riddell,102355,QB,GARD-WEBB,12,42,2,0,0.0,0,0,30,0,0,0,15,0.0,8,11,171,6,7,50.0,68.0,43.8,71.8,62.2,,47.8,60.7,14,7,0,0,0,349,138,21,0,21,0,168,52,1.24,4.0,,7
Griffin Caldwell,161295,HB,BUTLER,10,42,6,6,45.5,152,0,334,1,0,6,147,44.7,14,18,127,1,1,64.5,77.4,83.1,,82.7,41.0,82.4,63.1,38,0,14,5,24,103,0,0,6,47,5,334,147,3.5,8.0,0.58,41
Taron Dickens,177946,QB,W CAROLINA,7,41,10,0,0.0,0,0,35,0,0,5,33,45.8,4,7,344,6,11,25.8,75.0,34.4,81.9,,57.8,50.1,60.1,19,4,7,2,1,130,130,23,3,20,2,165,98,2.39,4.0,7.0,4
Markiel Cockrell,192736,HB,BRYANT,9,41,8,3,51.3,118,0,230,2,2,8,85,41.5,4,9,124,1,18,58.0,65.7,79.8,,62.5,53.7,69.3,59.2,75,0,88,9,69,46,0,0,12,50,2,230,85,2.07,5.6,1.28,23
Victor Gabalis,131932,QB,TARLETON,12,41,3,0,0.0,0,0,-7,0,0,0,12,0.0,1,6,401,3,3,56.4,87.9,89.0,88.9,,,53.9,60.0,20,1,0,0,0,405,99,19,0,22,1,92,87,2.12,2.2,,5
Jordon Davis,182683,QB,TEXAS STHN,6,41,11,1,6.3,15,0,103,0,0,2,61,22.1,9,12,313,1,6,76.7,68.3,37.5,56.1,,54.3,75.6,60.0,18,5,-20,1,1,123,136,18,1,24,1,239,136,3.32,5.8,-20.0,10
Seth Morgan,103954,QB,NEW HAMP,12,41,7,0,0.0,0,0,5,0,0,3,17,6.5,4,9,240,3,9,61.0,65.9,79.9,63.4,,54.3,67.1,60.1,36,1,0,0,1,294,127,13,0,28,2,132,83,2.02,3.2,0.0,4
Johnny Crawford III,161862,HB,CITADEL,12,41,4,3,40.1,83,0,207,0,3,4,162,60.1,5,8,139,2,13,29.8,56.1,79.8,,28.3,71.3,54.4,63.1,43,0,55,5,33,79,0,0,6,46,3,207,162,3.95,5.0,1.67,26
JoJo Crump,192226,QB,VA MILT IN,11,41,6,3,36.6,86,0,163,0,0,3,65,19.0,8,9,336,2,16,41.5,59.0,81.5,48.4,,,66.8,60.8,54,0,0,0,0,97,72,9,0,32,1,235,81,1.98,5.7,,12
Brendan Cassamajor,149290,HB,COLGATE,12,41,11,1,10.5,16,0,153,1,0,11,75,46.8,4,19,142,1,37,54.3,74.8,81.1,61.0,55.4,47.8,76.5,68.1,16,0,6,2,29,94,0,0,3,43,4,153,75,1.83,3.7,0.21,4
Kareem Keye,197767,QB,ALABAMA ST,8,41,6,0,0.0,0,0,5,0,0,1,20,3.5,7,12,105,7,2,26.4,46.1,85.6,48.7,,,45.9,60.2,22,3,0,0,0,233,119,17,0,24,2,124,67,1.63,3.0,,7
Sammy Malignaggi,138458,HB,CAMPBELL,9,41,4,0,0.0,0,0,138,1,2,4,84,25.6,1,4,131,0,11,81.0,62.4,78.9,,33.7,61.2,62.9,62.0,13,0,45,7,37,57,0,0,8,48,0,138,84,2.05,3.4,1.22,30
Julius Davis,101649,HB,MONTANA ST,4,40,5,2,14.5,33,0,227,0,0,5,130,40.6,9,14,233,0,2,80.9,88.3,76.7,,76.6,54.6,84.8,58.3,18,0,0,0,6,50,0,0,0,40,3,227,130,3.25,5.7,0.0,37
Keali'i Ah Yat,178141,QB,MONTANA,11,40,9,2,16.8,49,0,146,0,0,4,64,58.0,10,23,232,4,8,57.5,71.7,70.8,62.3,,54.3,83.3,60.1,32,2,0,0,1,168,145,19,0,21,7,291,160,4.0,7.3,0.0,6
Torrance Farmer,163458,HB,W ILLINOIS,7,40,2,1,12.2,15,0,123,0,2,2,81,16.9,3,9,345,0,14,80.8,67.6,80.3,,57.3,74.9,65.4,58.7,15,0,82,8,57,47,0,0,10,48,3,123,81,2.03,3.1,1.44,25
Anthony Chiccitt,141376,QB,ROB MORRIS,11,40,8,1,10.2,19,0,55,0,0,2,44,30.4,7,10,277,5,1,63.7,75.5,57.7,74.6,,52.8,65.3,60.2,20,6,0,0,4,279,132,23,0,17,2,187,112,2.8,4.7,0.0,2
Quaterius Hawkins,160211,QB,NWSTATE,10,40,3,1,22.2,18,0,64,0,0,3,53,11.6,1,0,257,2,28,47.6,57.6,52.8,65.3,,59.9,49.9,60.0,18,1,0,0,1,98,17,3,0,37,0,81,59,1.48,2.0,0.0,6
Matthew Downing,82120,QB,ELON,11,40,8,0,0.0,0,0,16,0,0,0,3,0.0,4,11,162,2,1,69.1,85.6,87.2,87.0,62.2,,57.2,60.3,21,0,0,0,0,265,143,26,0,14,3,159,80,2.0,4.0,,0
Malik Frederick,148875,HB,HARVARD,9,40,4,3,34.3,60,0,175,0,0,4,110,26.8,5,12,179,0,14,81.1,65.2,78.2,,58.6,55.0,65.3,64.8,25,0,3,1,25,56,0,0,1,41,1,175,110,2.75,4.4,0.12,26
Christopher Watkins,149658,HB,TOWSON,12,39,3,2,39.4,74,0,188,1,3,3,80,20.9,3,6,317,2,6,36.1,61.9,81.6,,45.7,64.2,61.9,57.5,39,0,107,20,95,54,0,0,23,59,2,188,80,2.05,4.8,1.13,29
Pat McQuaide,145792,QB,NICHOLLS,12,39,5,1,12.1,17,0,1,0,0,1,1,0.9,6,8,243,6,3,71.2,62.9,80.6,64.0,,,49.6,60.4,17,3,-16,1,0,322,139,29,1,11,2,140,55,1.41,3.6,,3
Patrick Boyd Jr.,177941,HB,W CAROLINA,5,39,10,3,41.1,83,0,202,0,0,10,148,82.5,7,9,344,0,9,80.7,68.5,78.3,,32.1,65.7,69.9,59.7,40,0,37,7,46,41,0,0,9,46,1,202,148,3.79,5.2,0.8,30
Tyrell Coard,172675,HB,MERCER,13,39,5,1,18.3,28,0,153,1,3,5,87,33.0,3,8,219,0,16,80.7,70.7,81.2,,46.4,75.1,71.1,54.4,28,0,167,15,91,53,0,0,17,54,1,153,87,2.23,3.9,1.84,22
Alex Jreige,172284,HB,ALBANY,3,39,4,2,39.3,77,0,196,0,1,4,84,25.6,5,8,106,0,18,80.8,65.7,80.3,,47.6,56.9,69.0,58.1,53,0,11,3,50,44,0,0,3,42,1,196,84,2.15,5.0,0.22,21
Matt Machalik,192072,QB,LEHIGH,13,39,8,3,30.3,64,0,211,0,0,8,119,62.6,7,14,205,0,31,80.7,78.4,77.5,28.6,,58.9,78.6,60.6,24,0,0,0,1,61,0,0,0,39,3,211,119,3.05,5.4,0.0,8
Keilon Elder,83673,HB,GRAMBLING,11,39,12,3,28.6,58,0,203,0,0,12,136,102.1,6,10,177,1,6,56.3,71.7,77.7,,31.2,40.2,71.1,84.4,22,0,5,2,16,59,0,0,2,41,3,203,136,3.49,5.2,0.31,32
Robert Tucker III,148792,HB,CORNELL,10,39,9,3,43.0,133,0,309,0,2,9,126,74.0,8,17,147,0,21,80.6,76.7,80.6,60.6,13.3,76.0,83.9,55.6,74,0,71,9,62,67,0,0,10,48,2,309,126,3.23,7.9,1.15,16
Brandon Rogers,150819,HB,ALCORN ST,11,38,1,1,18.6,22,0,118,0,0,1,89,5.4,1,3,107,0,12,80.5,65.2,79.5,,78.1,67.8,62.7,57.9,22,0,16,5,41,49,0,0,7,43,0,118,89,2.34,3.1,0.39,26
Ja'briel Mace,170926,HB,VILLANOVA,14,38,7,5,53.3,98,0,179,0,2,7,95,45.0,7,9,334,0,18,81.5,71.9,81.5,,87.5,71.8,71.5,51.7,24,0,131,12,80,78,0,0,16,50,1,184,95,2.5,4.8,1.64,17
Jordan Fisher,176847,HB,UC DAVIS,8,38,5,2,21.6,41,0,190,0,0,5,101,31.6,4,13,322,0,23,80.8,77.2,79.5,,51.6,69.8,76.5,59.4,21,0,18,4,40,45,0,0,5,42,1,190,101,2.66,5.0,0.45,14
Brandon Boria,176969,HB,STNY BROOK,7,38,3,1,14.5,20,0,138,0,0,3,99,19.5,1,9,303,0,4,80.6,64.3,80.0,,85.6,54.0,64.2,76.4,20,0,13,2,36,42,0,0,3,40,1,138,99,2.61,3.6,0.36,34
Quincy Casey,104763,QB,W GEORGIA,8,38,5,2,15.1,33,0,128,0,0,0,53,0.0,9,13,1177,2,16,42.9,62.8,82.8,65.9,,54.3,53.3,60.3,20,1,0,0,1,80,90,13,0,25,3,218,101,2.66,5.7,0.0,2
Jarrett Guest,97997,QB,BRYANT,9,38,8,0,0.0,0,1,29,0,0,3,14,14.5,8,13,124,3,4,63.3,75.9,74.9,73.9,54.3,50.0,67.5,60.1,18,2,0,0,2,165,161,21,0,17,0,190,83,2.18,5.0,0.0,9
Kyle Wickersham,148418,QB,RICHMOND,3,37,5,2,19.2,35,0,135,0,0,5,92,54.7,4,13,276,3,14,41.8,73.8,53.3,66.5,62.2,,72.2,60.0,20,1,0,0,0,96,47,8,0,29,2,182,114,3.08,4.9,,1
Cornelious Brown IV,98356,QB,ALAB A&M,11,37,5,2,36.4,84,0,170,0,0,3,74,28.3,5,10,104,5,6,60.5,72.2,72.8,72.1,,,60.5,60.1,46,1,0,0,0,195,61,9,0,28,1,231,101,2.73,6.2,,9
Michael Wortham,170696,QB,E WASHGTON,12,37,11,5,60.9,204,0,335,0,1,11,175,95.6,7,15,161,2,26,28.0,78.5,82.5,80.1,,78.6,71.4,60.5,75,0,209,25,57,50,0,1,26,61,5,335,177,4.78,9.1,3.67,5
Udechukwu Enyeribe,172022,HB,GEORGETOWN,11,37,3,1,25.0,24,0,96,0,0,3,55,11.7,1,3,172,0,12,81.7,58.1,78.4,,61.4,51.7,59.4,58.3,24,0,12,1,42,44,0,0,6,38,1,96,55,1.49,2.6,0.29,25
Anthony Williams Jr.,101651,WR,ALCORN ST,10,37,10,3,36.9,66,0,179,0,2,10,137,98.7,4,7,107,0,17,80.6,65.1,83.2,,59.6,57.0,71.9,48.3,29,1,20,8,93,75,0,0,10,45,2,179,137,3.7,4.8,0.22,19
Quincy Watson,105592,HB,DELAWARE,9,37,4,2,19.0,32,0,168,0,0,4,103,30.1,6,13,151,0,11,80.4,70.2,79.6,,74.5,49.6,71.7,64.0,17,0,0,0,31,66,0,0,0,37,4,168,103,2.78,4.5,0.0,26
Kenyon Sims,83679,HB,SAN DIEGO,9,37,2,2,27.9,50,0,179,2,2,2,78,19.2,4,6,283,0,2,81.0,66.1,80.6,,57.4,52.0,70.8,58.8,31,0,91,7,55,44,0,0,10,44,0,179,78,2.11,4.8,1.65,35
Saeed St. Fleur,173622,HB,DELAWARE,9,37,9,2,20.5,40,0,195,0,2,9,117,84.8,10,11,151,1,10,53.3,75.9,78.2,,79.0,64.7,76.3,59.8,25,0,18,4,43,40,0,0,5,41,2,195,117,3.16,5.3,0.42,27
Dean DeNobile,159740,QB,LAFAYETTE,12,37,11,0,0.0,0,1,42,0,0,6,28,29.2,2,11,203,4,4,59.1,70.6,71.0,71.6,,44.7,54.4,60.0,19,4,0,0,3,336,72,13,0,24,2,114,79,2.14,3.1,0.0,5
Ershod Jasey II,161322,HB,BUTLER,8,37,9,1,14.2,25,0,176,0,0,9,139,84.5,7,10,127,1,5,51.9,71.2,80.9,,72.5,41.7,76.1,51.6,25,0,31,3,26,55,0,0,4,40,1,176,139,3.76,4.8,1.19,32
Da'Veon Ford,169019,HB,TEXAS STHN,9,37,6,0,0.0,0,0,93,1,1,6,86,35.4,0,1,313,2,8,54.0,57.9,6.7,,52.0,44.2,63.9,54.4,7,1,61,9,72,53,0,0,10,46,0,93,86,2.32,2.5,0.85,26
Blake Ellingson,149550,QB,DRAKE,11,37,12,3,46.1,82,0,163,0,0,10,109,89.0,4,10,153,1,18,78.8,63.0,77.0,47.6,,,67.3,60.0,41,0,0,0,0,44,15,2,0,35,3,178,121,3.27,4.8,,17
Luca Stanzani,159449,QB,LIUSHAR,11,36,6,3,23.8,56,0,91,0,0,2,17,17.3,8,12,1298,3,4,38.8,57.4,64.8,58.2,,57.5,56.8,60.1,28,1,0,0,2,101,144,22,1,14,4,235,138,3.83,6.5,0.0,6
Shakhi Carson,145783,HB,STNY BROOK,11,36,3,1,14.8,16,0,108,0,3,3,67,21.9,1,6,303,1,12,56.7,70.2,0.0,,54.1,83.6,66.2,58.2,16,1,101,15,48,44,0,0,15,51,0,108,67,1.86,3.0,2.1,22
Matt Colombo,131822,HB,SAN DIEGO,3,36,9,1,17.3,26,0,150,0,0,9,121,72.0,4,8,283,1,4,52.4,63.1,80.4,,50.8,44.1,68.2,58.6,26,0,37,6,52,40,0,0,6,42,0,150,121,3.36,4.2,0.71,32
Malae Fonoti,192496,HB,MONTANA,3,36,13,2,19.2,45,0,234,0,2,13,125,133.5,9,14,232,0,19,80.2,90.3,78.5,,54.7,70.6,89.6,59.3,24,0,19,3,24,42,0,0,4,39,1,234,125,3.47,6.5,0.79,17
Matthew Schecklman,159420,QB,N IOWA,9,36,4,3,43.3,78,0,145,0,0,3,76,25.3,4,7,255,5,11,36.3,75.8,84.4,74.9,,57.0,63.5,60.0,36,0,0,0,0,149,35,6,0,30,0,180,94,2.61,5.0,,8
Danny Lauter,162145,QB,GEORGETOWN,10,35,1,1,18.3,15,0,49,0,0,1,25,4.3,2,3,172,4,7,61.3,59.1,77.0,61.8,,,45.1,60.1,15,1,0,0,0,278,33,11,0,24,0,82,41,1.17,2.3,,10
Kamden Sixkiller,133096,QB,MCNEESE,9,35,8,1,8.3,18,0,72,0,0,3,44,45.7,11,11,217,4,8,44.3,53.7,68.7,52.9,,,57.6,60.0,24,1,0,0,0,160,145,18,0,17,1,217,140,4.0,6.2,,2
Daniel Richardson,97103,QB,FL A&M,12,35,4,1,14.2,17,0,32,0,0,2,29,16.1,5,9,164,8,3,36.6,80.8,88.4,82.4,62.2,57.6,49.1,60.0,17,4,0,0,1,296,88,16,1,19,0,120,88,2.51,3.4,0.0,5
Aidan Dunne,148181,QB,N IOWA,8,35,2,1,29.0,36,0,89,0,0,1,77,8.6,4,7,255,2,14,78.1,70.7,84.5,67.2,,,67.4,60.1,36,0,0,0,0,192,35,5,0,30,1,124,93,2.66,3.5,,8
Vann Schield,157212,HB,N COLORADO,8,35,1,1,40.0,58,0,145,0,1,1,120,18.0,1,3,253,0,23,80.0,57.0,79.1,,36.5,58.3,60.4,45.0,58,0,19,3,36,63,0,0,4,38,1,145,120,3.43,4.1,0.53,12
Michael Cadden,189163,HB,BUCKNELL,11,35,7,4,50.0,83,0,166,1,0,7,102,52.3,5,9,125,0,19,80.7,64.3,79.0,,20.4,52.3,70.1,59.3,32,0,22,4,52,38,0,0,5,39,1,166,102,2.91,4.7,0.42,16
Rob McCoy,108989,QB,CHARLES SO,8,35,14,3,67.9,55,0,36,0,0,10,76,104.3,6,8,135,8,9,18.4,47.3,49.9,52.9,,,43.9,60.0,20,4,0,0,0,183,45,8,0,27,0,81,100,2.86,2.3,,12
Jalynn Williams,76606,HB,W CAROLINA,7,35,11,1,16.0,17,0,106,2,3,11,108,113.7,2,16,344,0,6,80.2,73.0,0.0,,53.6,38.0,79.8,59.0,17,1,15,3,31,44,0,0,5,38,10,106,108,3.09,3.0,0.48,29
Adrian Mejia,159496,QB,ST FRANCIS,8,35,4,2,27.9,34,0,58,0,0,2,17,6.4,6,7,299,4,15,40.5,51.7,81.0,54.1,,57.4,53.1,60.4,18,1,0,0,2,72,64,12,0,23,0,122,66,1.89,3.5,0.0,2
Keyondray Jones-Logan,174454,WR,S DAKOTA,14,35,5,4,37.6,92,0,245,1,5,5,85,43.4,9,11,291,0,6,81.1,73.6,81.9,,71.8,65.3,77.1,57.6,35,0,89,21,72,70,0,0,23,56,2,245,85,2.43,7.0,1.24,21
Tahj Smith,173837,QB,MORGAN ST,6,35,9,0,0.0,0,0,7,0,0,3,23,22.5,8,12,235,5,4,25.1,58.7,66.9,57.1,,84.9,58.2,60.0,28,1,9,1,2,159,186,18,1,18,1,193,103,2.94,5.5,4.5,7
Gavin Rutherford,178188,QB,STF AUSTIN,9,35,5,2,26.9,46,0,85,0,0,2,31,14.1,7,12,301,5,15,28.8,62.5,83.7,61.6,62.2,60.0,59.5,60.1,25,0,0,0,1,142,86,14,0,21,3,171,63,1.8,4.9,0.0,1
Amari Odom,178686,QB,WOFFORD,8,34,7,0,0.0,0,0,12,0,0,2,28,11.6,4,5,350,11,1,23.0,68.1,72.6,70.0,,,51.2,60.0,16,1,0,0,0,185,89,12,0,22,0,101,86,2.53,3.0,,10
Grant Sergent,108937,QB,SAN DIEGO,11,34,5,0,0.0,0,0,-29,0,0,0,2,0.0,3,4,283,7,0,44.6,82.7,70.2,85.7,,79.1,41.9,60.3,13,5,46,1,3,305,107,20,1,15,0,78,64,1.88,2.3,15.33,3
Justin Montgomery,193413,HB,PRESBYTERN,8,34,4,2,40.0,36,0,90,0,1,4,54,22.7,2,9,271,0,30,80.0,69.0,78.6,,77.8,58.3,67.0,68.3,19,0,2,1,12,38,0,0,2,35,3,90,54,1.59,2.6,0.17,4
Griffin Johnson,171121,HB,COLUMBIA,9,33,6,2,20.0,33,0,165,0,0,6,115,58.1,5,10,145,0,22,79.7,74.1,77.5,,56.0,69.9,72.8,66.9,17,0,36,3,27,51,0,0,7,36,1,165,115,3.48,5.0,1.33,11
Miles Hastings,103943,QB,UC DAVIS,14,33,2,0,0.0,0,0,-10,0,0,0,4,0.0,0,4,322,3,3,76.0,87.9,76.7,87.4,62.2,45.3,59.5,61.3,8,4,0,0,7,414,34,10,0,23,1,24,24,0.73,0.7,0.0,4
DJ Williams,138061,QB,S ILLINOIS,3,33,13,1,13.6,38,0,160,0,0,9,98,141.1,10,13,295,0,13,77.0,87.2,81.1,72.9,,,88.0,60.0,38,0,0,0,0,84,119,8,0,25,4,279,149,4.52,8.5,,5
Justice Jackson,141526,HB,IDAHO ST,12,33,10,0,0.0,0,0,171,0,2,10,109,104.3,4,12,186,0,15,80.1,74.0,79.1,,84.3,60.5,75.6,49.5,13,0,12,5,41,43,0,0,6,38,1,171,109,3.3,5.2,0.29,16
Khamran Laborn,145682,HB,E TENN ST,11,33,13,5,57.4,136,0,237,0,2,13,157,174.1,9,13,157,1,14,58.5,75.1,80.3,,80.5,67.5,74.5,58.5,40,0,48,8,26,65,0,0,9,41,3,237,157,4.76,7.2,1.85,18
Corey Reddick,159942,HB,W CAROLINA,6,33,9,2,27.5,39,0,142,1,2,9,105,77.8,4,7,344,0,8,79.8,66.6,78.5,,21.7,64.9,70.3,42.7,20,0,115,12,59,37,0,0,19,45,0,142,105,3.18,4.3,1.95,25
Qwentin Brown,161828,HB,BROWN,8,33,1,0,0.0,0,0,73,0,2,1,48,11.8,2,18,123,0,23,79.7,72.0,80.7,,80.0,63.9,73.3,42.2,11,0,50,4,43,41,0,0,5,37,9,73,48,1.45,2.2,1.16,10
Ezra Moleni,170777,HB,SACRAMENTO,9,33,7,2,23.5,40,0,170,1,1,7,106,67.6,4,12,279,0,14,79.7,72.7,80.9,,68.3,61.5,76.2,51.8,25,0,47,5,43,64,0,0,7,38,2,170,106,3.21,5.2,1.09,19
Deljay Bailey,172505,QB,GRAMBLING,7,33,6,0,0.0,0,0,46,0,0,3,33,15.8,5,7,177,1,2,76.6,57.6,82.2,54.2,,,61.0,60.0,20,1,0,0,0,137,55,8,0,25,2,101,87,2.64,3.1,,15
Latrelle Murrell,186555,HB,W GEORGIA,10,33,9,3,52.7,118,0,224,1,2,9,171,142.5,6,11,1177,0,11,79.6,69.5,79.8,,60.4,52.9,76.0,56.8,68,0,49,7,56,46,0,0,9,40,3,224,171,5.18,6.8,0.88,22
Daniel Coles,196872,HB,NC A&T,8,33,1,1,15.7,16,0,102,0,1,1,87,12.9,1,3,246,1,14,53.2,58.0,78.2,,27.5,70.3,54.7,58.7,16,0,62,8,47,40,0,0,9,41,0,102,87,2.64,3.1,1.32,19
Danny Green Jr.,197034,HB,TEXAS STHN,4,33,9,3,32.3,52,0,161,0,1,9,107,95.4,4,9,313,0,6,79.8,68.6,77.3,,23.6,60.2,70.9,58.3,22,0,13,1,26,46,0,0,3,34,2,161,107,3.24,4.9,0.5,27
Jake Curry,185583,QB,S ILLINOIS,7,32,5,5,43.0,98,0,153,0,0,1,48,14.8,12,13,295,1,2,54.0,53.8,83.8,54.0,,56.7,55.2,60.1,24,0,0,0,1,120,75,14,0,18,3,228,89,2.78,7.1,0.0,6
Malachi Marshall,191694,QB,STNY BROOK,6,32,4,1,16.5,15,0,36,0,0,1,30,7.5,2,6,303,4,1,37.4,46.7,68.0,49.2,,,47.3,60.0,15,2,0,0,0,190,55,12,0,20,0,91,66,2.06,2.8,,13
Aaron Maione,149470,WR,DAVIDSON,9,32,9,3,35.8,59,0,165,1,9,9,70,75.7,8,11,149,2,5,52.2,65.4,86.3,90.5,68.1,71.2,50.2,58.5,20,0,248,20,124,367,0,0,28,52,0,165,70,2.19,5.2,2.0,17
Landen Chambers,170530,HB,CENT ARK,8,32,2,0,0.0,0,0,176,1,0,2,105,18.2,6,13,132,0,16,79.4,76.4,78.5,,79.1,54.4,78.7,58.8,14,0,43,4,30,42,0,0,5,36,1,176,105,3.28,5.5,1.43,16
Tyler Smith,165434,HB,SCAR STATE,9,32,10,4,68.1,143,0,210,0,0,10,158,141.1,5,8,290,0,16,79.6,64.1,80.0,,29.3,53.7,69.7,57.9,86,0,14,3,58,53,0,0,5,35,1,210,158,4.94,6.6,0.24,13
Chase Artopoeus,100577,QB,CHATTNOOGA,9,31,5,2,27.0,40,0,33,0,0,2,24,21.3,5,13,137,1,7,62.2,77.5,54.1,74.6,62.2,,72.1,60.0,32,3,0,0,0,290,115,16,0,15,6,148,73,2.35,4.8,,1
Jamir Barnes,142939,HB,MONMOUTH,3,31,2,2,43.1,90,0,209,0,0,2,149,31.0,3,10,231,1,8,45.8,74.1,74.8,,,58.8,71.6,60.0,48,0,0,0,2,34,0,0,0,31,0,209,149,4.81,6.7,0.0,23
Whitt Newbauer,188566,QB,MERCER,9,31,4,0,0.0,0,0,-3,0,0,0,8,0.0,6,7,219,2,1,55.6,75.5,71.9,73.1,,60.0,68.1,60.3,37,2,0,0,1,226,149,17,0,14,2,146,70,2.26,4.7,0.0,3
Cayden Betts,178856,HB,MS VLY ST,12,31,4,2,25.8,32,0,124,0,0,4,107,43.1,5,8,228,0,6,79.5,71.0,80.7,,77.6,58.4,70.9,59.8,17,0,10,1,25,66,0,0,1,32,0,124,107,3.45,4.0,0.4,24
Tavarious Griffin,150829,TE,ALCORN ST,12,31,7,2,39.6,86,0,217,7,16,7,189,194.8,6,16,107,1,30,60.5,62.7,74.6,,53.2,57.4,78.7,55.1,64,3,372,41,302,325,0,0,64,72,6,217,189,6.1,7.0,1.23,1
Dareion Murphy,167653,HB,PRINCETON,5,31,2,1,18.5,22,0,119,0,0,2,66,13.3,2,5,272,0,12,79.3,63.6,79.9,,44.4,51.6,67.3,72.4,22,0,12,1,58,39,0,0,3,32,2,119,66,2.13,3.8,0.21,19
Camren Stewart,189212,HB,ALCORN ST,7,31,4,1,15.3,15,0,98,0,0,4,60,25.0,2,3,107,0,9,79.5,60.5,77.1,,77.1,51.5,62.8,47.6,15,0,0,0,20,44,0,0,2,31,0,98,60,1.94,3.2,0.0,21
Lance Jackson,105590,HB,CHATTNOOGA,6,31,4,0,0.0,0,0,79,0,0,4,77,31.0,0,5,137,0,13,79.3,61.8,79.9,,82.3,62.4,61.1,49.4,7,0,20,1,16,46,0,0,2,32,0,79,77,2.48,2.5,1.25,18
Cutter Stewart,174531,QB,HOUCHR,10,31,6,1,17.0,17,0,90,0,0,5,59,40.5,3,7,183,4,8,44.0,49.8,85.0,47.5,,,59.6,60.1,17,1,0,0,0,193,10,4,0,27,2,100,66,2.13,3.2,,9
Trey Hedden,185848,QB,FURMAN,10,31,0,0,0.0,0,0,39,0,0,0,39,0.0,3,6,170,10,5,27.0,64.0,74.5,66.3,,54.3,47.3,60.0,13,4,0,0,1,240,11,3,0,28,1,50,43,1.39,1.6,0.0,13
C'zavian Teasett,178078,QB,SOUTHERN U,9,31,3,0,0.0,0,0,82,0,0,1,45,13.9,9,9,297,5,4,28.6,54.9,83.5,50.0,,,65.2,60.0,36,0,0,0,0,136,139,13,0,18,1,221,89,2.87,7.1,,6
Jack Wagner,175111,QB,IDAHO,11,31,1,0,0.0,0,0,-2,0,0,0,17,0.0,2,4,185,0,6,77.2,75.0,71.8,78.2,,56.7,52.8,60.6,11,1,0,0,1,214,54,12,0,19,0,52,30,0.97,1.7,0.0,3
Jamal Bing Jr.,177473,HB,PENN,8,31,3,1,20.5,27,0,132,0,0,3,52,15.7,3,9,267,1,12,46.3,62.2,79.1,,41.1,52.1,64.8,67.3,27,0,4,1,37,41,0,0,3,32,1,132,52,1.68,4.3,0.11,19
Aaron Crossley,185686,HB,LEHIGH,10,30,4,3,66.8,139,0,208,0,0,4,83,35.7,4,4,205,0,11,79.3,62.3,0.0,,67.5,59.8,63.6,58.5,84,1,9,1,9,39,0,0,1,31,1,208,83,2.77,6.9,1.0,19
