player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kameron Reddic,192633,S,STF AUSTIN,14,7,0,55.0,0,1,301,0,0,64.6,68.0,86.3,65.4,72.3,63.4,1,5,0,1,28,18.6,8,3,1,73.8,11,1,0,110,5,321,541,13,0,0,13,0,320,528,12,208,93,8,28,4,20,7,1,144,56,13.1
Chance Sautter,192634,S,STF AUSTIN,10,3,0,75.0,0,2,301,0,0,65.7,67.6,80.4,60.0,69.1,68.4,0,0,0,0,31,11.1,2,0,0,156.3,3,0,0,20,1,59,112,4,0,0,4,0,65,108,1,52,21,7,13,1,4,0,2,50,26,16.7
Michael Woods,192643,LB,STF AUSTIN,13,6,0,55.6,0,2,301,1,1,74.3,75.5,77.7,65.6,73.4,79.4,1,4,0,0,39,4.5,1,0,0,126.2,5,0,0,154,1,100,191,8,0,0,8,0,0,183,12,79,27,10,15,2,9,5,1,88,54,17.6
Donovan Aidoo,192644,S,WEBER ST,3,2,0,,0,0,342,0,0,54.6,59.5,71.2,,65.4,47.6,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,4,0,6,16,0,0,0,0,0,10,16,0,10,2,0,1,0,0,0,0,0,0,
Daniel Asisi,192645,ED,WEBER ST,6,1,0,100.0,0,0,342,0,0,51.8,47.9,76.9,55.6,50.8,30.0,0,0,0,0,19,33.3,1,0,0,118.8,1,0,0,6,0,4,28,18,0,1,16,1,0,10,11,13,3,0,1,0,1,0,0,19,2,19.0
Tamal Johnson,192655,CB,WEBER ST,3,0,0,100.0,0,0,342,0,0,35.4,33.1,79.8,46.8,48.4,21.7,0,1,0,0,27,80.0,4,0,0,118.8,4,0,0,0,1,13,33,0,0,0,0,0,0,33,2,18,32,0,1,0,4,1,0,73,47,18.3
Kevin Johnson,192656,DI,WEBER ST,12,1,0,,0,0,342,0,0,,57.6,83.0,61.5,53.6,36.9,1,5,0,0,,30.0,3,0,0,0.0,0,1,0,1,0,0,280,279,52,214,1,12,0,1,144,136,0,3,6,1,0,7,0,0,0,
Aizik Mahuka,192660,LB,WEBER ST,12,4,0,42.9,0,2,342,0,0,62.0,55.3,85.3,54.1,51.8,28.3,2,4,0,0,30,32.1,9,1,0,69.9,3,1,0,194,2,98,332,110,0,1,109,0,1,222,46,188,25,9,15,2,7,7,0,54,32,18.0
Braylon Parker,192665,CB,WEBER ST,1,0,0,,0,0,342,0,0,63.6,64.2,71.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,
Carson Finney,192680,CB,ABILENE CH,1,0,0,,0,0,100,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jailyn Gibbs,192682,LB,ABILENE CH,6,0,0,100.0,0,0,100,0,0,53.1,45.8,74.9,57.5,48.4,,0,0,0,0,24,,0,0,0,118.8,1,0,0,16,0,10,23,6,0,0,6,0,0,17,2,11,1,0,0,0,1,0,0,24,26,24.0
Micho Lavine,192686,LB,ABILENE CH,1,0,0,,0,0,100,0,0,60.6,61.7,65.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,
Gabe White,192694,CB,BETH COOK,11,5,0,42.4,0,0,119,0,0,85.1,82.7,83.5,57.5,62.5,66.4,0,0,0,2,44,9.7,3,6,1,53.2,14,0,0,27,364,255,406,1,0,0,1,0,2,405,2,149,11,8,23,2,33,0,2,165,86,11.8
Mason Baldic,192695,DI,BROWN,9,1,1,,0,0,123,0,0,61.7,50.7,79.8,57.1,44.3,76.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,133,133,1,92,31,9,0,0,69,64,0,5,6,1,0,2,0,0,0,
Jeff Bandy,192697,CB,BROWN,2,0,0,,0,0,123,0,0,61.5,68.7,69.0,,69.0,74.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,8,2,9,0,0,0,0,0,0,9,0,7,0,1,1,1,0,0,0,0,0,
Alejandro Bello,192698,S,BROWN,10,3,0,56.5,0,1,123,0,0,67.6,63.9,36.0,57.5,56.1,59.3,0,0,1,1,44,17.1,6,3,1,87.0,13,0,0,94,0,291,508,1,0,0,1,0,373,507,2,215,40,7,26,1,23,0,1,229,52,17.6
Liam Fitzgerald,192704,DI,BROWN,10,3,0,,0,0,123,1,0,,67.7,82.9,56.3,73.2,76.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,220,220,57,154,0,9,0,0,123,97,0,4,7,0,0,1,0,0,0,
Nathan Kunickis,192709,LB,BROWN,2,0,0,,0,0,123,0,0,,49.6,61.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Nathan Marsh,192713,DI,BROWN,6,4,0,,0,1,123,0,0,60.0,77.6,77.8,65.6,78.8,77.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,78,78,1,69,3,5,0,0,41,37,0,4,5,0,0,1,0,0,0,
Xavier Belton,192732,DI,BRYANT,12,1,0,,1,0,124,0,0,60.0,66.0,34.7,56.5,73.5,48.0,0,2,0,0,,20.0,2,0,1,0.0,0,0,0,0,0,0,163,163,17,119,10,17,0,0,91,72,0,6,7,0,0,2,0,0,0,
Elijah Brown,192734,S,BRYANT,7,1,0,80.0,0,0,124,0,0,55.9,58.4,82.9,51.8,74.1,82.5,1,0,0,0,66,0.0,0,0,0,158.3,8,0,0,25,0,75,110,14,0,0,14,0,2,96,10,25,69,2,5,1,10,1,2,151,82,18.9
Ezra Carter,192735,S,BRYANT,7,5,0,45.5,0,0,124,1,0,61.6,59.5,82.0,60.0,52.9,51.9,0,1,0,0,16,21.4,3,2,0,55.1,5,0,0,64,0,107,199,0,0,0,0,0,101,199,1,91,34,1,6,0,11,1,0,40,23,8.0
Zyheem Collick,192737,WR,BRYANT,1,0,0,,0,0,124,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Ryan Geary,192744,LB,BRYANT,5,0,0,66.7,0,0,124,0,0,66.9,69.3,78.7,60.0,64.7,75.8,0,0,0,0,4,0.0,0,0,0,70.1,2,0,0,17,0,10,21,0,0,0,0,0,0,21,1,10,3,1,2,0,3,0,0,5,1,2.5
Jase Hannigan,192745,WR,BRYANT,1,0,0,,0,0,124,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jayden Hazelwood,192748,DI,BRYANT,10,0,0,,0,0,124,0,0,,73.6,77.4,59.0,78.3,72.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,61,61,6,52,0,3,0,0,32,29,0,2,2,0,0,1,0,0,0,
Azarel Juste,192751,S,BRYANT,11,9,4,67.7,0,0,124,0,0,58.9,69.6,57.7,76.5,90.2,76.8,1,5,0,2,47,9.7,7,1,3,88.0,42,1,0,182,3,368,725,43,0,0,43,0,42,682,46,311,453,26,56,7,62,7,3,398,305,9.5
Drake Lusk,192755,LB,BRYANT,7,3,0,100.0,0,0,124,0,0,63.9,73.3,78.0,72.5,75.7,64.1,0,1,0,0,12,11.8,2,0,0,137.1,5,1,0,135,0,71,144,0,0,0,0,0,0,144,12,61,8,9,12,2,5,2,1,37,26,7.4
Anthony Schettino,192767,ED,BRYANT,1,0,0,,0,0,124,0,0,,64.6,72.8,64.1,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,7,1,0,0,0,0,0,1,0,0,0,
Joshua Smith,192770,LB,BRYANT,1,0,0,,0,0,124,0,0,60.0,59.6,60.3,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Shae Terry,192774,S,CENT CT ST,5,2,0,0.0,0,0,133,0,0,38.8,50.8,74.5,,70.7,83.0,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,22,0,15,35,1,0,0,1,0,9,34,0,20,3,0,3,0,1,0,0,0,0,
Dwayne Carter,192778,CB,ST FRANCIS,3,1,0,100.0,0,0,299,0,0,65.1,61.9,81.1,59.0,56.2,26.0,0,0,0,0,12,50.0,3,0,0,90.6,4,0,0,9,2,24,91,0,0,0,0,0,6,91,1,66,74,2,2,0,4,0,0,23,40,5.8
Jordan Curry,192779,ED,DELWARE ST,1,0,0,,0,0,152,0,0,,60.8,71.3,60.0,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,
Chris Abihudi,192798,DI,LNDNWD,1,0,0,,0,0,949,0,0,,62.8,68.8,,61.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
Andrew Baumgart,192800,LB,LNDNWD,6,0,0,100.0,0,0,949,0,0,55.5,53.9,73.6,59.1,55.5,30.7,0,0,0,0,23,33.3,2,0,0,118.8,1,0,0,38,0,9,39,0,0,0,0,0,0,39,1,29,0,1,4,0,1,0,0,23,7,23.0
Mason Burke,192804,ED,LNDNWD,1,0,0,,0,0,949,0,0,,60.8,92.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Waylon DeGrave,192807,WR,LNDNWD,1,0,0,,0,0,949,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Eric Gant,192810,S,LNDNWD,12,8,0,53.3,0,1,949,0,0,77.1,74.1,53.4,,65.7,42.1,0,0,0,1,70,24.6,17,11,1,108.1,32,0,0,305,19,405,739,8,0,0,8,0,161,731,0,334,245,11,44,0,60,0,6,506,282,15.8
Sam Owens,192817,CB,LNDNWD,12,5,0,68.6,1,0,949,0,0,63.5,63.4,85.2,,59.8,65.3,0,0,0,1,38,12.8,6,4,2,92.6,35,0,0,32,506,317,577,7,0,0,7,0,3,570,0,260,28,11,36,0,51,0,2,348,106,9.9
Legend Robinson,192820,LB,LNDNWD,7,1,0,33.3,1,0,949,0,0,59.7,42.8,76.9,54.2,31.2,22.1,1,0,0,0,12,62.5,5,1,1,42.4,2,0,0,24,0,18,56,10,0,0,10,0,1,46,6,32,19,0,2,0,6,1,0,14,9,7.0
Mason Van Der Brink,192825,LB,LNDNWD,4,0,0,,0,0,949,0,0,60.0,60.2,68.6,60.0,61.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,1,9,3,0,0,3,0,0,6,1,7,0,0,0,0,0,0,0,0,0,
Jacob Waller,192826,LB,LNDNWD,12,19,3,90.0,0,0,949,0,0,68.5,73.2,85.2,65.7,77.5,63.9,2,3,0,0,16,15.1,18,0,1,115.9,36,2,0,263,11,273,588,71,0,0,71,0,5,517,50,265,237,48,82,7,40,7,3,233,170,6.5
Joey Acciardo,192827,WR,RHODE ISLD,1,0,0,,0,0,274,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Marquese Avery,192828,ED,RHODE ISLD,4,0,0,,0,0,274,0,0,62.5,52.4,0.0,55.8,61.4,33.9,0,1,0,0,,50.0,1,0,1,0.0,0,0,0,0,0,3,22,20,0,0,20,0,0,2,14,5,1,1,1,0,0,1,0,0,0,
Rohan Davy,192830,LB,RHODE ISLD,14,29,0,70.0,0,0,274,1,1,53.5,64.2,32.6,65.0,72.3,63.3,5,20,0,0,48,15.6,21,0,3,110.5,35,6,0,731,8,428,899,8,0,0,7,1,0,891,96,375,151,54,85,9,50,31,2,441,279,12.6
Gage Hinkley,192832,LB,RHODE ISLD,7,1,0,100.0,0,0,274,0,0,58.6,65.2,91.2,64.4,67.4,82.1,0,1,0,0,6,0.0,0,0,0,91.7,1,0,0,36,0,16,44,2,0,0,2,0,0,42,3,25,5,3,6,0,1,1,0,6,0,6.0
Chaas McCoy,192837,CB,RHODE ISLD,4,0,0,,0,0,274,0,0,62.0,70.6,69.3,,73.7,77.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,10,4,18,0,0,0,0,0,0,18,0,14,0,2,2,0,0,0,0,0,0,
Antonio Morgan,192839,CB,RHODE ISLD,2,0,0,,0,0,274,1,0,70.7,71.5,73.8,,61.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,14,5,17,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,
Anthony Santoro,192842,WR,RHODE ISLD,1,0,0,,0,0,274,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Ja'Maree Thomas,192845,S,RHODE ISLD,1,0,0,,0,0,274,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
McCoy Casey,192849,ED,SE MO ST,4,4,0,100.0,0,0,293,0,0,54.3,73.3,85.3,78.4,68.3,52.2,2,7,0,0,5,16.7,2,0,0,87.5,1,1,0,5,0,16,163,151,0,10,137,4,0,12,70,77,7,5,6,1,1,10,0,5,3,5.0
Jayden Davis,192854,LB,SE MO ST,7,8,0,71.4,0,0,293,0,0,67.5,70.5,81.6,53.2,73.8,54.6,1,2,0,0,28,16.7,4,1,0,128.6,5,0,0,186,0,93,220,11,0,0,11,0,3,209,21,106,20,7,12,2,7,3,1,46,13,9.2
Robert Dover,192855,ED,SE MO ST,2,0,0,,0,0,293,0,0,60.0,76.1,72.9,,73.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,10,9,0,0,9,0,0,1,0,9,0,0,0,0,0,0,0,0,0,
Ashton Jones,192862,DI,SE MO ST,11,1,1,,0,0,293,0,0,,73.4,80.7,69.0,71.7,66.2,0,6,0,0,,10.0,1,0,0,0.0,0,2,0,0,0,0,194,194,2,168,1,23,0,0,85,109,0,9,8,3,0,8,0,0,0,
Trey Lisle,192863,ED,SE MO ST,8,5,0,100.0,0,0,293,0,0,68.2,66.9,20.6,59.1,72.9,48.8,0,5,0,0,4,23.8,5,0,2,118.8,3,0,0,4,0,12,241,228,0,35,156,37,0,13,110,119,9,10,11,6,3,5,1,-1,4,-0.3
Timothy Maxson,192866,DI,SE MO ST,12,6,0,,0,0,293,1,0,,72.9,52.0,63.9,76.6,64.5,1,5,0,0,,10.0,2,0,1,0.0,0,1,0,0,0,0,253,253,121,108,2,22,0,0,118,135,0,11,12,0,0,7,0,0,0,
Adrian Patterson,192869,CB,SE MO ST,11,9,1,58.3,0,1,293,0,0,53.8,61.7,9.5,52.6,90.2,86.6,0,2,0,1,48,7.0,4,3,6,93.4,28,0,0,139,165,312,583,4,0,0,4,0,68,579,8,263,206,15,44,3,48,2,2,432,119,15.4
Landon Sylvie,192876,S,SE MO ST,12,19,0,57.1,0,0,293,0,0,44.9,59.8,87.8,79.4,83.2,78.6,2,1,0,1,50,9.9,11,5,6,102.5,28,0,0,412,1,426,786,1,0,0,1,0,175,785,1,359,195,32,81,7,49,3,4,401,117,14.3
Evan Aubrey,192880,ED,SE LA,13,10,0,,0,1,294,0,0,74.4,81.1,84.9,67.0,82.5,69.8,2,15,0,0,,15.4,4,0,0,0.0,0,4,0,0,0,4,287,287,0,4,213,70,0,0,123,160,0,13,12,3,0,21,0,0,0,
Otto Brewer III,192882,ED,SE LA,4,0,0,,0,0,294,0,0,59.6,56.6,75.4,54.3,63.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,23,23,0,0,19,4,0,0,15,8,0,0,0,0,0,0,0,0,0,
Kyle Cannon,192884,S,SE LA,5,1,0,66.7,0,0,294,0,0,60.9,65.6,74.8,,71.1,79.6,0,0,0,0,13,0.0,0,0,0,74.3,2,0,0,13,0,14,28,0,0,0,0,0,0,28,0,14,14,2,3,1,3,0,0,12,2,6.0
Stiles Guidry,192892,LB,SE LA,5,1,0,100.0,0,0,294,0,0,63.6,67.4,73.8,,66.9,79.8,0,0,0,0,-6,0.0,0,0,0,79.2,1,0,0,24,0,14,30,0,0,0,0,0,0,30,0,16,6,3,4,1,1,0,0,-6,1,-6.0
Carter Hanberry,192894,S,SE LA,13,3,0,50.0,1,0,294,0,0,64.5,64.8,84.1,59.8,63.7,85.6,0,0,0,0,51,4.0,1,1,1,95.8,3,0,0,62,0,152,279,4,0,0,4,0,203,275,2,125,10,4,21,0,6,0,0,82,8,27.3
James Harris,192895,DI,SE LA,9,1,0,,0,0,294,0,0,59.0,50.1,0.0,60.3,52.8,34.8,1,2,0,0,,25.0,2,0,2,0.0,0,1,0,0,0,2,99,99,0,98,0,1,0,0,54,43,0,5,5,0,0,4,0,0,0,
Tyler Henry,192937,CB,ROB MORRIS,2,0,0,100.0,0,0,277,0,0,50.9,53.0,75.1,,63.4,38.3,0,0,0,0,17,50.0,1,0,0,118.8,2,0,0,0,33,14,34,0,0,0,0,0,0,34,0,20,1,0,1,0,2,0,0,26,17,13.0
Aric Johnson,192939,WR,W ILLINOIS,1,0,0,,0,0,345,0,0,,60.0,73.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Elijah Kongolo,192943,ED,W ILLINOIS,12,2,0,,0,0,345,0,0,55.3,44.6,53.6,52.9,43.6,34.8,2,2,0,0,,25.0,2,0,1,0.0,0,0,0,0,0,1,260,260,0,48,137,75,0,0,137,122,0,3,4,0,0,4,0,0,0,
Jacob Kruger,192945,S,W ILLINOIS,6,0,0,,0,0,345,0,0,63.2,60.4,71.7,,56.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,11,0,5,19,1,0,0,1,0,4,18,0,14,1,0,0,0,0,0,0,0,0,
James Manakaka,192947,CB,W ILLINOIS,9,3,0,56.3,0,0,345,0,0,65.9,63.5,0.0,59.5,67.6,69.8,0,0,0,0,27,12.5,2,4,3,123.2,9,0,0,8,139,93,149,0,0,0,0,0,0,149,1,55,1,8,11,0,16,0,2,133,37,14.8
Rodney McNeil Jr.,192949,CB,W ILLINOIS,4,0,0,100.0,0,0,345,0,0,56.2,56.9,71.9,,60.8,74.2,0,0,0,0,45,0.0,0,0,0,118.8,1,0,0,1,16,12,18,0,0,0,0,0,0,18,0,6,0,0,1,0,1,0,0,45,2,45.0
Jackson Metzdorff,192950,G,W ILLINOIS,1,0,0,,0,0,345,0,0,,54.2,71.4,60.0,55.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,4,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,
Jace Miller,192951,DI,W ILLINOIS,5,3,0,,1,0,345,0,0,,57.1,10.5,57.0,61.0,75.6,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,83,83,6,72,0,5,0,0,31,52,0,1,2,0,0,1,0,0,0,
Payne Miller,192952,DI,W ILLINOIS,11,3,0,,0,0,345,0,0,60.0,61.2,36.5,54.0,67.9,68.1,0,7,0,0,,5.3,1,0,2,0.0,0,0,0,0,0,0,370,369,43,182,15,129,0,1,189,181,0,12,15,5,0,7,0,0,0,
DJ Taylor,192959,ED,W ILLINOIS,5,3,0,,0,0,345,0,0,60.6,52.3,0.0,65.2,48.2,33.0,1,3,0,0,,22.2,2,0,2,0.0,0,0,0,1,0,1,128,127,0,2,79,46,0,1,63,64,0,2,4,0,0,4,0,0,0,
Kamari Baker,192963,S,IDAHO,3,1,0,100.0,0,0,185,0,0,65.2,69.3,73.9,65.5,63.9,79.2,0,0,0,0,19,0.0,0,0,0,118.8,1,0,0,7,0,14,25,0,0,0,0,0,8,25,1,10,10,2,2,0,1,0,0,19,15,19.0
Braden Albrecht,192966,WR,IDAHO ST,1,0,0,,0,0,186,0,0,,60.0,,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jackson Daniels,192971,CB,IDAHO ST,4,0,0,100.0,0,0,186,0,0,67.3,67.2,80.6,,63.6,61.5,0,0,0,1,45,14.3,2,0,1,69.3,8,0,0,17,162,93,188,1,0,0,1,0,0,187,0,95,8,4,12,1,8,0,0,81,19,10.1
Jake East,192972,DI,IDAHO ST,12,6,0,,0,0,186,0,0,60.0,56.9,84.5,51.8,59.7,30.0,2,10,0,0,,26.3,5,0,0,0.0,0,0,0,3,0,0,489,486,77,364,15,30,0,3,266,223,0,4,8,1,0,12,0,0,0,
Frank Kissick,192978,ED,IDAHO ST,6,1,0,100.0,0,0,186,0,0,68.4,71.2,78.5,64.4,66.3,66.2,0,1,0,0,-3,14.3,1,0,0,79.2,1,2,0,0,0,0,58,57,0,1,48,8,0,1,40,18,0,6,5,1,1,3,0,-3,5,-3.0
Rylan Leathers,192979,S,IDAHO ST,12,25,0,80.0,0,1,186,1,0,71.5,75.0,88.2,,76.3,76.1,0,0,0,1,54,13.4,16,2,1,130.6,12,0,0,69,4,385,682,0,0,0,0,0,597,682,0,297,12,19,78,3,15,0,2,212,64,17.7
Mike Lindsay,192981,CB,IDAHO ST,10,2,0,50.0,2,0,186,0,0,68.0,67.1,84.5,56.7,59.6,66.4,0,0,0,1,32,13.3,4,4,4,52.7,10,0,0,38,396,259,472,3,0,0,3,0,0,469,3,210,35,5,24,0,20,0,0,143,60,14.3
Devin Rodriguez,192985,LB,IDAHO ST,7,2,0,66.7,0,0,186,0,0,69.3,71.1,78.4,60.0,70.2,64.6,0,1,0,0,26,14.3,2,1,0,87.5,8,0,0,54,0,47,81,11,0,0,11,0,1,70,8,26,15,6,10,1,12,1,0,86,60,10.8
Makeo Sneddon,192988,S,IDAHO ST,1,0,0,,0,0,186,0,0,63.1,63.3,72.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,7,10,0,0,0,0,0,4,10,0,3,5,0,0,0,0,0,0,0,0,
Carson Sudbury,192990,HB,IDAHO ST,1,0,0,,0,0,186,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Leka Tu'akoi,192993,ED,IDAHO ST,1,0,0,,0,0,186,0,0,,68.2,73.0,62.5,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,5,2,0,0,0,0,0,1,0,0,0,
Wayne Adair,192995,S,MARIST,11,1,0,40.0,0,0,213,0,0,71.2,72.9,83.0,54.9,79.6,84.5,0,2,0,0,8,4.2,1,0,0,47.9,4,1,0,149,2,141,278,66,0,0,66,0,1,212,33,104,60,14,22,2,10,3,0,27,12,6.8
Zach Cameron,192999,CB,MARIST,1,0,0,,0,0,213,0,0,60.0,39.9,68.2,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,4,1,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,
Jeremy Decaro,193001,WR,MARIST,1,0,0,,0,0,213,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Richie Lang,193009,ED,MARIST,7,3,0,100.0,0,0,213,0,0,65.4,59.1,81.0,57.2,52.5,30.0,0,0,0,0,12,28.6,2,1,0,97.9,2,0,0,13,0,26,67,44,0,0,44,0,0,23,14,27,10,1,2,0,2,0,0,15,15,7.5
Stephen Myers,193017,LB,MARIST,1,0,0,,0,0,213,0,0,60.0,57.2,65.7,,56.4,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,1,5,0,0,0,0,0,0,5,0,4,1,0,1,0,0,0,0,0,0,
Tyrell Powell,193018,CB,MARIST,10,5,0,61.4,0,1,213,1,0,66.4,67.5,84.7,65.7,67.4,65.5,0,1,0,1,44,14.6,7,3,3,89.2,27,1,0,54,413,270,491,22,0,0,22,0,0,469,9,212,2,15,36,2,44,2,1,400,83,14.8
Braylen Ricks,193020,DI,MARIST,12,4,1,100.0,0,0,213,0,0,65.4,69.8,49.1,68.0,68.5,52.1,2,14,0,0,5,16.7,5,0,2,87.5,1,0,0,2,0,1,503,501,127,269,19,86,0,2,264,238,0,17,21,1,1,16,0,5,9,5.0
Nate Robinson Jr.,193021,S,MARIST,12,6,0,48.4,0,0,213,1,0,87.4,81.7,88.5,60.0,63.0,62.1,0,0,0,4,46,14.3,9,8,2,43.6,31,0,0,372,1,435,799,2,0,0,2,0,130,797,1,363,294,16,48,1,64,0,1,337,96,10.9
Jey Rosario,193022,S,MARIST,4,0,0,0.0,0,0,213,0,0,43.5,36.9,70.5,,54.4,,0,0,0,0,,,0,0,0,39.6,0,0,0,9,0,6,13,0,0,0,0,0,3,13,0,7,1,0,0,0,1,0,0,0,0,
Jazz Souza,193024,DI,MARIST,2,0,0,,0,0,213,0,0,,51.9,71.8,57.9,54.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,5,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,
Jack Teller,193025,ED,MARIST,1,1,0,,0,0,213,0,0,,55.3,72.2,58.9,56.0,71.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,0,0,3,9,0,0,2,10,0,0,0,0,0,0,0,0,0,
Todd Woodring,193026,ED,MARIST,5,2,0,100.0,0,0,213,0,0,52.3,55.2,0.0,64.7,55.3,78.5,1,3,0,0,7,0.0,0,0,1,95.8,1,1,0,0,0,3,60,60,0,0,51,9,0,0,35,22,0,2,2,0,1,5,0,7,1,7.0
Ezekiel Brinson,193027,DI,TENN TECH,4,1,0,,0,0,309,0,0,59.2,63.5,76.0,54.2,70.3,33.7,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,1,46,46,0,41,3,2,0,0,24,21,0,3,3,1,0,0,0,0,0,
Steve Brown,193028,TE,TENN TECH,2,0,0,,0,0,309,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
D.J. Curll,193031,LB,TENN TECH,1,0,0,,0,0,309,0,0,,76.4,66.0,,70.1,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,
