player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jakari Patterson,53555,LB,ROB MORRIS,7,11,1,100.0,0,1,277,0,0,67.4,70.5,82.1,53.6,75.3,64.0,0,7,0,0,39,16.7,8,0,0,102.1,14,0,0,188,3,133,344,49,0,0,49,0,0,295,27,184,104,17,29,4,14,7,0,119,57,8.5
Jacob Skobis,70487,S,IDAHO,2,1,0,25.0,0,0,185,0,0,54.0,58.5,74.7,,67.6,78.7,0,0,0,0,34,0.0,0,0,0,62.5,1,0,0,5,0,18,32,0,0,0,0,0,19,32,0,14,8,0,1,0,4,0,0,34,0,34.0
Anthony Hebert,70875,S,DELWARE ST,10,6,0,74.1,0,0,152,1,0,66.0,62.5,50.1,56.7,57.6,54.1,0,3,0,0,36,21.0,13,1,1,137.2,20,2,0,191,0,392,653,23,0,0,23,0,393,630,21,240,46,14,43,1,27,5,4,219,99,11.0
Bryce Lucas,71098,CB,E WASHGTON,1,0,0,100.0,0,0,161,0,0,62.8,63.5,74.9,,62.1,77.0,0,0,0,0,15,0.0,0,0,0,116.7,2,0,0,1,28,15,30,1,0,0,1,0,0,29,0,15,0,0,2,0,2,0,0,24,10,12.0
Kamren Blanton,71575,S,TEXAS STHN,1,1,0,100.0,0,0,313,0,0,39.2,42.1,69.2,,58.4,76.5,0,0,0,0,7,0.0,0,0,0,131.3,2,0,0,5,0,5,12,0,0,0,0,0,5,12,0,7,2,0,1,0,2,0,1,12,14,6.0
Quentin Moten,71681,CB,N ARIZONA,11,8,0,55.4,0,0,252,0,0,78.8,76.9,85.0,43.7,64.3,42.1,0,1,0,4,61,23.8,10,7,1,60.5,31,0,0,36,514,350,564,3,0,0,3,0,3,561,2,212,6,10,24,1,56,1,2,405,187,13.1
Jake Hall,72023,LB,MAINE,12,6,0,91.3,1,0,212,0,0,55.5,55.1,0.0,49.0,66.1,44.9,1,2,0,0,13,22.6,7,0,2,89.3,21,0,0,260,1,176,308,20,0,1,19,0,2,288,36,96,25,13,18,1,23,3,0,125,110,6.0
Cole Bullock,72090,LB,NEW HAMP,10,13,0,92.3,0,0,240,0,0,76.9,75.6,83.6,70.2,68.6,78.0,1,2,0,0,35,10.7,6,0,0,104.8,12,0,0,342,0,147,370,2,0,0,2,0,1,368,6,217,23,12,37,2,13,3,0,119,88,9.9
Dillon Towles-Kendle,72160,CB,PRESBYTERN,3,0,0,0.0,0,0,271,0,0,64.6,68.7,74.3,,71.3,76.0,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,3,22,10,29,2,0,0,2,0,1,27,0,19,0,1,1,1,1,0,0,0,0,
Logan Pili,72354,LB,UTAHTC,11,14,0,83.3,0,0,1285,0,0,48.7,56.5,80.9,50.5,64.9,72.2,0,4,0,0,60,13.6,6,0,0,152.1,15,0,0,357,0,146,414,13,0,0,13,0,0,401,45,223,43,15,24,1,18,4,3,198,131,13.2
Victory Vaka,72437,DI,TEXAS STHN,10,0,0,,0,0,313,0,0,,58.8,80.6,52.0,62.7,34.8,0,2,0,0,,25.0,2,0,0,0.0,0,0,0,0,0,0,171,171,14,153,0,4,0,0,86,85,0,6,6,1,0,2,0,0,0,
Shamar Hawkins,72496,S,JACKSON ST,12,7,0,73.9,0,0,194,1,0,64.1,62.5,40.1,59.3,59.7,76.3,0,4,0,0,23,9.6,5,1,2,120.9,17,1,0,49,4,221,417,46,0,0,46,0,47,371,17,179,271,14,40,0,23,5,2,156,91,9.2
Myles Taylor,72533,CB,S DAK ST,12,4,0,57.1,0,0,292,0,0,59.2,60.0,85.1,,61.7,51.7,0,0,0,1,89,20.6,7,3,3,105.6,24,0,0,14,462,292,509,3,0,0,3,0,2,506,0,217,28,6,23,2,42,0,4,343,114,14.3
Henry Amposta,73008,LB,PORTLAND,8,2,0,66.7,0,0,269,0,0,66.7,57.6,76.7,62.7,45.8,45.6,0,1,0,0,10,21.4,3,0,0,70.8,4,0,0,111,0,58,130,6,0,0,6,0,0,124,7,65,12,3,9,0,6,1,0,19,18,4.8
Lando Brown,73191,ED,SO UTAH,12,11,0,0.0,0,0,298,0,0,60.4,87.0,55.4,88.4,79.6,75.6,9,24,0,0,,10.0,5,0,2,39.6,0,13,0,5,0,6,558,553,0,33,454,66,0,5,292,260,0,35,34,4,1,46,0,0,0,
Lincoln Tuioti-Mariner,73243,CB,SO UTAH,10,3,0,55.6,0,0,298,1,0,65.1,66.8,86.2,53.3,72.4,57.2,0,0,0,0,55,21.1,4,1,0,115.0,10,0,0,16,0,145,257,5,0,0,5,0,3,252,5,107,233,4,12,2,18,0,1,208,59,20.8
Joseph Obeto,73245,CB,STTHOM,12,3,0,63.2,0,0,1129,0,0,61.8,63.3,83.4,,67.7,46.9,0,0,0,0,47,22.2,4,1,4,113.0,12,0,0,19,358,199,392,1,0,0,1,0,2,391,0,193,11,4,11,1,19,0,1,186,65,15.5
Jalen Williams,73776,CB,SACRAMENTO,7,2,0,92.9,0,0,279,0,0,66.7,66.2,82.7,59.1,61.7,77.6,0,0,0,0,15,5.9,1,1,0,93.5,13,0,0,9,2,85,154,2,0,0,2,0,2,152,1,68,138,4,14,0,14,0,0,90,52,6.9
McKel Broussard,73850,S,E WASHGTON,1,0,0,100.0,0,0,161,0,0,55.4,54.0,71.3,,56.2,26.6,0,0,0,0,28,66.7,2,0,0,118.8,2,0,0,3,0,9,13,0,0,0,0,0,8,13,0,4,2,1,1,0,2,0,0,36,39,18.0
Zakhari Spears,73852,CB,IDAHO,7,1,0,75.0,0,0,185,0,0,64.7,64.7,83.9,70.2,57.6,68.2,0,1,0,0,25,10.0,1,0,1,108.3,3,0,0,7,88,40,103,1,0,0,1,0,0,102,4,59,4,4,8,0,4,1,0,42,8,14.0
Kentrelle Omar,74001,LB,STF AUSTIN,3,1,0,100.0,0,0,301,0,0,65.3,69.9,76.3,60.0,64.0,75.9,1,0,0,0,6,0.0,0,0,0,91.7,1,0,0,3,0,7,20,5,0,0,5,0,0,15,1,12,12,0,1,0,1,1,0,6,1,6.0
Devin Ford,74018,WR,WEBER ST,1,0,0,,0,0,342,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jordan Little,74019,CB,GARD-WEBB,4,0,0,,0,0,171,0,0,62.9,64.2,73.0,60.0,62.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,14,4,20,1,0,0,1,0,0,19,1,15,1,0,0,0,0,0,0,0,0,
Justin Houston,74101,S,UTAHTC,11,13,0,60.7,0,1,1285,0,0,69.3,76.8,88.0,72.5,84.1,72.9,0,0,0,1,28,13.5,12,2,1,64.7,17,1,0,285,6,352,761,16,0,0,16,0,301,745,9,400,151,23,64,1,28,1,0,181,71,10.6
Seth Scott,75847,LB,MS VLY ST,2,0,0,,0,0,228,0,0,65.7,61.7,72.4,,54.1,32.6,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,25,0,13,25,0,0,0,0,0,0,25,0,12,0,2,2,0,0,0,0,0,0,
Kylyn Macklin,76089,DI,ALBANY,12,5,2,,1,0,106,0,0,61.8,67.7,29.5,62.0,72.0,78.0,3,8,0,0,,3.2,1,0,3,0.0,0,1,0,0,0,6,524,523,18,460,6,39,0,1,265,253,0,20,25,6,0,12,0,0,0,
Jaylan Wesley,76319,S,N ARIZONA,12,10,1,57.4,0,0,252,0,0,79.3,74.5,10.5,59.5,67.3,64.2,0,1,0,4,50,14.9,11,4,3,65.7,27,0,0,214,1,347,588,21,0,0,21,0,180,567,12,229,171,18,53,3,47,1,3,338,238,12.5
Torriq Brumfield,76425,LB,S DAKOTA,8,1,0,50.0,0,0,291,0,0,63.5,52.5,77.7,69.7,40.8,52.9,0,0,0,0,3,20.0,1,0,0,56.3,1,0,0,15,0,8,40,9,0,0,9,0,0,31,2,30,16,2,3,0,2,0,0,3,3,3.0
Brian Norris,77750,ED,FL A&M,12,11,1,88.9,0,0,164,0,0,64.1,73.1,65.6,61.9,80.9,67.3,0,9,0,0,16,14.0,6,0,1,130.1,8,2,0,90,1,68,432,329,0,0,328,1,1,103,179,185,11,24,26,5,9,11,1,57,37,7.1
Darrell Bryant Jr.,78693,S,N COLORADO,12,16,0,56.8,0,0,253,0,0,69.3,65.6,8.0,65.6,63.9,59.2,2,3,0,2,26,14.8,12,2,3,50.3,21,1,0,317,23,333,719,57,0,0,56,1,84,662,19,367,236,22,53,1,37,6,0,208,101,9.9
Solomon Tuliaupupu,82562,ED,MONTANA,13,13,2,75.0,0,1,232,0,0,60.9,73.4,47.2,64.9,81.0,55.0,7,13,0,0,18,16.7,8,0,2,112.5,3,2,0,183,1,89,535,347,2,2,342,1,0,188,220,226,4,24,27,3,4,22,0,46,12,15.3
Tienne Fridge,85688,CB,E ILLINOIS,12,2,0,71.4,0,1,158,0,0,74.0,71.5,87.9,55.6,61.7,31.1,2,1,0,0,25,30.4,14,4,0,107.9,25,0,0,49,1,246,471,12,0,0,12,0,3,459,21,204,406,15,30,0,35,3,2,229,165,9.2
Khalani Riddick,85902,S,UC DAVIS,14,20,3,65.3,0,2,322,0,0,77.1,76.8,65.3,60.7,79.2,71.8,1,6,0,1,75,12.4,12,3,5,99.4,32,0,0,280,7,463,919,92,0,0,92,0,11,827,41,415,526,26,65,1,49,7,3,364,259,11.4
Joshua Harvey,86160,S,N COLORADO,2,1,0,,0,0,253,0,0,,76.2,69.5,,79.6,83.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,0,8,0,0,0,0,0,4,8,0,8,0,2,4,0,0,0,0,0,0,
Samuel Scaife IV,86521,S,DELWARE ST,10,6,0,59.1,0,1,152,2,0,62.2,59.4,0.0,54.3,60.2,56.1,0,0,0,0,32,15.6,5,1,2,103.2,13,0,0,74,0,283,422,5,0,0,5,0,302,417,5,134,41,7,21,0,22,0,1,194,63,14.9
Alton Jefferson,86760,DI,E ILLINOIS,11,7,0,,0,0,158,0,0,,64.5,66.1,59.1,67.0,62.8,1,9,0,0,,9.5,2,0,1,0.0,0,1,0,2,0,0,409,407,182,219,0,6,0,2,218,191,0,8,12,2,0,11,0,0,0,
Davion Ross,87045,CB,IDAHO ST,12,5,0,80.0,0,0,186,0,0,65.0,59.0,3.7,49.1,47.0,52.5,0,1,0,0,33,20.0,7,0,1,105.0,16,0,0,18,2,132,227,3,0,0,3,0,17,224,13,82,187,9,23,1,20,1,0,184,123,11.5
Keonte Huguely,87952,S,MERCYHURST,12,7,0,81.8,0,0,977,0,0,76.4,75.5,83.1,60.0,69.9,76.8,0,0,0,0,35,9.1,3,1,0,149.1,9,0,0,126,3,156,307,7,0,0,7,0,103,300,1,150,68,7,23,1,11,0,1,146,31,16.2
Jalen Camp,90359,LB,W ILLINOIS,2,0,0,,0,0,345,0,0,60.4,32.5,67.3,,40.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Sebastian Conwell,90709,LB,NEWHVN,10,13,1,55.6,0,1,1013,0,0,38.5,53.6,85.7,56.4,65.9,34.5,1,8,0,0,50,26.0,20,1,0,112.9,15,2,0,567,0,244,615,9,0,0,9,0,0,606,75,296,38,32,44,3,27,11,2,258,175,17.2
Allen Smith,97148,CB,DELWARE ST,8,2,0,80.0,1,0,152,0,0,66.3,65.5,5.1,58.5,66.3,89.2,0,0,0,0,33,0.0,0,0,1,101.9,16,0,0,37,2,156,216,6,0,0,6,0,1,210,3,57,170,5,17,1,20,0,0,169,63,10.6
Myles Bell,97485,S,ALBANY,5,4,0,75.0,0,0,106,0,0,63.2,63.9,0.0,54.9,72.6,76.5,0,0,0,0,30,6.7,1,0,1,140.6,12,0,0,62,46,115,204,4,0,0,4,0,46,200,4,85,45,4,10,0,16,0,2,140,37,11.7
Thomas Joe-Kamara,97527,S,ALBANY,11,14,0,70.0,0,0,106,0,0,68.8,73.8,86.7,45.6,81.2,81.8,0,1,0,1,25,9.2,6,0,0,110.4,14,0,0,297,5,338,670,1,0,0,1,0,306,669,7,325,61,11,45,1,20,1,2,180,37,12.9
Amahni Spinks,97538,CB,ALAB A&M,2,0,0,,0,0,104,0,0,,61.3,69.6,,61.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,8,0,0,0,0,0,0,8,0,8,6,0,0,0,0,0,0,0,0,
Kyler Laing,97746,ED,MERCYHURST,12,11,0,100.0,1,0,977,0,0,68.3,67.6,40.2,67.2,66.2,45.0,8,11,0,0,24,30.0,12,0,3,110.0,5,3,0,27,1,43,572,525,0,0,524,1,0,47,245,284,18,16,17,3,5,22,0,52,36,10.4
Myron Warren,99320,DI,INCAR WORD,8,5,0,,0,0,189,1,0,69.4,77.1,82.0,60.7,82.2,66.2,2,4,0,0,,7.7,1,0,0,0.0,0,0,0,2,0,0,210,208,28,177,1,2,0,2,127,83,0,6,7,0,0,6,0,0,0,
Na'Drian Dizadare,99379,LB,TENN MARTN,10,3,0,57.1,0,0,310,1,0,44.3,54.8,82.5,52.8,65.8,29.2,0,0,0,0,21,33.3,2,0,0,110.7,4,0,0,54,0,26,110,50,0,0,50,0,0,60,22,62,5,0,1,0,7,0,1,36,9,9.0
Dune Smith,99746,LB,INCAR WORD,12,22,0,81.6,0,0,189,0,0,81.5,87.1,0.0,72.2,90.4,78.3,9,6,0,0,37,9.5,10,3,5,103.3,31,4,0,629,1,382,722,24,0,0,24,0,0,698,55,285,67,51,73,4,38,19,1,254,241,8.2
Chayce Chalmers,99817,LB,STNY BROOK,11,20,1,52.9,0,0,303,0,0,64.8,66.7,58.6,61.2,70.4,55.1,1,2,0,0,30,16.7,12,1,1,92.3,18,1,0,297,0,288,641,118,0,0,118,0,2,523,35,318,224,24,40,1,34,4,2,216,87,12.0
Kendric Nowling,100309,LB,NORFOLK,6,10,0,66.7,0,0,244,0,0,51.6,48.3,78.1,57.5,47.7,34.4,0,1,0,0,18,23.3,7,0,0,81.3,6,0,0,168,0,71,175,6,0,0,6,0,0,169,13,91,1,9,13,1,9,1,0,51,49,8.5
Parker Jacobs,100442,ED,YNGTOWN ST,12,2,0,0.0,0,0,353,0,0,55.9,62.5,84.4,57.1,67.2,53.3,0,3,0,0,,15.8,3,0,0,39.6,0,2,0,0,0,1,340,340,0,3,229,108,0,0,167,172,0,10,14,1,2,5,0,0,0,
Orlandus McLaurin,100686,CB,ALCORN ST,9,5,0,64.5,0,0,107,1,0,67.4,70.7,88.4,62.2,77.3,75.9,0,2,1,1,55,8.1,3,2,1,95.0,20,1,0,40,3,215,412,24,0,0,24,0,32,388,6,191,312,19,29,3,31,3,2,231,143,11.6
Jashon Watkins,100923,CB,TENN STATE,11,3,0,45.5,0,0,308,0,0,82.5,78.6,29.4,66.7,62.5,53.4,0,0,0,0,41,19.2,5,3,2,80.5,10,0,0,35,365,184,425,4,0,0,4,0,2,421,0,241,19,5,18,1,22,0,1,134,79,13.4
Wyatt Draeger,101173,DI,TOWSON,12,16,2,,0,0,317,0,0,76.2,73.7,88.0,58.1,78.8,70.0,0,8,0,0,,7.7,3,1,0,0.0,0,1,0,0,0,1,515,514,369,120,8,17,0,1,278,236,0,11,20,2,0,9,0,0,0,
Jaymason Willingham,101223,LB,LNDNWD,10,12,0,83.3,0,0,949,0,0,51.8,64.1,84.8,63.7,73.4,62.3,1,5,0,0,12,17.1,6,1,0,89.9,10,3,0,139,4,106,272,93,0,1,92,0,0,179,41,125,36,10,17,1,12,9,0,67,52,6.7
Mosai Newsom,101444,DI,S DAKOTA,15,10,0,,0,0,291,0,0,70.2,65.5,40.9,53.7,71.7,78.3,2,8,0,0,,2.9,1,0,3,0.0,0,1,0,0,0,0,617,616,101,514,1,0,0,1,279,338,0,18,23,2,0,11,0,0,0,
Shadrick Byrd,101661,HB,PRVIEW A&M,1,0,0,,0,0,270,0,0,,60.7,60.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
John Dunmore,101705,WR,TOWSON,2,0,0,,0,0,317,0,0,60.0,60.6,61.8,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,
Dante Kiett,101873,CB,NEWHVN,10,6,0,70.4,0,0,1013,0,0,58.9,60.4,0.0,70.5,72.2,61.3,0,0,0,1,29,17.9,5,1,2,81.3,19,0,0,45,300,195,352,2,0,0,2,0,1,350,2,155,3,2,17,0,27,0,0,233,83,12.3
Jordan Johnson,101881,S,MORGAN ST,12,12,0,76.2,0,0,235,0,0,73.0,70.2,38.2,66.2,65.4,52.6,0,0,0,1,67,19.0,11,3,1,129.3,16,1,0,116,5,329,591,15,0,0,15,0,378,576,4,258,76,11,35,2,21,1,2,261,109,16.3
David Hoage,103759,ED,W GEORGIA,11,13,1,,1,3,1177,0,0,68.7,88.0,71.5,88.9,78.4,46.0,23,14,0,0,,21.5,14,0,1,0.0,0,8,0,6,0,6,572,566,0,8,362,196,0,6,294,272,0,39,38,11,0,45,0,0,0,
Talmage Brown,103985,HB,SO UTAH,1,0,0,,0,0,298,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Latrelle Smith-Leaks,104238,CB,WM & MARY,6,0,0,58.8,0,0,348,0,0,55.4,55.3,0.0,58.6,68.0,83.4,0,0,0,0,23,0.0,0,2,1,101.1,10,0,0,3,69,73,123,0,0,0,0,0,0,123,1,49,51,3,7,0,17,0,1,124,76,12.4
Aaron Harris,104296,CB,NC A&T,9,5,0,46.7,0,1,246,0,0,83.1,83.1,40.8,60.0,76.8,90.3,0,0,0,0,55,2.2,1,9,4,68.5,28,0,0,39,457,323,565,1,0,0,1,0,22,564,1,241,46,12,39,1,60,0,1,316,92,11.3
Micah Nelson,104348,ED,W CAROLINA,9,4,0,,1,0,344,0,0,63.8,68.7,54.2,51.5,84.1,86.2,4,7,0,0,,0.0,0,0,1,0.0,0,0,0,85,0,19,302,215,0,1,212,2,0,87,156,127,2,12,16,2,0,11,0,0,0,
Aidan Kaler,104575,LB,STNY BROOK,11,18,0,72.2,0,0,303,0,0,52.8,71.3,45.1,45.0,84.0,56.9,3,6,0,0,22,15.9,14,0,1,95.6,13,1,0,493,1,197,508,1,0,0,1,0,1,507,28,283,12,36,56,10,18,10,0,144,118,11.1
Jadon Turner,104840,HB,CENT CT ST,2,0,0,,0,0,133,0,0,60.0,62.7,61.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
Jeremiah Wynn,105081,S,MORGAN ST,7,4,0,80.0,0,0,235,0,0,70.9,66.0,0.0,57.0,63.3,65.9,0,0,0,0,15,13.3,2,0,1,124.6,4,0,0,36,0,48,112,4,0,0,4,0,22,108,2,62,50,6,9,1,5,0,1,22,15,5.5
Dewey Greene,105211,ED,INCAR WORD,10,5,0,,0,0,189,0,0,60.0,72.3,82.2,68.7,70.4,61.4,2,11,0,0,,9.1,1,0,0,0.0,0,0,0,1,0,2,183,181,0,11,118,52,0,2,99,82,0,4,5,1,0,13,0,0,0,
Jared Pedraza,105277,LB,SE MO ST,2,4,0,75.0,0,0,293,0,0,56.1,59.6,77.5,59.5,63.3,63.6,0,2,0,0,17,14.3,2,0,0,100.0,3,0,0,76,0,40,91,0,0,0,0,0,1,91,8,43,14,8,8,0,4,2,0,34,41,11.3
Dathan Hickey,106236,S,YNGTOWN ST,10,20,0,64.1,0,2,353,1,0,59.6,63.6,85.5,47.6,71.7,55.1,0,3,0,2,51,17.3,14,3,0,80.8,25,0,0,337,69,354,616,14,0,0,14,0,129,602,8,254,67,11,47,0,39,3,1,357,110,14.3
A.J. Ackerman,108456,DI,DUQUESNE,12,7,2,,1,0,155,0,0,58.9,67.8,12.2,72.0,68.1,28.9,2,9,0,0,,26.1,6,0,4,0.0,0,0,0,1,0,3,429,428,26,386,4,12,0,1,216,210,0,8,10,2,0,11,0,0,0,
Jack Iuliano,108949,ED,N DAK ST,12,4,0,100.0,0,0,250,0,0,58.3,72.1,49.1,66.4,75.9,59.3,1,6,0,0,6,14.3,2,0,1,91.7,1,2,0,0,0,7,205,205,0,1,188,16,0,0,95,103,0,8,8,1,1,9,0,6,3,6.0
Khalib Gilmore,111057,LB,NORFOLK,12,14,1,64.7,1,0,244,0,0,69.1,72.5,7.8,65.1,76.2,75.3,0,14,0,0,24,7.9,5,3,3,102.6,11,1,0,236,0,116,450,200,0,0,199,1,0,250,106,228,13,26,44,2,17,15,1,110,40,10.0
Brandon Hayes,121459,WR,SE LA,1,0,0,,0,0,294,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Michael Pleas Jr.,121468,ED,INCAR WORD,12,4,1,90.9,0,1,189,0,0,70.7,70.8,88.8,68.7,64.5,60.6,3,12,0,1,18,14.8,4,1,0,58.3,10,3,0,23,0,78,420,350,0,0,330,20,0,70,176,166,46,13,19,0,11,18,0,78,60,7.8
Kaghen Roach,121606,ED,ABILENE CH,14,11,3,,1,1,100,2,1,61.8,70.3,63.6,65.3,72.4,62.7,4,18,0,0,,13.0,6,0,2,0.0,0,6,0,2,0,8,801,799,1,132,434,232,0,2,474,319,0,27,29,1,0,28,0,0,0,
Jadyn Bost,121627,ED,ALCORN ST,11,7,0,,1,0,107,0,0,52.8,58.5,25.8,54.7,68.1,55.9,0,4,0,0,,13.3,2,0,2,0.0,0,0,0,0,0,1,295,295,4,45,172,74,0,0,169,125,0,2,6,1,0,4,0,0,0,
Gabe Fletcher,121633,DI,E KENTUCKY,11,6,2,,0,0,159,1,0,,67.8,80.8,59.4,71.2,61.5,0,3,0,0,,8.3,1,0,0,0.0,0,1,0,0,0,0,220,220,3,89,8,120,0,0,118,102,0,5,5,0,0,4,0,0,0,
Devion Hargrove,121681,CB,STF AUSTIN,8,1,0,66.7,0,0,301,0,0,60.0,62.8,79.2,,74.9,55.4,0,0,0,0,16,18.2,2,0,2,76.4,4,0,0,7,105,69,114,0,0,0,0,0,0,114,0,45,2,4,8,1,6,0,0,27,5,6.8
Josh Hastings,121766,S,TENN MARTN,7,8,0,90.9,0,0,310,0,0,74.3,75.8,82.9,66.0,75.8,69.1,0,0,0,0,74,13.5,5,1,0,143.6,10,0,0,168,1,178,324,3,0,0,3,0,76,321,2,144,75,11,24,3,11,0,1,123,111,12.3
Tyrece Edwards,121803,ED,MURRAY ST,11,2,0,,0,0,236,0,0,60.0,58.9,46.3,56.6,61.4,34.9,0,8,0,0,,23.1,3,0,1,0.0,0,0,0,0,0,0,212,212,0,3,150,59,0,0,90,122,0,4,8,1,0,8,0,0,0,
Drew Francis,121804,LB,E TENN ST,12,11,0,71.4,1,0,157,0,0,45.5,52.4,85.1,56.9,59.3,56.1,3,3,0,0,22,18.0,9,0,1,109.2,15,0,0,424,0,236,494,38,0,0,37,1,1,456,52,206,30,20,30,3,21,6,1,160,113,10.7
Davon Martin,121813,CB,N ALABAMA,12,1,0,57.7,1,2,389,1,0,52.4,57.5,82.5,52.5,80.8,68.1,0,0,0,0,76,13.0,3,1,4,127.9,15,0,0,32,300,191,347,1,0,0,1,0,8,346,4,152,6,5,19,0,26,0,2,333,91,22.2
Ahmad Bradley,121835,DI,SE LA,13,13,0,,0,0,294,0,0,62.7,70.6,64.5,55.2,77.6,80.4,1,5,0,0,,2.6,1,0,1,0.0,0,4,0,0,0,0,455,455,44,411,0,0,0,0,234,221,0,25,25,1,0,10,0,0,0,
Kortlin Rausaw,121904,DI,ABILENE CH,14,15,2,,0,2,100,0,0,58.8,69.2,73.9,63.8,71.4,50.8,2,14,0,0,,12.2,5,0,1,0.0,0,4,0,2,0,5,763,761,102,558,12,89,0,2,460,298,0,19,21,1,0,20,0,0,0,
Micah Harper,122060,CB,MONTANA,14,14,1,56.8,0,1,232,1,0,88.3,86.7,12.5,76.0,80.0,80.9,0,1,0,2,24,8.5,5,5,2,62.9,25,0,0,133,7,386,650,7,0,0,7,0,91,643,7,257,411,11,40,1,44,1,1,262,60,10.5
Ky Thomas,122120,ED,STF AUSTIN,13,9,1,100.0,0,1,301,0,0,69.2,83.1,86.6,71.2,84.3,68.8,5,22,0,0,11,9.8,4,1,0,112.5,1,7,0,54,0,10,553,499,0,42,171,286,0,54,323,220,0,28,28,9,1,34,0,11,15,11.0
KeShawn Washington,122227,S,SAMFORD,10,4,0,50.0,0,3,282,1,0,82.8,80.8,81.4,54.7,77.0,74.7,1,1,0,1,27,9.1,2,1,0,36.6,7,0,0,79,0,118,239,9,0,0,9,0,0,230,11,110,151,11,16,0,14,2,0,76,35,10.9
Ty Moore,122277,WR,NWSTATE,2,0,0,,0,0,257,0,1,,60.0,60.0,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,
Shon Brown,122321,ED,SCAR STATE,12,3,0,,0,0,290,0,0,60.0,61.2,86.4,59.3,60.6,46.7,3,0,0,0,,23.1,3,0,0,0.0,0,1,0,3,0,1,214,209,0,3,201,5,0,5,118,95,1,6,7,1,0,4,0,0,0,
Josh Griffis,122400,ED,TARLETON,14,7,0,,0,1,401,0,0,60.4,69.1,53.5,73.6,63.0,33.0,5,15,0,0,,25.0,8,0,2,0.0,0,4,0,0,0,2,558,558,0,16,314,228,0,0,287,269,0,16,17,5,0,24,0,0,0,
Reginald Harden,122401,WR,TARLETON,3,0,0,,0,0,401,0,0,60.0,62.7,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
Anthony Fieldings,122439,CB,ALAB A&M,9,7,0,67.5,0,1,104,0,0,49.7,57.2,1.6,55.7,82.0,63.2,0,0,0,0,32,14.6,7,1,3,104.0,27,0,0,90,64,219,459,10,0,0,10,0,4,449,3,237,290,14,34,3,40,0,2,278,163,10.3
Khatavian Franks,122472,LB,E KENTUCKY,8,7,0,88.9,0,0,159,0,0,58.5,53.1,80.5,63.8,48.3,46.8,1,0,0,1,46,20.0,5,0,0,116.2,8,0,0,165,2,77,186,7,0,0,7,0,0,179,6,103,12,6,13,1,9,1,1,114,55,14.3
Tyson Meiguez,122488,LB,DUQUESNE,9,14,0,92.9,0,1,155,1,1,63.4,80.9,84.9,78.5,86.5,69.3,4,5,0,0,17,12.5,5,1,0,126.2,13,3,0,301,1,160,387,17,0,0,17,0,0,370,65,162,68,15,21,2,14,12,1,120,71,9.2
