player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Kylin James,150195,HB,CENT ARK,11,2.7,19,80.0,0.0,0,2,0,13.0,6,0.23,21,132,1,53.0,38.7,71.1,47.8,74.8,7.4,19,0,61,11.2,29,258,1,46.8,40,84.9,219,14.3,37,136.0,50,3,3.9,10,592,486,12.2,14.8,2.7
Jonny Barrett,109600,WR,DARTMOUTH,10,11.2,3,56.0,16.7,1,6,1,6.7,2,-0.04,16,148,0,62.4,71.7,66.4,,66.8,0.0,0,0,36,0.0,0,206,2,39.6,28,95.6,197,4.4,9,97.3,50,3,95.6,197,342,102,3.6,12.2,1.74
Zain Zinicola,147712,WR,N COLORADO,6,7.7,3,74.0,33.3,3,9,0,2.6,1,-0.27,12,253,1,83.8,40.8,70.0,55.0,67.7,0.0,0,0,32,0.6,1,181,1,37.9,37,95.0,172,87.3,158,96.9,50,1,12.7,23,318,116,3.1,8.6,1.85
Mason Tipton,109617,WR,YALE,8,12.2,6,58.0,22.2,2,9,0,6.5,2,-0.07,17,352,0,72.1,71.7,65.3,64.7,66.6,0.0,0,5,41,0.4,1,231,1,42.2,29,93.9,217,16.9,39,56.6,50,2,83.1,192,389,137,4.7,13.4,1.79
E.J. Hicks,62801,WR,NC CENT,12,11.6,9,69.4,71.4,5,7,0,0.0,0,0.35,23,247,1,90.1,77.4,74.9,,73.2,0.0,0,3,81,0.0,0,275,0,53.7,34,93.1,256,77.1,212,125.3,49,7,22.9,63,604,288,8.5,17.8,2.36
Matt Robbert,148749,TE,CORNELL,10,10.0,4,63.3,36.4,4,11,0,3.1,1,-0.05,25,147,0,81.1,71.9,75.0,67.9,79.5,59.8,177,2,55,5.4,16,296,1,44.2,31,90.9,269,37.5,111,98.0,49,3,1.4,4,468,168,5.4,15.1,1.74
Jeremiah Hixon,87662,WR,ALABAMA ST,11,8.2,7,67.3,28.6,2,7,0,10.8,4,-0.07,19,105,0,60.1,77.3,65.8,,66.9,0.0,0,1,41,0.0,0,269,2,42.2,33,92.6,249,66.9,180,117.6,49,5,32.3,87,399,216,6.5,12.1,1.6
Austin Hite,88716,WR,CAMPBELL,10,11.9,3,61.2,42.9,3,7,0,6.3,2,-0.02,21,131,0,72.7,71.9,65.2,,65.3,0.0,0,3,68,0.0,0,295,1,42.9,30,94.9,280,8.5,25,87.9,49,3,91.5,270,469,141,4.7,15.6,1.68
Kisean Johnson,141735,WR,ALABAMA ST,8,13.3,4,65.3,28.6,2,7,0,0.0,0,-0.14,18,105,0,90.0,72.1,72.7,,74.1,0.0,0,1,52,0.0,0,227,1,42.2,32,92.5,210,15.4,35,110.4,49,3,84.6,192,494,216,6.8,15.4,2.35
Nolan Ulm,141541,WR,E WASHGTON,11,12.5,0,59.2,41.7,5,12,0,9.4,3,0.05,15,161,0,63.4,71.6,60.6,,60.9,0.0,0,2,87,0.0,0,271,0,47.7,29,97.4,264,24.0,65,95.3,49,4,75.6,205,396,123,4.2,13.7,1.5
Julian Hicks,55059,WR,ALBANY,9,16.2,2,49.0,40.0,4,10,0,11.1,3,0.12,17,106,0,58.8,70.9,65.6,,65.5,0.0,0,0,38,0.0,0,260,1,42.9,24,94.2,245,7.3,19,112.0,49,6,92.7,241,347,57,2.4,14.5,1.42
Colin Howard,109701,WR,DRAKE,11,17.2,1,40.8,21.4,3,14,1,13.0,3,-0.27,12,153,0,53.7,70.2,66.2,,66.9,0.0,0,1,42,0.0,0,206,1,35.3,20,97.6,201,1.9,4,62.5,49,1,98.1,202,331,62,3.1,16.6,1.65
Karate Brenson,126530,WR,TENN STATE,10,11.7,8,52.1,27.3,3,11,0,10.7,3,-0.28,17,308,0,59.5,71.1,63.2,,62.9,0.0,0,2,42,0.0,0,251,2,35.2,25,97.2,244,14.7,37,63.4,48,1,85.3,214,326,123,4.9,13.0,1.34
Gunnison Bloodgood,160552,WR,MOREHEAD,11,8.5,4,56.3,25.0,1,4,0,15.6,5,-0.18,14,234,0,45.8,76.0,61.2,,61.6,0.0,0,1,55,0.0,0,229,1,37.0,27,95.6,219,97.8,224,74.5,48,1,2.2,5,314,190,7.0,11.6,1.43
Ja'seem Reed,149619,WR,SAN DIEGO,9,13.5,1,60.4,50.0,5,10,0,9.4,3,-0.09,16,283,0,63.6,72.4,61.8,,62.3,0.0,0,0,34,0.0,0,203,0,37.6,29,95.6,194,26.1,53,109.9,48,4,73.9,150,342,67,2.3,11.8,1.76
Kevin Coleman Jr.,160756,WR,JACKSON ST,13,11.8,2,68.8,60.0,6,10,0,0.0,0,0.21,20,194,0,90.6,54.5,64.4,,65.3,0.0,0,0,85,0.0,0,342,3,50.3,33,93.6,320,98.5,337,121.4,48,3,1.2,4,475,180,5.5,14.4,1.48
Noah Ford,147729,WR,N COLORADO,11,13.3,4,50.0,11.1,1,9,1,20.0,6,-0.16,11,253,0,28.8,71.1,57.2,61.2,57.3,0.0,0,3,29,0.4,1,245,2,36.9,24,94.7,232,37.1,91,66.1,48,4,62.9,154,238,84,3.5,9.9,1.03
Cameron Young,120877,WR,ALAB A&M,11,8.9,2,61.7,20.0,1,5,0,14.7,5,-0.12,13,104,0,48.4,46.0,58.4,61.8,57.4,0.0,0,3,61,0.4,1,279,2,41.0,29,97.5,272,79.2,221,78.0,47,3,20.1,56,336,191,6.6,11.6,1.24
Khalil Newton,61162,WR,STNY BROOK,11,8.9,5,46.8,14.3,1,7,0,15.4,4,-0.28,14,303,0,47.1,72.4,64.0,,63.4,0.0,0,4,38,0.0,0,212,1,39.7,22,96.2,204,1.4,3,59.1,47,4,98.6,209,283,117,5.3,12.9,1.39
Ismail Mahdi,161419,HB,HOUCHR,8,1.0,13,70.2,20.0,1,5,0,5.7,2,-0.36,11,183,0,75.1,65.4,71.8,30.7,68.0,0.0,0,2,74,16.3,41,251,1,36.9,33,81.3,204,13.9,35,94.4,47,3,2.0,5,341,354,10.7,10.3,1.67
Brett Buckman,105723,WR,DELAWARE,13,10.0,10,85.1,66.7,4,6,0,2.4,1,0.12,24,151,1,84.9,75.3,75.9,,76.5,0.0,0,1,34,0.0,0,231,0,47.0,40,94.8,219,29.0,67,105.9,47,1,70.6,163,463,134,3.4,11.6,2.11
Taylor Shields,104957,WR,MURRAY ST,11,15.3,1,46.8,43.8,7,16,0,8.3,2,-0.33,15,236,0,65.7,70.6,62.9,,62.9,0.0,0,5,84,0.0,0,275,0,30.2,22,97.5,268,22.2,61,78.2,47,5,77.8,214,465,191,8.7,21.1,1.74
Isiah Williams,153962,WR,CENT CT ST,11,13.5,3,46.8,71.4,5,7,0,8.3,2,-0.31,9,133,0,66.8,71.7,56.9,,57.9,0.0,0,4,43,0.0,0,283,1,35.6,22,95.4,270,31.8,90,32.3,47,1,68.2,193,221,61,2.8,10.0,0.82
Devin Curry,151707,WR,DELWARE ST,11,10.0,3,57.4,40.0,2,5,0,10.0,3,-0.33,13,152,0,62.5,73.1,59.9,,58.1,0.0,0,3,63,0.0,0,272,1,30.7,27,93.4,254,64.7,176,59.8,47,1,35.3,96,331,103,3.8,12.3,1.3
Daymond Hamler,150494,WR,MORGAN ST,11,10.1,2,53.2,14.3,1,7,0,16.7,5,-0.38,14,235,1,43.1,38.0,60.1,,59.8,0.0,0,2,29,0.0,0,229,1,33.3,25,94.3,216,94.3,216,65.1,47,2,5.7,13,251,75,3.0,10.0,1.16
Alijah Jackson,104000,HB,ROB MORRIS,11,-0.5,4,74.5,0.0,0,2,0,7.9,3,-0.56,9,277,0,68.6,79.0,59.9,44.6,58.7,0.0,0,1,30,20.3,54,266,0,23.0,35,75.6,201,3.8,10,70.3,47,0,1.5,4,170,248,7.1,4.9,0.85
Mikey Armour,109496,WR,MOREHEAD,11,7.1,1,66.0,100.0,1,1,1,11.4,4,-0.26,13,234,0,57.4,72.3,60.3,,60.6,0.0,0,2,28,0.0,0,198,2,37.0,31,95.5,189,98.5,195,64.0,47,0,1.5,3,278,120,3.9,9.0,1.47
Darryle Simmons,78009,WR,STF AUSTIN,11,15.3,1,48.9,0.0,0,4,0,17.9,5,0.06,12,301,1,36.1,27.7,56.6,60.9,52.5,0.0,0,3,39,0.3,1,308,1,41.3,23,97.1,299,12.3,38,45.4,47,1,87.7,270,249,75,3.3,10.8,0.83
Paxton Scott,148839,WR,DARTMOUTH,9,8.3,12,72.3,40.0,2,5,0,8.1,3,-0.02,18,148,0,67.8,73.5,70.5,62.1,69.2,0.0,0,2,28,0.4,1,250,0,40.7,34,93.6,234,77.2,193,93.5,47,2,22.8,57,391,189,5.6,11.5,1.67
LJ Haskett,142088,WR,SACR HEART,10,10.5,9,59.6,50.0,3,6,0,12.5,4,0.09,16,280,0,55.6,72.8,62.1,,63.2,0.0,0,3,75,0.0,0,274,1,47.3,28,94.2,258,3.3,9,63.7,47,1,96.7,265,355,153,5.5,12.7,1.38
Parker Fetterman,141382,WR,ROB MORRIS,10,10.6,0,45.7,33.3,2,6,1,8.7,2,-0.5,10,277,0,64.7,78.0,54.3,,52.9,0.0,0,2,64,0.0,0,351,1,29.3,21,94.3,331,96.0,337,51.0,46,1,4.0,14,240,100,4.8,11.4,0.73
Nile Hill,104248,WR,E ILLINOIS,11,9.9,4,58.7,0.0,0,6,0,6.9,2,-0.27,15,158,0,73.4,72.0,63.3,,63.9,1.4,4,4,31,0.0,0,278,3,35.1,27,94.2,262,94.2,262,52.4,46,2,4.0,11,256,106,3.9,9.5,0.98
Daemon Dawkins,153930,WR,ARKAPB,11,14.6,4,37.0,25.0,1,4,0,22.7,5,-0.37,6,112,0,31.6,70.8,50.2,,51.7,0.0,0,3,42,0.0,0,282,3,32.4,17,96.5,272,20.9,59,21.5,46,0,79.1,223,174,81,4.8,10.2,0.64
Zach Heins,78750,TE,S DAK ST,15,9.3,0,63.0,42.9,3,7,0,6.5,2,0.2,17,292,0,63.4,71.6,67.5,69.5,67.6,66.9,216,1,30,14.2,46,323,3,48.4,29,82.7,267,29.1,94,105.8,46,4,3.1,10,345,105,3.6,11.9,1.29
Wesley Eliodor,78814,WR,S DAKOTA,11,13.4,5,65.2,57.1,4,7,0,11.8,4,-0.1,23,291,0,49.1,49.7,72.0,,71.6,0.0,0,0,46,0.0,0,242,0,39.4,30,97.5,236,8.7,21,139.7,46,6,91.3,221,482,122,4.1,16.1,2.04
DJ Stevens,83989,TE,JACKSON ST,13,5.6,1,80.4,20.0,1,5,0,7.5,3,0.19,21,194,0,70.3,73.0,52.2,43.2,58.0,64.3,279,0,48,11.3,49,434,3,50.4,37,82.7,359,35.5,154,131.3,46,4,0.0,0,393,194,5.2,10.6,1.09
Kendall Catalon,63661,WR,ABILENE CH,11,10.3,3,63.0,40.0,4,10,0,3.3,1,0.0,15,100,0,80.0,84.6,69.1,,68.1,0.0,0,1,36,0.0,0,200,3,40.6,29,94.5,189,22.5,45,92.2,46,2,74.5,149,355,127,4.4,12.2,1.88
Isaiah Lemmond,160911,WR,VA MILT IN,10,13.5,5,63.0,37.5,3,8,1,6.5,2,-0.32,16,336,0,71.4,72.3,62.7,61.0,65.7,0.0,0,4,63,0.4,1,240,2,41.3,29,95.4,229,6.7,16,66.6,46,1,93.3,224,452,153,5.3,15.6,1.97
Austin Flax,149560,WR,DRAKE,9,9.8,4,52.2,40.0,4,10,0,11.1,3,-0.23,10,153,0,58.6,72.3,59.4,,58.3,0.4,1,4,19,0.0,0,223,0,34.1,24,96.9,216,31.4,70,41.2,46,2,68.2,152,192,56,2.3,8.0,0.89
Trey Radocha,143190,WR,DRAKE,10,16.5,0,45.7,33.3,3,9,1,12.5,3,-0.11,17,153,1,56.3,28.9,68.0,,68.2,0.0,0,1,78,0.0,0,247,1,36.3,21,96.8,239,3.6,9,83.0,46,3,96.4,238,333,89,4.2,15.9,1.39
Bryce Miller,101125,WR,S ILLINOIS,9,6.0,3,80.4,50.0,1,2,0,0.0,0,0.32,21,295,1,90.6,46.1,69.2,,70.4,0.0,0,2,34,0.0,0,226,0,52.2,37,91.6,207,91.6,207,97.8,46,2,8.4,19,384,254,6.9,10.4,1.86
Julius Young,109603,WR,LAFAYETTE,11,11.4,3,56.5,33.3,3,9,0,7.1,2,-0.39,9,203,0,60.5,71.2,55.4,62.6,55.6,0.0,0,2,40,0.4,1,255,3,29.1,26,95.3,243,12.5,32,59.0,46,1,87.5,223,228,61,2.3,8.8,0.94
Terrell Gardner,78816,WR,ALAB A&M,11,6.8,12,66.7,0.0,0,1,0,0.0,0,-0.24,14,104,0,89.2,76.6,72.3,61.2,70.9,0.0,0,1,40,0.6,1,176,0,38.5,30,95.5,168,64.2,113,76.3,45,0,35.8,63,301,222,7.4,10.0,1.79
Jayvin Little,142683,WR,WAGNER,11,12.3,0,60.0,33.3,1,3,0,12.9,4,-0.28,16,338,0,54.4,75.9,61.3,,61.4,0.0,0,1,49,0.0,0,314,0,32.9,27,95.5,300,67.8,213,94.0,45,3,32.2,101,313,77,2.9,11.6,1.04
Sterling Galban,78150,WR,JVILLE ST,11,11.5,0,64.4,100.0,4,4,0,3.3,1,-0.04,16,196,0,80.0,50.5,70.8,,71.1,0.0,0,1,73,0.0,0,195,1,38.4,29,96.9,189,98.5,192,110.3,45,3,1.5,3,449,192,6.6,15.5,2.38
Cyrus Wallace,164091,TE,IDAHO ST,8,5.6,3,73.3,20.0,1,5,0,8.3,3,0.01,13,186,0,67.3,72.2,55.2,47.4,58.3,33.1,84,0,25,3.9,10,254,2,42.7,33,93.7,238,65.0,165,86.3,45,0,2.0,5,249,106,3.2,7.5,1.05
Marcus Fulcher,104835,HB,SACRAMENTO,12,0.0,9,82.2,0.0,0,1,1,2.6,1,0.06,14,279,0,84.2,89.5,82.2,57.2,78.3,0.4,1,1,21,22.9,62,271,3,46.3,37,72.7,197,26.6,72,95.9,45,2,5.9,16,256,281,7.6,6.9,1.3
Chris Carasia,149367,WR,LAFAYETTE,11,15.8,3,55.6,71.4,5,7,0,0.0,0,-0.32,14,203,0,88.0,71.5,61.9,,61.1,0.0,0,2,46,0.0,0,330,3,32.4,25,95.5,315,8.8,29,72.9,45,2,91.2,301,305,84,3.4,12.2,0.97
Brandon Porter,61528,WR,INCAR WORD,11,8.8,18,84.4,75.0,3,4,0,2.6,1,0.56,27,189,1,84.2,40.8,78.8,62.1,80.2,0.0,0,0,54,0.4,1,239,2,56.1,38,95.0,227,95.0,227,155.8,45,5,5.0,12,592,292,7.7,15.6,2.61
Myles Butler,150199,WR,CENT ARK,11,15.8,6,50.0,44.4,4,9,0,21.4,6,-0.02,18,132,0,30.4,70.6,66.0,,65.0,0.0,0,1,81,0.0,0,246,1,41.3,22,97.6,240,5.3,13,98.9,44,3,94.7,233,442,154,7.0,20.1,1.84
Dakota Caton,87694,WR,INDIANA ST,11,8.2,7,54.5,33.3,2,6,0,11.1,3,-0.2,14,191,0,59.5,63.7,62.9,,63.8,0.4,1,2,53,0.0,0,230,3,38.1,24,97.0,223,90.4,208,70.9,44,2,8.7,20,287,164,6.8,12.0,1.29
August Pitre III,75967,WR,SOUTHERN U,12,16.8,1,47.7,57.1,8,14,0,12.5,3,-0.03,15,297,0,54.9,70.4,61.9,,61.4,0.0,0,2,38,0.0,0,302,1,39.7,21,96.0,290,7.6,23,80.1,44,3,92.4,279,364,40,1.9,17.3,1.26
CJ Turner,61656,WR,SE LA,9,14.3,5,52.3,16.7,1,6,0,4.2,1,0.06,20,294,0,77.2,70.9,70.4,62.1,70.6,0.0,0,2,59,0.5,1,201,0,45.5,23,98.0,197,26.9,54,94.5,44,4,73.1,147,396,135,5.9,17.2,2.01
Deuce McMillan,161425,WR,HOUCHR,11,5.3,8,70.5,40.0,2,5,0,0.0,0,-0.38,12,183,1,89.8,44.5,58.0,64.6,60.0,0.0,0,2,26,0.9,2,233,2,35.6,31,93.1,217,94.4,220,73.9,44,1,4.3,10,258,205,6.6,8.3,1.19
Kasey Hawthorne,138431,WR,HOWARD,11,7.7,6,72.7,75.0,3,4,0,11.1,4,0.12,12,184,0,60.1,82.0,70.0,91.5,62.2,0.0,0,1,35,0.8,2,239,0,42.4,32,95.4,228,93.7,224,83.6,44,0,2.9,7,321,130,4.1,10.0,1.41
Javin Whatley,149832,WR,CHATTNOOGA,9,11.7,0,68.2,44.4,4,9,0,3.2,1,0.18,19,137,0,81.1,75.0,78.2,,78.7,0.0,0,1,72,0.0,0,173,0,48.5,30,96.5,167,94.2,163,116.0,44,3,5.8,10,463,208,6.9,15.4,2.77
McCallan Castles,83949,TE,UC DAVIS,11,9.4,5,68.2,33.3,2,6,0,3.2,1,0.14,20,322,0,72.1,72.0,80.1,65.8,63.3,47.5,145,1,27,9.8,30,305,2,49.5,30,86.6,264,37.7,115,97.4,44,2,14.8,45,347,161,5.4,11.6,1.31
Demarcus Lacey,164301,WR,N ALABAMA,10,15.6,5,53.5,45.5,5,11,2,4.2,1,-0.02,16,389,0,77.4,56.3,77.1,,77.5,0.0,0,1,78,0.0,0,194,3,38.7,23,95.9,186,90.2,175,113.9,43,7,8.2,16,385,116,5.0,16.7,2.07
Brandon Lombana,166696,WR,MARIST,11,11.3,8,51.2,40.0,2,5,0,4.3,1,-0.31,12,213,0,75.9,71.7,66.3,,66.5,0.0,0,5,65,0.0,0,262,1,35.7,22,95.0,249,98.1,257,52.7,43,2,1.9,5,331,176,8.0,15.0,1.33
Marques Owens,149271,WR,BUCKNELL,11,10.7,1,44.2,23.1,3,13,0,9.5,2,-0.3,10,125,0,62.5,70.6,60.6,,61.8,0.5,1,3,40,0.0,0,196,1,37.4,19,95.4,187,47.4,93,35.8,43,0,52.0,102,268,120,6.3,14.1,1.43
Aaron Dykes,83746,HB,RICHMOND,13,0.3,5,67.4,0.0,0,1,0,9.4,3,0.15,12,276,0,63.4,84.0,72.9,49.3,60.6,0.0,0,1,25,15.2,53,348,0,49.9,29,82.5,287,17.2,60,83.7,43,2,0.9,3,202,242,8.3,7.0,0.7
Malone Howley,109615,WR,PENN,10,12.2,3,60.5,37.5,3,8,0,10.3,3,-0.05,14,267,0,52.2,71.2,55.3,61.0,54.7,0.0,0,0,44,0.3,1,381,2,45.5,26,93.2,355,3.1,12,96.1,43,1,96.9,369,370,96,3.7,14.2,1.04
Ravi Alston,111293,WR,MONTANA ST,14,12.8,9,60.5,45.5,5,11,0,10.3,3,0.09,19,233,0,52.5,71.2,69.9,67.8,68.4,0.0,0,0,43,0.8,2,265,1,46.5,26,95.8,254,4.5,12,98.8,43,1,95.5,253,398,103,4.0,15.3,1.57
DreSean Kendrick,142417,WR,WM & MARY,13,10.9,6,58.1,60.0,3,5,0,3.8,1,0.22,16,348,0,78.9,78.6,71.5,71.3,76.3,0.0,0,2,77,1.5,3,196,3,46.8,25,92.3,181,44.4,87,80.9,43,2,48.0,94,353,151,6.0,14.1,1.95
Scott Scherzer,108411,WR,MARIST,11,11.1,4,67.4,80.0,4,5,0,3.3,1,-0.14,15,213,0,80.5,71.8,61.4,,60.8,0.3,1,1,31,0.0,0,288,2,38.3,29,94.8,273,22.6,65,85.1,43,1,77.1,222,297,82,2.8,10.2,1.09
Darian Street,61596,WR,TOWSON,11,10.5,2,53.5,50.0,3,6,0,14.8,4,-0.04,16,317,0,51.0,29.2,60.0,,61.8,1.5,4,1,36,0.0,0,259,2,38.7,23,95.8,248,90.3,234,103.9,43,5,7.7,20,291,92,4.0,12.7,1.17
Tanner Taula,66715,TE,ILL STATE,9,6.0,1,60.5,50.0,2,4,0,13.3,4,0.01,18,188,0,52.2,71.2,64.1,77.1,66.2,59.8,153,2,31,17.2,44,256,0,43.9,26,79.7,204,40.2,103,68.5,43,1,0.0,0,285,175,6.7,11.0,1.4
Nick Laboy,148767,WR,CORNELL,10,11.8,4,59.5,60.0,3,5,0,7.4,2,-0.07,17,147,1,69.4,30.0,63.2,,62.3,0.0,0,4,36,0.0,0,317,0,43.8,25,95.9,304,8.5,27,64.4,42,2,91.5,290,367,108,4.3,14.7,1.21
Dylan Djete,159994,WR,WOFFORD,11,12.3,5,64.3,12.5,1,8,0,0.0,0,0.11,14,350,0,79.1,72.2,69.1,60.9,68.2,0.0,0,1,60,0.4,1,245,0,40.9,27,93.5,229,9.0,22,96.4,42,1,91.0,223,431,117,4.3,16.0,1.88
Matthew Prochaska,109624,WR,BRYANT,10,10.9,1,54.8,20.0,2,10,0,8.0,2,0.11,15,124,0,66.8,70.7,61.7,63.1,61.3,0.0,0,0,31,0.4,1,224,0,47.1,23,93.3,209,97.8,219,79.7,42,1,2.2,5,242,93,4.0,10.5,1.16
Harry Van Dyne,55247,WR,INDIANA ST,11,9.3,4,57.1,33.3,4,12,0,4.0,1,-0.07,16,191,0,78.4,71.2,65.7,,64.9,0.0,0,0,27,0.0,0,230,0,37.5,24,97.4,224,6.1,14,94.1,42,2,93.9,216,288,73,3.0,12.0,1.29
CJ Bolar,84498,WR,ALCORN ST,8,13.0,4,57.1,0.0,0,2,0,17.2,5,-0.28,15,107,1,41.7,47.5,59.1,,60.0,0.0,0,2,30,0.0,0,163,0,32.3,24,98.8,161,82.2,134,56.3,42,0,17.8,29,267,97,4.0,11.1,1.66
Jaylin Jackson,83815,WR,W ILLINOIS,9,7.5,1,59.5,20.0,1,5,0,10.7,3,-0.35,9,345,0,59.8,74.5,54.3,,55.7,1.4,3,1,28,0.0,0,207,1,35.5,25,96.1,199,95.7,198,59.0,42,0,2.9,6,174,85,3.4,7.0,0.87
Caesar Magee,139529,WR,NWSTATE,11,9.2,7,64.3,57.1,4,7,0,6.9,2,-0.11,17,257,1,70.7,29.7,57.0,,57.6,0.0,0,2,30,0.0,0,322,1,37.1,27,96.3,310,5.6,18,72.2,42,1,94.4,304,287,102,3.8,10.6,0.93
Willie Gaines,160761,WR,JACKSON ST,13,12.1,5,66.7,50.0,2,4,0,12.5,4,0.15,14,194,1,48.3,62.1,67.1,,68.4,0.0,0,1,86,0.0,0,191,1,48.0,28,93.7,179,96.3,184,131.9,42,5,3.1,6,450,241,8.6,16.1,2.51
Jeremiah Scott,109791,WR,MOREHEAD,11,13.3,2,45.2,33.3,4,12,0,9.5,2,-0.31,15,234,0,62.5,70.4,57.3,69.4,57.2,0.0,0,2,29,0.7,2,307,2,34.9,19,95.4,293,1.6,5,52.0,42,1,98.4,302,243,41,2.2,12.8,0.83
Cam Skattebo,147787,HB,SACRAMENTO,13,1.2,22,73.8,0.0,0,1,0,6.1,2,0.19,14,279,0,72.9,61.8,91.4,67.6,76.6,0.0,0,1,37,32.8,113,345,6,50.5,31,63.2,218,11.6,40,114.3,42,3,6.1,21,371,366,11.8,12.0,1.7
Isaac Foster,78635,HB,KENNESAW,11,8.0,3,65.9,75.0,3,4,0,6.9,2,-0.11,16,200,0,70.1,72.8,69.0,68.3,67.6,5.7,12,0,40,0.5,1,210,3,39.1,27,97.1,204,51.9,109,105.1,41,2,2.4,5,314,118,4.4,11.6,1.54
Jalen Carr,102613,WR,ILL STATE,11,6.5,3,75.6,50.0,2,4,0,6.1,2,-0.08,15,188,1,72.7,75.5,66.5,,67.5,1.2,2,1,56,0.0,0,169,0,43.2,31,95.9,162,94.7,160,92.2,41,1,4.1,7,287,145,4.7,9.3,1.77
RJ Lamarre,105005,WR,STNY BROOK,11,12.9,0,51.2,40.0,4,10,0,12.5,3,-0.3,11,303,0,56.3,70.6,64.2,,65.6,0.0,0,0,33,0.0,0,148,3,36.4,21,94.6,140,4.7,7,78.9,41,1,95.3,141,256,70,3.3,12.2,1.83
Quinton Cross,104854,WR,TENN TECH,11,8.7,5,48.8,33.3,1,3,0,13.0,3,0.08,9,309,0,44.4,74.1,56.2,,54.8,0.5,1,4,24,0.0,0,212,3,44.6,20,96.2,204,85.4,181,29.1,41,1,14.2,30,175,124,6.2,8.8,0.86
TJ Jones,154015,HB,W CAROLINA,10,-0.5,3,78.0,0.0,0,1,1,13.5,5,0.11,13,344,0,52.2,59.3,61.9,10.5,64.4,0.0,0,1,19,12.0,25,209,2,46.2,32,82.3,172,4.3,9,87.6,41,1,3.8,8,226,257,8.0,7.1,1.31
Amin Woods,149649,HB,MARIST,11,-2.3,7,90.2,,0,0,0,2.6,1,-0.22,7,213,1,83.4,77.8,70.3,74.1,68.1,0.0,0,0,14,34.1,106,311,1,37.3,37,62.4,194,0.3,1,92.8,41,1,0.0,0,177,274,7.4,4.8,0.91
Max Tomczak,148297,WR,YNGTOWN ST,11,12.1,2,63.4,40.0,2,5,0,7.1,2,0.04,21,353,0,69.2,71.2,67.4,,66.4,0.0,0,0,41,0.0,0,286,1,41.8,26,96.2,275,93.4,267,114.9,41,2,6.6,19,430,159,6.1,16.5,1.56
Tank McMath,160847,WR,NICHOLLS,9,12.0,1,46.3,50.0,4,8,1,17.4,4,-0.09,14,243,0,44.0,70.2,63.8,,63.4,0.0,0,0,36,0.0,0,167,2,40.5,19,97.6,163,7.8,13,69.6,41,1,92.2,154,204,42,2.2,10.7,1.25
Jay Stanton,105584,HB,SAMFORD,13,-4.0,7,80.5,100.0,1,1,0,5.7,2,0.23,9,282,0,74.5,83.6,70.1,47.8,62.4,0.0,0,1,36,13.7,48,351,0,46.3,33,82.9,291,4.6,16,81.9,41,1,1.7,6,170,324,9.8,5.2,0.58
Noah Canty,165035,TE,STHLSK,9,7.0,1,46.3,66.7,2,3,0,17.4,4,-0.03,13,1470,0,42.6,70.1,73.0,68.6,69.1,83.3,160,0,19,15.6,30,192,0,39.0,19,79.7,153,14.1,27,68.4,41,1,0.5,1,193,116,6.1,10.2,1.26
Justin Malone,63647,TE,WEBER ST,13,1.9,2,80.0,0.0,0,1,0,5.9,2,0.01,15,342,0,73.4,72.2,60.9,54.4,65.9,65.9,151,0,36,22.3,51,229,2,41.6,32,74.7,171,29.7,68,111.5,40,2,1.7,4,270,243,7.6,8.4,1.58
Chaney Fitzgerald,160330,WR,CAMPBELL,10,13.6,2,67.5,50.0,4,8,0,10.0,3,-0.04,11,131,0,62.7,71.5,66.7,,66.5,0.0,0,0,52,0.0,0,181,1,43.6,27,95.0,172,86.7,157,111.1,40,2,13.3,24,347,212,7.9,12.9,2.02
Brady Hutchison,160464,WR,COLGATE,10,13.9,3,62.5,25.0,1,4,0,3.8,1,0.04,12,142,0,77.8,71.1,66.7,,67.1,0.0,0,0,48,0.0,0,188,1,45.6,25,96.8,182,3.2,6,84.4,40,0,96.3,181,290,62,2.5,11.6,1.59
Tyron Arnett,61827,WR,CHATTNOOGA,11,10.2,2,62.5,33.3,1,3,0,7.4,2,0.03,20,137,0,69.4,71.9,72.1,,74.5,0.0,0,2,24,0.0,0,178,2,49.7,25,96.1,171,93.8,167,63.5,40,0,6.2,11,290,82,3.3,11.6,1.7
Jacob Garrett,87228,TE,S ILLINOIS,11,3.7,6,80.0,33.3,1,3,0,11.1,4,0.33,21,295,1,58.4,39.3,67.9,74.3,61.4,66.9,236,0,27,22.9,81,353,1,52.1,32,72.2,255,25.2,89,140.8,40,6,2.3,8,332,231,7.2,10.4,1.3
Latrell Collier,109270,HB,NC CENT,12,1.6,3,77.5,0.0,0,2,0,11.4,4,0.31,12,247,1,57.7,83.6,77.9,54.9,55.8,0.0,0,0,23,18.6,52,279,0,51.7,31,77.1,215,1.1,3,102.4,40,1,0.4,1,263,274,8.8,8.5,1.22
