player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Fotis Kokosioulis,78174,WR,FORDHAM,12,11.3,13,66.5,28.6,4,14,0,8.8,10,0.35,60,168,1,68.9,53.1,84.8,,85.1,0.0,0,4,84,0.0,0,511,0,50.5,103,94.5,483,93.5,478,115.0,155,15,6.3,32,1339,534,5.2,13.0,2.77
Joey Hobert,131934,WR,UTAHTC,11,13.0,7,61.1,63.6,14,22,1,11.7,12,-0.05,55,1285,1,52.9,64.5,82.8,,83.2,0.2,1,0,50,0.0,0,511,1,39.2,91,93.9,480,89.0,455,124.2,149,16,10.6,54,1268,432,4.7,13.9,2.64
Joshua Tomas,109716,WR,GEORGETOWN,11,9.0,22,77.9,50.0,5,10,0,3.8,4,0.06,61,172,0,86.8,83.4,89.9,,90.3,0.9,4,4,75,0.0,0,459,1,45.8,102,95.9,440,83.7,384,121.3,131,11,14.4,66,1237,613,6.0,12.1,2.81
Chandler Smith,87722,WR,SAMFORD,13,8.2,19,79.1,50.0,5,10,0,2.9,3,0.23,44,282,0,90.1,82.9,73.0,61.0,76.3,5.4,30,0,49,0.2,1,559,1,48.2,102,95.5,534,87.5,489,129.9,129,11,7.2,40,1079,547,5.4,10.6,2.02
Zach Patterson,160135,WR,NWSTATE,11,6.9,11,63.3,62.5,5,8,0,10.0,9,-0.06,39,257,2,62.0,43.2,63.6,,65.8,0.0,0,3,53,0.0,0,429,1,37.8,81,96.7,415,94.9,407,80.8,128,5,4.9,21,698,350,4.3,8.6,1.68
Xavier Smith,102585,WR,FL A&M,11,9.5,13,71.8,30.8,4,13,1,4.3,4,0.06,57,164,0,80.8,79.3,86.3,,89.1,0.0,0,2,63,0.0,0,402,1,42.9,89,94.3,379,77.6,312,120.0,124,11,22.1,89,1050,452,5.1,11.8,2.77
Taylor Grimes,89507,WR,INCAR WORD,14,13.2,19,66.7,40.0,8,20,0,3.5,3,0.53,56,189,0,87.6,77.7,85.3,62.1,86.4,0.0,0,1,70,0.2,1,473,2,56.7,82,95.6,452,11.8,56,135.0,123,15,88.2,417,1215,526,6.4,14.8,2.69
Cutrell Haywood,61310,WR,GARD-WEBB,13,10.4,8,63.9,17.6,3,17,1,2.5,2,0.06,42,171,2,86.1,58.0,70.7,,71.5,0.2,1,9,38,0.0,0,475,2,45.4,78,93.5,444,10.3,49,69.9,122,7,89.5,425,767,304,3.9,9.8,1.73
Kendall Watson,64330,WR,SAMFORD,13,9.2,20,72.3,46.2,6,13,0,5.5,5,0.22,46,282,0,79.9,76.5,72.4,,73.2,0.2,1,2,70,0.0,0,551,1,47.9,86,95.5,526,8.5,47,119.1,119,10,91.3,503,1021,464,5.4,11.9,1.94
Drae McCray,149140,WR,AUSTINPEAY,11,10.2,24,66.7,15.0,3,20,1,8.4,7,-0.07,41,116,0,69.1,59.5,82.5,63.6,83.9,0.0,0,4,72,0.3,1,396,2,41.1,76,94.9,376,41.9,166,106.7,114,9,56.6,224,1022,614,8.1,13.4,2.72
Johnny King,134733,WR,SE MO ST,12,11.8,7,60.5,27.8,5,18,1,5.5,4,0.17,46,293,1,78.7,53.0,76.9,,77.3,0.0,0,4,33,0.0,0,420,1,50.1,69,95.5,401,16.0,67,84.5,114,6,84.0,353,794,228,3.3,11.5,1.98
T.J. Luther,88745,WR,GARD-WEBB,13,16.7,14,56.8,36.4,8,22,0,13.7,10,0.03,44,171,0,49.3,75.3,74.6,,76.3,0.0,0,4,62,0.0,0,451,6,44.8,63,93.6,422,16.9,76,102.2,111,8,83.1,375,1168,382,6.1,18.5,2.77
Ryan Flournoy,159617,WR,SE MO ST,11,14.5,8,55.9,35.7,5,14,0,4.6,3,0.2,42,293,1,80.8,52.9,83.9,,84.3,0.0,0,1,62,0.0,0,394,1,51.5,62,95.7,377,12.2,48,104.0,111,7,87.1,343,1016,409,6.6,16.4,2.69
Hayden Hatten,102500,WR,IDAHO,11,12.7,13,76.1,65.4,17,26,0,0.0,0,0.24,56,185,2,95.0,38.7,91.8,,91.9,0.3,1,6,48,0.0,0,386,0,50.1,83,95.1,367,20.7,80,128.5,109,16,78.8,304,1211,280,3.4,14.6,3.3
Javon Antonio,139494,WR,NWSTATE,11,9.7,12,59.3,34.8,8,23,0,8.6,6,-0.1,31,257,0,68.3,75.1,64.8,,64.5,0.0,0,2,49,0.0,0,522,3,37.4,64,96.2,502,11.3,59,88.9,108,6,88.7,463,690,309,4.8,10.8,1.37
Jakob Herres,78984,WR,RICHMOND,13,10.1,10,72.0,36.4,8,22,0,6.1,5,0.13,50,276,0,76.7,77.0,74.3,,75.7,2.3,13,2,63,0.0,0,562,0,49.1,77,97.2,546,79.0,444,110.1,107,6,18.7,105,955,376,4.9,12.4,1.75
Landon Ruggieri,142050,WR,BRYANT,10,12.1,6,59.4,36.8,7,19,0,7.4,5,0.11,45,124,0,72.0,74.9,83.2,,83.4,0.0,0,5,51,0.0,0,383,0,48.7,63,93.2,357,15.4,59,87.3,106,6,84.6,324,927,307,4.9,14.7,2.6
Makai Jackson,159480,WR,ST FRANCIS,12,5.1,18,78.3,57.1,8,14,1,6.7,6,0.31,43,299,2,74.6,44.4,85.9,,86.9,0.0,0,2,45,0.0,0,324,2,49.7,83,96.3,312,89.2,289,125.2,106,9,10.2,33,970,693,8.3,11.7,3.11
Chris Coleman,55906,WR,CAL POLY,11,11.4,16,56.6,33.3,6,18,0,13.0,9,-0.04,41,129,1,56.8,57.6,75.1,60.5,76.0,0.0,0,3,57,0.2,1,433,1,44.0,60,96.5,418,15.5,67,90.1,106,5,84.3,365,940,464,7.7,15.7,2.25
Ryan Miller,78734,TE,FURMAN,13,7.6,11,67.0,70.0,7,10,0,9.0,7,0.11,40,170,1,66.2,53.2,72.7,61.4,79.3,21.5,84,7,44,2.6,10,391,1,47.2,71,92.8,363,75.4,295,97.8,106,12,2.6,10,755,425,6.0,10.6,2.08
Ty MacPherson,63720,WR,WEBER ST,13,15.6,3,54.7,39.1,9,23,0,10.8,7,0.09,45,342,0,60.3,74.6,79.6,61.0,80.2,0.0,0,3,69,0.2,1,401,0,45.4,58,94.8,380,15.2,61,109.6,106,11,84.8,340,995,290,5.0,17.2,2.62
Naseim Brantley,109823,WR,W ILLINOIS,10,16.9,13,49.5,35.0,7,20,0,13.3,8,-0.27,34,345,1,50.7,59.6,72.0,61.9,72.2,0.3,1,3,56,0.3,1,370,1,34.5,52,95.9,355,4.3,16,95.3,105,9,95.4,353,888,339,6.5,17.1,2.5
Geoffrey Jamiel,159763,WR,LEHIGH,11,10.9,4,50.5,46.2,6,13,0,3.6,2,-0.05,34,205,0,83.0,75.7,73.9,65.0,75.2,0.0,0,5,48,0.5,2,417,1,41.6,53,92.3,385,93.5,390,53.2,105,1,6.5,27,649,231,4.4,12.2,1.69
Darion Chafin,133215,WR,INCAR WORD,14,14.3,11,66.7,40.9,9,22,0,7.9,6,0.53,44,189,1,70.0,53.7,73.2,,74.4,0.0,0,3,80,0.0,0,471,5,56.0,70,95.3,449,10.4,49,135.2,105,18,89.6,422,1256,557,8.0,17.9,2.8
Bryce Oliver,84248,WR,YNGTOWN ST,11,12.7,14,56.7,19.0,4,21,0,10.6,7,0.0,33,353,1,60.3,49.4,77.7,,76.6,0.0,0,2,57,0.0,0,340,1,41.8,59,95.0,323,8.5,29,106.3,104,10,91.2,310,821,196,3.3,13.9,2.54
Dante Hendrix,63736,WR,INDIANA ST,10,13.1,8,48.1,47.1,8,17,1,5.7,3,-0.12,35,191,2,76.4,26.4,71.3,,73.1,0.0,0,3,67,0.0,0,321,2,37.4,50,96.6,310,33.3,107,71.9,104,4,66.7,214,722,260,5.2,14.4,2.33
Darius Cooper,136866,WR,TARLETON,11,16.3,8,51.9,47.8,11,23,0,5.3,3,0.14,39,401,1,77.6,48.4,81.7,,83.4,0.0,0,0,67,0.0,0,403,3,44.7,54,95.5,385,34.5,139,116.7,104,9,65.5,264,1062,349,6.5,19.7,2.76
Kobe Clark,86853,WR,ABILENE CH,11,9.5,11,62.7,42.9,6,14,0,11.1,8,0.11,44,100,0,53.7,74.8,76.3,62.2,76.0,0.0,0,6,58,0.2,1,416,0,43.4,64,95.7,398,86.1,358,87.3,102,8,12.5,52,767,342,5.3,12.0,1.93
Shaq Davis,105710,WR,SCAR STATE,11,18.8,7,44.0,39.1,9,23,0,20.0,11,-0.13,34,290,2,30.0,25.0,70.4,64.5,70.7,0.0,0,5,87,0.6,2,336,2,36.1,44,94.3,317,22.6,76,93.9,100,11,77.4,260,944,216,4.9,21.5,2.98
Devron Harper,102587,WR,MERCER,11,9.6,12,76.0,54.5,6,11,0,6.2,5,0.46,48,219,1,76.1,73.7,88.6,69.3,89.6,0.0,0,2,62,1.3,4,299,1,53.6,76,94.6,283,48.8,146,132.2,100,10,50.5,151,1003,472,6.2,13.2,3.54
Leroy Henley,61229,WR,RICHMOND,13,10.4,8,73.0,38.9,7,18,0,8.8,7,0.12,46,276,0,67.0,75.5,70.0,,69.6,0.0,0,0,46,0.0,0,564,0,49.1,73,97.5,550,6.4,36,130.9,100,10,93.6,528,832,199,2.7,11.4,1.51
Jasiah Williams,142364,WR,RICHMOND,12,3.8,18,83.0,12.5,1,8,0,3.5,3,0.12,30,276,1,86.3,56.6,64.1,,64.0,0.0,0,0,25,0.0,0,502,2,49.3,83,97.0,487,93.6,470,105.7,100,4,6.4,32,618,518,6.2,7.4,1.27
Jadakis Bonds,105743,WR,HAMPTON,11,15.4,6,52.6,45.8,11,24,0,13.6,8,0.0,38,178,0,50.8,74.2,79.0,,79.3,0.0,0,6,67,0.0,0,361,2,40.7,51,92.5,334,10.5,38,91.6,97,10,89.5,323,863,196,3.8,16.9,2.58
Seth Anderson,147931,WR,CHARLES SO,10,14.6,13,45.3,26.3,5,19,0,6.5,3,-0.28,26,135,0,73.2,73.3,63.7,,66.6,0.0,0,3,48,0.0,0,434,1,33.7,43,94.9,412,3.7,16,83.5,95,8,96.3,418,657,187,4.3,15.3,1.59
Dwayne Menders Jr.,108535,WR,DUQUESNE,11,11.3,10,57.9,33.3,4,12,0,8.3,5,-0.06,38,155,0,67.6,82.4,76.9,,76.5,0.0,0,6,67,0.0,0,360,3,39.4,55,94.4,340,76.7,276,85.4,95,6,23.3,84,919,481,8.7,16.7,2.7
Colton Dowell,63721,WR,TENN MARTN,11,14.0,5,72.0,63.2,12,19,0,4.3,3,0.07,46,310,0,78.0,75.4,83.5,,85.2,0.0,0,4,54,0.0,0,352,0,47.1,67,94.6,333,13.1,46,112.1,93,6,86.9,306,1036,281,4.2,15.5,3.11
Naiem Simmons,142674,WR,WAGNER,11,10.7,19,55.9,25.0,2,8,0,5.5,3,-0.25,32,338,2,77.1,39.2,79.8,,81.6,0.0,0,2,71,0.0,0,336,1,33.9,52,95.2,320,85.1,286,97.5,93,6,14.9,50,810,469,9.0,15.6,2.53
MJ Wright,104933,WR,FORDHAM,12,14.8,8,67.7,28.6,4,14,0,6.0,4,0.38,41,168,1,76.1,66.4,77.6,73.8,78.6,0.0,0,1,79,0.4,2,494,2,51.9,63,94.3,466,7.9,39,145.6,93,11,91.9,454,1164,334,5.3,18.5,2.5
Coleman Owen,104969,WR,N ARIZONA,9,9.1,15,67.7,26.7,4,15,0,3.1,2,-0.04,31,252,0,86.2,78.1,72.1,63.6,73.9,0.3,1,5,52,0.3,1,388,0,41.9,63,96.9,376,95.6,371,81.8,93,4,3.4,13,699,373,5.9,11.1,1.86
Xavier Gipson,104136,WR,STF AUSTIN,11,9.9,12,69.9,18.2,2,11,0,4.4,3,0.05,35,301,0,81.4,83.2,88.5,63.1,89.4,0.0,0,0,67,0.3,1,353,1,39.8,65,95.8,338,94.6,334,137.5,93,7,3.4,12,1163,671,10.3,17.9,3.44
Chance Knox,139111,WR,VA MILT IN,11,6.8,5,62.0,33.3,5,15,0,3.4,2,-0.37,29,336,1,84.3,31.4,68.8,63.7,68.3,0.3,1,3,46,0.3,1,367,1,37.9,57,94.3,346,95.9,352,71.0,92,2,3.8,14,521,299,5.2,9.1,1.51
Andrew Armstrong,160110,WR,TXAMEA,11,11.9,15,67.4,26.7,4,15,0,3.1,2,-0.01,41,1139,0,86.3,74.9,82.9,,85.8,0.0,0,2,96,0.0,0,379,0,41.3,62,96.6,366,7.9,30,135.0,92,13,92.1,349,1020,487,7.9,16.5,2.79
Wes Rockett,109536,WR,BROWN,10,11.1,7,53.3,33.3,6,18,0,7.7,4,-0.19,26,123,1,70.3,38.9,65.1,,64.3,0.8,3,5,54,0.0,0,398,1,38.7,48,94.7,377,26.4,105,60.3,90,3,72.9,290,558,224,4.7,11.6,1.48
Dallas Daniels,141919,WR,JACKSON ST,12,8.4,19,72.2,53.3,8,15,0,8.5,6,0.15,35,194,2,67.4,29.5,62.8,,63.5,0.0,0,1,36,0.0,0,498,0,49.9,65,94.6,471,21.9,109,111.6,90,6,78.1,389,685,322,5.0,10.5,1.45
Jaden Smith,102637,WR,TARLETON,11,16.4,4,54.4,48.3,14,29,0,3.9,2,0.07,37,401,0,81.3,73.7,77.8,,78.7,0.0,0,7,86,0.0,0,390,3,43.3,49,95.4,372,0.8,3,90.6,90,10,99.2,387,832,211,4.3,17.0,2.24
Jaden Smith,150262,WR,E KENTUCKY,12,8.3,12,68.9,63.6,7,11,0,7.5,5,0.32,41,159,0,71.2,62.4,75.4,61.0,75.6,0.0,0,3,34,0.2,1,433,0,50.7,62,95.4,413,98.2,425,102.3,90,6,1.8,8,744,351,5.7,12.0,1.8
Mitch Roberts,63729,WR,MONTANA,13,11.8,4,57.8,39.1,9,23,0,5.5,3,0.08,33,232,0,77.5,74.4,69.8,,69.8,0.0,0,2,35,0.0,0,371,1,44.6,52,94.3,350,5.9,22,87.6,90,5,94.1,349,608,199,3.8,11.7,1.74
Thyrick Pitts,63659,WR,DELAWARE,13,12.9,9,63.3,52.0,13,25,0,6.6,4,0.18,37,151,1,74.1,49.3,71.3,,70.8,0.0,0,2,48,0.0,0,435,2,46.3,57,94.3,410,9.0,39,111.8,90,10,91.0,396,629,142,2.5,11.0,1.53
Ed Lee,55306,WR,RHODE ISLD,11,12.1,6,61.8,30.0,3,10,0,6.8,4,0.08,42,274,1,74.3,63.0,77.4,,77.9,0.0,0,3,78,0.0,0,367,1,41.8,55,92.6,340,87.5,321,100.6,89,5,12.5,46,904,453,8.2,16.4,2.66
Josh Cuevas,147570,TE,CAL POLY,11,8.3,11,64.0,23.1,3,13,0,6.6,4,-0.06,34,129,0,73.5,74.3,72.2,56.8,70.0,25.6,114,4,42,1.6,7,446,0,42.5,57,95.5,426,68.4,305,90.7,89,6,5.2,23,672,326,5.7,11.8,1.58
Jaxon Janke,78939,WR,S DAK ST,15,11.8,10,68.2,52.9,9,17,0,1.6,1,0.24,47,292,0,90.2,76.0,81.1,61.0,82.5,1.1,4,1,44,0.3,1,370,1,51.0,60,96.8,358,9.7,36,132.5,88,10,89.2,330,855,285,4.8,14.3,2.39
Dequece Carter,104931,WR,FORDHAM,12,21.8,4,63.6,50.0,7,14,0,3.4,2,0.36,48,168,1,79.2,77.1,80.8,64.7,82.8,0.0,0,4,51,0.2,1,478,1,51.8,56,95.2,455,8.8,42,127.8,88,13,91.0,435,1167,140,2.5,20.8,2.56
Jermaine Jackson,141559,WR,IDAHO,12,12.8,6,65.9,60.0,9,15,1,4.9,3,0.27,37,185,1,79.1,68.6,78.4,73.0,80.0,0.0,0,2,70,0.5,2,369,5,49.7,58,95.4,352,79.4,293,116.5,88,5,20.1,74,1057,444,7.7,18.2,3.0
Xavier Guillory,141590,WR,IDAHO ST,10,10.7,9,59.1,36.4,4,11,0,8.8,5,-0.12,30,186,2,65.9,26.9,71.9,,72.4,0.0,0,6,75,0.0,0,336,2,39.7,52,96.7,325,43.8,147,75.1,88,4,56.0,188,783,361,6.9,15.1,2.41
Bo Belquist,138230,WR,N DAKOTA,12,8.0,11,72.4,40.0,2,5,0,4.5,3,0.13,43,249,0,81.4,80.6,81.6,76.2,81.9,0.3,1,1,63,0.6,2,339,0,45.9,63,95.9,325,69.0,234,119.6,87,6,30.4,103,813,475,7.5,12.9,2.5
Jayden Higgins,150240,WR,E KENTUCKY,12,14.1,6,67.4,57.7,15,26,0,1.7,1,0.37,36,159,0,90.6,74.8,78.2,,79.2,0.2,1,1,80,0.0,0,417,3,51.0,58,95.4,398,4.6,19,128.4,86,10,95.2,397,747,241,4.2,12.9,1.88
Kobe Smith,84397,WR,LNDNWD,9,13.6,6,59.3,22.2,2,9,0,0.0,0,0.16,36,949,0,92.3,78.0,75.0,,76.2,0.0,0,6,78,0.0,0,395,2,51.1,51,94.7,374,54.2,214,85.9,86,8,45.8,181,671,274,5.4,13.2,1.79
Owen Glascoe,109575,TE,LIUSHAR,11,6.0,11,74.4,55.6,5,9,1,7.2,5,-0.06,25,1298,1,71.7,54.9,75.6,51.1,77.0,58.1,222,4,60,13.6,52,382,2,42.1,64,81.4,311,37.7,144,94.8,86,5,1.6,6,634,420,6.6,9.9,2.04
DeVonte Tanksley,149250,WR,TENN MARTN,10,10.8,7,61.6,25.0,2,8,0,7.0,4,0.13,25,310,0,72.2,77.4,71.3,,74.5,0.0,0,0,69,0.0,0,299,0,47.7,53,94.0,281,91.3,273,89.0,86,1,8.4,25,653,295,5.6,12.3,2.32
Pierre Williams,61623,WR,SACRAMENTO,13,13.4,7,54.7,23.5,4,17,0,11.3,6,0.12,32,279,0,58.9,74.0,66.8,70.8,65.7,0.0,0,3,51,0.2,1,478,4,48.2,47,94.4,451,44.8,214,103.0,86,9,55.0,263,723,313,6.7,15.4,1.6
Shane Hooks,78198,WR,JACKSON ST,13,8.7,21,78.8,30.0,3,10,0,4.3,3,0.15,42,194,1,82.6,52.4,72.0,,72.1,0.0,0,1,40,0.0,0,477,3,47.8,67,94.3,450,1.7,8,138.7,85,10,98.3,469,770,352,5.3,11.5,1.71
Ty James,99232,WR,MERCER,11,15.9,12,61.2,39.1,9,23,0,8.8,5,0.52,50,219,0,65.8,74.2,92.2,71.1,92.4,0.4,1,3,90,2.7,7,264,2,55.9,52,94.3,249,18.2,48,130.0,85,13,81.4,215,1105,347,6.7,21.3,4.44
Andrei Iosivas,109811,WR,PRINCETON,10,10.6,13,75.3,68.8,11,16,0,4.5,3,0.16,37,272,0,81.7,76.1,83.8,70.8,86.3,0.0,0,4,65,0.8,3,358,0,47.4,64,95.3,341,15.4,55,118.0,85,7,84.6,303,924,430,6.7,14.4,2.71
Hendrix Johnson,104963,WR,N ARIZONA,11,8.2,6,71.8,0.0,0,5,0,4.7,3,0.01,34,252,0,80.5,74.7,67.6,70.2,66.6,0.0,0,1,73,0.4,2,471,1,42.5,61,96.6,455,38.4,181,110.0,85,5,61.6,290,682,331,5.4,11.2,1.5
Mason Pierce,104954,WR,MCNEESE,11,10.5,19,47.6,57.1,4,7,0,13.0,6,-0.51,23,217,0,54.5,81.4,68.5,62.1,69.5,0.0,0,5,41,0.3,1,299,2,32.4,40,95.3,285,95.7,286,50.3,84,2,4.3,13,512,238,6.0,12.8,1.8
Gage Larvadain,150169,WR,SE LA,13,8.5,13,69.9,54.5,6,11,0,12.1,8,0.11,29,294,0,54.8,80.0,75.7,,77.7,1.4,4,0,46,0.0,0,294,3,46.7,58,97.6,287,56.1,165,104.8,83,2,40.8,120,726,323,5.6,12.5,2.53
Jourdan Townsend,105717,WR,DELAWARE,13,8.5,12,74.7,60.0,6,10,0,6.1,4,0.23,33,151,1,75.9,71.0,73.3,,72.7,1.1,4,0,65,0.0,0,377,0,48.3,62,93.9,354,89.7,338,123.7,83,6,7.2,27,703,374,6.0,11.3,1.99
Dylan Classi,106603,WR,PRINCETON,10,12.6,4,73.5,66.7,6,9,0,7.6,5,0.18,41,272,1,71.7,52.3,82.4,63.1,82.5,0.0,0,0,41,0.3,1,345,1,47.3,61,95.1,328,43.5,150,126.0,83,4,56.5,195,928,301,4.9,15.2,2.83
Brett Landis,149646,WR,MARIST,11,12.5,1,48.2,38.1,8,21,0,13.0,6,-0.21,22,213,0,47.3,73.0,61.0,,61.7,0.0,0,1,38,0.0,0,335,1,37.1,40,94.0,315,3.6,12,63.9,83,0,96.4,323,531,97,2.4,13.3,1.69
Dorrian Moultrie,109601,WR,GEORGETOWN,11,6.7,6,65.1,33.3,4,12,0,6.9,4,0.02,26,172,0,67.5,57.7,61.6,,61.3,0.0,0,2,35,0.0,0,454,0,44.8,54,95.8,435,32.2,146,82.5,83,3,67.6,307,482,226,4.2,8.9,1.11
Kyren Petteway,105750,WR,CENT CT ST,11,6.6,6,64.6,33.3,3,9,1,8.6,5,-0.27,28,133,1,61.8,63.2,71.0,,72.3,0.0,0,1,40,0.0,0,300,3,37.5,53,95.0,285,88.3,265,75.7,82,0,9.7,29,489,296,5.6,9.2,1.72
Dymere Miller,142935,WR,MONMOUTH,9,9.7,8,69.5,33.3,3,9,0,8.1,5,0.23,33,231,0,70.2,78.9,85.8,,87.2,0.4,1,2,72,0.0,0,264,0,50.6,57,90.5,239,83.0,219,121.2,82,7,16.3,43,844,497,8.7,14.8,3.53
Thomas Glover,91738,WR,CORNELL,10,10.2,2,58.5,44.4,4,9,0,17.2,10,-0.02,26,147,0,38.6,60.6,63.9,66.9,64.3,0.0,0,3,62,0.9,3,339,1,44.0,48,94.4,320,68.7,233,87.3,82,6,31.0,105,538,245,5.1,11.2,1.68
Cornelius McCoy,84196,WR,E KENTUCKY,12,13.3,9,63.4,35.7,5,14,0,3.7,2,0.26,38,159,0,82.7,74.0,77.4,,78.1,0.0,0,1,69,0.0,0,357,2,48.8,52,96.9,346,35.3,126,122.1,82,8,64.7,231,781,306,5.9,15.0,2.26
Efton Chism III,141521,WR,E WASHGTON,10,7.4,11,79.3,85.7,6,7,0,3.0,2,0.04,33,161,0,86.8,80.7,74.3,,76.7,0.0,0,0,50,0.0,0,372,0,45.4,65,96.2,358,88.4,329,121.8,82,6,11.3,42,605,284,4.4,9.3,1.69
Vinson Davis III,147920,WR,CHARLES SO,8,4.2,18,70.4,20.0,1,5,0,5.0,3,-0.33,17,135,1,79.4,59.0,64.9,,65.1,0.0,0,4,97,0.0,0,334,0,32.0,57,95.5,319,99.4,332,82.7,81,4,0.6,2,508,449,7.9,8.9,1.59
Jalen Coker,143068,WR,HOLY CROSS,12,15.7,8,61.7,40.0,8,20,0,10.7,6,0.2,35,181,0,59.4,74.2,82.5,,82.9,0.6,2,0,62,0.0,0,317,2,46.3,50,92.7,294,8.8,28,140.2,81,11,90.5,287,915,307,6.1,18.3,3.11
Payton Rose,154251,WR,LNDNWD,9,17.9,3,64.2,72.2,13,18,0,3.7,2,0.25,44,949,0,83.2,74.4,86.8,,86.8,0.0,0,3,64,0.0,0,416,1,52.7,52,94.7,394,32.2,134,129.3,81,9,67.8,282,1029,184,3.5,19.8,2.61
Joey Corcoran,142314,WR,NEW HAMP,12,10.3,11,70.4,46.7,7,15,0,6.6,4,0.06,34,240,0,73.7,75.1,72.3,,73.4,0.0,0,1,56,0.0,0,379,3,46.1,57,94.5,358,21.1,80,102.3,81,3,78.9,299,669,167,2.9,11.7,1.87
Ty Scott,78042,WR,MO STATE,11,10.7,14,58.0,71.4,5,7,0,11.3,6,0.03,28,230,1,59.4,46.2,72.6,,72.9,0.3,1,3,47,0.0,0,363,3,43.8,47,96.1,349,24.8,90,89.2,81,5,74.9,272,653,231,4.9,13.9,1.87
Abdul Janneh Jr.,142437,WR,DUQUESNE,11,14.6,8,53.8,33.3,5,15,0,6.5,3,-0.1,34,155,2,73.1,24.7,71.8,,71.2,0.3,1,3,48,0.0,0,357,1,38.9,43,94.4,337,12.6,45,99.2,80,9,87.1,311,585,105,2.4,13.6,1.74
Bryson Canty,148731,WR,COLUMBIA,10,12.5,14,66.3,31.3,5,16,0,0.0,0,-0.09,30,145,2,92.4,29.0,76.9,,77.8,0.0,0,4,58,0.0,0,283,3,38.9,53,93.6,265,17.3,49,99.7,80,6,82.7,234,734,305,5.8,13.8,2.77
Rory Starkey,109800,WR,PENN,10,9.0,7,71.3,41.7,5,12,0,6.6,4,-0.05,28,267,1,74.0,48.7,68.5,,69.8,0.3,1,2,32,0.0,0,331,1,47.2,57,93.4,309,21.5,71,95.8,80,4,77.9,258,540,214,3.8,9.5,1.75
Will Huzzie,87678,WR,E TENN ST,11,15.0,2,51.3,28.6,6,21,0,2.4,1,-0.16,29,157,0,85.2,73.1,67.9,,68.7,0.0,0,4,40,0.0,0,359,2,39.1,41,96.1,345,5.8,21,76.6,80,6,94.2,338,531,50,1.2,13.0,1.54
Willie Patterson,61476,WR,MONTANA ST,14,14.4,4,55.0,42.9,9,21,0,6.4,3,0.11,27,233,0,67.2,74.1,70.5,,71.2,0.0,0,4,47,0.0,0,344,3,46.4,44,96.5,332,18.0,62,97.2,80,9,81.4,280,626,210,4.8,14.2,1.89
Kahtero Summers,109829,WR,RHODE ISLD,11,13.9,8,51.3,28.6,4,14,0,14.6,7,0.07,30,274,0,48.1,73.2,69.4,,70.3,0.0,0,2,63,0.0,0,357,2,40.8,41,93.3,333,11.2,40,94.4,80,6,88.8,317,672,318,7.8,16.4,2.02
Kenneth Womack,142085,WR,SACR HEART,11,9.6,9,67.5,25.0,4,16,0,6.9,4,0.02,27,280,1,73.0,28.1,72.4,,75.9,0.0,0,2,68,0.0,0,355,4,44.6,54,93.5,332,11.0,39,97.9,80,3,89.0,316,719,431,8.0,13.3,2.17
Jackson Parham,78902,WR,ELON,10,11.9,5,62.5,46.7,7,15,0,0.0,0,0.17,35,162,1,92.3,46.1,79.1,61.0,80.2,0.0,0,0,42,0.3,1,347,2,46.1,50,95.7,332,13.0,45,110.0,80,5,87.0,302,672,205,4.1,13.4,2.02
K.J. Franklin,104007,WR,NICHOLLS,11,8.6,6,59.5,50.0,2,4,0,7.8,4,-0.14,22,243,1,68.7,45.6,59.5,,60.0,0.0,0,4,23,0.0,0,333,0,39.0,47,97.9,326,96.1,320,56.4,79,1,3.9,13,409,203,4.3,8.7,1.25
Joshua Casilli,148932,WR,PENN,10,7.5,6,65.8,55.6,5,9,0,8.8,5,-0.06,30,267,1,67.5,51.7,70.6,65.2,71.0,0.3,1,4,42,0.3,1,323,1,46.1,52,93.8,303,90.7,293,78.7,79,4,9.0,29,493,293,5.6,9.5,1.63
Marshel Martin IV,87641,TE,SACRAMENTO,13,9.1,15,79.7,50.0,2,4,0,10.0,7,0.12,47,279,1,57.4,53.3,88.4,69.2,90.3,50.9,196,1,48,9.4,36,385,0,48.1,63,85.7,330,48.3,186,147.1,79,12,0.0,0,875,359,5.7,13.9,2.65
Luke Wooten,149438,WR,BUTLER,11,7.4,16,74.4,57.1,4,7,0,1.7,1,0.06,34,127,0,89.8,77.0,81.4,,86.1,0.0,0,2,56,0.0,0,248,2,47.3,58,97.6,242,66.1,164,114.1,78,6,33.9,84,657,429,7.4,11.3,2.71
Nate Bennett,143759,WR,PORTLAND,11,11.1,3,60.3,42.9,3,7,0,7.8,4,0.07,22,269,0,68.8,75.1,63.6,,63.6,0.0,0,4,48,0.0,0,374,0,45.9,47,94.9,355,66.3,248,58.8,78,0,33.7,126,521,183,3.9,11.1,1.47
