player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Ladarius Tennison,124004,S,OLE MISS,13,1,0,226,59.7,,60.7,,,,67.8,,,50.4,0,1,8,53,14,1,11,42,2
Chris Thompson Jr.,124005,LB,USC,4,0,0,326,,,,,,,60.4,,,28.2,0,1,0,0,28,0,0,1,1
Desmond Tisdol,124006,LB,AUBURN,12,1,0,115,60.0,,,,,,73.7,,,74.6,2,0,0,3,60,17,5,4,5
Jeremiah Wright,124008,G,AUBURN,12,0,0,115,,,77.3,,,,65.4,,,64.8,0,0,52,0,0,0,0,0,0
Kilian Zierer,124009,T,AUBURN,6,0,0,115,,,66.0,,,,50.4,,,27.2,0,1,18,0,0,0,0,0,0
Austin Blaske,124011,T,GEORGIA,2,0,0,173,,,60.0,,,,60.3,,,65.4,0,0,2,0,0,0,0,0,0
Warren Brinson,124013,DI,GEORGIA,9,0,0,173,58.8,,,,,,59.5,,,70.4,0,0,0,23,0,0,0,1,0
Chris Brown,124015,G,GEORGIA,1,0,0,173,,,60.0,,,,61.2,,,63.1,0,0,6,0,0,0,0,0,0
Major Burns,124016,S,LSU,5,1,0,211,60.1,,,,,,70.9,,,68.5,0,0,0,18,13,0,8,3,0
Jermaine Burton,124017,WR,ALABAMA,3,0,0,103,,,,,,,60.1,,,65.5,0,0,0,0,0,3,0,0,0
Jehlen Cannady,124018,CB,TULSA,12,0,0,320,59.9,,,,,,75.9,,,78.6,2,0,0,1,71,38,26,26,6
Jalen Carter,124019,DI,GEORGIA,13,0,0,173,58.0,,,,,,62.9,,,69.3,0,0,0,24,0,4,0,8,0
Daijun Edwards,124021,HB,GEORGIA,15,0,0,173,,,,59.0,,,66.8,,,77.1,0,0,0,0,42,57,7,18,0
Broderick Jones,124025,T,GEORGIA,15,0,0,173,,,79.8,,,,62.8,,,29.6,0,1,105,0,0,0,0,0,0
Jalen Kimber,124026,CB,FLORIDA,5,0,0,163,,,,,,,67.3,,,69.5,0,0,0,0,0,0,0,10,0
Chad Lindberg,124029,T,GEORGIA,2,0,0,173,,,66.4,,,,62.7,,,62.1,0,0,18,0,0,0,0,0,0
Ladd McConkey,124030,WR,GEORGIA,14,0,0,173,,,,,,,66.1,76.0,,71.2,0,0,0,0,0,2,18,63,0
Kendall Milton,124031,HB,GEORGIA,6,0,0,173,60.0,,,,,,62.5,,,76.3,0,0,0,1,35,19,0,19,0
Tate Ratledge,124034,G,GEORGIA,6,0,0,173,,,72.2,,,,64.2,,,66.3,0,0,42,0,0,0,0,0,0
Kelee Ringo,124035,CB,GEORGIA,15,0,0,173,59.6,,,,,,60.0,,,46.5,1,1,0,39,35,0,14,63,2
Justin Robinson,124036,WR,MISS STATE,8,0,0,227,,,,,,,70.2,,,75.7,0,0,0,0,0,3,0,34,0
Marcus Rosemy-Jacksaint,124037,WR,GEORGIA,13,2,0,173,,,,61.8,,,73.4,,,84.1,1,0,0,0,76,24,0,54,2
M.J. Sherman,124038,ED,GEORGIA,15,0,0,173,60.1,,,,,,72.6,,,87.3,1,0,0,2,109,45,0,70,3
Arian Smith,124039,WR,GEORGIA,9,0,0,173,,,,,,,63.7,,,73.3,0,0,0,0,0,1,13,26,0
Nazir Stackhouse,124040,DI,GEORGIA,13,0,0,173,76.5,,,,,,84.0,,,69.1,0,0,0,39,0,0,0,8,0
Darnell Washington,124044,TE,GEORGIA,15,0,0,173,,,78.9,61.8,,,67.5,,,69.3,0,0,98,0,0,47,0,0,0
Devin Willock,124045,G,GEORGIA,15,0,0,173,,,82.7,,,,67.5,,,67.4,0,0,106,0,0,0,0,0,0
Jared Zirkel,124046,K,GEORGIA,4,0,0,173,,60.0,,,74.9,,60.0,,,68.6,0,0,1,0,6,0,0,0,0
Deondre Buford,124053,T,KENTUCKY,12,0,0,202,,,53.9,,,,58.9,,,65.8,0,0,51,0,0,0,0,0,0
Izayah Cummings,124055,TE,KENTUCKY,12,0,0,202,,,,,,,66.1,60.5,,75.0,0,0,0,0,1,31,22,30,0
Cade Degraw,124057,LS,KENTUCKY,10,0,0,202,,,14.9,,,0.0,26.8,,,64.6,0,0,40,0,0,0,12,0,0
Jeremy Flax,124061,T,KENTUCKY,5,0,0,202,,,69.5,,,,63.8,,,72.4,0,0,25,0,0,1,0,0,0
Josaih Hayes,124065,DI,KENTUCKY,8,0,0,202,59.0,,,,,,60.5,,,67.8,0,1,0,9,0,0,0,6,0
Rickey Hyatt Jr.,124066,S,S ALABAMA,12,0,0,288,60.0,,,,,,75.7,,,63.8,0,1,0,6,40,48,14,50,5
D'Eryk Jackson,124067,LB,KENTUCKY,13,0,0,202,59.8,,,,,,60.9,,,81.9,1,0,0,31,34,3,26,22,0
JuTahn McClain,124071,HB,KENTUCKY,10,0,0,202,,,,59.2,,,70.4,,,90.1,0,0,0,0,30,38,0,17,0
Octavious Oxendine,124073,DI,KENTUCKY,13,0,0,202,58.8,,,,,,59.8,,,69.6,0,0,0,23,0,3,0,14,0
Clay Perry,124074,LS,KENTUCKY,10,1,0,202,,,69.5,,,41.4,48.7,,,66.6,0,0,11,0,0,0,43,0,0
Andru Phillips,124075,CB,KENTUCKY,13,3,0,202,59.7,,,,,,81.5,,,79.7,1,0,0,3,61,26,55,14,8
Justin Rogers,124076,DI,KENTUCKY,13,0,0,202,58.5,,68.2,,,,62.1,,,74.6,0,0,16,33,0,0,0,16,0
Tre'vonn Rybka,124077,ED,KENTUCKY,9,0,0,202,58.9,,,,,,60.6,,,72.2,0,0,0,10,0,0,1,10,0
Dillon Wheatley,124082,FB,KENTUCKY,1,0,0,202,,,,,,,60.0,,,63.0,0,0,0,0,0,1,0,0,0
Joel Williams,124083,S,MEMPHIS,6,0,1,218,60.0,,,,,,44.8,,,28.3,1,1,0,4,19,1,0,2,1
John Young,124084,G,KENTUCKY,12,0,0,202,,,73.9,,,,64.5,,,63.7,0,0,51,0,0,0,0,0,0
Nick Demas,124089,HB,LSU,8,0,0,211,,,,,,,70.0,,,75.0,0,0,0,0,11,26,5,20,1
Marcus Dumervil,124091,T,LSU,2,0,0,211,,,60.0,,,,60.5,,,63.2,0,0,3,0,0,0,0,0,0
Ali Gaye,124095,ED,LSU,12,0,0,211,58.7,,74.3,,,,62.5,,,67.1,0,0,52,38,0,0,0,8,0
Jacobian Guillory II,124097,DI,LSU,9,0,0,211,59.3,,,,,,59.8,,,65.3,0,0,0,14,0,0,0,1,0
Xavier Hill,124098,G,LSU,2,0,0,211,,,,,,,60.6,,,64.2,0,0,0,0,0,0,13,0,0
Marlon Martinez,124102,C,LSU,10,0,0,211,,,60.0,,,,61.3,,,65.8,0,0,2,0,0,0,39,0,0
Dwight McGlothern,124103,CB,ARKANSAS,13,0,1,111,59.3,,,,,,62.4,,,76.8,0,1,0,41,0,0,0,23,0
Koy Moore,124104,WR,AUBURN,5,0,0,115,,,,,,,61.8,,,69.4,0,0,0,0,6,2,0,0,0
BJ Ojulari,124105,ED,LSU,11,0,0,211,58.7,,,,,,60.2,,,70.0,0,0,0,51,0,0,0,8,0
Eli Ricks,124109,CB,ALABAMA,10,0,0,103,60.1,,,,,,63.2,,,72.6,0,0,0,14,4,0,0,18,0
Jaquelin Roy,124111,DI,LSU,12,0,0,211,58.8,,,,,,60.2,,,68.4,0,0,0,46,0,0,0,8,0
Nick Storz,124113,TE,LSU,9,0,0,211,,,73.6,,,,66.4,,,66.6,0,0,48,0,0,11,31,0,0
Kole Taylor,124114,TE,LSU,2,0,0,211,,,61.0,,,,59.4,,,66.7,0,0,9,0,0,3,0,0,0
Josh White,124119,LB,BAYLOR,13,0,0,118,,,,,,,60.7,,,61.0,1,2,0,0,71,54,25,38,3
Eli Acker,124121,G,OLE MISS,11,0,0,226,,,74.3,,,,75.4,,,65.1,0,0,53,0,0,7,0,0,0
Derek Bermudez,124124,S,OLE MISS,1,0,0,226,,,,,,,60.0,,,63.0,0,0,0,0,0,1,0,0,0
Kentrel Bullock,124129,HB,OLE MISS,2,0,0,226,,,,,,,56.2,,,69.0,0,0,0,0,5,0,6,0,0
Lakevias Daniel,124132,S,SO MISS,13,0,0,296,59.8,,,,,,56.5,,,47.3,2,1,0,5,37,61,1,51,5
Jalen Denton,124133,CB,GA SOUTHRN,7,0,0,174,59.8,,,,,,64.4,,,69.5,0,0,0,4,5,0,1,17,0
Daylen Gill,124135,LB,SO MISS,12,0,0,296,59.7,,,,,,61.3,,,66.5,0,0,0,51,0,0,0,8,0
Cedric Johnson,124136,ED,OLE MISS,5,0,0,226,59.5,,,,,,92.5,,,66.4,0,0,0,2,0,0,0,4,0
Austin Keys,124137,LB,OLE MISS,1,0,0,226,,,,,,,60.0,,,65.5,0,0,0,0,0,1,0,0,0
Jared Lawrence,124139,LS,OLE MISS,13,0,0,226,,,89.1,,,86.7,74.3,,,66.6,1,0,66,0,0,0,44,0,0
Cedric Melton,124141,T,OLE MISS,10,0,0,226,,,74.7,,,,64.8,,,66.5,0,0,54,0,0,0,0,0,0
Bobo Miller,124142,HB,OLE MISS,4,0,0,226,,,,,,,63.4,,,70.2,0,0,0,0,0,15,0,13,0
Tavius Robinson,124147,ED,OLE MISS,13,0,0,226,58.4,,61.6,,,,60.8,,,72.7,0,0,9,57,0,0,38,16,0
DeSanto Rollins,124149,DI,OLE MISS,1,0,0,226,,,,,,,60.0,,,64.7,0,0,0,0,0,0,0,1,0
CJ Terrell,124153,S,OLE MISS,1,0,0,226,,,,,,,60.0,,,63.4,0,0,0,0,1,0,0,0,0
DJ Thomas-Jones,124154,TE,S ALABAMA,2,0,0,288,,,,,,,60.2,,,65.2,0,0,0,0,0,3,0,0,0
Jevon Banks,124157,DI,MISS STATE,3,0,0,227,59.5,,,,,,59.7,,,63.3,0,0,0,4,0,0,0,0,0
Kyle Cass,124160,CB,TROY,13,0,0,318,59.7,,,,,,51.0,,,29.1,0,1,0,7,22,5,0,27,0
Armondous Cooley,124161,DI,SO MISS,12,0,0,296,58.1,,61.5,,,,58.7,,,68.1,0,0,6,38,0,0,0,1,0
Colby Cox,124162,LS,MEMPHIS,13,0,0,218,,,90.0,59.9,,75.0,65.5,,,67.2,2,0,76,0,0,1,49,0,1
Jordan Davis,124163,ED,MISS STATE,3,0,0,227,60.0,,,,,,62.7,,,71.3,0,0,0,1,13,0,0,0,0
Janari Dean,124164,HB,SO MISS,11,1,0,296,,,,,,,66.1,,,82.0,0,0,0,0,37,32,56,37,2
Caleb Ducking,124165,WR,MISS STATE,1,0,0,227,,,,,,,60.0,,,64.5,0,0,0,0,0,0,1,0,0
Emmanuel Forbes,124166,CB,MISS STATE,12,0,2,227,81.3,,,,,,66.2,,,27.7,0,3,0,47,4,0,6,9,0
Scoobie Ford,124167,WR,MISS STATE,1,0,0,227,,,,,,,60.0,,,63.1,0,0,0,0,0,1,0,0,0
Lideatrick Griffin,124169,WR,MISS STATE,13,0,0,227,,,,87.8,,,59.3,43.7,,66.9,0,0,0,0,7,62,3,14,0
Hayes Hammond,124171,LS,MISS STATE,12,1,0,227,,,38.7,,,56.7,64.3,,,66.9,1,0,29,0,0,0,52,0,1
Malik Heath,124173,WR,OLE MISS,6,0,0,226,,,,,,,42.4,,,26.4,0,1,0,0,5,3,0,0,0
Grant Jackson,124174,G,MISS STATE,13,0,0,227,,,78.8,,,,66.3,,,70.1,0,0,66,0,0,0,0,0,0
J.J. Jernighan,124175,HB,MISS STATE,1,0,0,227,,,,,,,60.0,,,63.0,0,0,0,0,0,1,0,0,0
Dillon Johnson,124176,HB,MISS STATE,4,0,0,227,,,,,,,59.7,,,67.7,0,0,0,0,0,14,0,0,0
Woody Marks,124179,HB,MISS STATE,11,2,0,227,,,,,,,57.6,,,70.8,3,0,0,0,1,5,33,0,1
Calvin McMillian,124182,T,SO MISS,1,0,0,296,,,60.0,,,,60.4,,,62.5,0,0,3,0,0,0,0,0,0
Decamerion Richardson,124183,CB,MISS STATE,13,1,0,227,88.5,,,,,,85.7,,,80.1,0,0,0,52,61,1,4,9,2
Cam Threatt,124188,CB,AKRON,4,0,0,102,60.0,,,,,,61.1,,,67.9,0,0,0,9,0,0,0,1,0
Jaden Walley,124189,WR,MISS STATE,10,0,0,227,,,,,,,69.3,,,72.5,0,0,0,0,2,5,25,6,1
Omni Wells,124190,HB,S ALABAMA,8,0,0,288,,,60.0,57.9,,,64.8,,,71.0,0,0,5,0,0,10,0,13,0
Tyrus Wheat,124191,ED,MISS STATE,12,0,0,227,59.8,,,,,,74.0,,,76.9,0,0,0,50,0,52,0,7,0
Kris Abrams-Draine,124194,CB,MISSOURI,12,0,0,229,60.0,,,57.6,,,66.2,64.3,,79.2,0,0,0,45,0,27,47,39,1
Jaylon Carlies,124196,S,MISSOURI,13,0,0,229,59.9,,,,,,52.5,,,76.4,2,0,0,59,1,1,65,10,1
Kibet Chepyator,124197,TE,MISSOURI,13,0,0,229,,,75.5,,,,68.5,,,75.8,0,0,61,0,23,27,0,37,1
Michael Cox,124200,HB,MISSOURI,10,0,0,229,,,,,,,49.3,,,31.4,1,1,0,0,43,40,0,31,0
Justin Efebera,124202,CB,MISSOURI,8,0,0,229,60.0,,,,,,62.6,,,70.9,0,0,0,7,0,0,0,14,0
Daniel Hawthorne,124204,LS,MISSOURI,6,0,0,229,,,80.2,,,74.0,66.4,,,62.9,0,0,30,0,0,0,0,0,0
Drake Heismeyer,124205,C,MISSOURI,13,0,0,229,,,,,,,59.1,,,68.0,0,0,0,0,0,0,65,0,0
Tyler Jones,124208,LB,MISSOURI,3,0,0,229,59.4,,,,,,59.9,,,61.7,0,0,0,3,0,0,0,1,0
Ben Key,124209,DI,UNLV,2,0,0,325,58.6,,,,,,58.5,,,63.9,0,0,0,5,0,0,0,0,0
Ja'Mori Maclin,124211,WR,N TEXAS,7,0,0,251,,,,60.9,,,59.5,,,68.6,0,0,0,0,0,41,0,0,0
Harrison Mevis,124212,K,MISSOURI,13,0,0,229,,82.7,,,59.8,,61.5,,,67.5,0,0,62,0,1,0,0,0,0
Will Norris,124214,LB,MISSOURI,12,0,0,229,59.9,,,,,,61.5,,,78.8,1,1,0,2,4,25,56,43,1
Ennis Rakestraw Jr.,124215,CB,MISSOURI,13,0,0,229,59.5,,,,,,78.2,,,54.1,0,1,0,51,1,0,27,33,2
Johnny Walker Jr.,124221,ED,MISSOURI,6,0,0,229,60.0,,,,,,62.7,,,67.5,0,0,0,9,8,0,0,4,0
Mitchell Walters,124222,G,MISSOURI,13,0,0,229,,,76.4,,,,61.7,,,74.5,0,0,62,0,0,0,63,0,0
Elijah Young,124223,HB,MISSOURI,10,0,0,229,,,,56.4,,,61.6,,,76.4,0,0,0,0,31,25,0,25,0
Rashad Amos,124224,HB,S CAROLINA,10,0,0,289,,,,,,,81.3,,,76.6,0,0,0,0,19,33,0,12,0
Jaheim Bell,124225,TE,S CAROLINA,2,0,0,289,60.0,,,,,,61.1,,,66.3,0,0,0,1,0,1,0,2,0
Jordan Burch,124227,ED,S CAROLINA,13,0,0,289,58.6,,,,,,61.2,,,74.1,0,0,0,57,3,0,4,20,0
Luke Doty,124230,QB,S CAROLINA,1,0,0,289,,,,,,,60.9,,,67.5,0,0,0,0,0,0,0,3,0
Gilber Edmond,124233,ED,S CAROLINA,10,0,0,289,59.0,,,,,,62.7,,,72.7,0,0,0,28,9,0,2,14,0
O'Donnell Fortune,124235,CB,S CAROLINA,5,0,0,289,60.0,,,,,,62.1,,,73.0,0,0,0,16,0,0,0,2,0
Tonka Hemingway,124238,DI,S CAROLINA,13,0,0,289,,,74.9,,,,65.6,,,73.2,0,0,58,0,0,67,59,9,0
Dominick Hill,124239,CB,TEMPLE,12,0,0,306,59.5,,,,,,68.4,,,79.4,1,0,0,27,52,0,9,39,5
Joey Hunter,124240,CB,S CAROLINA,1,0,0,289,,,,,,,74.5,,,65.4,0,0,0,0,0,4,0,0,0
Alex Huntley,124241,DI,S CAROLINA,10,0,0,289,58.7,,66.8,,,,62.3,,,71.0,0,0,19,7,0,5,49,5,0
Mitch Jeter,124242,K,S CAROLINA,13,0,0,289,,82.9,,,86.7,,63.9,,,76.9,0,0,55,0,77,0,0,0,2
Trai Jones,124243,G,S CAROLINA,12,0,0,289,,,74.3,,,,62.4,,,65.4,0,0,53,0,0,16,0,0,0
Mohamed Kaba,124244,LB,S CAROLINA,2,0,0,289,59.9,,,,,,60.4,,,68.8,0,0,0,3,4,0,9,1,0
Kai Kroeger,124245,P,S CAROLINA,13,0,0,289,,,66.7,,,,57.2,,67.0,30.0,0,3,55,0,0,2,59,0,0
Vershon Lee,124246,G,S CAROLINA,12,0,0,289,,,74.7,,,,64.5,,,67.0,0,0,58,0,0,0,11,0,0
MarShawn Lloyd,124247,HB,S CAROLINA,6,1,0,289,60.0,,,,,,74.2,,,71.4,0,0,0,1,0,0,1,27,0
Payton Mangrum,124248,WR,S CAROLINA,13,1,0,289,,,,,,,73.8,,,90.1,0,0,0,0,74,74,57,50,2
Hunter Rogers,124252,LS,S CAROLINA,13,0,0,289,60.0,,28.4,,,27.3,48.0,,,68.3,1,0,57,3,0,3,59,0,3
Makius Scott,124255,DI,GA TECH,8,0,0,176,58.6,,,,,,58.5,,,66.6,0,0,0,16,0,2,1,0,0
Eric Shaw,124257,WR,TROY,10,0,0,318,,,,,,,65.4,,,76.1,2,0,0,0,36,28,0,28,0
Jazston Turnetine,124260,T,FLORIDA ST,10,0,0,167,,,74.2,,,,65.2,,,73.1,0,0,50,0,0,0,0,0,0
Darryle Ware,124262,LB,S CAROLINA,8,1,0,289,,,,,,,71.2,,,75.1,0,1,0,0,25,25,6,9,0
Will Albright,124264,LB,TENNESSEE,4,0,0,307,,,,,,,59.0,,,68.2,0,0,0,0,5,13,0,0,0
Dominic Bailey,124267,ED,TENNESSEE,12,0,0,307,59.1,,,,,,56.5,,,66.8,0,0,0,16,0,0,0,6,0
Tyler Baron,124268,ED,TENNESSEE,8,0,0,307,59.1,,,,,,60.6,,,66.6,0,0,0,10,0,0,0,4,0
Dee Beckwith,124269,HB,KENTUCKY,2,0,0,202,,,,,,,29.1,,,69.3,0,2,0,0,0,5,0,4,0
Will Brooks,124273,S,TENNESSEE,13,0,0,307,,,,,,,68.5,,,78.7,1,0,0,0,104,49,1,34,5
Jimmy Calloway,124274,WR,TENNESSEE,8,0,0,307,,,,,,,68.5,,,75.6,0,0,0,0,8,0,0,32,0
Bryson Eason,124276,DI,TENNESSEE,8,0,0,307,58.8,,,,,,60.1,,,67.6,0,0,0,12,0,0,0,4,0
Martavius French,124277,LB,UTSA,9,0,0,331,60.0,,,,,,70.8,,,72.0,0,0,0,3,37,0,0,0,3
Kwauze Garland,124278,LB,TENNESSEE,1,0,0,307,,,,,,,62.7,,,68.4,0,0,0,0,7,2,0,1,0
Isaac Green,124279,DI,TENNESSEE,2,0,0,307,59.0,,,,,,59.0,,,63.2,0,0,0,4,0,0,0,0,0
Jimmy Holiday,124281,WR,TENNESSEE,12,1,0,307,,,,57.1,,,67.8,,,80.7,1,0,0,0,95,57,30,43,2
Jalin Hyatt,124282,WR,TENNESSEE,2,0,0,307,,,,,,,44.1,,,67.0,1,0,0,0,1,0,3,0,0
Jack Jancek,124283,WR,TENNESSEE,2,0,0,307,,,,,,,63.5,,,67.3,0,0,0,0,2,0,0,10,0
Morven Joseph,124285,ED,FAU,9,0,0,165,59.1,,,,,,60.5,,,67.2,0,0,0,18,0,0,0,5,0
Key Lawrence,124286,S,OKLAHOMA,10,1,0,261,59.6,,,,,,64.6,,,70.0,0,0,0,26,17,0,0,0,0
Tamarion McDonald,124290,CB,TENNESSEE,13,0,0,307,60.2,,,,,,62.9,,,68.5,0,0,0,37,1,0,3,13,0
R.J. Perry,124292,T,TENNESSEE,13,0,0,307,,,80.3,,,,66.8,,,70.8,0,0,99,0,0,0,0,1,0
Trel Riley,124294,CB,TENNESSEE,2,0,0,307,59.8,,,,,,66.9,,,65.0,0,0,0,2,3,0,0,0,0
James Robinson,124295,G,S ALABAMA,12,0,0,288,,,78.5,,,,65.9,,,65.6,0,0,62,0,0,0,0,0,0
Matthew Salansky,124296,LS,TENNESSEE,13,0,0,307,,,89.9,,,67.3,68.0,,,66.4,0,0,99,0,0,0,39,0,0
Doneiko Slaughter,124297,CB,TENNESSEE,12,1,0,307,59.7,,,61.8,,,71.1,,,77.0,0,0,0,28,37,31,12,31,1
Omari Thomas,124300,DI,TENNESSEE,13,0,0,307,57.9,,77.8,,,,62.4,,,68.1,0,0,84,33,0,0,0,9,0
William Wright,124304,CB,TENNESSEE,9,1,0,307,59.8,,,,,,60.0,,,28.3,0,2,0,2,52,6,6,27,3
De'Von Achane,124305,HB,TEXAS A&M,9,0,0,312,,,,77.4,,,47.2,,,29.2,0,1,0,0,2,42,7,0,0
Josh Bankhead,124306,G,TEXAS A&M,12,0,0,312,,,73.7,,,,57.2,,,28.7,0,1,51,0,0,0,0,0,0
Edgerrin Cooper,124311,LB,TEXAS A&M,10,0,0,312,59.6,,,,,,60.8,,,71.8,0,0,0,39,26,0,43,8,0
Earnest Crownover,124312,FB,TEXAS A&M,8,0,0,312,,,,,,,70.2,,,69.2,0,0,0,0,1,38,0,0,0
Fadil Diggs,124314,ED,TEXAS A&M,8,0,0,312,84.4,,60.0,,,,79.7,,,68.9,0,0,3,34,0,21,40,4,0
Brian George,124317,CB,TEXAS A&M,4,0,0,312,59.8,,,,,,61.4,,,69.9,0,0,0,3,0,0,0,5,0
Darvon Hubbard,124320,HB,TEMPLE,5,0,0,306,,,,59.9,,,57.2,,,73.3,0,0,0,0,0,31,0,0,0
McKinnley Jackson,124324,DI,TEXAS A&M,7,0,0,312,58.5,,,,,,58.8,,,67.0,0,0,0,25,0,0,0,2,0
Antonio Johnson,124326,S,TEXAS A&M,9,0,0,312,59.6,,,,,,69.3,,,73.8,0,0,0,32,9,0,32,23,1
Jaylon Jones,124328,CB,TEXAS A&M,9,0,0,312,59.5,,,,,,67.2,,,75.4,0,0,0,34,2,0,20,18,1
Andrew Merrick,124330,LB,TEXAS A&M,2,0,0,312,,,,,,,55.3,,,71.6,0,0,0,0,6,0,0,10,0
Josh Moten,124332,CB,TEXAS A&M,2,0,0,312,,,,,,,61.7,,,68.0,0,0,0,0,0,0,0,8,0
Moose Muhammad III,124334,WR,TEXAS A&M,9,0,0,312,,,,,,,61.4,66.0,,67.3,0,0,0,0,1,1,0,35,0
Aki Ogunbiyi,124335,G,TEXAS A&M,6,0,0,312,,,67.3,,,,63.1,,,63.0,0,0,24,0,0,0,0,0,0
Devin Price,124339,WR,TEXAS A&M,12,0,0,312,,,,,,,64.8,,,75.7,0,0,0,0,3,48,0,35,0
Isaiah Raikes,124340,DI,TEXAS A&M,12,0,0,312,58.5,,71.5,,,,59.0,,,38.6,0,1,26,29,0,23,58,3,0
Blake Smith,124341,TE,TEXAS A&M,5,0,0,312,,,64.6,,,,60.5,,,69.6,0,0,14,0,0,20,0,0,0
Bradley Ashmore,124344,G,VANDERBILT,8,0,0,333,,,70.0,,,,58.7,,,66.3,0,0,33,0,0,0,45,0,0
Ethan Barr,124345,LB,VANDERBILT,12,0,1,333,59.9,,,,,,54.9,,,29.3,1,1,0,49,1,32,60,0,1
Jack Barton,124346,S,VANDERBILT,12,0,0,333,,,,,,,84.6,,,84.5,0,0,0,0,29,73,18,26,1
Jason Brooks Jr.,124347,G,OKLA STATE,10,0,0,262,,,78.3,,,,65.8,,,65.8,0,0,61,0,0,0,0,0,0
Ben Cox,124348,G,VANDERBILT,6,0,0,333,,,69.5,,,,64.1,,,71.5,0,0,25,0,0,0,0,0,0
Tommy Eckels,124349,LB,VANDERBILT,12,0,0,333,,,,,,,83.6,,,64.9,2,1,0,0,59,80,59,33,9
Rocko Griffin,124350,HB,VANDERBILT,2,0,0,333,,,,59.9,,,52.0,,,69.5,0,0,0,0,3,10,0,3,0
Donovan Kaufman,124351,S,AUBURN,7,0,0,115,59.5,,,,,,62.6,,,72.3,0,0,0,38,2,18,0,26,0
Logan Kyle,124353,WR,VANDERBILT,12,0,0,333,,,,,,,66.3,,,71.3,0,0,0,0,1,80,0,2,0
Wesley Schelling,124358,LS,VANDERBILT,12,1,0,333,,,62.9,,,62.4,64.1,,,67.3,0,0,48,0,0,0,60,0,0
Will Sheppard,124360,WR,VANDERBILT,12,0,0,333,,,,57.5,,,74.2,66.7,,68.5,0,0,0,0,1,2,3,42,1
Michael Spencer,124361,DI,VANDERBILT,2,0,0,333,59.1,,,,,,59.8,,,67.0,0,0,0,2,0,2,0,1,0
Trent Weaver,124363,G,VANDERBILT,1,0,0,333,,,60.0,,,,61.4,,,62.0,0,0,4,0,0,0,0,0,0
Kevo Wesley,124364,DI,VANDERBILT,6,0,0,333,58.2,,,,,,59.0,,,67.8,0,0,0,10,0,0,0,3,0
Raashaan Wilkins Jr.,124365,DI,ILLINOIS,1,0,0,187,,,61.2,,,,61.9,,,68.7,0,0,7,0,0,0,0,0,0
De'Rickey Wright,124367,S,VANDERBILT,12,0,0,333,59.8,,,,,,59.1,,,71.1,0,0,0,63,29,0,0,19,0
Joshua Braun,124371,G,FLORIDA,2,0,0,163,,,60.0,,,,60.9,,,62.0,0,0,3,0,0,0,0,0,0
Jeremy Crawshaw,124372,P,FLORIDA,13,0,0,163,,,67.3,,,,63.2,,79.6,70.0,0,0,64,0,0,0,36,0,1
Gervon Dexter Sr.,124374,DI,FLORIDA,12,0,0,163,57.3,,,,,,57.4,,,70.1,0,0,0,54,0,0,0,7,0
Ja'Quavion Fraziars,124375,WR,FLORIDA,10,0,0,163,,,,,,,52.0,,,33.7,0,1,0,0,47,50,0,24,1
Avery Helm,124379,CB,FLORIDA,9,0,0,163,59.9,,,,,,63.6,,,74.4,0,0,0,20,1,0,0,23,0
Xzavier Henderson,124380,WR,FLORIDA,12,0,0,163,,,,60.6,,,64.5,50.6,,71.7,0,0,0,0,0,62,0,33,0
Kahleil Jackson,124381,WR,FLORIDA,3,0,0,163,,,,,,,55.9,,,71.5,0,0,0,0,0,6,0,10,0
Tre'Vez Johnson,124383,CB,FLORIDA,5,0,0,163,,,,59.9,,,62.8,,,70.3,0,0,0,0,7,15,0,9,0
Jalen Lee,124385,DI,FLORIDA,5,0,0,163,59.1,,,,,,59.6,,,65.2,0,0,0,6,0,0,0,1,0
Jonathan Odom,124389,TE,FLORIDA,1,0,0,163,,,,,,,54.1,,,65.5,0,0,0,0,0,6,0,0,0
Ethan Pouncey,124391,CB,FLORIDA,1,0,0,163,59.9,,,,,,60.0,,,63.5,0,0,0,1,0,0,0,0,0
Antwaun Powell-Ryland,124392,ED,FLORIDA,12,0,0,163,59.8,,,,,,53.7,,,66.9,0,0,0,31,0,6,18,3,0
Jahari Rogers,124394,CB,SMU,12,0,0,287,59.5,,,,,,65.7,,,79.1,0,0,0,42,18,0,0,38,0
Rashad Torrence II,124397,S,FLORIDA,10,0,0,163,59.9,,,,,,61.3,,,66.8,0,0,0,45,5,0,0,4,0
Princely Umanmielen,124398,ED,FLORIDA,3,0,0,163,,,,,,,61.9,,,66.1,0,0,0,0,0,0,0,4,0
Kamar Wilcoxson,124400,CB,FLORIDA,1,0,0,163,,,,,,,60.4,,,65.4,0,0,0,0,2,0,0,0,0
Derek Wingo,124401,LB,FLORIDA,12,1,1,163,60.0,,,,,,54.1,,,38.7,2,2,0,11,37,51,18,25,1
