player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Dru Prox,23093,LB,UTSA,5,0,0,331,59.8,,,,,,64.7,,,71.6,0,0,0,1,22,12,0,0,0
Jacob Meeks,24703,K,S ALABAMA,13,0,0,288,,,,,74.1,,63.9,,,78.6,0,0,0,0,76,0,0,0,0
Zach Rasmussen,26134,TE,LA MONROE,12,0,0,209,,,72.9,,,,63.9,,,72.2,0,0,43,0,0,23,30,0,0
John Porchivina,28202,LB,OLE MISS,11,0,0,226,,,,,,,48.7,,,76.8,1,1,0,0,36,50,0,16,0
Aubry Payne,29432,TE,GA STATE,1,0,0,175,,,,,,,60.2,,,66.7,0,0,0,0,0,6,0,0,0
Colby Reeder,30285,LB,IOWA STATE,8,0,0,193,59.8,,,,,,60.2,,,64.7,0,0,0,17,0,1,0,0,0
Kyle Coale,34136,WR,TROY,1,0,0,318,,,,,,,60.0,,,60.5,0,0,0,0,0,0,0,1,0
Kyle Pugh,35900,LB,N ILLINOIS,11,0,0,254,60.4,,,,,,61.6,,,68.4,0,0,0,35,0,0,0,0,0
Chance Lytle,39834,G,DUKE,13,0,0,154,,,80.2,,,,66.4,,,65.7,0,0,76,0,0,0,0,0,0
Walter Dawn Jr.,39921,WR,UTEP,10,0,0,330,,,,58.3,,,61.2,,,64.8,0,0,0,0,4,55,0,0,0
Jordan Carmouche,39951,LB,ARK STATE,12,0,0,113,59.9,,,,,,63.2,,,65.8,0,0,0,47,0,0,0,17,0
Clay Geary,40552,WR,MINNESOTA,13,0,0,225,,,,59.4,,,58.5,,,70.2,0,0,0,0,9,46,0,3,0
Vincent Picozzi,40641,G,NWESTERN,2,0,0,256,,,60.0,,,,60.0,,,64.0,0,0,2,0,0,0,0,0,0
Austin Myers,40815,T,MEMPHIS,4,0,0,218,,,67.0,,,,51.5,,,26.7,0,1,17,0,0,0,0,0,0
Rontavius Groves,40901,WR,TEXAS ST,8,0,0,314,,,,,,,62.2,54.4,,72.2,0,0,0,0,1,0,0,36,0
Brandon Council,41433,C,AUBURN,1,0,0,115,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Devaughn Cooper,41966,WR,SYRACUSE,11,0,0,304,59.9,,,,,,64.6,,,75.3,0,0,0,1,23,2,5,13,0
Cam McCormick,41982,TE,OREGON,13,0,0,264,,,77.8,,,,74.4,,,77.9,0,0,71,0,0,9,1,0,0
Renard Bell,42089,WR,WASH STATE,4,0,0,341,,,,65.3,,,60.4,61.8,,63.7,0,0,0,0,0,9,0,5,0
Noah Turner,42347,TE,JAMES MAD,7,0,0,197,,,72.5,,,,63.9,,,61.3,0,0,42,0,0,0,1,0,0
Monte McGary,42477,CB,KANSAS,11,0,0,198,,,,,,,33.2,,,48.9,0,1,0,0,67,0,31,24,0
Bricen Garner,42520,S,W MICHIGAN,12,0,0,347,59.7,,,,,,60.8,,,66.1,0,0,0,49,2,0,1,4,0
Brandon Moore,42620,CB,NEBRASKA,7,0,0,238,59.7,,,,,,62.2,,,71.8,0,0,0,8,0,0,0,20,0
Brandon Bouyer-Randle,42637,LB,UCONN,13,0,0,146,59.6,,,,,,59.2,,,50.3,0,1,0,60,0,0,53,38,1
Clifford Chattman,42657,S,UTSA,14,0,0,331,59.5,,,,,,48.6,,,33.8,1,1,0,54,4,0,34,2,0
Anthony Watts,42807,DI,MARSHALL,12,0,0,214,58.5,,,,,,63.0,,,74.2,0,0,0,12,0,0,12,26,0
Justin Clark,43185,CB,WISCONSIN,9,0,0,349,59.6,,,,,,70.7,,,76.6,0,0,0,13,0,0,9,31,1
Ryan McWood,43189,LB,MIAMI OH,12,0,0,221,60.4,,,,,,66.2,,,90.3,0,0,0,51,0,0,4,11,0
Jaydon Grant,43354,S,OREGON ST,12,0,0,265,59.8,,,,,,68.2,,,76.5,0,0,0,48,3,1,0,44,0
Jon-Michael Terry,43635,LB,TULSA,12,0,0,320,59.0,,,,,,69.0,,,69.3,0,0,0,71,0,0,58,13,3
Tyrone Hopper,43714,ED,MISSOURI,8,0,0,229,60.0,,,,,,60.8,,,66.0,0,0,0,14,0,0,0,1,0
Sione Tupou,44093,LB,TEXAS ST,12,0,0,314,60.0,,60.2,,,,67.1,,,70.8,0,0,5,50,0,12,9,9,0
Semisi Fakasiieiki,44340,LB,PURDUE,12,1,0,273,59.7,,,,,,59.9,,,71.0,0,0,0,16,43,3,8,1,1
Je'Vionte' Nash,44818,T,WAKE,2,0,0,339,,,63.7,,,,62.5,,,68.5,0,0,11,0,0,0,0,0,0
Nick Zecchino,44923,LS,PURDUE,14,0,0,273,,,89.8,,,87.0,76.5,,,67.2,0,0,70,0,0,0,59,0,1
Bradley Robinson,45062,LS,OHIO STATE,7,0,0,260,,,76.2,,,49.4,59.5,,,65.3,0,0,54,0,0,0,21,0,0
Jon Jacobs,45394,G,CHARLOTTE,12,0,0,136,,,75.5,,,,64.9,,,64.8,0,0,41,0,0,0,0,0,0
Antwaine Richardson,49364,S,KENT STATE,7,0,0,201,59.8,,,,,,58.7,,,65.3,0,0,0,35,0,0,1,8,0
Todd Bradley-Glenn,49811,LB,GA SOUTHRN,4,0,0,174,59.6,,,,,,61.2,,,63.1,0,0,0,10,0,0,0,5,0
Colin Goodfellow,51797,P,KENTUCKY,9,0,0,202,,,,,,,62.6,,67.1,73.0,1,3,0,0,0,0,36,0,0
Skip Velotta,51815,HB,NOTRE DAME,12,0,0,258,,,,,,,55.5,,,71.6,0,0,0,0,19,54,0,1,0
E.J. Scott,52024,WR,COLO STATE,3,0,0,144,,,,,,,63.3,,,68.3,0,0,0,0,0,0,0,6,0
Justice McCoy,52034,WR,COLO STATE,9,0,0,144,,,,,,,57.9,,,80.0,0,1,0,0,0,50,0,22,0
Brandon Kipper,52054,G,OREGON ST,13,0,0,265,58.9,,76.6,,,,63.1,,,71.5,0,0,66,40,0,0,1,0,0
Donovan Dalton,52056,S,OREGON,1,0,0,264,,,,,,,60.0,,,74.8,0,0,0,0,1,0,0,0,0
Micah Vanterpool,52075,G,HAWAII,1,0,0,180,,,60.0,,,,60.0,,,62.1,0,0,2,0,0,0,0,0,0
Michael Boyle,52076,K,COLO STATE,9,0,0,144,,69.3,,,,,60.8,,,65.8,0,0,26,0,0,0,0,0,0
Penei Pavihi,52079,LB,HAWAII,13,0,0,180,59.1,,,,,,61.6,,,73.9,0,0,0,78,1,1,0,10,0
Ra Elkington,52080,G,HAWAII,1,0,0,180,,,,,,,60.0,,,62.8,0,0,0,0,1,0,0,0,0
Stephan Bernal-Wendt,52084,G,HAWAII,4,0,0,180,,,63.4,,,,62.2,,,65.7,0,0,11,0,0,0,9,0,0
Melvin Hill,52107,WR,UMASS,2,0,0,216,,,,,,,56.8,,,70.1,0,0,0,0,0,11,3,2,0
Champ Flemings,52125,WR,ARK STATE,2,0,0,113,,,,80.9,,,73.0,52.4,,63.8,0,0,0,0,0,12,0,3,0
Davis Koetter,52163,WR,BOISE ST,9,0,0,120,,,,,,,52.2,,,79.0,2,0,0,0,35,26,22,17,0
Jared Reed,52173,CB,BOISE ST,1,0,0,120,,,,,,,60.8,,,67.2,0,0,0,0,3,0,0,0,0
George Nyakwol,52203,S,RICE,9,0,0,275,,,,,,,84.8,,,73.8,0,0,0,0,0,0,31,4,2
Jaeger Bull,52207,TE,WAKE,13,0,0,339,,,77.9,,,,66.6,,,79.0,0,0,72,0,0,70,0,0,0
Kenneth Orji,52209,ED,RICE,8,1,0,275,59.0,,,,,,62.3,,,72.1,0,0,0,11,27,0,0,4,0
Shea Baker,52215,C,RICE,13,0,0,275,,,77.4,,,,65.9,,,71.3,0,0,56,0,0,0,0,0,0
Trey Schuman,52216,ED,RICE,5,0,0,275,57.9,,,,,,57.1,,,65.3,0,0,0,26,0,0,0,0,0
Alii Matau,52219,LB,S JOSE ST,12,0,0,285,59.9,,70.9,,,,65.4,,,71.6,0,0,33,40,0,53,0,1,0
Rico Tolefree,52250,LB,S JOSE ST,12,2,0,285,60.2,,,,,,49.9,,,41.3,1,1,0,11,49,4,44,4,2
Tre White,52261,S,S JOSE ST,6,0,0,285,59.7,,,,,,62.4,,,67.1,0,0,0,8,11,0,0,7,0
Caleb Phillips,52265,TE,HAWAII,13,0,0,180,,,73.6,,,,63.6,,,79.9,0,0,47,0,0,28,0,0,0
Gabe Reid,52273,ED,UTAH,11,0,0,328,59.1,,,,,,61.0,,,69.2,0,0,0,25,0,2,0,9,0
Ryan Johnson,52282,ED,NWESTERN,4,0,0,256,60.0,,,,,,60.3,,,65.3,0,0,0,7,0,0,0,2,0
Thunder Keck,52285,ED,STANFORD,1,0,0,300,,,,,,,60.2,,,66.2,0,0,0,0,0,2,0,0,0
Bentlee Sanders,52291,S,NEVADA,12,0,0,239,59.7,,,54.7,,,62.1,80.8,,69.1,0,0,0,56,4,38,2,52,0
Darrien Grant,52293,DI,USF,10,0,0,327,59.4,,64.3,,,,61.4,,,67.5,0,0,17,34,0,0,0,2,0
Demetris Harris,52295,G,USF,5,0,0,327,,,66.9,,,,63.2,,,69.7,0,0,17,0,0,0,0,0,0
Fred Lloyd Jr.,52300,WR,LA MONROE,11,0,0,209,,,,,,,76.5,,,82.7,0,1,0,0,2,70,2,32,0
Mekhi LaPointe,52315,S,USF,10,0,0,327,59.9,,,,,,61.5,,,70.2,0,0,0,45,0,1,0,2,0
Nick Roberts,52318,S,SMU,13,0,0,287,59.9,,,,,,66.8,,,72.0,0,0,0,70,34,0,6,20,2
Randall St. Felix,52319,WR,FIU,2,0,0,166,,,,,,,69.4,,,68.4,0,0,0,0,0,14,0,6,0
Marshall Lang,52369,TE,NWESTERN,12,0,0,256,,,69.6,57.5,,,67.0,,,68.7,0,0,28,0,2,65,0,0,0
Bryce Dugan,52425,DI,OHIO,8,0,0,259,59.2,,,,,,60.1,,,67.4,0,0,0,7,0,0,1,4,0
Luke Kandra,52487,G,LOUISVILLE,7,0,0,210,,,73.5,,,,64.3,,,64.1,0,0,31,0,0,0,0,0,0
Jakob James,52540,C,OHIO STATE,12,0,0,260,,,80.0,,,,67.5,,,78.9,0,0,91,0,0,0,0,0,0
Joe Royer,52545,TE,OHIO STATE,5,0,0,260,,,,,,,63.1,,,73.2,0,0,0,0,0,7,0,15,0
Malik Vann,52555,ED,CINCINNATI,1,0,0,138,58.9,,,,,,59.8,,,65.4,0,0,0,5,0,0,0,2,0
Brendan Beattie,52768,LS,MIAMI OH,13,0,0,221,,,86.1,,,87.7,71.4,,,67.8,2,0,51,0,0,0,75,0,0
Steven Faucheux,52784,G,MARSHALL,13,0,0,214,,,76.0,,,,62.0,,,72.4,0,0,59,0,0,14,69,0,0
Tyler Bentley,52790,DI,PITTSBURGH,6,0,0,268,59.8,,,,,,62.0,,,67.9,0,0,0,4,0,0,0,4,0
Xavier Peters,52819,ED,FAU,3,0,0,165,,,,,,,59.6,,,66.7,0,0,0,0,0,9,0,1,0
Eric Miller,52938,T,PURDUE,14,0,0,273,,,77.2,,,,65.9,,,71.0,0,0,70,0,0,0,0,0,0
Tanner Knue,52961,WR,E MICHIGAN,9,0,0,160,,,,61.8,,,47.2,60.0,,30.0,1,1,0,0,12,9,26,27,0
Michael McCalmont,52962,TE,CINCINNATI,1,0,0,138,,,,,,,60.4,,,67.1,0,0,0,0,0,3,0,0,0
Will Adams,52966,S,CINCINNATI,12,0,0,138,,,,,,,78.5,,,79.7,0,0,0,0,5,39,0,44,0
Cole Pearce,52970,LB,BALL ST,11,0,0,117,59.5,,,,,,60.7,,,69.3,0,0,0,49,22,0,25,7,1
Paul Rodriguez,52986,G,KENTUCKY,10,0,0,202,,,74.2,,,,64.8,,,68.1,0,0,39,0,0,0,0,0,0
Nick Presley,53372,WR,BALL ST,5,0,0,117,,,,,,,57.9,,,76.6,1,1,0,0,16,0,22,25,2
Eric Meeks,53398,C,MARSHALL,3,0,0,214,,,65.3,,,,62.7,,,66.0,0,0,14,0,0,0,0,0,0
James Camden,53418,S,CINCINNATI,12,0,0,138,,,,,,,65.8,,,79.2,0,1,0,0,2,16,0,51,0
Bryce McMahon,53505,WR,TOLEDO,3,0,0,316,,,,,,,60.0,,,65.9,0,0,0,0,0,17,0,0,0
DeShawn Pace,53549,LB,CINCINNATI,13,0,0,138,88.6,,,,,,67.7,,,28.6,1,2,0,34,0,7,64,11,1
Luke Bolden,53565,TE,MIAMI OH,13,0,0,221,,,,59.6,,,80.5,,,78.6,0,1,0,0,12,63,3,49,0
Ja'von Hicks,53569,S,CINCINNATI,13,2,1,138,59.7,,,,,,65.0,,,29.5,0,1,0,46,0,1,62,17,3
Rusty Feth,53571,C,MIAMI OH,8,0,0,221,,,70.4,,,,63.9,,,67.5,0,0,31,0,0,0,0,0,0
Eric Phillips,53572,ED,CINCINNATI,13,0,0,138,58.4,,,,,,60.5,,,70.5,0,0,0,38,0,0,0,14,0
Ivan Pace Jr.,53587,LB,CINCINNATI,13,0,0,138,60.0,,,,,,54.2,,,28.6,0,1,0,43,3,1,3,12,1
Ryan Mullaney,53704,ED,CINCINNATI,13,0,0,138,59.4,,,59.9,,,73.4,,,73.1,0,0,0,8,0,55,0,17,0
Brenden Bates,53746,TE,KENTUCKY,11,0,0,202,,,73.2,,,,62.7,,,90.3,0,0,45,0,1,2,41,0,0
Carrington Valentine,53750,CB,KENTUCKY,12,0,0,202,59.4,,,,,,62.4,,,82.8,1,0,0,38,48,0,45,28,1
Logan Osburn,53851,C,MARSHALL,12,0,0,214,,,73.5,,,,64.5,,,66.7,0,0,50,0,0,0,0,0,0
Luke Thiemann,54005,LB,NAVY,5,0,0,237,,,,,,,68.2,,,69.7,0,0,0,0,1,19,0,0,0
Josh Whyle,54037,TE,CINCINNATI,12,0,0,138,,,61.4,,,,65.9,,,81.2,0,0,9,0,0,1,58,3,1
Jaheim Thomas,54193,LB,CINCINNATI,13,0,0,138,59.4,,,,,,53.7,,,30.1,1,2,0,10,2,0,64,3,1
Keaton Upshaw,54307,TE,KENTUCKY,12,0,0,202,,,73.6,,,,64.2,,,61.1,0,0,49,0,0,0,0,0,0
Brian Foley,54532,G,DUKE,8,0,0,154,,,75.0,,,,65.3,,,71.5,0,0,43,0,0,0,0,0,0
Antwine Loper,54534,T,COAST CAR,13,0,0,141,,,74.6,,,,64.6,,,64.2,0,0,55,0,0,0,0,0,0
Isaiah Norman,54967,S,MARSHALL,9,0,0,214,60.0,,,,,,65.8,,,68.2,0,0,0,19,6,2,1,13,0
Aapri Washington,55013,CB,E CAROLINA,13,0,0,156,60.2,,,61.8,,,77.4,,,76.0,0,0,0,18,26,32,0,55,2
Tim Terry,55020,LB,AKRON,10,0,0,102,59.7,,,,,,60.9,,,71.1,0,0,0,31,36,1,31,1,1
Isaiah King,55037,CB,BUFFALO,11,1,0,126,59.5,,,,,,56.1,,,29.7,0,1,0,29,15,0,13,23,0
Charlie Jones,55038,WR,PURDUE,13,0,0,273,,,,57.9,,,61.7,73.8,,68.5,0,0,0,0,2,11,0,64,0
Chibueze Onwuka,55044,DI,BOSTON COL,12,0,0,121,68.1,,,,,,74.3,,,71.0,0,0,0,62,0,0,0,11,0
Devonni Reed,55046,S,S CAROLINA,10,0,0,289,59.9,,,,,,56.5,,,69.6,1,0,0,20,20,7,0,4,0
Troy Brown,55050,LB,OLE MISS,8,0,0,226,60.0,,,,,,64.2,,,77.5,0,0,0,9,0,0,0,10,0
Jamezz Kimbrough,55052,C,C MICHIGAN,1,0,0,134,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Angelo Howze,55073,ED,AKRON,12,0,0,102,60.0,,,43.9,,,64.1,,,75.8,1,0,0,1,1,78,61,15,0
Jabari Taylor,55075,ED,CINCINNATI,11,0,0,138,58.3,,,,,,59.6,,,69.4,0,0,0,34,0,0,0,11,0
Wilson Huber,55090,LB,CINCINNATI,13,0,0,138,60.1,,,,,,46.9,,,71.7,1,0,0,43,0,1,65,23,0
Jordan Swann,55103,CB,JAMES MAD,11,0,0,197,59.3,,,,,,61.7,,,40.0,0,1,0,33,6,2,0,69,0
Ian Swenson,55104,LB,UCONN,12,0,0,146,59.9,,,,,,61.3,,,72.5,1,0,0,53,5,1,25,6,1
Caleb Thomas,55105,DI,LA MONROE,12,1,0,209,57.5,,,,,,43.8,,,71.7,0,0,0,44,0,0,37,10,0
James Tunstall,55112,T,CINCINNATI,12,0,0,138,,,75.8,,,,65.1,,,67.5,0,0,66,0,0,0,0,0,0
Christian VanSickle,55137,K,RICE,13,0,0,275,,76.6,,,60.0,,61.4,,,67.3,0,0,55,0,1,0,0,0,0
Tommy Zozus,55163,LS,UCONN,13,0,0,146,,,79.2,,,55.6,54.2,,,67.8,6,0,46,0,0,0,74,0,2
Dorian Hall,55168,S,FIU,9,1,0,166,59.8,,,,,,46.4,,,27.4,0,1,0,16,25,0,0,3,0
Pat Bartlett,55191,G,GA STATE,12,0,0,175,,,77.8,,,,65.4,,,65.1,0,0,56,0,0,0,8,0,0
Malik Sumter,55194,C,GA STATE,5,0,0,175,,,67.3,,,,63.2,,,68.7,0,0,15,0,0,0,0,0,0
Chris Bacon,55196,S,BOWL GREEN,12,0,0,122,59.5,,,,,,60.9,,,64.9,0,0,0,59,0,0,0,9,0
Jaylon Jones,55197,CB,GA STATE,12,0,0,175,59.6,,,,,,65.9,,,77.6,0,0,0,27,1,0,0,42,0
Jordan Strachan,55198,ED,S CAROLINA,2,0,0,289,59.4,,,,,,59.2,,,66.5,0,0,0,6,0,0,9,1,0
Axel Ruschmeyer,55236,G,MINNESOTA,13,0,0,225,,,74.8,,,,65.0,,,67.8,0,0,55,0,0,0,0,0,0
John Michael Schmitz Jr.,55238,C,MINNESOTA,12,0,0,225,,,75.7,,,,66.0,,,75.5,0,0,56,0,0,0,0,0,0
Chris Autman-Bell,55245,WR,MINNESOTA,1,0,0,225,,,,,,,60.0,,,90.7,0,0,0,0,0,0,0,1,0
Trent Carrington,55255,S,NWESTERN,4,0,0,256,,,,,,,66.1,,,71.1,0,0,0,0,18,16,0,12,1
Luke Foster,55281,G,TEMPLE,1,0,0,306,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Zachary Ford,55353,S,TOLEDO,14,1,0,316,59.7,,,59.9,,,60.1,,,78.4,0,0,0,21,35,16,22,47,2
Nate Givhan,55355,ED,TOLEDO,8,0,0,316,58.8,,,,,,60.9,,,67.6,0,0,0,16,0,0,0,11,0
Kelvin Ateman,55362,T,TOLEDO,4,0,0,316,,,64.3,,,,62.6,,,62.7,0,0,17,0,0,0,0,0,0
Jamal Turner,55368,TE,TOLEDO,13,0,0,316,,,60.6,,,,72.0,,,73.2,0,0,8,0,1,58,0,0,0
Alex Ward,55396,LS,UCF,14,1,0,323,,,89.8,,,76.0,64.7,,,66.9,0,0,71,0,0,0,53,0,1
Samuel Jackson,55403,G,UCF,14,0,0,323,,,79.0,,,,66.7,,,74.3,0,0,71,0,0,0,0,0,0
Austin Camden,55408,DI,UCF,14,0,0,323,59.9,,74.5,,,,66.3,,,69.2,0,0,59,5,0,7,53,0,1
Anthony Montalvo,55417,DI,UCF,14,0,0,323,58.5,,,,,,63.9,,,70.6,0,0,0,40,0,0,53,6,1
Coby Davis,55425,CB,WAKE,2,1,0,339,60.0,,,,,,67.4,,,63.7,0,0,0,3,5,0,0,0,0
Troy Simon,55427,S,TOLEDO,5,0,0,316,59.9,,,,,,63.6,,,75.1,1,0,0,4,20,17,6,12,0
Mike Allen,55430,ED,W KENTUCKY,11,0,0,346,58.2,,,,,,59.4,,,67.9,0,0,0,20,0,0,0,7,0
Tyler Williams,55432,DI,WAKE,11,0,0,339,76.2,,,,,,85.7,,,71.5,0,0,0,32,0,0,0,8,0
Christian Beal-Smith,55433,HB,S CAROLINA,4,0,0,289,,,,,,,73.2,,,72.5,0,0,0,0,12,0,5,11,0
Zach Murphy,55435,K,WAKE,13,0,0,339,,61.8,67.7,,56.5,,62.7,,60.3,66.4,1,0,74,0,11,0,6,0,0
DJ Taylor,55438,LB,BOWL GREEN,13,0,0,122,60.0,,,,,,47.3,,,29.6,1,1,0,34,32,0,0,9,2
Chase Monroe,55439,LB,CHARLOTTE,12,0,0,136,60.0,,,,,,63.5,,,77.2,0,0,0,31,0,53,1,0,0
Spencer Clapp,55441,T,WAKE,13,0,0,339,,,76.6,,,,44.7,,,63.8,1,0,72,0,0,0,49,0,0
Loic Ngassam Nya,55442,G,WAKE,9,0,0,339,,,76.4,,,,65.6,,,71.2,0,0,55,0,0,0,0,0,0
Sean Maginn,55446,G,WAKE,13,0,0,339,,,78.1,,,,69.1,,,71.6,0,0,69,0,0,0,49,0,1
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,134,60.1,,,,,,60.1,,,63.8,0,0,0,2,0,0,0,0,0
Brett Neilon,55555,C,USC,1,0,0,326,,,,,,,60.0,,,64.5,0,0,0,0,0,0,2,0,0
Malik Hausman,55567,CB,HAWAII,13,0,0,180,59.4,,,,,,60.8,,,75.3,1,0,0,67,11,0,28,2,1
Azizi Hearn,55569,CB,UCLA,12,0,0,324,59.4,,,,,,64.1,,,72.0,0,0,0,28,17,0,3,4,1
Timarcus Davis,55574,CB,ARIZONA ST,11,0,1,110,59.2,,,,,,39.7,,,27.4,1,3,0,45,19,0,11,31,1
Wylan Free,55596,S,GA SOUTHRN,12,1,0,174,60.3,,,,,,67.0,60.0,,71.3,0,0,0,50,32,0,23,3,0
Wesley McCormick,55609,CB,W VIRGINIA,8,0,0,343,59.5,,,,,,57.8,,,71.1,0,0,0,18,0,0,0,11,0
Cedrick Dort Jr.,55614,CB,WISCONSIN,8,0,0,349,,,,,,,64.3,,,66.4,0,0,0,0,0,0,0,11,0
Anthony Johnson,55628,CB,VIRGINIA,10,0,0,335,60.0,,,,,,61.2,,,75.2,0,0,0,31,1,0,1,36,0
Zack Sanders,55638,CB,OHIO,10,0,0,259,59.5,,,,,,62.2,,,71.2,0,0,0,28,0,0,0,14,0
Tre Shaw,55648,CB,W KENTUCKY,13,1,1,346,59.5,,,,,,67.7,,,29.1,1,3,0,19,81,53,37,25,6
Tariq Drake,55668,S,OHIO,12,0,0,259,59.6,,,,,,61.2,,,66.1,0,0,0,54,0,0,0,9,0
Justin Broiles,55678,S,OKLAHOMA,13,2,0,261,60.1,,,,,,65.4,,,81.2,0,0,0,39,10,32,52,4,0
Kordell Rodgers,55713,CB,TEXAS ST,8,0,0,314,59.9,,,,,,62.0,,,70.7,0,0,0,30,0,4,0,6,0
Orlando Lacey,55720,LB,TROY,8,0,0,318,,,,59.6,,,54.3,67.5,,70.1,1,0,0,0,4,26,0,19,0
Grayson Cash,55727,S,UAB,13,0,0,321,59.4,,,,,,62.5,,,83.4,0,0,0,45,41,1,0,56,0
Andre Grayson,55735,CB,UTAH ST,12,1,0,329,59.3,,,,,,59.8,,,76.2,0,0,0,40,53,2,0,22,1
Zahodri Jackson,55736,CB,N TEXAS,12,0,0,251,60.0,,,,,,62.7,,,80.2,0,0,0,11,67,56,0,36,0
Keyon Blankenbaker,55749,CB,TEXAS TECH,12,1,0,315,60.0,,,,,,71.8,,,79.8,0,0,0,1,60,0,0,48,1
C.J. Coldon Jr.,55750,CB,OKLAHOMA,10,0,0,261,59.8,,,,,,60.7,,,74.3,0,0,0,29,30,1,0,10,0
Jordyn Riley,55767,S,LA MONROE,10,0,0,209,59.9,,,,,,68.6,,,73.0,0,0,0,12,21,13,0,12,0
Steven Jones Jr.,55785,CB,APP STATE,12,0,0,108,59.5,,,,,,64.8,,,75.0,0,0,0,44,47,3,0,12,2
Jarques McClellion,55795,S,FLORIDA ST,13,0,0,167,59.9,,,,,,66.6,,,88.8,0,0,0,50,39,2,3,9,0
Korey Hernandez,55796,CB,E MICHIGAN,7,0,0,160,59.6,,,,,,61.6,,,70.4,0,0,0,23,7,0,0,1,0
Jahmin Muse,55830,S,BUFFALO,12,0,0,126,59.8,,,,,,61.4,,,66.2,0,0,0,49,3,4,0,8,0
Isaiah Lewis,55854,S,COLORADO,4,0,0,143,60.0,,,,,,53.2,,,67.7,1,0,0,22,0,8,6,0,0
Davondre Robinson,55861,S,CHARLOTTE,3,0,0,136,60.1,,,,,,60.5,,,64.5,0,0,0,11,0,0,0,0,0
Blake Bogan,55868,S,E MICHIGAN,4,0,0,160,59.7,,,59.9,,,60.2,,,68.1,0,0,0,7,0,2,4,3,0
Ontaria Wilson,55894,WR,FLORIDA ST,9,0,0,167,,,,,,,59.9,60.5,,29.8,0,1,0,0,1,0,10,25,0
Cyrus Fagan,55895,S,NC STATE,12,0,0,248,59.9,,,,,,64.7,,,64.4,0,0,0,36,0,0,0,2,0
William Poole,55911,CB,GEORGIA,1,0,0,173,,,,,,,60.0,,,90.7,0,0,0,0,0,0,0,1,0
Latavious Brini,55915,S,ARKANSAS,12,0,0,111,59.9,,,,,,70.9,,,73.6,0,0,0,1,0,0,0,31,0
Ameer Speed,55918,CB,MICH STATE,12,0,0,223,55.7,,,,,,67.3,,,78.0,0,0,0,50,7,0,0,30,0
Devodric Bynum,55931,CB,UAB,13,1,0,321,59.7,,,,,,53.2,,,29.0,0,1,0,21,34,0,0,16,0
Michael Marchese,55952,TE,ILLINOIS,13,1,0,187,,,,59.9,,,62.0,,,83.7,3,0,0,0,67,47,61,41,3
Bennett Williams,55954,CB,OREGON,13,0,0,264,59.9,,,,,,66.5,,,72.0,0,0,0,61,1,29,20,4,1
Bryant Fitzgerald,55961,S,INDIANA,11,0,0,190,60.0,,,,,,66.3,,,86.8,1,0,0,54,6,2,52,15,2
Trey Creamer,55962,CB,CHARLOTTE,2,0,0,136,59.6,,,,,,62.5,,,69.0,0,0,0,7,7,0,0,4,0
Camron Harrell,55965,CB,SO MISS,12,1,0,296,59.9,,,64.1,,,62.9,,,69.4,1,0,0,25,29,37,8,6,0
Datrone Young,55969,CB,DUKE,11,0,0,154,59.4,,,,,,61.8,,,76.3,0,0,0,30,0,0,0,3,0
Gervarrius Owens,55987,S,HOUSTON,12,0,0,182,59.4,,,,,,54.9,60.0,,29.5,0,1,0,57,1,2,0,28,0
Raymond James,55993,WR,KENT STATE,10,0,0,201,59.7,,,,,,58.2,54.3,,70.7,1,0,0,4,34,4,0,37,1
Tyrell Ajian,55995,S,KENTUCKY,10,0,0,202,59.6,,,,,,59.5,,,63.7,0,0,0,23,0,0,2,0,0
Bralen Trahan,56012,S,LA LAFAYET,13,0,0,207,84.5,,,,,,85.4,,,70.9,0,0,0,43,15,1,0,24,0
Kenny Bennett,56032,S,GA TECH,3,1,0,176,,,,,,,86.8,,,73.9,0,0,0,0,9,14,10,7,2
Xavier Cullens,56044,LB,MEMPHIS,13,0,0,218,59.4,,,,,,52.6,,,46.0,2,1,0,47,15,2,47,16,1
Derrick Smith,56050,LB,W KENTUCKY,14,0,0,346,59.8,,,,,,68.8,,,70.6,0,0,0,47,25,0,7,12,2
Jaylen Kelly-Powell,56057,S,AKRON,6,0,0,102,59.9,,,,,,60.3,,,63.8,0,0,0,23,1,0,0,0,0
Hunter Reynolds,56060,S,UTAH ST,13,0,0,329,59.6,,,,,,59.6,,,66.5,0,0,0,72,0,0,0,19,0
Cameron Ruiz,56131,CB,TEMPLE,8,1,0,306,59.8,,,,,,58.2,,,73.1,0,0,0,2,10,0,3,23,0
Rani Abdulaziz,56149,CB,RUTGERS,5,0,0,278,,,,,,,68.0,,,70.3,0,0,0,0,10,24,0,3,1
