player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,_provenance
Jesus Machado Jr.,123224,LB,HOUSTON,2,1,0,0.0,0,0,182,0,0,50.7,66.6,73.6,59.6,83.7,75.8,0,1,0,0,,0.0,0,0,0,39.6,0,0,0,14,0,8,15,1,0,0,1,0,0,14,1,6,0,1,1,0,1,1,0,0,0,,arrival_2025_at_HOUSTON
Andrew Awe,129839,LB,RICE,13,23,0,87.5,0,1,275,0,0,39.0,58.0,86.1,72.2,66.9,63.2,2,11,0,0,24,13.9,16,1,0,119.8,21,6,0,790,3,408,824,7,0,0,7,0,0,817,41,375,24,49,76,5,24,19,1,226,136,10.8,2025_this_team
Austin Harnetiaux,162488,LB,NEVADA,12,9,0,78.3,0,0,239,0,0,45.9,50.7,81.4,57.0,56.8,45.4,0,2,0,0,29,22.2,8,2,0,110.1,18,0,0,256,0,142,298,9,0,0,9,0,2,289,15,141,31,13,19,1,23,2,1,160,118,8.9,arrival_2025_at_NEVADA
Blaise Tita,165778,LB,RICE,7,3,0,66.7,1,0,275,0,0,60.5,56.2,0.0,47.8,60.9,85.6,0,2,0,0,11,0.0,0,0,1,88.2,2,0,0,58,1,62,117,9,0,0,9,0,1,108,15,40,48,3,7,0,3,2,0,22,25,11.0,2025_this_team
Ty Morris,173225,LB,RICE,13,26,2,72.4,1,2,275,1,0,66.7,67.8,84.8,67.8,65.2,76.3,1,12,0,0,60,10.1,9,1,1,118.6,21,3,0,708,6,388,827,48,0,0,48,0,6,779,63,376,59,32,54,5,29,16,1,311,226,14.8,2025_this_team
Beau Barton,173226,LB,RICE,2,2,0,,0,0,275,0,0,67.9,63.8,72.6,,56.0,64.3,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,21,0,6,21,0,0,0,0,0,0,21,0,15,0,0,3,0,0,0,0,0,0,,2025_this_team
Cooper King,173244,LB,RICE,3,0,0,,0,0,275,0,0,72.5,76.7,74.3,71.9,66.9,82.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,34,0,13,35,0,0,0,0,0,0,35,0,22,1,5,6,1,0,1,0,0,0,,2025_this_team
Kaleb Blanton,190634,LB,RICE,2,0,0,,0,0,275,0,0,60.8,53.9,69.3,48.6,62.3,25.6,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,7,0,3,7,0,0,0,0,0,0,7,0,4,0,0,0,0,0,1,0,0,0,,2025_this_team
CJ Witten,204275,LB,RICE,2,1,0,,0,0,275,0,0,62.7,65.7,69.0,,60.0,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,3,5,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,,2025_this_team
